filename,score_anormal,score_cglaucoma,prediction
image_052_3.jpg,0.651480,0.348520,anormal
image_053_136.jpg,0.659827,0.340173,anormal
image_054_158.jpg,0.623254,0.376746,anormal
image_055_139.jpg,0.619490,0.380510,anormal
image_056_142.jpg,0.716353,0.283647,anormal
image_057_109.jpg,0.680040,0.319960,anormal
image_058_118.jpg,0.661469,0.338531,anormal
image_059_220.jpg,0.703315,0.296685,anormal
image_060_79.jpg,0.648659,0.351341,anormal
image_061_44.jpg,0.667521,0.332479,anormal
image_062_135.jpg,0.693090,0.306910,anormal
image_063_110.jpg,0.725970,0.274030,anormal
image_064_164.jpg,0.694557,0.305443,anormal
image_065_92.jpg,0.718644,0.281356,anormal
image_066_218.jpg,0.663340,0.336660,anormal
image_067_127.jpg,0.708174,0.291826,anormal
image_068_173.jpg,0.649361,0.350639,anormal
image_069_184.jpg,0.714092,0.285908,anormal
image_070_212.jpg,0.699983,0.300017,anormal
image_071_154.jpg,0.695756,0.304244,anormal
image_072_102.jpg,0.711564,0.288436,anormal
image_073_179.jpg,0.736122,0.263878,anormal
image_074_37.jpg,0.679014,0.320986,anormal
image_075_195.jpg,0.601424,0.398576,anormal
image_076_33.jpg,0.737788,0.262212,anormal
image_077_201.jpg,0.700117,0.299883,anormal
image_078_67.jpg,0.697740,0.302260,anormal
image_079_15.jpg,0.736073,0.263927,anormal
image_080_157.jpg,0.684855,0.315145,anormal
image_081_153.jpg,0.667754,0.332246,anormal
image_082_9.jpg,0.705242,0.294758,anormal
image_083_30.jpg,0.682922,0.317078,anormal
image_084_34.jpg,0.666223,0.333777,anormal
image_085_61.jpg,0.657644,0.342356,anormal
image_086_24.jpg,0.771826,0.228174,anormal
image_087_210.jpg,0.669210,0.330790,anormal
image_088_175.jpg,0.736073,0.263927,anormal
image_089_38.jpg,0.588886,0.411114,anormal
image_090_145.jpg,0.689076,0.310924,anormal
image_091_223.jpg,0.629897,0.370103,anormal
image_092_1.jpg,0.704094,0.295906,anormal
image_093_140.jpg,0.705242,0.294758,anormal
image_094_150.jpg,0.763755,0.236245,anormal
image_095_11.jpg,0.712153,0.287847,anormal
image_096_98.jpg,0.676606,0.323394,anormal
image_097_176.jpg,0.658726,0.341274,anormal
image_098_205.jpg,0.665407,0.334593,anormal
image_099_22.jpg,0.659547,0.340453,anormal
image_100_196.jpg,0.682876,0.317124,anormal
image_101_222.jpg,0.652174,0.347826,anormal
image_102_155.jpg,0.733224,0.266776,anormal
image_103_204.jpg,0.633630,0.366370,anormal
image_104_2.jpg,0.720238,0.279762,anormal
image_105_0.jpg,0.638358,0.361642,anormal
image_106_141.jpg,0.606845,0.393155,anormal
image_107_166.jpg,0.705612,0.294388,anormal
image_108_188.jpg,0.669996,0.330004,anormal
image_109_76.jpg,0.664523,0.335477,anormal
image_110_199.jpg,0.678453,0.321547,anormal
image_111_58.jpg,0.650872,0.349128,anormal
image_112_111.jpg,0.702856,0.297144,anormal
image_113_224.jpg,0.662478,0.337522,anormal
image_114_57.jpg,0.731579,0.268421,anormal
image_115_121.jpg,0.660354,0.339646,anormal
image_116_69.jpg,0.730283,0.269718,anormal
image_117_211.jpg,0.596110,0.403890,anormal
image_118_101.jpg,0.675877,0.324124,anormal
image_119_194.jpg,0.725346,0.274654,anormal
image_120_17.jpg,0.758099,0.241901,anormal
image_121_189.jpg,0.733787,0.266213,anormal
image_122_6.jpg,0.688909,0.311091,anormal
image_123_35.jpg,0.656101,0.343899,anormal
image_124_126.jpg,0.730971,0.269029,anormal
image_125_183.jpg,0.620367,0.379633,anormal
image_126_177.jpg,0.666943,0.333057,anormal
image_127_43.jpg,0.595423,0.404577,anormal
image_128_60.jpg,0.675447,0.324553,anormal
image_129_156.jpg,0.687184,0.312816,anormal
image_130_104.jpg,0.697892,0.302108,anormal
image_131_131.jpg,0.701284,0.298716,anormal
image_132_52.jpg,0.729286,0.270714,anormal
image_133_75.jpg,0.695432,0.304568,anormal
image_134_97.jpg,0.640893,0.359107,anormal
image_135_90.jpg,0.705289,0.294711,anormal
image_136_128.jpg,0.641169,0.358831,anormal
image_137_87.jpg,0.725503,0.274497,anormal
image_138_19.jpg,0.695817,0.304183,anormal
image_139_167.jpg,0.718287,0.281713,anormal
image_140_27.jpg,0.735900,0.264100,anormal
image_141_18.jpg,0.667847,0.332153,anormal
image_142_159.jpg,0.634291,0.365709,anormal
image_143_107.jpg,0.697675,0.302325,anormal
image_144_180.jpg,0.605809,0.394191,anormal
image_145_78.jpg,0.709900,0.290100,anormal
image_146_85.jpg,0.680539,0.319461,anormal
image_147_193.jpg,0.658636,0.341364,anormal
image_148_216.jpg,0.682337,0.317663,anormal
image_149_134.jpg,0.695481,0.304519,anormal
image_150_198.jpg,0.684145,0.315855,anormal
image_151_31.jpg,0.638690,0.361310,anormal
image_152_169.jpg,0.587453,0.412547,anormal
image_153_213.jpg,0.660857,0.339143,anormal
image_154_23.jpg,0.631771,0.368229,anormal
image_155_151.jpg,0.639589,0.360411,anormal
image_156_72.jpg,0.685997,0.314003,anormal
image_157_115.jpg,0.625040,0.374960,anormal
image_158_191.jpg,0.576517,0.423483,anormal
image_159_162.jpg,0.672421,0.327579,anormal
image_160_124.jpg,0.704569,0.295431,anormal
image_161_62.jpg,0.667844,0.332156,anormal
image_162_48.jpg,0.653274,0.346726,anormal
image_163_206.jpg,0.638529,0.361471,anormal
image_164_215.jpg,0.619097,0.380903,anormal
image_165_77.jpg,0.677167,0.322833,anormal
image_166_129.jpg,0.693922,0.306078,anormal
image_167_138.jpg,0.691925,0.308075,anormal
image_168_113.jpg,0.701762,0.298238,anormal
image_169_119.jpg,0.757079,0.242921,anormal
image_170_133.jpg,0.751282,0.248718,anormal
image_171_203.jpg,0.633834,0.366166,anormal
image_172_137.jpg,0.715957,0.284043,anormal
image_173_83.jpg,0.700613,0.299387,anormal
image_174_123.jpg,0.713357,0.286643,anormal
image_175_91.jpg,0.687558,0.312442,anormal
image_176_161.jpg,0.767871,0.232129,anormal
image_177_112.jpg,0.693005,0.306995,anormal
image_178_46.jpg,0.651566,0.348434,anormal
image_179_84.jpg,0.739518,0.260482,anormal
image_180_53.jpg,0.679738,0.320262,anormal
image_181_207.jpg,0.695917,0.304083,anormal
image_182_171.jpg,0.732936,0.267064,anormal
image_183_40.jpg,0.710422,0.289578,anormal
image_184_197.jpg,0.701911,0.298089,anormal
image_185_185.jpg,0.669855,0.330145,anormal
image_186_114.jpg,0.658285,0.341715,anormal
image_187_100.jpg,0.743060,0.256940,anormal
image_188_192.jpg,0.695720,0.304280,anormal
image_189_149.jpg,0.617471,0.382529,anormal
image_190_7.jpg,0.677506,0.322494,anormal
image_191_8.jpg,0.648316,0.351684,anormal
image_192_68.jpg,0.653546,0.346454,anormal
image_193_51.jpg,0.679943,0.320057,anormal
image_194_88.jpg,0.718363,0.281637,anormal
image_195_106.jpg,0.693156,0.306844,anormal
image_196_80.jpg,0.669840,0.330160,anormal
image_197_28.jpg,0.626699,0.373301,anormal
image_198_66.jpg,0.661743,0.338257,anormal
image_199_94.jpg,0.715872,0.284128,anormal
image_200_45.jpg,0.714913,0.285087,anormal
image_201_81.jpg,0.714871,0.285129,anormal
image_202_14.jpg,0.704992,0.295008,anormal
image_203_181.jpg,0.680522,0.319478,anormal
image_204_208.jpg,0.692506,0.307494,anormal
image_205_29.jpg,0.767767,0.232233,anormal
image_206_186.jpg,0.754488,0.245512,anormal
image_207_221.jpg,0.727508,0.272492,anormal
image_208_20.jpg,0.705772,0.294228,anormal
image_209_42.jpg,0.669563,0.330437,anormal
image_210_73.jpg,0.679738,0.320262,anormal
image_211_152.jpg,0.695917,0.304083,anormal
image_212_47.jpg,0.744169,0.255831,anormal
image_213_144.jpg,0.764921,0.235079,anormal
image_214_89.jpg,0.782595,0.217405,anormal
image_215_147.jpg,0.609223,0.390777,anormal
image_216_74.jpg,0.679121,0.320879,anormal
image_217_117.jpg,0.737035,0.262965,anormal
image_218_122.jpg,0.665305,0.334695,anormal
image_219_21.jpg,0.687154,0.312847,anormal
image_220_86.jpg,0.725139,0.274861,anormal
image_221_132.jpg,0.629692,0.370308,anormal
image_222_174.jpg,0.647889,0.352111,anormal
image_223_172.jpg,0.643155,0.356845,anormal
image_224_165.jpg,0.684420,0.315580,anormal
image_225_148.jpg,0.620102,0.379898,anormal
image_001_250.jpg,0.642444,0.357556,anormal
image_002_252.jpg,0.625234,0.374766,anormal
image_003_234.jpg,0.681500,0.318500,anormal
image_004_238.jpg,0.573434,0.426566,anormal
image_005_228.jpg,0.574618,0.425382,anormal
image_006_225.jpg,0.651360,0.348640,anormal
image_007_226.jpg,0.625012,0.374988,anormal
image_008_245.jpg,0.636798,0.363202,anormal
image_009_247.jpg,0.731376,0.268624,anormal
image_010_232.jpg,0.731376,0.268624,anormal
image_011_254.jpg,0.700495,0.299504,anormal
image_012_236.jpg,0.642840,0.357160,anormal
image_013_239.jpg,0.642463,0.357537,anormal
image_014_237.jpg,0.625194,0.374806,anormal
image_015_253.jpg,0.660606,0.339394,anormal
image_016_240.jpg,0.692898,0.307102,anormal
image_017_241.jpg,0.682651,0.317349,anormal
image_018_246.jpg,0.699258,0.300742,anormal
image_019_249.jpg,0.671012,0.328988,anormal
image_020_227.jpg,0.706090,0.293910,anormal
image_021_229.jpg,0.658200,0.341800,anormal
image_022_235.jpg,0.627582,0.372418,anormal
image_023_244.jpg,0.699258,0.300742,anormal
image_024_251.jpg,0.739466,0.260534,anormal
image_025_243.jpg,0.658200,0.341800,anormal
image_026_248.jpg,0.695571,0.304429,anormal
image_027_230.jpg,0.651594,0.348406,anormal
image_028_242.jpg,0.733721,0.266279,anormal
image_029_255.jpg,0.697373,0.302627,anormal
image_030_256.jpg,0.588786,0.411214,anormal
image_031_233.jpg,0.680193,0.319807,anormal
image_032_231.jpg,0.660035,0.339965,anormal
