filename,true_label,predicted_label,correct,prob_anormal,prob_cglaucoma
image_212_47.jpg,anormal,anormal,True,0.724630,0.275370
image_168_113.jpg,anormal,anormal,True,0.503927,0.496073
image_123_35.jpg,anormal,anormal,True,0.607107,0.392893
image_011_214.jpg,anormal,anormal,True,0.723842,0.276158
image_206_186.jpg,anormal,anormal,True,0.627003,0.372997
image_030_219.jpg,anormal,anormal,True,0.695145,0.304855
image_137_87.jpg,anormal,anormal,True,0.656168,0.343832
image_111_58.jpg,anormal,anormal,True,0.577401,0.422599
image_207_221.jpg,anormal,anormal,True,0.563392,0.436608
image_127_43.jpg,anormal,anormal,True,0.636055,0.363945
image_222_174.jpg,anormal,cglaucoma,False,0.444495,0.555505
image_166_129.jpg,anormal,anormal,True,0.812926,0.187074
image_100_196.jpg,anormal,anormal,True,0.627522,0.372478
image_097_176.jpg,anormal,anormal,True,0.878205,0.121795
image_042_63.jpg,anormal,anormal,True,0.538642,0.461358
image_063_110.jpg,anormal,anormal,True,0.507279,0.492721
image_065_92.jpg,anormal,anormal,True,0.865524,0.134476
image_110_199.jpg,anormal,anormal,True,0.702963,0.297037
image_198_66.jpg,anormal,anormal,True,0.558836,0.441164
image_055_139.jpg,anormal,anormal,True,0.510249,0.489751
image_208_20.jpg,anormal,anormal,True,0.721352,0.278648
image_161_62.jpg,anormal,anormal,True,0.657773,0.342227
image_172_137.jpg,anormal,anormal,True,0.754484,0.245516
image_087_210.jpg,anormal,anormal,True,0.682002,0.317998
image_104_2.jpg,anormal,anormal,True,0.663999,0.336001
image_181_207.jpg,anormal,anormal,True,0.784516,0.215484
image_036_25.jpg,anormal,anormal,True,0.611139,0.388861
image_158_191.jpg,anormal,anormal,True,0.680729,0.319271
image_173_83.jpg,anormal,anormal,True,0.664719,0.335281
image_165_77.jpg,anormal,anormal,True,0.729640,0.270360
image_005_13.jpg,anormal,anormal,True,0.746031,0.253969
image_075_195.jpg,anormal,anormal,True,0.724089,0.275911
image_119_194.jpg,anormal,anormal,True,0.628956,0.371044
image_145_78.jpg,anormal,anormal,True,0.673736,0.326264
image_012_56.jpg,anormal,anormal,True,0.606932,0.393068
image_032_39.jpg,anormal,anormal,True,0.622572,0.377428
image_061_44.jpg,anormal,anormal,True,0.569444,0.430556
image_217_117.jpg,anormal,anormal,True,0.701304,0.298696
image_133_75.jpg,anormal,anormal,True,0.739803,0.260197
image_175_91.jpg,anormal,anormal,True,0.586353,0.413647
image_214_89.jpg,anormal,anormal,True,0.627686,0.372314
image_041_108.jpg,anormal,anormal,True,0.636961,0.363039
image_031_49.jpg,anormal,anormal,True,0.599929,0.400071
image_019_168.jpg,anormal,anormal,True,0.671346,0.328654
image_106_141.jpg,anormal,anormal,True,0.703159,0.296841
image_125_183.jpg,anormal,anormal,True,0.511416,0.488584
image_154_23.jpg,anormal,anormal,True,0.720673,0.279327
image_122_6.jpg,anormal,anormal,True,0.602544,0.397456
image_192_68.jpg,anormal,anormal,True,0.565060,0.434940
image_171_203.jpg,anormal,cglaucoma,False,0.463835,0.536165
image_053_136.jpg,anormal,anormal,True,0.771873,0.228127
image_024_200.jpg,anormal,anormal,True,0.698833,0.301167
image_091_223.jpg,anormal,anormal,True,0.670676,0.329324
image_141_18.jpg,anormal,anormal,True,0.547729,0.452271
image_196_80.jpg,anormal,anormal,True,0.504760,0.495240
image_056_142.jpg,anormal,anormal,True,0.601865,0.398135
image_118_101.jpg,anormal,anormal,True,0.541558,0.458442
image_115_121.jpg,anormal,anormal,True,0.606188,0.393812
image_131_131.jpg,anormal,anormal,True,0.838325,0.161675
image_043_54.jpg,anormal,cglaucoma,False,0.479771,0.520229
image_201_81.jpg,anormal,anormal,True,0.510960,0.489040
image_205_29.jpg,anormal,anormal,True,0.717483,0.282517
image_026_146.jpg,anormal,anormal,True,0.694155,0.305845
image_147_193.jpg,anormal,anormal,True,0.782594,0.217406
image_152_169.jpg,anormal,cglaucoma,False,0.463869,0.536132
image_105_0.jpg,anormal,anormal,True,0.711611,0.288389
image_138_19.jpg,anormal,anormal,True,0.595195,0.404805
image_010_41.jpg,anormal,anormal,True,0.651252,0.348748
image_078_67.jpg,anormal,anormal,True,0.831444,0.168556
image_040_16.jpg,anormal,anormal,True,0.800466,0.199534
image_113_224.jpg,anormal,anormal,True,0.722134,0.277866
image_155_151.jpg,anormal,anormal,True,0.724888,0.275112
image_103_204.jpg,anormal,anormal,True,0.791546,0.208454
image_088_175.jpg,anormal,anormal,True,0.685082,0.314918
image_009_125.jpg,anormal,anormal,True,0.746515,0.253485
image_134_97.jpg,anormal,anormal,True,0.591425,0.408575
image_085_61.jpg,anormal,anormal,True,0.878477,0.121524
image_187_100.jpg,anormal,anormal,True,0.690964,0.309036
image_190_7.jpg,anormal,anormal,True,0.509457,0.490543
image_186_114.jpg,anormal,anormal,True,0.656747,0.343253
image_054_158.jpg,anormal,anormal,True,0.517718,0.482282
image_121_189.jpg,anormal,anormal,True,0.607167,0.392833
image_124_126.jpg,anormal,anormal,True,0.781774,0.218226
image_221_132.jpg,anormal,anormal,True,0.641687,0.358313
image_174_123.jpg,anormal,anormal,True,0.641070,0.358930
image_038_95.jpg,anormal,anormal,True,0.651527,0.348473
image_084_34.jpg,anormal,anormal,True,0.525160,0.474840
image_058_118.jpg,anormal,anormal,True,0.619265,0.380735
image_211_152.jpg,anormal,anormal,True,0.784516,0.215484
image_140_27.jpg,anormal,anormal,True,0.698511,0.301489
image_153_213.jpg,anormal,anormal,True,0.704439,0.295561
image_006_4.jpg,anormal,anormal,True,0.603553,0.396447
image_004_65.jpg,anormal,anormal,True,0.766431,0.233569
image_191_8.jpg,anormal,cglaucoma,False,0.456535,0.543465
image_112_111.jpg,anormal,anormal,True,0.739560,0.260440
image_016_82.jpg,anormal,anormal,True,0.688168,0.311832
image_028_96.jpg,anormal,anormal,True,0.756934,0.243066
image_046_64.jpg,anormal,anormal,True,0.510046,0.489954
image_220_86.jpg,anormal,anormal,True,0.544074,0.455926
image_027_32.jpg,anormal,anormal,True,0.675569,0.324431
image_003_50.jpg,anormal,cglaucoma,False,0.495096,0.504904
image_169_119.jpg,anormal,anormal,True,0.725619,0.274381
image_050_163.jpg,anormal,anormal,True,0.518858,0.481142
image_101_222.jpg,anormal,anormal,True,0.790024,0.209976
image_178_46.jpg,anormal,anormal,True,0.627931,0.372069
image_149_134.jpg,anormal,anormal,True,0.658699,0.341301
image_051_190.jpg,anormal,anormal,True,0.660030,0.339970
image_082_9.jpg,anormal,anormal,True,0.755362,0.244638
image_044_70.jpg,anormal,anormal,True,0.649929,0.350071
image_034_36.jpg,anormal,anormal,True,0.708375,0.291625
image_116_69.jpg,anormal,anormal,True,0.665508,0.334492
image_045_182.jpg,anormal,cglaucoma,False,0.372764,0.627236
image_096_98.jpg,anormal,anormal,True,0.767431,0.232569
image_199_94.jpg,anormal,anormal,True,0.550621,0.449379
image_052_3.jpg,anormal,anormal,True,0.723065,0.276935
image_049_105.jpg,anormal,anormal,True,0.699076,0.300924
image_020_10.jpg,anormal,anormal,True,0.739083,0.260917
image_014_59.jpg,anormal,anormal,True,0.595391,0.404609
image_167_138.jpg,anormal,anormal,True,0.547171,0.452829
image_215_147.jpg,anormal,anormal,True,0.581518,0.418482
image_060_79.jpg,anormal,anormal,True,0.681099,0.318901
image_022_55.jpg,anormal,anormal,True,0.765749,0.234251
image_033_187.jpg,anormal,anormal,True,0.556037,0.443963
image_017_93.jpg,anormal,anormal,True,0.696221,0.303779
image_148_216.jpg,anormal,anormal,True,0.579145,0.420855
image_129_156.jpg,anormal,anormal,True,0.669805,0.330195
image_077_201.jpg,anormal,anormal,True,0.746573,0.253427
image_213_144.jpg,anormal,anormal,True,0.755523,0.244477
image_107_166.jpg,anormal,anormal,True,0.726775,0.273225
image_059_220.jpg,anormal,cglaucoma,False,0.482530,0.517470
image_144_180.jpg,anormal,cglaucoma,False,0.441196,0.558804
image_143_107.jpg,anormal,anormal,True,0.697371,0.302629
image_197_28.jpg,anormal,anormal,True,0.676886,0.323114
image_160_124.jpg,anormal,anormal,True,0.696703,0.303297
image_150_198.jpg,anormal,anormal,True,0.722858,0.277142
image_013_71.jpg,anormal,anormal,True,0.625103,0.374897
image_114_57.jpg,anormal,anormal,True,0.812594,0.187406
image_179_84.jpg,anormal,anormal,True,0.648606,0.351394
image_048_130.jpg,anormal,anormal,True,0.606156,0.393844
image_094_150.jpg,anormal,anormal,True,0.703935,0.296065
image_035_160.jpg,anormal,anormal,True,0.654371,0.345629
image_099_22.jpg,anormal,cglaucoma,False,0.476955,0.523045
image_162_48.jpg,anormal,anormal,True,0.655119,0.344881
image_170_133.jpg,anormal,anormal,True,0.578147,0.421853
image_203_181.jpg,anormal,anormal,True,0.556904,0.443096
image_080_157.jpg,anormal,anormal,True,0.727439,0.272561
image_086_24.jpg,anormal,anormal,True,0.833081,0.166919
image_219_21.jpg,anormal,cglaucoma,False,0.491926,0.508074
image_180_53.jpg,anormal,anormal,True,0.560320,0.439680
image_074_37.jpg,anormal,anormal,True,0.548234,0.451766
image_072_102.jpg,anormal,anormal,True,0.518929,0.481071
image_092_1.jpg,anormal,anormal,True,0.685630,0.314370
image_098_205.jpg,anormal,anormal,True,0.586912,0.413088
image_210_73.jpg,anormal,anormal,True,0.560320,0.439680
image_195_106.jpg,anormal,anormal,True,0.594824,0.405176
image_185_185.jpg,anormal,anormal,True,0.673183,0.326817
image_194_88.jpg,anormal,anormal,True,0.769785,0.230215
image_176_161.jpg,anormal,anormal,True,0.743816,0.256184
image_146_85.jpg,anormal,anormal,True,0.674041,0.325959
image_193_51.jpg,anormal,anormal,True,0.555562,0.444438
image_071_154.jpg,anormal,anormal,True,0.532256,0.467744
image_001_170.jpg,anormal,anormal,True,0.762126,0.237874
image_037_178.jpg,anormal,anormal,True,0.710255,0.289745
image_047_143.jpg,anormal,anormal,True,0.506398,0.493602
image_184_197.jpg,anormal,anormal,True,0.513359,0.486641
image_025_99.jpg,anormal,anormal,True,0.537476,0.462524
image_093_140.jpg,anormal,anormal,True,0.755362,0.244638
image_156_72.jpg,anormal,anormal,True,0.698782,0.301218
image_068_173.jpg,anormal,anormal,True,0.688513,0.311487
image_225_148.jpg,anormal,anormal,True,0.514549,0.485451
image_081_153.jpg,anormal,anormal,True,0.642873,0.357127
image_079_15.jpg,anormal,anormal,True,0.685081,0.314919
image_209_42.jpg,anormal,anormal,True,0.648472,0.351528
image_224_165.jpg,anormal,cglaucoma,False,0.460232,0.539768
image_023_103.jpg,anormal,anormal,True,0.706244,0.293756
image_007_5.jpg,anormal,anormal,True,0.674823,0.325177
image_083_30.jpg,anormal,anormal,True,0.720112,0.279888
image_177_112.jpg,anormal,anormal,True,0.774520,0.225480
image_018_120.jpg,anormal,anormal,True,0.660774,0.339226
image_204_208.jpg,anormal,anormal,True,0.700096,0.299904
image_200_45.jpg,anormal,anormal,True,0.590408,0.409592
image_070_212.jpg,anormal,anormal,True,0.680990,0.319010
image_002_252.jpg,cglaucoma,anormal,False,0.687802,0.312198
image_014_237.jpg,cglaucoma,anormal,False,0.686785,0.313215
image_015_253.jpg,cglaucoma,anormal,False,0.627611,0.372389
image_025_243.jpg,cglaucoma,anormal,False,0.563436,0.436564
image_013_239.jpg,cglaucoma,anormal,False,0.640928,0.359072
image_018_246.jpg,cglaucoma,anormal,False,0.694272,0.305728
image_029_255.jpg,cglaucoma,anormal,False,0.632061,0.367939
image_008_245.jpg,cglaucoma,anormal,False,0.517529,0.482471
image_024_251.jpg,cglaucoma,anormal,False,0.669143,0.330857
image_012_236.jpg,cglaucoma,anormal,False,0.738620,0.261380
image_023_244.jpg,cglaucoma,anormal,False,0.694272,0.305728
image_030_256.jpg,cglaucoma,anormal,False,0.500236,0.499764
image_006_225.jpg,cglaucoma,anormal,False,0.671268,0.328732
image_016_240.jpg,cglaucoma,anormal,False,0.526009,0.473991
image_022_235.jpg,cglaucoma,cglaucoma,True,0.474023,0.525977
image_027_230.jpg,cglaucoma,anormal,False,0.536943,0.463057
image_026_248.jpg,cglaucoma,anormal,False,0.632930,0.367070
image_004_238.jpg,cglaucoma,cglaucoma,True,0.499907,0.500093
image_019_249.jpg,cglaucoma,anormal,False,0.625614,0.374386
image_003_234.jpg,cglaucoma,anormal,False,0.635450,0.364550
image_007_226.jpg,cglaucoma,anormal,False,0.672391,0.327609
image_032_231.jpg,cglaucoma,anormal,False,0.629705,0.370295
image_028_242.jpg,cglaucoma,anormal,False,0.513638,0.486362
image_031_233.jpg,cglaucoma,anormal,False,0.665112,0.334888
image_005_228.jpg,cglaucoma,anormal,False,0.581299,0.418701
image_011_254.jpg,cglaucoma,anormal,False,0.689977,0.310023
image_020_227.jpg,cglaucoma,anormal,False,0.797454,0.202546
image_010_232.jpg,cglaucoma,anormal,False,0.784497,0.215503
image_021_229.jpg,cglaucoma,anormal,False,0.558205,0.441795
image_001_250.jpg,cglaucoma,anormal,False,0.676310,0.323690
image_017_241.jpg,cglaucoma,anormal,False,0.554138,0.445862
image_009_247.jpg,cglaucoma,anormal,False,0.784324,0.215676
