filename,true_label,predicted_label,correct,prob_anodr,prob_bmilddr,prob_cmoderatedr,prob_dseveredr,prob_eproliferativedr
d51e5d7484ea.png,anodr,anodr,True,0.926243,0.022410,0.018683,0.019116,0.013548
4a05f81b3aba.png,anodr,anodr,True,0.939080,0.015488,0.007975,0.031317,0.006140
7ec0e61a7e29.png,anodr,anodr,True,0.857587,0.039663,0.035892,0.023099,0.043759
0d9a9896f801.png,anodr,anodr,True,0.893650,0.040486,0.032136,0.023686,0.010041
3bf3085ac167.png,anodr,anodr,True,0.910482,0.022255,0.025295,0.021905,0.020063
883c6a184f16.png,anodr,anodr,True,0.949693,0.009367,0.018251,0.013621,0.009069
983c98354e9c.png,anodr,anodr,True,0.835603,0.092820,0.036167,0.024530,0.010879
7831ce1d895e.png,anodr,anodr,True,0.905112,0.013017,0.056490,0.015171,0.010211
875d2ffcbf47.png,anodr,anodr,True,0.922414,0.013235,0.023165,0.024450,0.016736
94f9ecf4b8d2.png,anodr,anodr,True,0.951574,0.006338,0.012462,0.020229,0.009397
8f06ca4642bd.png,anodr,anodr,True,0.949946,0.007447,0.012157,0.020433,0.010017
c2f3281cf528.png,anodr,anodr,True,0.933976,0.011720,0.020298,0.022180,0.011825
3f44d749cd0b.png,anodr,anodr,True,0.537642,0.359389,0.061037,0.020043,0.021889
12bc439d373a.png,anodr,anodr,True,0.925260,0.017026,0.017687,0.024876,0.015151
94b9ccc73bb9.png,anodr,anodr,True,0.927440,0.018721,0.019579,0.021408,0.012852
ad1aa75d5630.png,anodr,anodr,True,0.940268,0.019921,0.018956,0.016441,0.004414
b553e7909535.png,anodr,anodr,True,0.925179,0.013988,0.036126,0.014517,0.010190
98441214557f.png,anodr,anodr,True,0.909715,0.044846,0.013141,0.020792,0.011506
c6229222bf22.png,anodr,anodr,True,0.911784,0.014496,0.024722,0.021330,0.027668
fa0c87bd75ce.png,anodr,anodr,True,0.928945,0.019011,0.024214,0.015844,0.011986
75a071608ea6.png,anodr,anodr,True,0.912063,0.018137,0.025628,0.024951,0.019221
cc671a73e1cb.png,anodr,anodr,True,0.945703,0.013870,0.014913,0.015959,0.009555
bacfa2b8e706.png,anodr,anodr,True,0.898119,0.033791,0.031152,0.021774,0.015165
a963ac561580.png,anodr,anodr,True,0.785107,0.093866,0.059818,0.028132,0.033077
07596907347b.png,anodr,anodr,True,0.921760,0.018721,0.030713,0.017904,0.010903
8693ab1fd2be.png,anodr,anodr,True,0.947077,0.016284,0.007715,0.016625,0.012298
a0fd94e2ad76.png,anodr,anodr,True,0.922646,0.014851,0.021079,0.023632,0.017793
2dc647e00ad3.png,anodr,anodr,True,0.928917,0.015941,0.020591,0.021693,0.012858
005b95c28852.png,anodr,anodr,True,0.915083,0.019216,0.028964,0.016093,0.020644
41345cec5957.png,anodr,anodr,True,0.936370,0.020602,0.013799,0.018444,0.010784
178412895d5e.png,anodr,anodr,True,0.808190,0.009053,0.114930,0.031067,0.036760
a06b353e7bed.png,anodr,anodr,True,0.922229,0.017833,0.033793,0.017061,0.009084
780f9c237c56.png,anodr,anodr,True,0.831471,0.042908,0.087141,0.027247,0.011233
cb68fce07789.png,anodr,anodr,True,0.913289,0.015057,0.025607,0.028463,0.017584
283c3aeba594.png,anodr,anodr,True,0.932173,0.017931,0.017554,0.021438,0.010904
9be71d6d7e59.png,anodr,anodr,True,0.888822,0.038560,0.033432,0.018747,0.020439
1e742358e0b9.png,anodr,anodr,True,0.923434,0.029433,0.017547,0.020232,0.009353
253e96488cfb.png,anodr,anodr,True,0.599790,0.245006,0.114181,0.022312,0.018712
735836b1ffa6.png,anodr,cmoderatedr,False,0.049137,0.336367,0.565465,0.029088,0.019942
d02b79fc3200.png,anodr,anodr,True,0.932132,0.016159,0.023359,0.015443,0.012907
33b978734eab.png,anodr,anodr,True,0.922420,0.014631,0.031904,0.017043,0.014001
586f5c56081e.png,anodr,anodr,True,0.920144,0.018001,0.029572,0.017839,0.014444
501c319f7a9f.png,anodr,anodr,True,0.945545,0.009994,0.014386,0.020043,0.010032
ad93d88c87ea.png,anodr,anodr,True,0.926581,0.017359,0.025764,0.015129,0.015167
dccdf750c962.png,anodr,anodr,True,0.936244,0.012808,0.017101,0.015186,0.018661
18b7e34eab8f.png,anodr,anodr,True,0.923487,0.016398,0.025008,0.024167,0.010939
dc0f6e5b489b.png,anodr,anodr,True,0.929274,0.024867,0.025204,0.012477,0.008177
58eb3809f456.png,anodr,anodr,True,0.922688,0.023718,0.023452,0.018094,0.012049
0ef4c61dc056.png,anodr,anodr,True,0.929720,0.016058,0.022563,0.019789,0.011870
de55ed25e0e8.png,anodr,anodr,True,0.920424,0.025838,0.025298,0.017195,0.011245
53c874dbc594.png,anodr,anodr,True,0.694253,0.028968,0.212970,0.047436,0.016373
d866c26d76f0.png,anodr,anodr,True,0.872779,0.015904,0.064435,0.036720,0.010162
7a12f49e29df.png,anodr,anodr,True,0.911489,0.032380,0.015371,0.025731,0.015029
103f97a2ab15.png,anodr,anodr,True,0.828644,0.094516,0.041641,0.016990,0.018208
12058bbb8299.png,anodr,anodr,True,0.935005,0.008996,0.026110,0.019551,0.010338
b5a3ca5c0a80.png,anodr,anodr,True,0.924592,0.016329,0.024414,0.022264,0.012401
02cd34a85b24.png,anodr,anodr,True,0.894392,0.027281,0.023826,0.034449,0.020052
eabf421f94d0.png,anodr,anodr,True,0.884961,0.029762,0.036239,0.019058,0.029980
cff262ed8f4c.png,anodr,anodr,True,0.860245,0.055053,0.052686,0.013436,0.018581
98d41bce73a8.png,anodr,anodr,True,0.936042,0.013735,0.016486,0.023843,0.009894
1ca62b3e4fd3.png,anodr,anodr,True,0.942930,0.011290,0.010275,0.022464,0.013041
07751b94a88a.png,anodr,anodr,True,0.914650,0.039264,0.020537,0.015593,0.009956
633fe9dbaf39.png,anodr,anodr,True,0.951959,0.009887,0.013934,0.017079,0.007141
6bf2a81a5d91.png,anodr,anodr,True,0.929683,0.008070,0.019142,0.028138,0.014967
0cd31078cd08.png,anodr,anodr,True,0.917692,0.015361,0.049131,0.013918,0.003898
b86fb2d5be1a.png,anodr,anodr,True,0.944376,0.007616,0.016356,0.020188,0.011465
2682e6da9050.png,anodr,anodr,True,0.937560,0.014409,0.012432,0.021074,0.014526
cb0cc98d7e35.png,anodr,bmilddr,False,0.239971,0.347565,0.337251,0.040345,0.034868
ecad6845f630.png,anodr,anodr,True,0.945769,0.007739,0.014930,0.017011,0.014552
0182152c50de.png,anodr,anodr,True,0.931599,0.012210,0.024295,0.019367,0.012529
6180920bc224.png,anodr,anodr,True,0.726913,0.043395,0.203913,0.016666,0.009113
840a06a9c690.png,anodr,anodr,True,0.917162,0.023144,0.019321,0.019750,0.020623
521b5377a727.png,anodr,anodr,True,0.946906,0.022997,0.015902,0.009011,0.005184
a6b6d27c1b32.png,anodr,anodr,True,0.939294,0.013501,0.015936,0.021584,0.009685
5995321563b7.png,anodr,anodr,True,0.934408,0.008846,0.024591,0.016559,0.015596
7bc00e58d419.png,anodr,anodr,True,0.932940,0.017843,0.021148,0.013498,0.014572
ec0c9f817b03.png,anodr,anodr,True,0.941338,0.015049,0.013804,0.013766,0.016042
12ef75375322.png,anodr,anodr,True,0.886785,0.009145,0.050468,0.029932,0.023670
478fc46eaa49.png,anodr,anodr,True,0.912479,0.010927,0.045142,0.018583,0.012869
96ea316ed0ab.png,anodr,anodr,True,0.941584,0.012941,0.009376,0.024053,0.012046
1c47815f4a6b.png,anodr,anodr,True,0.906321,0.020257,0.034875,0.027465,0.011083
3f0d3629d69e.png,anodr,anodr,True,0.924020,0.013617,0.038408,0.014502,0.009453
876deb29f000.png,anodr,anodr,True,0.916238,0.024391,0.033481,0.018755,0.007134
5ba156a35ff2.png,anodr,anodr,True,0.920163,0.018122,0.023163,0.025130,0.013422
331121c65e88.png,anodr,anodr,True,0.931931,0.011998,0.021550,0.021879,0.012642
883ddb650967.png,anodr,anodr,True,0.915908,0.032992,0.022272,0.013890,0.014939
d1afdb8cf70d.png,anodr,anodr,True,0.922853,0.016137,0.035314,0.018098,0.007597
d27ac9e54901.png,anodr,anodr,True,0.911653,0.025106,0.021838,0.023334,0.018070
d4bc001f7224.png,anodr,anodr,True,0.940158,0.015445,0.017597,0.018022,0.008778
cd1c98ec48b1.png,anodr,anodr,True,0.929932,0.017413,0.024601,0.016599,0.011454
be521870a0ea.png,anodr,anodr,True,0.910414,0.025056,0.031079,0.017905,0.015546
69b3a00927fc.png,anodr,anodr,True,0.928480,0.017358,0.016304,0.017597,0.020260
abbb8791785e.png,anodr,anodr,True,0.934196,0.011106,0.023140,0.017483,0.014076
d30d079e6f9a.png,anodr,anodr,True,0.952921,0.013665,0.012061,0.012967,0.008386
aa60813e1a8d.png,anodr,anodr,True,0.913961,0.022848,0.020104,0.034193,0.008893
c6f5b5b5be41.png,anodr,anodr,True,0.832524,0.064513,0.070097,0.015777,0.017088
8d13c46e7d75.png,anodr,anodr,True,0.790249,0.108997,0.053613,0.025252,0.021889
f36cb007a1ef.png,anodr,anodr,True,0.919928,0.022012,0.028467,0.015582,0.014010
febfb20dc311.png,anodr,anodr,True,0.922801,0.013207,0.029591,0.021997,0.012404
002c21358ce6.png,anodr,anodr,True,0.943877,0.010483,0.014751,0.017816,0.013073
96793edb1003.png,anodr,anodr,True,0.686355,0.028112,0.208191,0.060683,0.016659
79ade634c633.png,anodr,anodr,True,0.936980,0.013598,0.021585,0.012845,0.014991
08037e4490e5.png,anodr,anodr,True,0.941876,0.009979,0.025353,0.016266,0.006526
e893e86dde94.png,anodr,anodr,True,0.926436,0.032205,0.010494,0.017459,0.013405
e907d23cce3d.png,anodr,anodr,True,0.901670,0.015039,0.046901,0.019018,0.017372
76516f828d88.png,anodr,anodr,True,0.753590,0.111915,0.090411,0.011447,0.032636
737ef6226677.png,anodr,anodr,True,0.926196,0.014898,0.027595,0.019260,0.012050
165634a6167e.png,anodr,anodr,True,0.943589,0.010527,0.016320,0.020734,0.008830
4fd5ec0dca09.png,anodr,anodr,True,0.922695,0.031551,0.009261,0.017707,0.018787
b4b04d81acbb.png,anodr,anodr,True,0.790779,0.133187,0.037899,0.025769,0.012365
1a1e974a7dbf.png,anodr,anodr,True,0.932658,0.009755,0.025064,0.019347,0.013175
5e97cb2b0888.png,anodr,anodr,True,0.912376,0.023833,0.012892,0.034190,0.016709
65a3b13ad9a0.png,anodr,cmoderatedr,False,0.008041,0.413304,0.496613,0.075746,0.006295
5baed382f062.png,anodr,anodr,True,0.852773,0.047216,0.060665,0.019541,0.019806
28f73575e1f2.png,anodr,anodr,True,0.938191,0.014438,0.013696,0.023215,0.010460
69c4cbb630de.png,anodr,anodr,True,0.937354,0.009392,0.012891,0.028295,0.012067
aa6242f9e08c.png,anodr,anodr,True,0.955771,0.010973,0.012843,0.014188,0.006225
7da558d92100.png,anodr,anodr,True,0.948916,0.011121,0.018119,0.014461,0.007383
9e5737f771c3.png,anodr,anodr,True,0.929015,0.017149,0.023002,0.016167,0.014668
fd079d2e93a2.png,anodr,anodr,True,0.922120,0.016389,0.020293,0.019666,0.021531
2927665214e1.png,anodr,anodr,True,0.897948,0.045346,0.029330,0.018932,0.008444
dcc6c0ad5cad.png,anodr,anodr,True,0.938362,0.028103,0.009567,0.014688,0.009280
be8697eb2078.png,anodr,anodr,True,0.763247,0.097192,0.069481,0.045472,0.024607
757e39293591.png,anodr,anodr,True,0.916104,0.031208,0.026408,0.012915,0.013365
7a06ea127e02.png,anodr,anodr,True,0.907469,0.027052,0.031666,0.019177,0.014636
9f1b14dfa14c.png,anodr,anodr,True,0.862852,0.098159,0.004621,0.015272,0.019097
d39752cb6e57.png,anodr,anodr,True,0.930285,0.016972,0.018305,0.020921,0.013517
de57c9e9fa93.png,anodr,anodr,True,0.682578,0.235767,0.046234,0.025216,0.010206
1a0dbc6c0cda.png,anodr,anodr,True,0.729125,0.123970,0.124268,0.015246,0.007391
6d4f6c9a8406.png,anodr,anodr,True,0.924489,0.018872,0.022446,0.019695,0.014498
912fbe06407e.png,anodr,anodr,True,0.922444,0.013939,0.022562,0.021759,0.019297
555d0bef3c5b.png,anodr,anodr,True,0.923924,0.009075,0.016653,0.025363,0.024985
54038e56131d.png,anodr,anodr,True,0.919780,0.021588,0.021783,0.022209,0.014639
ce754234d760.png,anodr,anodr,True,0.911113,0.029197,0.037591,0.016252,0.005847
0db1d8dcf219.png,anodr,anodr,True,0.929959,0.025345,0.018007,0.016407,0.010283
b69c224edd6e.png,anodr,anodr,True,0.867029,0.042803,0.046382,0.024949,0.018837
fb88783de055.png,anodr,anodr,True,0.918503,0.024531,0.027349,0.016239,0.013377
81914ceb4e74.png,anodr,anodr,True,0.922837,0.027629,0.016701,0.017897,0.014937
f85fd4fac887.png,anodr,anodr,True,0.923033,0.016903,0.026225,0.023192,0.010646
ae61e19fb766.png,anodr,anodr,True,0.942048,0.014999,0.021413,0.015383,0.006157
c58971bcebb2.png,anodr,anodr,True,0.943991,0.017049,0.010707,0.019041,0.009213
90bde2ff8953.png,anodr,anodr,True,0.949919,0.013802,0.011444,0.012706,0.012128
d26bb2ed6e71.png,anodr,anodr,True,0.918553,0.013084,0.035221,0.020291,0.012851
7b691d9ced34.png,anodr,anodr,True,0.905639,0.043312,0.025145,0.018459,0.007445
d69698f838db.png,anodr,anodr,True,0.924523,0.024620,0.020800,0.018970,0.011087
63b71347e95d.png,anodr,anodr,True,0.933282,0.019601,0.021180,0.016026,0.009912
a11c62cb3f86.png,anodr,anodr,True,0.933716,0.014055,0.022000,0.020352,0.009877
aa8a1e814811.png,anodr,anodr,True,0.889352,0.049276,0.024792,0.022374,0.014206
a247961a5cd9.png,anodr,anodr,True,0.884419,0.034705,0.044878,0.017561,0.018437
5b1c4cefeb24.png,anodr,anodr,True,0.915299,0.019612,0.033280,0.021116,0.010693
76bc31e0d3be.png,anodr,anodr,True,0.951685,0.009267,0.013557,0.017975,0.007516
726dff37edc0.png,anodr,anodr,True,0.954579,0.013066,0.011731,0.011817,0.008807
0a38b552372d.png,anodr,anodr,True,0.925285,0.010916,0.032091,0.021094,0.010614
9a1029536d78.png,anodr,anodr,True,0.905575,0.023762,0.028155,0.024195,0.018313
0e3572b5884a.png,anodr,anodr,True,0.931306,0.013672,0.021169,0.021701,0.012152
88e5051f65bd.png,anodr,anodr,True,0.940614,0.010729,0.016922,0.019688,0.012047
ea5c42a78979.png,anodr,anodr,True,0.921907,0.013357,0.036711,0.019753,0.008272
fcc32dffd24d.png,anodr,anodr,True,0.938475,0.010409,0.013488,0.024139,0.013489
68ddb15a74de.png,anodr,anodr,True,0.935269,0.015980,0.020236,0.018055,0.010461
da0a83f074f3.png,anodr,anodr,True,0.937571,0.021987,0.018627,0.013210,0.008605
1d0b93317aa8.png,anodr,anodr,True,0.932629,0.013757,0.016567,0.021621,0.015426
6df8b7b6e837.png,anodr,anodr,True,0.868479,0.049216,0.049468,0.018939,0.013898
f3a4751af42e.png,anodr,bmilddr,False,0.280904,0.395332,0.280140,0.024966,0.018658
436e7a7af761.png,anodr,anodr,True,0.915162,0.018677,0.021668,0.031666,0.012826
e4a44f9158dc.png,anodr,anodr,True,0.939151,0.015565,0.015142,0.018023,0.012118
a188c60b93fb.png,anodr,anodr,True,0.937590,0.009617,0.019562,0.023464,0.009767
f8d62557ad0c.png,anodr,anodr,True,0.913221,0.034734,0.029529,0.017081,0.005434
fc898dfeb24f.png,anodr,anodr,True,0.934841,0.013206,0.017950,0.019463,0.014540
6d9effbcde78.png,anodr,anodr,True,0.952964,0.012472,0.009152,0.012119,0.013292
09c8323c612e.png,anodr,anodr,True,0.938179,0.014348,0.015489,0.018157,0.013826
d516f77d4516.png,anodr,anodr,True,0.929706,0.022885,0.017961,0.020395,0.009054
59928f999ae7.png,anodr,anodr,True,0.921557,0.019206,0.026622,0.019230,0.013387
1d74c4713e21.png,anodr,anodr,True,0.931360,0.012231,0.017622,0.025593,0.013194
c85b79d70079.png,anodr,anodr,True,0.922228,0.018794,0.031256,0.017080,0.010641
1f5496352859.png,anodr,anodr,True,0.917092,0.015913,0.042869,0.014846,0.009279
504a69096fcb.png,anodr,anodr,True,0.927482,0.016752,0.020954,0.017864,0.016948
4a589edaea60.png,anodr,anodr,True,0.755697,0.065296,0.130033,0.038493,0.010480
345b1f0abbba.png,anodr,anodr,True,0.935383,0.012145,0.015136,0.028566,0.008771
50915e2329a1.png,anodr,anodr,True,0.931156,0.015967,0.025219,0.019268,0.008391
8c4ceddeb1c6.png,anodr,anodr,True,0.959201,0.008455,0.011499,0.013293,0.007552
badb5ff8d3c7.png,anodr,bmilddr,False,0.288990,0.684300,0.010727,0.004594,0.011389
4dd4a4bf2421.png,anodr,anodr,True,0.904806,0.020025,0.024202,0.027608,0.023359
aec51513cf45.png,anodr,anodr,True,0.934602,0.013052,0.012987,0.025640,0.013719
5cbe88914a72.png,anodr,anodr,True,0.901454,0.023221,0.041167,0.020076,0.014080
f4c7ae514c54.png,anodr,anodr,True,0.947573,0.009824,0.012197,0.019943,0.010463
61da799bf0aa.png,anodr,anodr,True,0.568357,0.349760,0.024851,0.046694,0.010338
1d3e9b939732.png,anodr,anodr,True,0.931841,0.019196,0.018322,0.017914,0.012726
609be3ca5ddf.png,anodr,anodr,True,0.967302,0.011273,0.007349,0.007986,0.006090
d7078e8b0349.png,anodr,anodr,True,0.938325,0.015759,0.016329,0.016563,0.013025
2a4520f1f9a3.png,anodr,anodr,True,0.904570,0.023849,0.031619,0.019480,0.020481
c639d837f5e4.png,anodr,anodr,True,0.935160,0.008980,0.018643,0.025130,0.012087
2923971566fe.png,anodr,bmilddr,False,0.288990,0.684300,0.010727,0.004594,0.011389
66393d8c60ba.png,anodr,anodr,True,0.863541,0.051639,0.044798,0.026135,0.013889
ddb222ff7c1d.png,anodr,anodr,True,0.932913,0.011427,0.024660,0.022206,0.008794
6b30767595d8.png,anodr,anodr,True,0.891095,0.016742,0.045892,0.026124,0.020148
b21abe5d9722.png,anodr,anodr,True,0.922657,0.030634,0.016736,0.017821,0.012152
8b079e79035f.png,anodr,anodr,True,0.838417,0.073276,0.046285,0.023951,0.018070
4826d10030b3.png,anodr,anodr,True,0.928338,0.006588,0.018902,0.014023,0.032149
415d5c5e785f.png,anodr,anodr,True,0.921744,0.014044,0.029369,0.020417,0.014427
00cc2b75cddd.png,anodr,anodr,True,0.910450,0.029001,0.025197,0.019903,0.015450
27933cdbe0cc.png,anodr,anodr,True,0.926959,0.016688,0.018753,0.016000,0.021601
b35cad8fe2d7.png,anodr,bmilddr,False,0.050591,0.499341,0.439867,0.005412,0.004789
348598d01e18.png,anodr,anodr,True,0.821709,0.050732,0.084968,0.025650,0.016941
2db0cd3e30da.png,anodr,anodr,True,0.940459,0.009849,0.021471,0.019732,0.008488
2bb3c492d6d3.png,anodr,anodr,True,0.905955,0.018846,0.036987,0.027452,0.010759
f9d8ff3e6592.png,anodr,anodr,True,0.937032,0.011800,0.024521,0.017893,0.008754
ff631653374e.png,anodr,anodr,True,0.916101,0.018899,0.032026,0.014379,0.018595
ef247f28004f.png,anodr,anodr,True,0.934099,0.011938,0.022557,0.014902,0.016503
f3bb996b45ce.png,anodr,anodr,True,0.944200,0.014161,0.018463,0.014432,0.008744
83a63c4a3e4a.png,anodr,anodr,True,0.942856,0.010694,0.021649,0.012302,0.012499
949710bead24.png,anodr,anodr,True,0.913007,0.019241,0.024360,0.025506,0.017885
3a4cfea0a766.png,anodr,anodr,True,0.948573,0.011681,0.015566,0.013411,0.010768
dee31065f8fe.png,anodr,anodr,True,0.906575,0.024612,0.029355,0.018543,0.020915
42b9c1977681.png,anodr,anodr,True,0.902355,0.027532,0.031021,0.025310,0.013781
7ad0c4975890.png,anodr,bmilddr,False,0.277829,0.662585,0.011804,0.022716,0.025066
abe940882578.png,anodr,anodr,True,0.795785,0.094451,0.070537,0.026304,0.012923
226c6ceb9185.png,anodr,anodr,True,0.903320,0.025980,0.019814,0.033265,0.017622
ea6a53e54d0f.png,anodr,anodr,True,0.916802,0.012305,0.014637,0.050072,0.006184
0790515cf5af.png,anodr,anodr,True,0.887709,0.063967,0.024841,0.016170,0.007313
aaaadb174012.png,anodr,anodr,True,0.925107,0.016481,0.021853,0.024362,0.012197
4d1e7def7624.png,anodr,anodr,True,0.883648,0.029050,0.050899,0.022440,0.013962
0851d6a69589.png,anodr,anodr,True,0.878466,0.054090,0.031423,0.021211,0.014811
0da321efbce6.png,anodr,anodr,True,0.894822,0.028893,0.042011,0.030057,0.004217
05b1bb2bdb81.png,anodr,anodr,True,0.925771,0.013935,0.029743,0.018428,0.012123
65dda202653d.png,anodr,anodr,True,0.914899,0.022385,0.023120,0.021724,0.017872
500aad15b7c8.png,anodr,anodr,True,0.922840,0.007721,0.048653,0.010297,0.010488
0babc12807b2.png,anodr,bmilddr,False,0.016744,0.644058,0.304286,0.006480,0.028432
0fbbd665431f.png,anodr,anodr,True,0.835780,0.066004,0.016971,0.074473,0.006773
ca05f7e7801b.png,anodr,anodr,True,0.901684,0.019518,0.053926,0.013884,0.010987
9de9421f17e3.png,anodr,anodr,True,0.946780,0.012948,0.017642,0.011306,0.011325
b9bc81fcb075.png,anodr,anodr,True,0.912634,0.024890,0.021773,0.025702,0.015001
f48241b0c995.png,anodr,anodr,True,0.936776,0.013605,0.021132,0.015905,0.012582
ee77763a6afb.png,anodr,anodr,True,0.933788,0.016187,0.011789,0.023831,0.014404
8d4ff745a409.png,anodr,anodr,True,0.917046,0.024622,0.026381,0.022254,0.009698
bd500a73beae.png,anodr,anodr,True,0.928053,0.015406,0.026536,0.015953,0.014053
e68746d426b2.png,anodr,anodr,True,0.920925,0.016858,0.018773,0.036457,0.006988
10de500cf0c5.png,anodr,anodr,True,0.932570,0.010781,0.021520,0.024674,0.010455
a2b97d98f130.png,anodr,anodr,True,0.932226,0.010380,0.026999,0.024230,0.006165
6a2642131e4a.png,anodr,anodr,True,0.930085,0.020850,0.025617,0.011976,0.011473
c9e697117f3f.png,anodr,anodr,True,0.919283,0.019710,0.016313,0.021279,0.023415
8fbb2ca39911.png,anodr,anodr,True,0.853040,0.061601,0.038527,0.024009,0.022824
3fd45879afe6.png,anodr,anodr,True,0.937840,0.006866,0.023511,0.021236,0.010547
5e505e25cd3e.png,anodr,anodr,True,0.897948,0.006948,0.052659,0.024945,0.017499
28503940d10b.png,anodr,anodr,True,0.924930,0.014103,0.038478,0.013110,0.009379
0cecc2864b7f.png,anodr,anodr,True,0.956429,0.018801,0.008356,0.012234,0.004180
b0c9a492e068.png,anodr,anodr,True,0.929480,0.014363,0.017489,0.026197,0.012471
84b88e8d3bca.png,anodr,anodr,True,0.957908,0.004186,0.014974,0.016835,0.006097
4276b82e4489.png,anodr,anodr,True,0.943518,0.015296,0.018327,0.016578,0.006281
18ce0cdc473d.png,anodr,anodr,True,0.933078,0.028804,0.015548,0.014724,0.007846
1ec95179cdfe.png,anodr,anodr,True,0.966726,0.003749,0.009839,0.016149,0.003537
94076a9fb9b5.png,anodr,anodr,True,0.916428,0.030040,0.023145,0.019687,0.010699
cd01672507c9.png,anodr,anodr,True,0.907692,0.020584,0.039003,0.015971,0.016750
2ef4a04aed1b.png,anodr,anodr,True,0.938639,0.009595,0.018548,0.017511,0.015707
c90c6b94cf40.png,anodr,anodr,True,0.679736,0.042662,0.207939,0.045339,0.024324
e06cccc08c59.png,anodr,anodr,True,0.909211,0.028557,0.027244,0.021276,0.013712
50ddd7d976df.png,anodr,anodr,True,0.924621,0.012020,0.025370,0.022663,0.015326
f7e9fa75c7c1.png,anodr,anodr,True,0.932738,0.018029,0.019003,0.015748,0.014482
90a9a41eec6d.png,anodr,anodr,True,0.880788,0.039170,0.046007,0.028773,0.005262
afc744fad65e.png,anodr,anodr,True,0.931465,0.018768,0.022420,0.014940,0.012407
6dc0281f11e3.png,anodr,anodr,True,0.928427,0.019718,0.021365,0.017221,0.013269
ef5155990874.png,anodr,anodr,True,0.873983,0.023596,0.053553,0.028564,0.020304
e135d7ba9a0e.png,anodr,anodr,True,0.902693,0.020808,0.032723,0.026391,0.017386
ce8d2efd9d4f.png,anodr,anodr,True,0.910696,0.022939,0.025963,0.022019,0.018384
15b21c80cc31.png,anodr,anodr,True,0.926815,0.011993,0.032962,0.017611,0.010619
73ef3c3dcbe4.png,anodr,anodr,True,0.939028,0.009894,0.024934,0.012266,0.013877
ea7e21bab610.png,anodr,anodr,True,0.927167,0.012319,0.020569,0.023855,0.016090
a673193cd5a9.png,anodr,anodr,True,0.908657,0.017178,0.038597,0.023104,0.012464
6504b703c429.png,anodr,anodr,True,0.899993,0.029214,0.040949,0.019598,0.010247
a94da3d3b5c0.png,anodr,anodr,True,0.936861,0.009189,0.025267,0.018393,0.010291
a1b28bcbce00.png,anodr,anodr,True,0.892559,0.036127,0.027370,0.026631,0.017314
