filename,true_class,predicted_class,score_class_0,score_class_1,score_class_2,score_class_3,score_class_4
20051130_54257_0400_PP_506.png,anodr,anodr,0.778124,0.135453,0.042616,0.020967,0.022840
20051130_54301_0400_PP_93.png,anodr,anodr,0.554097,0.234660,0.086026,0.042080,0.083137
20051130_54323_0400_PP_978.png,anodr,anodr,0.736609,0.200334,0.027219,0.014454,0.021384
20051130_54476_0400_PP_394.png,anodr,anodr,0.926360,0.025006,0.020779,0.012209,0.015646
20051130_54498_0400_PP_1217.png,anodr,anodr,0.907099,0.031710,0.023565,0.017407,0.020219
20051130_54595_0400_PP_940.png,anodr,anodr,0.571025,0.250836,0.108844,0.023832,0.045463
20051130_54802_0400_PP_550.png,anodr,anodr,0.857214,0.086113,0.027372,0.013708,0.015594
20051130_54846_0400_PP_289.png,anodr,anodr,0.903147,0.037501,0.023036,0.016628,0.019689
20051130_54943_0400_PP_1044.png,anodr,anodr,0.905137,0.031008,0.033004,0.017158,0.013694
20051130_54956_0400_PP_875.png,anodr,anodr,0.907403,0.026113,0.029515,0.020249,0.016719
20051130_55004_0400_PP_1259.png,anodr,anodr,0.724364,0.190697,0.038086,0.014337,0.032516
20051130_55012_0400_PP_865.png,anodr,anodr,0.575982,0.264366,0.095664,0.024985,0.039003
20051130_55037_0400_PP_443.png,anodr,anodr,0.825053,0.086965,0.040912,0.017361,0.029709
20051130_55048_0400_PP_921.png,anodr,anodr,0.727459,0.153614,0.068910,0.025158,0.024859
20051130_55074_0400_PP_986.png,anodr,anodr,0.549998,0.205657,0.191900,0.023641,0.028804
20051130_55086_0400_PP_1152.png,anodr,bmilddr,0.264862,0.413927,0.275624,0.021179,0.024407
20051130_55107_0400_PP_316.png,anodr,anodr,0.880514,0.052621,0.029091,0.014900,0.022874
20051130_55160_0400_PP_1182.png,anodr,anodr,0.760101,0.113845,0.085622,0.016619,0.023813
20051130_55269_0400_PP_820.png,anodr,anodr,0.773817,0.129912,0.065632,0.014978,0.015660
20051130_55311_0400_PP_896.png,anodr,anodr,0.913371,0.038784,0.016628,0.014169,0.017048
20051130_55323_0400_PP_883.png,anodr,anodr,0.924379,0.031961,0.014927,0.012175,0.016558
20051130_55381_0400_PP_504.png,anodr,anodr,0.941052,0.020608,0.010268,0.013377,0.014695
20051130_55393_0400_PP_1251.png,anodr,anodr,0.917810,0.027532,0.022358,0.018977,0.013322
20051130_58716_0400_PP_355.png,anodr,cmoderatedr,0.155618,0.160758,0.612589,0.039558,0.031477
20051130_58824_0400_PP_1181.png,anodr,cmoderatedr,0.121333,0.067293,0.629675,0.117375,0.064324
20051130_58874_0400_PP_1359.png,anodr,anodr,0.887845,0.033659,0.044143,0.012786,0.021567
20051130_58888_0400_PP_284.png,anodr,anodr,0.766139,0.067833,0.083754,0.025309,0.056965
20051130_58962_0400_PP_973.png,anodr,anodr,0.737899,0.132790,0.085443,0.012821,0.031047
20051130_58998_0400_PP_543.png,anodr,anodr,0.895175,0.017335,0.050935,0.021535,0.015020
20051130_59029_0400_PP_270.png,anodr,anodr,0.724747,0.036619,0.185215,0.037561,0.015859
20051130_59186_0400_PP_350.png,anodr,anodr,0.876413,0.067966,0.026620,0.012368,0.016632
20051130_59284_0400_PP_853.png,anodr,anodr,0.842850,0.078644,0.041611,0.018216,0.018679
20051130_59374_0400_PP_410.png,anodr,anodr,0.818405,0.090306,0.060860,0.011499,0.018931
20051130_59404_0400_PP_392.png,anodr,anodr,0.735232,0.104311,0.123068,0.017219,0.020169
20051130_59457_0400_PP_1053.png,anodr,anodr,0.822618,0.085151,0.056654,0.019036,0.016540
20051130_59464_0400_PP_1141.png,anodr,anodr,0.407814,0.383211,0.169542,0.017390,0.022044
20051130_59749_0400_PP_965.png,anodr,anodr,0.607953,0.157798,0.147477,0.019830,0.066942
20051130_59775_0400_PP_1224.png,anodr,anodr,0.437511,0.293167,0.154957,0.015996,0.098369
20051130_59793_0400_PP_926.png,anodr,anodr,0.638794,0.264840,0.061065,0.008916,0.026384
20051130_59802_0400_PP_430.png,anodr,anodr,0.592509,0.270074,0.084714,0.012873,0.039829
20051130_59850_0400_PP_36.png,anodr,anodr,0.894167,0.026422,0.050029,0.017162,0.012220
20051130_59869_0400_PP_520.png,anodr,anodr,0.900676,0.029208,0.042035,0.012958,0.015123
20051130_59964_0400_PP_312.png,anodr,bmilddr,0.324970,0.474918,0.159430,0.014099,0.026584
20051130_59993_0400_PP_439.png,anodr,bmilddr,0.239698,0.458282,0.254197,0.011816,0.036006
20051130_60040_0400_PP_1355.png,anodr,anodr,0.680738,0.190043,0.094847,0.012888,0.021485
20051130_60066_0400_PP_1170.png,anodr,anodr,0.791262,0.107298,0.064738,0.015285,0.021417
20051130_60186_0400_PP_1365.png,anodr,anodr,0.492714,0.385164,0.057453,0.013853,0.050817
20051130_60234_0400_PP_453.png,anodr,bmilddr,0.353092,0.502185,0.102083,0.012564,0.030076
20051130_60448_0400_PP_860.png,anodr,anodr,0.466558,0.118713,0.335558,0.041051,0.038119
20051130_60490_0400_PP_828.png,anodr,anodr,0.714312,0.056882,0.136593,0.041447,0.050767
20051130_60532_0400_PP_1052.png,anodr,anodr,0.814614,0.101129,0.050331,0.011956,0.021970
20051130_60562_0400_PP_121.png,anodr,anodr,0.733075,0.121303,0.101645,0.012788,0.031190
20051130_60601_0400_PP_146.png,anodr,anodr,0.669949,0.223125,0.066883,0.015077,0.024966
20051130_60630_0400_PP_60.png,anodr,anodr,0.873654,0.053440,0.045147,0.012465,0.015293
20051130_60691_0400_PP_939.png,anodr,anodr,0.757825,0.117757,0.062518,0.014189,0.047712
20051130_60715_0400_PP_555.png,anodr,anodr,0.751901,0.086877,0.099372,0.015881,0.045970
20051130_60740_0400_PP_1166.png,anodr,anodr,0.485412,0.372219,0.088283,0.015247,0.038839
20051130_60794_0400_PP_280.png,anodr,anodr,0.538810,0.282970,0.129212,0.016153,0.032856
20051130_60822_0400_PP_980.png,anodr,anodr,0.715260,0.192262,0.044717,0.014223,0.033538
20051201_37312_0400_PP_1333.png,anodr,bmilddr,0.335822,0.534404,0.097688,0.010931,0.021155
20051201_37337_0400_PP_839.png,anodr,anodr,0.567432,0.290735,0.083117,0.016506,0.042211
20051201_37382_0400_PP_1350.png,anodr,anodr,0.839090,0.089667,0.032371,0.011603,0.027269
20051201_37390_0400_PP_833.png,anodr,anodr,0.792681,0.127622,0.042845,0.013099,0.023753
20051201_37409_0400_PP_1340.png,anodr,anodr,0.858574,0.075442,0.029629,0.013055,0.023300
20051201_37462_0400_PP_357.png,anodr,anodr,0.741295,0.167725,0.052573,0.014395,0.024012
20051201_37534_0400_PP_906.png,anodr,anodr,0.536614,0.322224,0.078287,0.015342,0.047532
20051201_37557_0400_PP_1336.png,anodr,anodr,0.637052,0.262099,0.059110,0.010731,0.031009
20051201_38041_0400_PP_1312.png,anodr,anodr,0.612149,0.226579,0.107299,0.017816,0.036158
20051201_38081_0400_PP_963.png,anodr,anodr,0.776987,0.137292,0.047807,0.015315,0.022598
20051201_38103_0400_PP_81.png,anodr,anodr,0.598986,0.262767,0.100179,0.011006,0.027063
20051201_38137_0400_PP_391.png,anodr,anodr,0.583359,0.256873,0.085243,0.015826,0.058699
20051201_38155_0400_PP_112.png,anodr,cmoderatedr,0.114101,0.143258,0.599349,0.097415,0.045877
20051201_38164_0400_PP_881.png,anodr,cmoderatedr,0.108399,0.171594,0.635564,0.056063,0.028381
20051201_38199_0400_PP_1329.png,anodr,anodr,0.613572,0.272392,0.071963,0.015443,0.026630
20051201_38211_0400_PP_1174.png,anodr,anodr,0.648372,0.222943,0.080042,0.012377,0.036267
20051201_38246_0400_PP_1063.png,anodr,anodr,0.550357,0.292717,0.097770,0.023093,0.036063
20051201_38262_0400_PP_335.png,anodr,anodr,0.666479,0.195923,0.082920,0.016540,0.038138
20051201_38280_0400_PP_1103.png,anodr,anodr,0.743256,0.183397,0.039042,0.011851,0.022454
20051201_38291_0400_PP_468.png,anodr,anodr,0.754026,0.113416,0.081778,0.018440,0.032340
20051201_38321_0400_PP_903.png,anodr,anodr,0.573694,0.240876,0.141826,0.010510,0.033094
20051201_38349_0400_PP_892.png,anodr,anodr,0.509334,0.270166,0.175469,0.012477,0.032555
20051201_38466_0400_PP_572.png,anodr,anodr,0.398042,0.249304,0.290932,0.026139,0.035583
20051201_38475_0400_PP_560.png,anodr,anodr,0.711826,0.166446,0.073511,0.014905,0.033313
20051202_37162_0400_PP_29.png,anodr,bmilddr,0.176232,0.449399,0.306571,0.033178,0.034619
20051202_51599_0400_PP_966.png,anodr,anodr,0.753514,0.117617,0.082122,0.020433,0.026314
20051202_51616_0400_PP_1018.png,anodr,bmilddr,0.280299,0.520787,0.143982,0.018461,0.036470
20051205_57651_0400_PP_52.png,anodr,anodr,0.615122,0.264986,0.080219,0.012000,0.027673
20051205_57704_0400_PP_1167.png,anodr,anodr,0.631677,0.233493,0.093946,0.010777,0.030107
20051205_57757_0400_PP_1100.png,anodr,anodr,0.577485,0.258507,0.120691,0.012178,0.031139
20051205_57780_0400_PP_1102.png,anodr,bmilddr,0.300812,0.433068,0.202413,0.018659,0.045049
20051205_57799_0400_PP_868.png,anodr,bmilddr,0.280976,0.346273,0.274119,0.032014,0.066619
20051205_57809_0400_PP_1228.png,anodr,anodr,0.757599,0.145755,0.058613,0.013286,0.024747
20051205_57838_0400_PP_859.png,anodr,anodr,0.864961,0.070864,0.028111,0.014777,0.021286
20051205_57879_0400_PP_1254.png,anodr,anodr,0.854528,0.078828,0.032626,0.013504,0.020513
20051205_57942_0400_PP_990.png,anodr,anodr,0.764780,0.121933,0.064896,0.016160,0.032231
20051205_57988_0400_PP_1112.png,anodr,anodr,0.792081,0.113068,0.061423,0.016501,0.016926
20051205_58037_0400_PP_835.png,anodr,cmoderatedr,0.363440,0.182285,0.401223,0.030196,0.022856
20051205_58060_0400_PP_376.png,anodr,anodr,0.567011,0.136984,0.179760,0.035734,0.080512
20051205_58080_0400_PP_1034.png,anodr,anodr,0.802085,0.099874,0.046191,0.023337,0.028513
20051205_58091_0400_PP_292.png,anodr,anodr,0.875777,0.063430,0.026307,0.013259,0.021228
20051205_58109_0400_PP_1311.png,anodr,anodr,0.777763,0.147887,0.031417,0.011526,0.031406
20051205_58125_0400_PP_46.png,anodr,bmilddr,0.167450,0.463370,0.304776,0.021654,0.042750
20051205_58150_0400_PP_393.png,anodr,anodr,0.887783,0.041406,0.028902,0.015920,0.025988
20051205_58177_0400_PP_503.png,anodr,anodr,0.904008,0.035006,0.025793,0.015117,0.020075
20051205_58354_0400_PP_1282.png,anodr,anodr,0.629389,0.247917,0.071338,0.018716,0.032639
20051205_58373_0400_PP_55.png,anodr,anodr,0.611184,0.277958,0.052881,0.016883,0.041094
20051205_58409_0400_PP_985.png,anodr,bmilddr,0.303409,0.502030,0.142298,0.013141,0.039122
20051205_58431_0400_PP_493.png,anodr,bmilddr,0.191812,0.558369,0.203164,0.014898,0.031758
20051205_58458_0400_PP_309.png,anodr,anodr,0.620906,0.273891,0.054214,0.013080,0.037910
20051205_58502_0400_PP_482.png,anodr,anodr,0.639493,0.241024,0.061767,0.015617,0.042099
20051205_58613_0400_PP_843.png,anodr,anodr,0.572973,0.302986,0.081054,0.016217,0.026770
20051205_59240_0400_PP_301.png,anodr,anodr,0.861549,0.074692,0.020352,0.017246,0.026161
20051205_59337_0400_PP_945.png,anodr,anodr,0.864541,0.069881,0.030193,0.014531,0.020853
20051205_59351_0400_PP_332.png,anodr,anodr,0.761356,0.150685,0.038322,0.016179,0.033458
20051205_59367_0400_PP_816.png,anodr,anodr,0.776714,0.112954,0.070982,0.020012,0.019338
20051205_59379_0400_PP_842.png,anodr,anodr,0.881266,0.043699,0.031289,0.013724,0.030022
20051205_59510_0400_PP_329.png,anodr,anodr,0.609183,0.271219,0.055960,0.023508,0.040130
20051205_59538_0400_PP_534.png,anodr,anodr,0.652312,0.221092,0.072988,0.023679,0.029930
20051205_59617_0400_PP_1000.png,anodr,anodr,0.620304,0.263853,0.062358,0.013803,0.039682
20051205_59651_0400_PP_1164.png,anodr,anodr,0.652303,0.215969,0.082620,0.016134,0.032975
20051205_59738_0400_PP_119.png,anodr,anodr,0.920537,0.030080,0.024898,0.011525,0.012961
20051205_59754_0400_PP_880.png,anodr,anodr,0.784504,0.099225,0.080617,0.013494,0.022159
20051205_59833_0400_PP_531.png,anodr,anodr,0.819113,0.113126,0.031817,0.010843,0.025101
20051205_59858_0400_PP_523.png,anodr,anodr,0.764515,0.154148,0.048369,0.011521,0.021447
20051205_59901_0400_PP_417.png,anodr,anodr,0.912100,0.025309,0.037318,0.013476,0.011796
20051205_59923_0400_PP_1307.png,anodr,anodr,0.914132,0.030769,0.029530,0.013532,0.012037
20051205_60093_0400_PP_1286.png,anodr,anodr,0.901302,0.037704,0.031832,0.012076,0.017086
20051205_60119_0400_PP_451.png,anodr,anodr,0.815768,0.092795,0.058916,0.012160,0.020361
20051213_61406_0100_PP_1027.png,anodr,anodr,0.797277,0.096822,0.049780,0.025250,0.030871
20051213_61802_0100_PP_408.png,anodr,anodr,0.732235,0.148491,0.072225,0.024002,0.023048
20051213_61892_0100_PP_837.png,anodr,anodr,0.854503,0.090436,0.025259,0.011650,0.018152
20051213_61951_0100_PP_983.png,anodr,anodr,0.819785,0.095916,0.057498,0.012629,0.014172
20051213_62251_0100_PP_27.png,anodr,anodr,0.902379,0.043719,0.021725,0.012844,0.019334
20051213_62314_0100_PP_1325.png,anodr,anodr,0.922497,0.028913,0.020261,0.013379,0.014950
20051213_62518_0100_PP_821.png,anodr,anodr,0.593368,0.224516,0.146697,0.016098,0.019321
20051213_62572_0100_PP_1176.png,anodr,anodr,0.529060,0.280609,0.161715,0.013288,0.015329
20051214_40529_0100_PP_1120.png,anodr,anodr,0.514013,0.319613,0.117391,0.017472,0.031512
20051214_40767_0100_PP_1039.png,anodr,anodr,0.580864,0.337190,0.050122,0.014036,0.017787
20051214_40994_0100_PP_435.png,anodr,anodr,0.813620,0.109588,0.040640,0.015473,0.020679
20051214_41055_0100_PP_41.png,anodr,anodr,0.759084,0.147841,0.055705,0.016726,0.020644
20051214_42133_0100_PP_462.png,anodr,anodr,0.727514,0.186823,0.060976,0.011937,0.012749
20051214_42197_0100_PP_1288.png,anodr,anodr,0.706691,0.194551,0.062645,0.016785,0.019328
20051214_42323_0100_PP_845.png,anodr,anodr,0.937659,0.016157,0.017127,0.014595,0.014463
20051214_42363_0100_PP_42.png,anodr,anodr,0.912861,0.024515,0.033169,0.017391,0.012063
20051214_51178_0100_PP_1380.png,anodr,anodr,0.896241,0.033875,0.037968,0.017903,0.014013
20051214_51211_0100_PP_511.png,anodr,anodr,0.906763,0.030222,0.029666,0.018310,0.015039
20051214_51308_0100_PP_1342.png,anodr,anodr,0.790776,0.137026,0.032585,0.014963,0.024651
20051214_51342_0100_PP_970.png,anodr,anodr,0.795751,0.136970,0.029738,0.014322,0.023220
20051214_51442_0100_PP_28.png,anodr,anodr,0.674541,0.199794,0.077680,0.017050,0.030935
20051214_51469_0100_PP_1060.png,anodr,anodr,0.634901,0.240031,0.084366,0.017354,0.023349
20051214_56242_0100_PP_337.png,anodr,anodr,0.892978,0.049930,0.029138,0.011481,0.016474
20051214_56392_0100_PP_1037.png,anodr,anodr,0.936010,0.016752,0.016745,0.016062,0.014431
20051214_56438_0100_PP_22.png,anodr,anodr,0.925911,0.022222,0.020420,0.016702,0.014744
20051214_56636_0100_PP_128.png,anodr,anodr,0.890949,0.059278,0.024525,0.010368,0.014881
20051214_56688_0100_PP_120.png,anodr,anodr,0.890262,0.056992,0.029614,0.010764,0.012368
20051214_57761_0100_PP_356.png,anodr,anodr,0.762729,0.153412,0.037381,0.012052,0.034425
20051214_57817_0100_PP_876.png,anodr,anodr,0.739443,0.139903,0.059463,0.014809,0.046382
20051216_43913_0200_PP_1367.png,anodr,anodr,0.894311,0.055492,0.020083,0.010643,0.019470
20051216_44066_0200_PP_426.png,anodr,cmoderatedr,0.071023,0.129547,0.768654,0.016184,0.014592
20051216_44092_0200_PP_1090.png,anodr,cmoderatedr,0.150124,0.206379,0.591334,0.027364,0.024799
20051216_44221_0200_PP_548.png,anodr,anodr,0.788842,0.113291,0.064765,0.014395,0.018708
20051216_44252_0200_PP_952.png,anodr,anodr,0.792345,0.085008,0.088690,0.016701,0.017257
20051216_44398_0200_PP_1235.png,anodr,anodr,0.629520,0.202092,0.109092,0.023331,0.035964
20051216_44420_0200_PP_379.png,anodr,anodr,0.677404,0.187080,0.096196,0.013754,0.025566
20051216_44635_0200_PP_415.png,anodr,bmilddr,0.368862,0.408713,0.152704,0.019094,0.050627
20051216_44660_0200_PP_888.png,anodr,anodr,0.590757,0.287092,0.069705,0.012586,0.039861
20051216_44811_0200_PP_567.png,anodr,anodr,0.436612,0.323852,0.178321,0.022639,0.038575
20051216_44832_0200_PP_1082.png,anodr,anodr,0.617683,0.175038,0.157495,0.018639,0.031146
20051216_45076_0200_PP_818.png,anodr,anodr,0.793691,0.092620,0.063890,0.015069,0.034730
20051216_45499_0200_PP_1071.png,anodr,anodr,0.850432,0.060477,0.047385,0.025199,0.016507
20051216_45781_0200_PP_320.png,anodr,anodr,0.832880,0.097966,0.039182,0.012463,0.017509
20051216_45873_0200_PP_832.png,anodr,anodr,0.660455,0.187086,0.104637,0.012573,0.035249
20051216_45992_0200_PP_341.png,anodr,bmilddr,0.078529,0.516311,0.353444,0.020577,0.031139
20051216_46018_0200_PP_1216.png,anodr,bmilddr,0.213883,0.516393,0.207747,0.015803,0.046174
20051216_46183_0200_PP_1204.png,anodr,anodr,0.714572,0.181713,0.050452,0.016953,0.036309
20051216_47514_0200_PP_110.png,anodr,bmilddr,0.424410,0.430720,0.097502,0.013610,0.033757
20051216_47536_0200_PP_1339.png,anodr,anodr,0.804783,0.126795,0.028032,0.014191,0.026200
20060407_38711_0200_PP_283.png,anodr,bmilddr,0.208963,0.488112,0.277701,0.007161,0.018063
20060407_38970_0200_PP_1111.png,anodr,bmilddr,0.042444,0.471706,0.467415,0.007865,0.010570
20060407_39155_0200_PP_855.png,anodr,anodr,0.863251,0.046812,0.047444,0.020103,0.022390
20060407_39184_0200_PP_373.png,anodr,anodr,0.714804,0.096267,0.140206,0.022577,0.026145
20060407_39306_0200_PP_1074.png,anodr,anodr,0.398484,0.184270,0.368346,0.024588,0.024313
20060407_39328_0200_PP_893.png,anodr,anodr,0.807623,0.056856,0.090209,0.024313,0.020998
20060407_39435_0200_PP_1214.png,anodr,cmoderatedr,0.043908,0.069246,0.786380,0.038286,0.062180
20060407_39546_0200_PP_545.png,anodr,anodr,0.501910,0.350514,0.104650,0.013373,0.029554
20060407_39567_0200_PP_1168.png,anodr,anodr,0.434318,0.390622,0.130221,0.017696,0.027143
20060407_39687_0200_PP_101.png,anodr,anodr,0.468339,0.234942,0.262987,0.016269,0.017464
20060407_39761_0200_PP_518.png,anodr,anodr,0.634584,0.257181,0.068996,0.012158,0.027081
20060407_39780_0200_PP_1006.png,anodr,anodr,0.487969,0.373431,0.099308,0.012752,0.026540
20060407_40740_0200_PP_314.png,anodr,cmoderatedr,0.043883,0.450893,0.480380,0.010168,0.014676
20060407_40761_0200_PP_282.png,anodr,anodr,0.334641,0.333687,0.255140,0.023414,0.053118
20060407_41149_0200_PP_26.png,anodr,cmoderatedr,0.093168,0.069017,0.775430,0.047362,0.015024
20060407_41177_0200_PP_1104.png,anodr,cmoderatedr,0.146773,0.073781,0.729567,0.036603,0.013276
20060407_41312_0200_PP_895.png,anodr,anodr,0.857347,0.077452,0.030100,0.014506,0.020595
20060407_41980_0200_PP_1347.png,anodr,anodr,0.717281,0.154561,0.079887,0.016850,0.031421
20060407_42099_0200_PP_77.png,anodr,bmilddr,0.317741,0.348573,0.256977,0.016754,0.059955
