filename,pred_class,pred_index,a_noamd_prob,b_amd_prob
a_noamd/N0114.jpg,a_noamd,0,0.758689,0.241311
a_noamd/N0115.jpg,a_noamd,0,0.756268,0.243732
a_noamd/N0116.jpg,a_noamd,0,0.746046,0.253954
a_noamd/N0117.jpg,a_noamd,0,0.755186,0.244814
a_noamd/N0118.jpg,a_noamd,0,0.755997,0.244003
a_noamd/N0119.jpg,a_noamd,0,0.757436,0.242564
a_noamd/N0120.jpg,a_noamd,0,0.757974,0.242026
a_noamd/N0121.jpg,a_noamd,0,0.755276,0.244724
a_noamd/N0122.jpg,a_noamd,0,0.751739,0.248261
a_noamd/N0123.jpg,a_noamd,0,0.721449,0.278551
a_noamd/N0124.jpg,a_noamd,0,0.758600,0.241400
a_noamd/N0125.jpg,a_noamd,0,0.753920,0.246080
a_noamd/N0126.jpg,a_noamd,0,0.738198,0.261802
a_noamd/N0127.jpg,a_noamd,0,0.759136,0.240864
a_noamd/N0128.jpg,a_noamd,0,0.759315,0.240685
a_noamd/N0129.jpg,a_noamd,0,0.763748,0.236252
a_noamd/N0130.jpg,a_noamd,0,0.755186,0.244814
a_noamd/N0131.jpg,b_amd,1,0.382833,0.617167
a_noamd/N0132.jpg,a_noamd,0,0.754463,0.245537
a_noamd/N0133.jpg,a_noamd,0,0.718742,0.281258
a_noamd/N0134.jpg,a_noamd,0,0.761006,0.238994
a_noamd/N0135.jpg,a_noamd,0,0.754734,0.245266
a_noamd/N0136.jpg,a_noamd,0,0.755997,0.244003
a_noamd/N0137.jpg,a_noamd,0,0.705785,0.294215
a_noamd/N0138.jpg,a_noamd,0,0.755186,0.244814
a_noamd/N0139.jpg,a_noamd,0,0.758332,0.241668
a_noamd/N0140.jpg,a_noamd,0,0.758868,0.241132
a_noamd/N0141.jpg,a_noamd,0,0.755637,0.244363
a_noamd/N0142.jpg,a_noamd,0,0.754734,0.245266
a_noamd/N0143.jpg,a_noamd,0,0.693629,0.306371
a_noamd/N0144.jpg,a_noamd,0,0.754010,0.245990
a_noamd/N0145.jpg,b_amd,1,0.318538,0.681462
a_noamd/N0146.jpg,a_noamd,0,0.758332,0.241668
a_noamd/N0147.jpg,a_noamd,0,0.754734,0.245266
a_noamd/N0148.jpg,a_noamd,0,0.693629,0.306371
a_noamd/N0149.jpg,a_noamd,0,0.754010,0.245990
a_noamd/N0150.jpg,a_noamd,0,0.757705,0.242295
a_noamd/N0151.jpg,a_noamd,0,0.756447,0.243552
a_noamd/N0152.jpg,a_noamd,0,0.691758,0.308242
a_noamd/N0153.jpg,a_noamd,0,0.687840,0.312160
a_noamd/N0154.jpg,a_noamd,0,0.713831,0.286169
a_noamd/N0155.jpg,a_noamd,0,0.740456,0.259544
a_noamd/N0156.jpg,a_noamd,0,0.755096,0.244904
a_noamd/N0157.jpg,a_noamd,0,0.752104,0.247896
a_noamd/N0158.jpg,a_noamd,0,0.731586,0.268414
a_noamd/N0159.jpg,a_noamd,0,0.755005,0.244995
a_noamd/N0160.jpg,a_noamd,0,0.755186,0.244814
a_noamd/N0161.jpg,a_noamd,0,0.715275,0.284725
a_noamd/N0162.jpg,a_noamd,0,0.618521,0.381479
a_noamd/N0163.jpg,a_noamd,0,0.677261,0.322739
a_noamd/N0164.jpg,a_noamd,0,0.676299,0.323701
a_noamd/N0165.jpg,a_noamd,0,0.655281,0.344719
a_noamd/N0166.jpg,a_noamd,0,0.759404,0.240596
a_noamd/N0167.jpg,a_noamd,0,0.758689,0.241311
a_noamd/N0168.jpg,a_noamd,0,0.755817,0.244183
a_noamd/N0169.jpg,a_noamd,0,0.729086,0.270914
a_noamd/N0170.jpg,a_noamd,0,0.755817,0.244183
a_noamd/N0171.jpg,a_noamd,0,0.754010,0.245990
a_noamd/N0172.jpg,a_noamd,0,0.756178,0.243822
a_noamd/N0173.jpg,a_noamd,0,0.755366,0.244634
a_noamd/N0174.jpg,a_noamd,0,0.757346,0.242654
a_noamd/N0175.jpg,a_noamd,0,0.753829,0.246171
a_noamd/N0176.jpg,a_noamd,0,0.754734,0.245266
a_noamd/N0177.jpg,a_noamd,0,0.756807,0.243193
a_noamd/N0178.jpg,a_noamd,0,0.758958,0.241042
a_noamd/N0179.jpg,a_noamd,0,0.755276,0.244724
a_noamd/N0180.jpg,a_noamd,0,0.754463,0.245537
a_noamd/N0181.jpg,a_noamd,0,0.757346,0.242654
a_noamd/N0182.jpg,a_noamd,0,0.746324,0.253676
a_noamd/N0183.jpg,a_noamd,0,0.754734,0.245266
a_noamd/N0184.jpg,a_noamd,0,0.734358,0.265642
a_noamd/N0185.jpg,a_noamd,0,0.700844,0.299156
a_noamd/N0186.jpg,a_noamd,0,0.757615,0.242385
a_noamd/N0187.jpg,a_noamd,0,0.752831,0.247169
a_noamd/N0188.jpg,a_noamd,0,0.756717,0.243283
a_noamd/N0189.jpg,a_noamd,0,0.731970,0.268030
a_noamd/N0190.jpg,a_noamd,0,0.715175,0.284825
a_noamd/N0191.jpg,a_noamd,0,0.516954,0.483046
a_noamd/N0192.jpg,a_noamd,0,0.740174,0.259826
a_noamd/N0193.jpg,a_noamd,0,0.667744,0.332256
a_noamd/N0194.jpg,a_noamd,0,0.618348,0.381652
a_noamd/N0195.jpg,a_noamd,0,0.673192,0.326808
a_noamd/N0196.jpg,a_noamd,0,0.755096,0.244904
a_noamd/N0197.jpg,a_noamd,0,0.756358,0.243642
a_noamd/N0198.jpg,a_noamd,0,0.755727,0.244273
a_noamd/N0199.jpg,a_noamd,0,0.737158,0.262842
a_noamd/N0200.jpg,b_amd,1,0.459758,0.540242
a_noamd/N0201.jpg,a_noamd,0,0.754825,0.245175
a_noamd/N0202.jpg,a_noamd,0,0.753104,0.246896
a_noamd/N0203.jpg,a_noamd,0,0.756268,0.243732
a_noamd/N0204.jpg,a_noamd,0,0.753104,0.246896
a_noamd/N0205.jpg,a_noamd,0,0.755547,0.244453
a_noamd/N0206.jpg,a_noamd,0,0.754825,0.245175
a_noamd/N0207.jpg,a_noamd,0,0.751557,0.248443
a_noamd/N0208.jpg,a_noamd,0,0.687420,0.312580
a_noamd/N0209.jpg,a_noamd,0,0.756358,0.243642
a_noamd/N0210.jpg,a_noamd,0,0.691341,0.308659
a_noamd/N0211.jpg,a_noamd,0,0.752195,0.247805
a_noamd/N0212.jpg,a_noamd,0,0.757166,0.242834
a_noamd/N0213.jpg,a_noamd,0,0.754463,0.245537
a_noamd/N0214.jpg,a_noamd,0,0.695648,0.304352
a_noamd/N0215.jpg,a_noamd,0,0.673406,0.326594
a_noamd/N0216.jpg,a_noamd,0,0.753920,0.246080
a_noamd/N0217.jpg,a_noamd,0,0.758958,0.241042
a_noamd/N0218.jpg,a_noamd,0,0.758063,0.241937
a_noamd/N0219.jpg,b_amd,1,0.310851,0.689149
a_noamd/N0220.jpg,a_noamd,0,0.760917,0.239083
a_noamd/N0221.jpg,a_noamd,0,0.726959,0.273041
a_noamd/N0222.jpg,a_noamd,0,0.759047,0.240953
a_noamd/N0223.jpg,a_noamd,0,0.756537,0.243463
a_noamd/N0224.jpg,a_noamd,0,0.758868,0.241132
a_noamd/N0225.jpg,a_noamd,0,0.759939,0.240061
a_noamd/N0226.jpg,a_noamd,0,0.758153,0.241847
a_noamd/N0227.jpg,b_amd,1,0.432063,0.567937
a_noamd/N0228.jpg,a_noamd,0,0.669096,0.330903
a_noamd/N0229.jpg,a_noamd,0,0.758242,0.241758
a_noamd/N0230.jpg,a_noamd,0,0.745491,0.254509
a_noamd/N0231.jpg,a_noamd,0,0.746971,0.253030
a_noamd/N0232.jpg,a_noamd,0,0.758153,0.241847
a_noamd/N0233.jpg,a_noamd,0,0.755727,0.244273
a_noamd/N0234.jpg,a_noamd,0,0.728603,0.271397
a_noamd/N0235.jpg,a_noamd,0,0.757346,0.242654
a_noamd/N0236.jpg,a_noamd,0,0.755096,0.244904
a_noamd/N0237.jpg,a_noamd,0,0.675872,0.324128
a_noamd/N0238.jpg,a_noamd,0,0.511961,0.488039
a_noamd/N0239.jpg,a_noamd,0,0.644840,0.355160
a_noamd/N0240.jpg,a_noamd,0,0.720073,0.279927
a_noamd/N0241.jpg,a_noamd,0,0.664486,0.335514
a_noamd/N0242.jpg,a_noamd,0,0.756088,0.243912
a_noamd/N0243.jpg,a_noamd,0,0.717853,0.282147
a_noamd/N0244.jpg,a_noamd,0,0.741674,0.258326
a_noamd/N0245.jpg,a_noamd,0,0.755005,0.244995
a_noamd/N0246.jpg,a_noamd,0,0.753920,0.246080
a_noamd/N0247.jpg,a_noamd,0,0.756537,0.243463
a_noamd/N0248.jpg,a_noamd,0,0.754282,0.245718
a_noamd/N0249.jpg,a_noamd,0,0.628236,0.371764
a_noamd/N0250.jpg,a_noamd,0,0.742235,0.257765
a_noamd/N0251.jpg,b_amd,1,0.448751,0.551249
a_noamd/N0252.jpg,a_noamd,0,0.758958,0.241042
a_noamd/N0253.jpg,a_noamd,0,0.759939,0.240061
a_noamd/N0254.jpg,a_noamd,0,0.759315,0.240685
a_noamd/N0255.jpg,a_noamd,0,0.756447,0.243552
a_noamd/N0256.jpg,a_noamd,0,0.755096,0.244904
a_noamd/N0257.jpg,a_noamd,0,0.756627,0.243373
a_noamd/N0258.jpg,a_noamd,0,0.757256,0.242744
a_noamd/N0259.jpg,a_noamd,0,0.757615,0.242385
a_noamd/N0260.jpg,a_noamd,0,0.754644,0.245356
a_noamd/N0261.jpg,a_noamd,0,0.760562,0.239438
a_noamd/N0262.jpg,a_noamd,0,0.757884,0.242116
a_noamd/N0263.jpg,a_noamd,0,0.756717,0.243283
a_noamd/N0264.jpg,a_noamd,0,0.758779,0.241221
a_noamd/N0265.jpg,a_noamd,0,0.758421,0.241579
a_noamd/N0266.jpg,a_noamd,0,0.538870,0.461130
a_noamd/N0267.jpg,a_noamd,0,0.755276,0.244724
a_noamd/N0268.jpg,a_noamd,0,0.713132,0.286868
a_noamd/N0269.jpg,a_noamd,0,0.755186,0.244814
a_noamd/N0270.jpg,a_noamd,0,0.745769,0.254231
a_noamd/N0271.jpg,a_noamd,0,0.757256,0.242744
a_noamd/N0272.jpg,a_noamd,0,0.747339,0.252661
a_noamd/N0273.jpg,a_noamd,0,0.552057,0.447943
a_noamd/N0274.jpg,a_noamd,0,0.755186,0.244814
a_noamd/N0275.jpg,a_noamd,0,0.755817,0.244183
a_noamd/N0276.jpg,a_noamd,0,0.706798,0.293202
a_noamd/N0277.jpg,a_noamd,0,0.755096,0.244904
a_noamd/N0278.jpg,a_noamd,0,0.756807,0.243193
a_noamd/N0279.jpg,a_noamd,0,0.757794,0.242206
a_noamd/N0280.jpg,a_noamd,0,0.756807,0.243193
a_noamd/N0281.jpg,a_noamd,0,0.699511,0.300489
a_noamd/N0282.jpg,a_noamd,0,0.717061,0.282939
a_noamd/N0283.jpg,a_noamd,0,0.745769,0.254231
a_noamd/N0284.jpg,a_noamd,0,0.757077,0.242923
a_noamd/N0285.jpg,a_noamd,0,0.757346,0.242654
a_noamd/N0286.jpg,a_noamd,0,0.760651,0.239349
a_noamd/N0287.jpg,a_noamd,0,0.761006,0.238994
a_noamd/N0288.jpg,a_noamd,0,0.758689,0.241311
a_noamd/N0289.jpg,a_noamd,0,0.695028,0.304972
a_noamd/N0290.jpg,a_noamd,0,0.755366,0.244634
a_noamd/N0291.jpg,a_noamd,0,0.729375,0.270625
a_noamd/N0292.jpg,a_noamd,0,0.740456,0.259544
a_noamd/N0293.jpg,b_amd,1,0.458894,0.541106
a_noamd/N0294.jpg,a_noamd,0,0.602705,0.397295
a_noamd/N0295.jpg,a_noamd,0,0.755096,0.244904
a_noamd/N0296.jpg,a_noamd,0,0.755907,0.244093
a_noamd/N0297.jpg,a_noamd,0,0.753285,0.246715
a_noamd/N0298.jpg,a_noamd,0,0.754010,0.245990
a_noamd/N0299.jpg,a_noamd,0,0.758689,0.241311
a_noamd/N0300.jpg,a_noamd,0,0.694147,0.305853
a_noamd/N0301.jpg,a_noamd,0,0.756447,0.243552
a_noamd/N0302.jpg,a_noamd,0,0.758242,0.241758
a_noamd/N0303.jpg,a_noamd,0,0.671471,0.328529
a_noamd/N0304.jpg,a_noamd,0,0.720368,0.279632
a_noamd/N0305.jpg,a_noamd,0,0.754553,0.245447
a_noamd/N0306.jpg,a_noamd,0,0.621742,0.378258
a_noamd/N0307.jpg,a_noamd,0,0.755005,0.244995
a_noamd/N0308.jpg,a_noamd,0,0.756537,0.243463
a_noamd/N0309.jpg,a_noamd,0,0.755186,0.244814
a_noamd/N0310.jpg,a_noamd,0,0.757525,0.242475
a_noamd/N0311.jpg,a_noamd,0,0.663069,0.336931
a_noamd/T0001.jpg,a_noamd,0,0.757166,0.242834
a_noamd/T0002.jpg,a_noamd,0,0.757256,0.242744
a_noamd/T0005.jpg,a_noamd,0,0.757436,0.242564
a_noamd/T0006.jpg,a_noamd,0,0.756717,0.243283
a_noamd/T0007.jpg,a_noamd,0,0.756807,0.243193
a_noamd/T0008.jpg,a_noamd,0,0.756987,0.243013
a_noamd/T0009.jpg,a_noamd,0,0.755547,0.244453
a_noamd/T0011.jpg,a_noamd,0,0.756807,0.243193
a_noamd/T0012.jpg,a_noamd,0,0.756178,0.243822
a_noamd/T0013.jpg,a_noamd,0,0.571258,0.428742
a_noamd/T0014.jpg,b_amd,1,0.360095,0.639905
a_noamd/T0016.jpg,a_noamd,0,0.755547,0.244453
a_noamd/T0017.jpg,a_noamd,0,0.745676,0.254324
a_noamd/T0018.jpg,a_noamd,0,0.682097,0.317903
a_noamd/T0019.jpg,a_noamd,0,0.755907,0.244093
a_noamd/T0020.jpg,a_noamd,0,0.703346,0.296654
a_noamd/T0022.jpg,a_noamd,0,0.757077,0.242923
a_noamd/T0023.jpg,a_noamd,0,0.753376,0.246624
a_noamd/T0025.jpg,a_noamd,0,0.761361,0.238639
a_noamd/T0027.jpg,a_noamd,0,0.756717,0.243283
a_noamd/T0028.jpg,a_noamd,0,0.756268,0.243732
a_noamd/T0029.jpg,a_noamd,0,0.754373,0.245627
a_noamd/T0031.jpg,a_noamd,0,0.760295,0.239705
a_noamd/T0032.jpg,a_noamd,0,0.757436,0.242564
a_noamd/T0033.jpg,a_noamd,0,0.666877,0.333123
a_noamd/T0034.jpg,a_noamd,0,0.758242,0.241758
a_noamd/T0035.jpg,a_noamd,0,0.736827,0.263173
a_noamd/T0036.jpg,a_noamd,0,0.743075,0.256925
a_noamd/T0037.jpg,a_noamd,0,0.757256,0.242744
a_noamd/T0039.jpg,a_noamd,0,0.757077,0.242923
a_noamd/T0040.jpg,a_noamd,0,0.738669,0.261331
a_noamd/T0041.jpg,a_noamd,0,0.758242,0.241758
a_noamd/T0042.jpg,a_noamd,0,0.757166,0.242834
a_noamd/T0044.jpg,a_noamd,0,0.758242,0.241758
a_noamd/T0046.jpg,a_noamd,0,0.759136,0.240864
a_noamd/T0047.jpg,a_noamd,0,0.755457,0.244543
a_noamd/T0049.jpg,a_noamd,0,0.758063,0.241937
a_noamd/T0050.jpg,a_noamd,0,0.759850,0.240150
a_noamd/T0054.jpg,a_noamd,0,0.755727,0.244273
a_noamd/T0055.jpg,a_noamd,0,0.754644,0.245356
a_noamd/T0058.jpg,a_noamd,0,0.692226,0.307774
a_noamd/T0060.jpg,a_noamd,0,0.736258,0.263742
a_noamd/T0061.jpg,a_noamd,0,0.759582,0.240418
a_noamd/T0062.jpg,a_noamd,0,0.748720,0.251280
a_noamd/T0063.jpg,a_noamd,0,0.758689,0.241311
a_noamd/T0064.jpg,b_amd,1,0.327023,0.672977
a_noamd/T0065.jpg,a_noamd,0,0.758332,0.241668
a_noamd/T0066.jpg,a_noamd,0,0.756447,0.243552
a_noamd/T0067.jpg,a_noamd,0,0.747524,0.252476
a_noamd/T0068.jpg,a_noamd,0,0.701458,0.298542
a_noamd/T0069.jpg,a_noamd,0,0.626553,0.373447
a_noamd/T0070.jpg,a_noamd,0,0.756807,0.243193
a_noamd/T0074.jpg,a_noamd,0,0.757794,0.242206
a_noamd/T0075.jpg,a_noamd,0,0.756987,0.243013
a_noamd/T0076.jpg,a_noamd,0,0.756717,0.243283
a_noamd/T0077.jpg,a_noamd,0,0.759582,0.240418
a_noamd/T0078.jpg,a_noamd,0,0.756627,0.243373
a_noamd/T0079.jpg,a_noamd,0,0.758153,0.241847
a_noamd/T0080.jpg,a_noamd,0,0.757256,0.242744
a_noamd/T0081.jpg,a_noamd,0,0.743541,0.256459
a_noamd/T0082.jpg,a_noamd,0,0.538414,0.461586
a_noamd/T0084.jpg,a_noamd,0,0.738292,0.261708
a_noamd/T0085.jpg,a_noamd,0,0.757705,0.242295
a_noamd/T0087.jpg,a_noamd,0,0.763572,0.236428
a_noamd/T0088.jpg,a_noamd,0,0.757077,0.242923
a_noamd/T0090.jpg,a_noamd,0,0.756178,0.243822
a_noamd/T0091.jpg,a_noamd,0,0.617541,0.382459
a_noamd/T0092.jpg,a_noamd,0,0.760028,0.239972
a_noamd/T0093.jpg,a_noamd,0,0.758242,0.241758
a_noamd/T0094.jpg,a_noamd,0,0.617253,0.382747
a_noamd/T0095.jpg,a_noamd,0,0.757256,0.242744
a_noamd/T0096.jpg,a_noamd,0,0.569673,0.430327
a_noamd/T0097.jpg,a_noamd,0,0.746601,0.253399
a_noamd/T0098.jpg,a_noamd,0,0.756627,0.243373
a_noamd/T0099.jpg,a_noamd,0,0.756717,0.243283
a_noamd/T0100.jpg,a_noamd,0,0.758511,0.241489
a_noamd/T0101.jpg,a_noamd,0,0.759493,0.240507
a_noamd/T0102.jpg,a_noamd,0,0.759493,0.240507
a_noamd/T0103.jpg,a_noamd,0,0.757974,0.242026
a_noamd/T0104.jpg,a_noamd,0,0.755817,0.244183
a_noamd/T0106.jpg,a_noamd,0,0.757794,0.242206
a_noamd/T0108.jpg,a_noamd,0,0.757436,0.242564
a_noamd/T0109.jpg,a_noamd,0,0.693265,0.306735
a_noamd/T0110.jpg,a_noamd,0,0.756088,0.243912
a_noamd/T0111.jpg,a_noamd,0,0.690403,0.309597
a_noamd/T0113.jpg,a_noamd,0,0.759671,0.240329
a_noamd/T0114.jpg,a_noamd,0,0.756807,0.243193
a_noamd/T0115.jpg,a_noamd,0,0.755817,0.244183
a_noamd/T0116.jpg,a_noamd,0,0.757077,0.242923
a_noamd/T0117.jpg,a_noamd,0,0.756987,0.243013
a_noamd/T0119.jpg,a_noamd,0,0.757705,0.242295
a_noamd/T0121.jpg,a_noamd,0,0.758958,0.241042
a_noamd/T0122.jpg,a_noamd,0,0.760206,0.239794
a_noamd/T0123.jpg,a_noamd,0,0.624294,0.375706
a_noamd/T0124.jpg,a_noamd,0,0.723651,0.276349
a_noamd/T0125.jpg,a_noamd,0,0.757884,0.242116
a_noamd/T0126.jpg,a_noamd,0,0.758063,0.241937
a_noamd/T0128.jpg,a_noamd,0,0.755005,0.244995
a_noamd/T0130.jpg,a_noamd,0,0.754282,0.245718
a_noamd/T0131.jpg,a_noamd,0,0.736306,0.263694
a_noamd/T0132.jpg,a_noamd,0,0.754373,0.245627
a_noamd/T0133.jpg,a_noamd,0,0.757615,0.242385
a_noamd/T0135.jpg,a_noamd,0,0.758063,0.241937
a_noamd/T0136.jpg,a_noamd,0,0.758063,0.241937
a_noamd/T0137.jpg,a_noamd,0,0.755366,0.244634
a_noamd/T0138.jpg,a_noamd,0,0.755186,0.244814
a_noamd/T0139.jpg,a_noamd,0,0.605216,0.394784
a_noamd/T0140.jpg,a_noamd,0,0.758689,0.241311
a_noamd/T0141.jpg,a_noamd,0,0.717309,0.282691
a_noamd/T0142.jpg,a_noamd,0,0.758063,0.241937
a_noamd/T0143.jpg,a_noamd,0,0.758421,0.241579
a_noamd/T0144.jpg,a_noamd,0,0.581600,0.418400
a_noamd/T0145.jpg,a_noamd,0,0.756268,0.243732
a_noamd/T0146.jpg,a_noamd,0,0.753648,0.246352
a_noamd/T0149.jpg,a_noamd,0,0.675283,0.324717
a_noamd/T0151.jpg,a_noamd,0,0.755907,0.244093
a_noamd/T0153.jpg,a_noamd,0,0.754010,0.245990
a_noamd/T0155.jpg,a_noamd,0,0.757256,0.242744
a_noamd/T0156.jpg,a_noamd,0,0.745398,0.254602
a_noamd/T0157.jpg,a_noamd,0,0.756088,0.243912
a_noamd/T0158.jpg,a_noamd,0,0.751830,0.248170
a_noamd/T0160.jpg,a_noamd,0,0.757436,0.242564
a_noamd/T0161.jpg,a_noamd,0,0.758421,0.241579
a_noamd/T0162.jpg,a_noamd,0,0.758868,0.241132
a_noamd/T0163.jpg,a_noamd,0,0.759582,0.240418
