filename,pred_class,pred_index,anormal_prob,cglaucoma_prob
anormal/image_135_90.jpg,anormal,0,0.831349,0.168651
anormal/image_136_128.jpg,anormal,0,0.827131,0.172869
anormal/image_137_87.jpg,anormal,0,0.851706,0.148294
anormal/image_138_19.jpg,anormal,0,0.849222,0.150778
anormal/image_139_167.jpg,anormal,0,0.821975,0.178025
anormal/image_140_27.jpg,anormal,0,0.872673,0.127327
anormal/image_141_18.jpg,anormal,0,0.893356,0.106644
anormal/image_142_159.jpg,anormal,0,0.824603,0.175397
anormal/image_143_107.jpg,anormal,0,0.854824,0.145176
anormal/image_144_180.jpg,anormal,0,0.868269,0.131731
anormal/image_145_78.jpg,anormal,0,0.846070,0.153930
anormal/image_146_85.jpg,anormal,0,0.858125,0.141875
anormal/image_147_193.jpg,anormal,0,0.846895,0.153105
anormal/image_148_216.jpg,anormal,0,0.852506,0.147494
anormal/image_149_134.jpg,anormal,0,0.845305,0.154695
anormal/image_150_198.jpg,anormal,0,0.855851,0.144149
anormal/image_151_31.jpg,anormal,0,0.882479,0.117521
anormal/image_152_169.jpg,anormal,0,0.858541,0.141459
anormal/image_153_213.jpg,anormal,0,0.856272,0.143728
anormal/image_154_23.jpg,anormal,0,0.849285,0.150715
anormal/image_155_151.jpg,anormal,0,0.837620,0.162380
anormal/image_156_72.jpg,anormal,0,0.820901,0.179099
anormal/image_157_115.jpg,anormal,0,0.863392,0.136608
anormal/image_158_191.jpg,anormal,0,0.854824,0.145176
anormal/image_159_162.jpg,anormal,0,0.855731,0.144269
anormal/image_160_124.jpg,anormal,0,0.853791,0.146209
anormal/image_161_62.jpg,anormal,0,0.827619,0.172381
anormal/image_162_48.jpg,anormal,0,0.838018,0.161982
anormal/image_163_206.jpg,anormal,0,0.818519,0.181481
anormal/image_164_215.jpg,anormal,0,0.821403,0.178597
anormal/image_165_77.jpg,anormal,0,0.845241,0.154759
anormal/image_166_129.jpg,anormal,0,0.839076,0.160924
anormal/image_167_138.jpg,anormal,0,0.856032,0.143968
anormal/image_168_113.jpg,anormal,0,0.851398,0.148602
anormal/image_169_119.jpg,anormal,0,0.865167,0.134833
anormal/image_170_133.jpg,anormal,0,0.882428,0.117572
anormal/image_171_203.jpg,anormal,0,0.850344,0.149656
anormal/image_172_137.jpg,anormal,0,0.866867,0.133133
anormal/image_173_83.jpg,anormal,0,0.853119,0.146881
anormal/image_174_123.jpg,anormal,0,0.852014,0.147986
anormal/image_175_91.jpg,anormal,0,0.844024,0.155976
anormal/image_176_161.jpg,anormal,0,0.844729,0.155271
anormal/image_177_112.jpg,anormal,0,0.860779,0.139221
anormal/image_178_46.jpg,anormal,0,0.848282,0.151718
anormal/image_179_84.jpg,anormal,0,0.868325,0.131675
anormal/image_180_53.jpg,anormal,0,0.852813,0.147187
anormal/image_181_207.jpg,anormal,0,0.837288,0.162712
anormal/image_182_171.jpg,anormal,0,0.841109,0.158891
anormal/image_183_40.jpg,anormal,0,0.865395,0.134605
anormal/image_184_197.jpg,anormal,0,0.882377,0.117623
anormal/image_185_185.jpg,anormal,0,0.879768,0.120232
anormal/image_186_114.jpg,anormal,0,0.900486,0.099514
anormal/image_187_100.jpg,anormal,0,0.873970,0.126030
anormal/image_188_192.jpg,anormal,0,0.823328,0.176672
anormal/image_189_149.jpg,anormal,0,0.853180,0.146820
anormal/image_190_7.jpg,anormal,0,0.860545,0.139455
anormal/image_191_8.jpg,anormal,0,0.840390,0.159610
anormal/image_192_68.jpg,anormal,0,0.866189,0.133811
anormal/image_193_51.jpg,anormal,0,0.876211,0.123789
anormal/image_194_88.jpg,anormal,0,0.849909,0.150091
anormal/image_195_106.jpg,anormal,0,0.873107,0.126893
anormal/image_196_80.jpg,anormal,0,0.848219,0.151781
anormal/image_197_28.jpg,anormal,0,0.873431,0.126569
anormal/image_198_66.jpg,anormal,0,0.865224,0.134776
anormal/image_199_94.jpg,anormal,0,0.867485,0.132515
anormal/image_200_45.jpg,anormal,0,0.880438,0.119562
anormal/image_201_81.jpg,anormal,0,0.876582,0.123418
anormal/image_202_14.jpg,anormal,0,0.864654,0.135346
anormal/image_203_181.jpg,anormal,0,0.850903,0.149097
anormal/image_204_208.jpg,anormal,0,0.874507,0.125493
anormal/image_205_29.jpg,anormal,0,0.849347,0.150653
anormal/image_206_186.jpg,anormal,0,0.878262,0.121738
anormal/image_207_221.jpg,anormal,0,0.871912,0.128088
anormal/image_208_20.jpg,anormal,0,0.850033,0.149967
anormal/image_209_42.jpg,anormal,0,0.850655,0.149345
anormal/image_210_73.jpg,anormal,0,0.852813,0.147187
anormal/image_211_152.jpg,anormal,0,0.837288,0.162712
anormal/image_212_47.jpg,anormal,0,0.838812,0.161188
anormal/image_213_144.jpg,anormal,0,0.870597,0.129403
anormal/image_214_89.jpg,anormal,0,0.856512,0.143487
anormal/image_215_147.jpg,anormal,0,0.827759,0.172241
anormal/image_216_74.jpg,anormal,0,0.844858,0.155142
anormal/image_217_117.jpg,anormal,0,0.846070,0.153930
anormal/image_218_122.jpg,anormal,0,0.844858,0.155142
anormal/image_219_21.jpg,anormal,0,0.834204,0.165796
anormal/image_220_86.jpg,anormal,0,0.859782,0.140218
anormal/image_221_132.jpg,anormal,0,0.846260,0.153740
anormal/image_222_174.jpg,anormal,0,0.833257,0.166743
anormal/image_223_172.jpg,anormal,0,0.848282,0.151718
anormal/image_224_165.jpg,anormal,0,0.860252,0.139748
anormal/image_225_148.jpg,anormal,0,0.828384,0.171616
cglaucoma/image_001_250.jpg,anormal,0,0.840586,0.159414
cglaucoma/image_002_252.jpg,anormal,0,0.833799,0.166201
cglaucoma/image_003_234.jpg,anormal,0,0.826922,0.173078
cglaucoma/image_004_238.jpg,anormal,0,0.836421,0.163579
cglaucoma/image_005_228.jpg,anormal,0,0.827201,0.172799
cglaucoma/image_006_225.jpg,anormal,0,0.830181,0.169819
cglaucoma/image_007_226.jpg,anormal,0,0.832032,0.167968
cglaucoma/image_008_245.jpg,anormal,0,0.865338,0.134662
cglaucoma/image_009_247.jpg,anormal,0,0.837155,0.162845
cglaucoma/image_010_232.jpg,anormal,0,0.837155,0.162845
cglaucoma/image_011_254.jpg,anormal,0,0.830663,0.169337
cglaucoma/image_012_236.jpg,anormal,0,0.850158,0.149842
cglaucoma/image_013_239.jpg,anormal,0,0.832849,0.167151
cglaucoma/image_014_237.jpg,anormal,0,0.819171,0.180829
cglaucoma/image_015_253.jpg,anormal,0,0.829630,0.170370
cglaucoma/image_016_240.jpg,anormal,0,0.843959,0.156041
cglaucoma/image_017_241.jpg,anormal,0,0.855489,0.144511
cglaucoma/image_018_246.jpg,anormal,0,0.855972,0.144028
cglaucoma/image_019_249.jpg,anormal,0,0.823825,0.176175
cglaucoma/image_020_227.jpg,anormal,0,0.850158,0.149842
cglaucoma/image_021_229.jpg,anormal,0,0.869604,0.130396
cglaucoma/image_022_235.jpg,anormal,0,0.842215,0.157785
cglaucoma/image_023_244.jpg,anormal,0,0.855972,0.144028
cglaucoma/image_024_251.jpg,anormal,0,0.858837,0.141163
cglaucoma/image_025_243.jpg,anormal,0,0.869604,0.130396
cglaucoma/image_026_248.jpg,anormal,0,0.841240,0.158760
cglaucoma/image_027_230.jpg,anormal,0,0.851706,0.148294
cglaucoma/image_028_242.jpg,anormal,0,0.834946,0.165054
cglaucoma/image_029_255.jpg,anormal,0,0.856632,0.143368
cglaucoma/image_030_256.jpg,anormal,0,0.852629,0.147371
cglaucoma/image_031_233.jpg,anormal,0,0.856332,0.143668
cglaucoma/image_032_231.jpg,anormal,0,0.846070,0.153930
