image_path,true_label,predicted_label,confidence,prob_anormal,prob_cglaucoma,correct
../../../data/data_PAPILA/test/anormal/RET191OS.jpg,anormal,anormal,0.9206828,0.9206828,0.079317234,True
../../../data/data_PAPILA/test/anormal/RET192OS.jpg,anormal,anormal,0.8750948,0.8750948,0.124905184,True
../../../data/data_PAPILA/test/anormal/RET197OD.jpg,anormal,anormal,0.86066216,0.86066216,0.13933781,True
../../../data/data_PAPILA/test/anormal/RET198OD.jpg,anormal,anormal,0.9096265,0.9096265,0.09037358,True
../../../data/data_PAPILA/test/anormal/RET198OS.jpg,anormal,anormal,0.91228,0.91228,0.087720014,True
../../../data/data_PAPILA/test/anormal/RET199OD.jpg,anormal,anormal,0.9026096,0.9026096,0.0973904,True
../../../data/data_PAPILA/test/anormal/RET200OD.jpg,anormal,anormal,0.91957027,0.91957027,0.080429666,True
../../../data/data_PAPILA/test/anormal/RET200OS.jpg,anormal,anormal,0.8478418,0.8478418,0.15215819,True
../../../data/data_PAPILA/test/anormal/RET201OD.jpg,anormal,anormal,0.9006172,0.9006172,0.09938277,True
../../../data/data_PAPILA/test/anormal/RET202OD.jpg,anormal,anormal,0.89634216,0.89634216,0.10365786,True
../../../data/data_PAPILA/test/anormal/RET203OD.jpg,anormal,anormal,0.90681833,0.90681833,0.093181714,True
../../../data/data_PAPILA/test/anormal/RET203OS.jpg,anormal,anormal,0.90427077,0.90427077,0.0957292,True
../../../data/data_PAPILA/test/anormal/RET210OD.jpg,anormal,anormal,0.90619755,0.90619755,0.093802445,True
../../../data/data_PAPILA/test/anormal/RET211OS.jpg,anormal,anormal,0.8796129,0.8796129,0.1203871,True
../../../data/data_PAPILA/test/anormal/RET212OD.jpg,anormal,anormal,0.88513595,0.88513595,0.11486403,True
../../../data/data_PAPILA/test/anormal/RET213OS.jpg,anormal,anormal,0.8657925,0.8657925,0.13420755,True
../../../data/data_PAPILA/test/anormal/RET216OD.jpg,anormal,anormal,0.90371984,0.90371984,0.0962801,True
../../../data/data_PAPILA/test/anormal/RET216OS.jpg,anormal,anormal,0.91425246,0.91425246,0.08574755,True
../../../data/data_PAPILA/test/anormal/RET220OD.jpg,anormal,anormal,0.90205014,0.90205014,0.09794982,True
../../../data/data_PAPILA/test/anormal/RET220OS.jpg,anormal,anormal,0.9281487,0.9281487,0.07185127,True
../../../data/data_PAPILA/test/anormal/RET224OD.jpg,anormal,anormal,0.9013143,0.9013143,0.09868569,True
../../../data/data_PAPILA/test/anormal/RET228OS.jpg,anormal,anormal,0.89081776,0.89081776,0.10918228,True
../../../data/data_PAPILA/test/anormal/RET231OD.jpg,anormal,anormal,0.90303797,0.90303797,0.09696202,True
../../../data/data_PAPILA/test/anormal/RET237OD.jpg,anormal,anormal,0.89688534,0.89688534,0.10311471,True
../../../data/data_PAPILA/test/anormal/RET245OS.jpg,anormal,anormal,0.89058006,0.89058006,0.10941996,True
../../../data/data_PAPILA/test/anormal/RET252OS.jpg,anormal,anormal,0.8806945,0.8806945,0.11930549,True
../../../data/data_PAPILA/test/anormal/RET253OD.jpg,anormal,anormal,0.9147868,0.9147868,0.08521316,True
../../../data/data_PAPILA/test/anormal/RET253OS.jpg,anormal,anormal,0.9274291,0.9274291,0.07257095,True
../../../data/data_PAPILA/test/anormal/RET256OD.jpg,anormal,anormal,0.8362205,0.8362205,0.16377953,True
../../../data/data_PAPILA/test/anormal/RET258OD.jpg,anormal,anormal,0.88890356,0.88890356,0.11109647,True
../../../data/data_PAPILA/test/anormal/RET259OD.jpg,anormal,anormal,0.9075583,0.9075583,0.09244169,True
../../../data/data_PAPILA/test/anormal/RET261OS.jpg,anormal,anormal,0.91398406,0.91398406,0.08601587,True
../../../data/data_PAPILA/test/anormal/RET267OD.jpg,anormal,anormal,0.8573506,0.8573506,0.14264941,True
../../../data/data_PAPILA/test/anormal/RET271OS.jpg,anormal,anormal,0.85669243,0.85669243,0.14330755,True
../../../data/data_PAPILA/test/anormal/RET272OD.jpg,anormal,anormal,0.8963875,0.8963875,0.1036125,True
../../../data/data_PAPILA/test/anormal/RET277OS.jpg,anormal,anormal,0.8988553,0.8988553,0.101144664,True
../../../data/data_PAPILA/test/anormal/RET282OD.jpg,anormal,anormal,0.9001793,0.9001793,0.09982066,True
../../../data/data_PAPILA/test/anormal/RET282OS.jpg,anormal,anormal,0.91145587,0.91145587,0.08854406,True
../../../data/data_PAPILA/test/anormal/RET283OS.jpg,anormal,anormal,0.87445295,0.87445295,0.12554704,True
../../../data/data_PAPILA/test/anormal/RET285OS.jpg,anormal,anormal,0.91325194,0.91325194,0.08674805,True
../../../data/data_PAPILA/test/anormal/RET291OD.jpg,anormal,anormal,0.90494496,0.90494496,0.09505504,True
../../../data/data_PAPILA/test/cglaucoma/RET002OD.jpg,cglaucoma,anormal,0.89340246,0.89340246,0.10659756,False
../../../data/data_PAPILA/test/cglaucoma/RET006OS.jpg,cglaucoma,anormal,0.89260936,0.89260936,0.107390665,False
../../../data/data_PAPILA/test/cglaucoma/RET053OD.jpg,cglaucoma,anormal,0.84803075,0.84803075,0.15196931,False
../../../data/data_PAPILA/test/cglaucoma/RET066OS.jpg,cglaucoma,anormal,0.87450653,0.87450653,0.12549345,False
../../../data/data_PAPILA/test/cglaucoma/RET089OD.jpg,cglaucoma,anormal,0.91046584,0.91046584,0.08953418,False
../../../data/data_PAPILA/test/cglaucoma/RET091OD.jpg,cglaucoma,anormal,0.905865,0.905865,0.094135016,False
../../../data/data_PAPILA/test/cglaucoma/RET102OD.jpg,cglaucoma,anormal,0.87883514,0.87883514,0.12116486,False
../../../data/data_PAPILA/test/cglaucoma/RET106OD.jpg,cglaucoma,anormal,0.900486,0.900486,0.099513955,False
../../../data/data_PAPILA/test/cglaucoma/RET114OS.jpg,cglaucoma,anormal,0.8532415,0.8532415,0.14675854,False
../../../data/data_PAPILA/test/cglaucoma/RET120OD.jpg,cglaucoma,anormal,0.90998703,0.90998703,0.09001297,False
../../../data/data_PAPILA/test/cglaucoma/RET120OS.jpg,cglaucoma,anormal,0.92174596,0.92174596,0.07825409,False
../../../data/data_PAPILA/test/cglaucoma/RET122OD.jpg,cglaucoma,anormal,0.89288986,0.89288986,0.10711015,False
../../../data/data_PAPILA/test/cglaucoma/RET122OS.jpg,cglaucoma,anormal,0.9049869,0.9049869,0.095013045,False
../../../data/data_PAPILA/test/cglaucoma/RET276OS.jpg,cglaucoma,anormal,0.8895768,0.8895768,0.11042318,False
