filename,anormal_score,cglaucoma_score,predicted_class
image_044_70.jpg,0.531779,0.468221,anormal
image_045_182.jpg,0.507860,0.492140,anormal
image_046_64.jpg,0.519723,0.480277,anormal
image_047_143.jpg,0.513726,0.486274,anormal
image_048_130.jpg,0.524483,0.475517,anormal
image_049_105.jpg,0.558558,0.441442,anormal
image_050_163.jpg,0.531482,0.468518,anormal
image_051_190.jpg,0.526710,0.473290,anormal
image_052_3.jpg,0.515562,0.484438,anormal
image_053_136.jpg,0.526631,0.473369,anormal
image_054_158.jpg,0.515915,0.484085,anormal
image_055_139.jpg,0.543758,0.456242,anormal
image_056_142.jpg,0.569412,0.430588,anormal
image_057_109.jpg,0.532229,0.467771,anormal
image_058_118.jpg,0.565957,0.434043,anormal
image_059_220.jpg,0.523285,0.476715,anormal
image_060_79.jpg,0.506613,0.493387,anormal
image_061_44.jpg,0.503095,0.496905,anormal
image_062_135.jpg,0.536339,0.463661,anormal
image_063_110.jpg,0.507800,0.492200,anormal
image_064_164.jpg,0.540383,0.459617,anormal
image_065_92.jpg,0.602293,0.397707,anormal
image_066_218.jpg,0.537676,0.462324,anormal
image_067_127.jpg,0.597352,0.402648,anormal
image_068_173.jpg,0.509839,0.490161,anormal
image_069_184.jpg,0.522643,0.477357,anormal
image_070_212.jpg,0.569368,0.430632,anormal
image_071_154.jpg,0.510834,0.489166,anormal
image_072_102.jpg,0.531546,0.468454,anormal
image_073_179.jpg,0.513618,0.486383,anormal
image_074_37.jpg,0.523739,0.476261,anormal
image_075_195.jpg,0.501626,0.498374,anormal
image_076_33.jpg,0.544996,0.455004,anormal
image_077_201.jpg,0.541216,0.458784,anormal
image_078_67.jpg,0.587189,0.412811,anormal
image_079_15.jpg,0.531069,0.468931,anormal
image_080_157.jpg,0.608002,0.391998,anormal
image_081_153.jpg,0.535024,0.464976,anormal
image_082_9.jpg,0.549002,0.450998,anormal
image_083_30.jpg,0.524513,0.475487,anormal
image_084_34.jpg,0.510105,0.489895,anormal
image_085_61.jpg,0.555037,0.444963,anormal
image_086_24.jpg,0.580338,0.419662,anormal
image_087_210.jpg,0.539577,0.460423,anormal
image_088_175.jpg,0.531069,0.468931,anormal
image_089_38.jpg,0.510053,0.489947,anormal
image_090_145.jpg,0.568736,0.431264,anormal
image_091_223.jpg,0.511358,0.488641,anormal
image_092_1.jpg,0.527194,0.472805,anormal
image_093_140.jpg,0.549002,0.450998,anormal
image_094_150.jpg,0.560192,0.439808,anormal
image_095_11.jpg,0.500066,0.499934,anormal
image_096_98.jpg,0.602052,0.397948,anormal
image_097_176.jpg,0.595629,0.404371,anormal
image_098_205.jpg,0.524875,0.475125,anormal
image_099_22.jpg,0.479049,0.520951,cglaucoma
image_100_196.jpg,0.568949,0.431051,anormal
image_101_222.jpg,0.531141,0.468859,anormal
image_102_155.jpg,0.570827,0.429173,anormal
image_103_204.jpg,0.531352,0.468648,anormal
image_104_2.jpg,0.556814,0.443186,anormal
image_105_0.jpg,0.564836,0.435164,anormal
image_106_141.jpg,0.569865,0.430135,anormal
image_107_166.jpg,0.559723,0.440277,anormal
image_108_188.jpg,0.534337,0.465663,anormal
image_109_76.jpg,0.546304,0.453696,anormal
image_110_199.jpg,0.601648,0.398352,anormal
image_111_58.jpg,0.548582,0.451418,anormal
image_112_111.jpg,0.530125,0.469875,anormal
image_113_224.jpg,0.578926,0.421074,anormal
image_114_57.jpg,0.527617,0.472383,anormal
image_115_121.jpg,0.593846,0.406154,anormal
image_116_69.jpg,0.558592,0.441408,anormal
image_117_211.jpg,0.544643,0.455357,anormal
image_118_101.jpg,0.528011,0.471989,anormal
image_119_194.jpg,0.557777,0.442223,anormal
image_120_17.jpg,0.525131,0.474869,anormal
image_121_189.jpg,0.516264,0.483736,anormal
image_122_6.jpg,0.533871,0.466128,anormal
image_123_35.jpg,0.537971,0.462029,anormal
image_124_126.jpg,0.584220,0.415780,anormal
image_125_183.jpg,0.522338,0.477662,anormal
image_126_177.jpg,0.511299,0.488701,anormal
image_127_43.jpg,0.558399,0.441601,anormal
image_128_60.jpg,0.589232,0.410768,anormal
image_129_156.jpg,0.511598,0.488402,anormal
image_130_104.jpg,0.542800,0.457200,anormal
image_131_131.jpg,0.606837,0.393163,anormal
image_132_52.jpg,0.593519,0.406481,anormal
image_133_75.jpg,0.548198,0.451802,anormal
image_134_97.jpg,0.533865,0.466135,anormal
image_135_90.jpg,0.571751,0.428249,anormal
image_136_128.jpg,0.575925,0.424075,anormal
image_137_87.jpg,0.564079,0.435921,anormal
image_138_19.jpg,0.561021,0.438979,anormal
image_139_167.jpg,0.578099,0.421901,anormal
image_140_27.jpg,0.591701,0.408299,anormal
image_141_18.jpg,0.517948,0.482052,anormal
image_142_159.jpg,0.527432,0.472568,anormal
image_143_107.jpg,0.552460,0.447540,anormal
image_144_180.jpg,0.491867,0.508133,cglaucoma
image_145_78.jpg,0.548472,0.451528,anormal
image_146_85.jpg,0.560351,0.439649,anormal
image_147_193.jpg,0.603846,0.396154,anormal
image_148_216.jpg,0.561778,0.438222,anormal
image_149_134.jpg,0.592738,0.407262,anormal
image_150_198.jpg,0.604209,0.395791,anormal
image_151_31.jpg,0.531963,0.468037,anormal
image_152_169.jpg,0.522144,0.477856,anormal
image_153_213.jpg,0.582185,0.417814,anormal
image_154_23.jpg,0.550062,0.449938,anormal
image_155_151.jpg,0.607480,0.392520,anormal
image_156_72.jpg,0.600628,0.399372,anormal
image_157_115.jpg,0.577082,0.422918,anormal
image_158_191.jpg,0.561285,0.438715,anormal
image_159_162.jpg,0.575790,0.424210,anormal
image_160_124.jpg,0.537390,0.462610,anormal
image_161_62.jpg,0.569099,0.430901,anormal
image_162_48.jpg,0.545211,0.454788,anormal
image_163_206.jpg,0.512070,0.487930,anormal
image_164_215.jpg,0.527033,0.472967,anormal
image_165_77.jpg,0.572625,0.427375,anormal
image_166_129.jpg,0.604503,0.395497,anormal
image_167_138.jpg,0.537429,0.462571,anormal
image_168_113.jpg,0.528276,0.471724,anormal
image_169_119.jpg,0.585922,0.414078,anormal
image_170_133.jpg,0.550659,0.449341,anormal
image_171_203.jpg,0.535230,0.464770,anormal
image_172_137.jpg,0.593754,0.406246,anormal
image_173_83.jpg,0.537504,0.462496,anormal
image_174_123.jpg,0.564136,0.435864,anormal
image_175_91.jpg,0.539177,0.460823,anormal
image_176_161.jpg,0.562098,0.437902,anormal
image_177_112.jpg,0.590928,0.409072,anormal
image_178_46.jpg,0.539801,0.460199,anormal
image_179_84.jpg,0.566199,0.433801,anormal
image_180_53.jpg,0.555454,0.444546,anormal
image_181_207.jpg,0.609513,0.390487,anormal
image_182_171.jpg,0.579653,0.420347,anormal
image_183_40.jpg,0.545920,0.454080,anormal
image_184_197.jpg,0.543748,0.456252,anormal
image_185_185.jpg,0.574624,0.425376,anormal
image_186_114.jpg,0.583945,0.416055,anormal
image_187_100.jpg,0.576597,0.423403,anormal
image_188_192.jpg,0.550295,0.449705,anormal
image_189_149.jpg,0.555815,0.444185,anormal
image_190_7.jpg,0.539918,0.460082,anormal
image_191_8.jpg,0.531391,0.468609,anormal
image_192_68.jpg,0.556562,0.443438,anormal
image_193_51.jpg,0.534986,0.465014,anormal
image_194_88.jpg,0.592684,0.407316,anormal
image_195_106.jpg,0.555864,0.444136,anormal
image_196_80.jpg,0.526448,0.473552,anormal
image_197_28.jpg,0.539157,0.460843,anormal
image_198_66.jpg,0.534668,0.465332,anormal
image_199_94.jpg,0.516760,0.483240,anormal
image_200_45.jpg,0.516870,0.483130,anormal
image_201_81.jpg,0.515818,0.484182,anormal
image_202_14.jpg,0.521015,0.478985,anormal
image_203_181.jpg,0.527683,0.472318,anormal
image_204_208.jpg,0.561429,0.438571,anormal
image_205_29.jpg,0.572561,0.427439,anormal
image_206_186.jpg,0.550965,0.449035,anormal
image_207_221.jpg,0.551261,0.448739,anormal
image_208_20.jpg,0.534087,0.465913,anormal
image_209_42.jpg,0.545206,0.454794,anormal
image_210_73.jpg,0.555454,0.444546,anormal
image_211_152.jpg,0.609513,0.390487,anormal
image_212_47.jpg,0.585435,0.414565,anormal
image_213_144.jpg,0.585350,0.414650,anormal
image_214_89.jpg,0.559136,0.440864,anormal
image_215_147.jpg,0.564805,0.435195,anormal
image_216_74.jpg,0.574962,0.425038,anormal
image_217_117.jpg,0.570686,0.429314,anormal
image_218_122.jpg,0.517680,0.482320,anormal
image_219_21.jpg,0.507342,0.492658,anormal
image_220_86.jpg,0.509270,0.490730,anormal
image_221_132.jpg,0.536258,0.463742,anormal
image_222_174.jpg,0.507512,0.492488,anormal
image_223_172.jpg,0.569609,0.430391,anormal
image_224_165.jpg,0.530775,0.469225,anormal
image_225_148.jpg,0.557643,0.442357,anormal
image_001_250.jpg,0.567577,0.432423,anormal
image_002_252.jpg,0.577779,0.422221,anormal
image_003_234.jpg,0.558660,0.441341,anormal
image_004_238.jpg,0.526962,0.473038,anormal
image_005_228.jpg,0.527134,0.472866,anormal
image_006_225.jpg,0.518289,0.481711,anormal
image_007_226.jpg,0.535066,0.464934,anormal
image_008_245.jpg,0.510026,0.489974,anormal
image_009_247.jpg,0.600882,0.399118,anormal
image_010_232.jpg,0.601156,0.398844,anormal
image_011_254.jpg,0.591841,0.408159,anormal
image_012_236.jpg,0.558397,0.441603,anormal
image_013_239.jpg,0.506101,0.493899,anormal
image_014_237.jpg,0.594449,0.405551,anormal
image_015_253.jpg,0.582945,0.417055,anormal
image_016_240.jpg,0.535438,0.464562,anormal
image_017_241.jpg,0.557819,0.442181,anormal
image_018_246.jpg,0.569028,0.430972,anormal
image_019_249.jpg,0.556364,0.443636,anormal
image_020_227.jpg,0.614452,0.385548,anormal
image_021_229.jpg,0.587451,0.412549,anormal
image_022_235.jpg,0.512227,0.487773,anormal
image_023_244.jpg,0.569028,0.430972,anormal
image_024_251.jpg,0.550234,0.449766,anormal
image_025_243.jpg,0.587405,0.412595,anormal
image_026_248.jpg,0.565792,0.434208,anormal
image_027_230.jpg,0.576677,0.423323,anormal
image_028_242.jpg,0.516895,0.483105,anormal
image_029_255.jpg,0.520088,0.479912,anormal
image_030_256.jpg,0.505544,0.494456,anormal
image_031_233.jpg,0.536101,0.463899,anormal
image_032_231.jpg,0.553615,0.446385,anormal
