filename,true_class,predicted_class,score_anodr,score_bmilddr,score_cmoderatedr,score_dseveredr,score_eproliferativedr
20051110_34013_0400_PP_151.png,anodr,anodr,0.626943,0.203350,0.124916,0.015596,0.029195
20051110_35239_0400_PP_836.png,anodr,anodr,0.843888,0.071181,0.046836,0.015870,0.022225
20051110_35279_0400_PP_1033.png,anodr,anodr,0.863597,0.063639,0.036295,0.016844,0.019625
20051110_35332_0400_PP_497.png,anodr,bmilddr,0.256235,0.571393,0.143273,0.014326,0.014773
20051110_37992_0400_PP_1043.png,anodr,anodr,0.856892,0.068407,0.038983,0.016727,0.018992
20051110_38111_0400_PP_429.png,anodr,anodr,0.835858,0.084310,0.036218,0.021895,0.021719
20051110_38156_0400_PP_477.png,anodr,anodr,0.821449,0.101270,0.039870,0.015484,0.021926
20051110_38280_0400_PP_83.png,anodr,anodr,0.906193,0.027626,0.022678,0.019007,0.024496
20051110_38313_0400_PP_1041.png,anodr,anodr,0.823255,0.037434,0.072754,0.039112,0.027445
20051110_38352_0400_PP_934.png,anodr,anodr,0.840781,0.046659,0.051041,0.035529,0.025990
20051110_38472_0400_PP_1127.png,anodr,bmilddr,0.420369,0.446593,0.097432,0.011243,0.024363
20051110_38507_0400_PP_1190.png,anodr,anodr,0.492914,0.263008,0.187566,0.015969,0.040543
20051116_43388_0400_PP_344.png,anodr,anodr,0.772091,0.164972,0.030117,0.013372,0.019448
20051116_43585_0400_PP_950.png,anodr,anodr,0.657169,0.227974,0.073133,0.020984,0.020740
20051116_43710_0400_PP_95.png,anodr,anodr,0.843645,0.034682,0.061354,0.037688,0.022631
20051116_43721_0400_PP_363.png,anodr,anodr,0.847574,0.053997,0.046129,0.027679,0.024621
20051116_43785_0400_PP_445.png,anodr,anodr,0.715808,0.177743,0.062664,0.017924,0.025861
20051116_43801_0400_PP_325.png,anodr,anodr,0.818294,0.124464,0.024951,0.013110,0.019181
20051116_44648_0400_PP_1036.png,anodr,bmilddr,0.337412,0.397812,0.190803,0.027767,0.046207
20051117_37042_0400_PP_1119.png,anodr,anodr,0.749684,0.186892,0.019449,0.010823,0.033151
20051117_37051_0400_PP_1136.png,anodr,anodr,0.758957,0.177253,0.027082,0.011064,0.025644
20051117_37078_0400_PP_559.png,anodr,anodr,0.789823,0.048487,0.082147,0.033851,0.045691
20051117_37100_0400_PP_1083.png,anodr,anodr,0.645079,0.073069,0.163482,0.052215,0.066155
20051117_37130_0400_PP_938.png,anodr,anodr,0.644517,0.210986,0.093794,0.020161,0.030542
20051117_37155_0400_PP_84.png,anodr,anodr,0.623476,0.153809,0.134048,0.036282,0.052385
20051117_37185_0400_PP_404.png,anodr,anodr,0.823033,0.103984,0.035866,0.016299,0.020818
20051117_37321_0400_PP_947.png,anodr,anodr,0.702102,0.190553,0.066793,0.014936,0.025617
20051130_53586_0400_PP_1121.png,anodr,anodr,0.842241,0.091735,0.022701,0.020576,0.022747
20051130_53623_0400_PP_894.png,anodr,anodr,0.492692,0.146137,0.296232,0.038373,0.026566
20051130_53663_0400_PP_510.png,anodr,cmoderatedr,0.382304,0.127722,0.410610,0.047754,0.031610
20051130_53991_0400_PP_277.png,anodr,anodr,0.913315,0.031601,0.023066,0.017389,0.014630
20051130_54030_0400_PP_946.png,anodr,anodr,0.892077,0.038517,0.030166,0.022548,0.016692
20051130_54077_0400_PP_1117.png,anodr,anodr,0.805115,0.094858,0.064345,0.018791,0.016891
20051130_54121_0400_PP_1281.png,anodr,anodr,0.857685,0.063660,0.041613,0.018591,0.018450
20051130_54257_0400_PP_506.png,anodr,anodr,0.801344,0.099864,0.054841,0.024074,0.019877
20051130_54301_0400_PP_93.png,anodr,anodr,0.425003,0.283273,0.170844,0.049884,0.070996
20051130_54323_0400_PP_978.png,anodr,anodr,0.672537,0.247360,0.042637,0.014324,0.023142
20051130_54476_0400_PP_394.png,anodr,anodr,0.924681,0.022640,0.020618,0.013917,0.018144
20051130_54498_0400_PP_1217.png,anodr,anodr,0.907196,0.030531,0.024431,0.017429,0.020414
20051130_54595_0400_PP_940.png,anodr,bmilddr,0.346820,0.400479,0.187086,0.025652,0.039962
20051130_54802_0400_PP_550.png,anodr,anodr,0.846807,0.084891,0.033916,0.016667,0.017719
20051130_54846_0400_PP_289.png,anodr,anodr,0.895995,0.038432,0.027034,0.018452,0.020088
20051130_54943_0400_PP_1044.png,anodr,anodr,0.910260,0.026852,0.029036,0.018742,0.015110
20051130_54956_0400_PP_875.png,anodr,anodr,0.871695,0.038610,0.047114,0.023483,0.019098
20051130_55004_0400_PP_1259.png,anodr,anodr,0.789119,0.121557,0.041945,0.015984,0.031395
20051130_55012_0400_PP_865.png,anodr,anodr,0.663039,0.191218,0.084574,0.024685,0.036484
20051130_55037_0400_PP_443.png,anodr,anodr,0.807682,0.085284,0.053913,0.021772,0.031348
20051130_55048_0400_PP_921.png,anodr,anodr,0.788803,0.102789,0.063082,0.021452,0.023874
20051130_55074_0400_PP_986.png,anodr,anodr,0.598015,0.163480,0.186389,0.026511,0.025604
20051130_55086_0400_PP_1152.png,anodr,cmoderatedr,0.156885,0.357260,0.433555,0.028025,0.024275
20051130_55107_0400_PP_316.png,anodr,anodr,0.866232,0.060587,0.037450,0.014461,0.021270
20051130_55160_0400_PP_1182.png,anodr,anodr,0.814206,0.092157,0.053602,0.017560,0.022475
20051130_55269_0400_PP_820.png,anodr,anodr,0.588277,0.218146,0.147747,0.023864,0.021966
20051130_55311_0400_PP_896.png,anodr,anodr,0.919737,0.033707,0.015465,0.013338,0.017753
20051130_55323_0400_PP_883.png,anodr,anodr,0.925795,0.027972,0.014457,0.013101,0.018675
20051130_55381_0400_PP_504.png,anodr,anodr,0.927613,0.027416,0.014815,0.016138,0.014018
20051130_55393_0400_PP_1251.png,anodr,anodr,0.909523,0.033252,0.024945,0.017244,0.015036
20051130_58716_0400_PP_355.png,anodr,cmoderatedr,0.106161,0.127145,0.691151,0.043511,0.032032
20051130_58824_0400_PP_1181.png,anodr,cmoderatedr,0.090176,0.055095,0.704985,0.094081,0.055662
20051130_58874_0400_PP_1359.png,anodr,anodr,0.866678,0.038466,0.053400,0.015180,0.026276
20051130_58888_0400_PP_284.png,anodr,anodr,0.755168,0.065330,0.116619,0.024522,0.038360
20051130_58962_0400_PP_973.png,anodr,anodr,0.479550,0.223630,0.213480,0.025253,0.058087
20051130_58998_0400_PP_543.png,anodr,anodr,0.881027,0.019806,0.058549,0.023870,0.016747
20051130_59029_0400_PP_270.png,anodr,anodr,0.656005,0.047682,0.229391,0.045000,0.021922
20051130_59186_0400_PP_350.png,anodr,anodr,0.809636,0.107228,0.048816,0.014668,0.019653
20051130_59284_0400_PP_853.png,anodr,anodr,0.787776,0.108495,0.067596,0.018986,0.017147
20051130_59374_0400_PP_410.png,anodr,anodr,0.755742,0.105267,0.108203,0.014253,0.016535
20051130_59404_0400_PP_392.png,anodr,anodr,0.767625,0.102051,0.100288,0.014540,0.015496
20051130_59457_0400_PP_1053.png,anodr,anodr,0.756967,0.109760,0.096054,0.020941,0.016278
20051130_59464_0400_PP_1141.png,anodr,anodr,0.537147,0.287946,0.133525,0.017707,0.023675
20051130_59749_0400_PP_965.png,anodr,anodr,0.713499,0.111949,0.109337,0.019451,0.045764
20051130_59775_0400_PP_1224.png,anodr,anodr,0.677311,0.154141,0.093641,0.013815,0.061092
20051130_59793_0400_PP_926.png,anodr,anodr,0.490429,0.337259,0.130024,0.012743,0.029546
20051130_59802_0400_PP_430.png,anodr,bmilddr,0.387528,0.424064,0.143713,0.010444,0.034251
20051130_59850_0400_PP_36.png,anodr,anodr,0.906965,0.022337,0.038793,0.019187,0.012718
20051130_59869_0400_PP_520.png,anodr,anodr,0.901616,0.030576,0.037950,0.015153,0.014705
20051130_59964_0400_PP_312.png,anodr,bmilddr,0.292075,0.425360,0.242765,0.016662,0.023138
20051130_59993_0400_PP_439.png,anodr,bmilddr,0.137426,0.420711,0.394828,0.015992,0.031043
20051130_60040_0400_PP_1355.png,anodr,anodr,0.683533,0.197976,0.087808,0.011734,0.018949
20051130_60066_0400_PP_1170.png,anodr,anodr,0.807559,0.104093,0.055511,0.013512,0.019325
20051130_60186_0400_PP_1365.png,anodr,bmilddr,0.366385,0.465035,0.110543,0.012863,0.045173
20051130_60234_0400_PP_453.png,anodr,bmilddr,0.222356,0.542477,0.190519,0.014140,0.030509
20051130_60448_0400_PP_860.png,anodr,anodr,0.449079,0.111505,0.355844,0.046427,0.037144
20051130_60490_0400_PP_828.png,anodr,anodr,0.751485,0.042499,0.108274,0.041203,0.056538
20051130_60532_0400_PP_1052.png,anodr,anodr,0.819384,0.085989,0.054959,0.013830,0.025838
20051130_60562_0400_PP_121.png,anodr,anodr,0.653629,0.128388,0.158144,0.019695,0.040144
20051130_60601_0400_PP_146.png,anodr,anodr,0.652185,0.207864,0.102040,0.017123,0.020787
20051130_60630_0400_PP_60.png,anodr,anodr,0.868225,0.061265,0.040352,0.012525,0.017634
20051130_60691_0400_PP_939.png,anodr,anodr,0.732841,0.120528,0.067052,0.018061,0.061517
20051130_60715_0400_PP_555.png,anodr,anodr,0.768936,0.067261,0.083078,0.021064,0.059661
20051130_60740_0400_PP_1166.png,anodr,bmilddr,0.332273,0.438324,0.173493,0.017724,0.038187
20051130_60794_0400_PP_280.png,anodr,anodr,0.392489,0.357955,0.202310,0.016292,0.030953
20051130_60822_0400_PP_980.png,anodr,anodr,0.763457,0.138332,0.062192,0.012536,0.023483
20051201_37312_0400_PP_1333.png,anodr,bmilddr,0.252839,0.556071,0.161272,0.011671,0.018147
20051201_37337_0400_PP_839.png,anodr,anodr,0.431329,0.371781,0.142659,0.017380,0.036851
20051201_37382_0400_PP_1350.png,anodr,anodr,0.871519,0.060297,0.034388,0.012081,0.021715
20051201_37390_0400_PP_833.png,anodr,anodr,0.676929,0.175523,0.099155,0.020023,0.028370
20051201_37409_0400_PP_1340.png,anodr,anodr,0.854965,0.065780,0.038033,0.015409,0.025813
20051201_37462_0400_PP_357.png,anodr,anodr,0.701774,0.178449,0.076651,0.015102,0.028023
20051201_37534_0400_PP_906.png,anodr,anodr,0.493102,0.316166,0.108015,0.016765,0.065951
20051201_37557_0400_PP_1336.png,anodr,anodr,0.477490,0.319733,0.150357,0.014119,0.038301
20051201_38041_0400_PP_1312.png,anodr,anodr,0.744911,0.136348,0.074007,0.017885,0.026848
20051201_38081_0400_PP_963.png,anodr,anodr,0.776473,0.121150,0.063797,0.016608,0.021972
20051201_38103_0400_PP_81.png,anodr,anodr,0.592687,0.268858,0.095838,0.011636,0.030980
20051201_38137_0400_PP_391.png,anodr,anodr,0.395572,0.324983,0.179128,0.024623,0.075694
20051201_38155_0400_PP_112.png,anodr,cmoderatedr,0.080858,0.125553,0.634546,0.101250,0.057793
20051201_38164_0400_PP_881.png,anodr,cmoderatedr,0.065298,0.170935,0.656357,0.066124,0.041286
20051201_38199_0400_PP_1329.png,anodr,anodr,0.551641,0.298847,0.108569,0.014897,0.026047
20051201_38211_0400_PP_1174.png,anodr,anodr,0.670188,0.190197,0.097745,0.014328,0.027542
20051201_38246_0400_PP_1063.png,anodr,anodr,0.686673,0.164288,0.086041,0.023345,0.039653
20051201_38262_0400_PP_335.png,anodr,anodr,0.600468,0.188347,0.147084,0.021797,0.042304
20051201_38280_0400_PP_1103.png,anodr,anodr,0.577200,0.269341,0.111416,0.016353,0.025689
20051201_38291_0400_PP_468.png,anodr,anodr,0.787538,0.085828,0.081293,0.018954,0.026386
20051201_38321_0400_PP_903.png,anodr,anodr,0.563275,0.242980,0.136730,0.014501,0.042514
20051201_38349_0400_PP_892.png,anodr,anodr,0.518117,0.270107,0.169582,0.014213,0.027982
20051201_38466_0400_PP_572.png,anodr,anodr,0.516923,0.210277,0.198379,0.032408,0.042012
20051201_38475_0400_PP_560.png,anodr,anodr,0.707514,0.139081,0.104382,0.019323,0.029700
20051202_37162_0400_PP_29.png,anodr,cmoderatedr,0.107601,0.379834,0.438190,0.037635,0.036740
20051202_51599_0400_PP_966.png,anodr,anodr,0.674648,0.146750,0.122072,0.024953,0.031578
20051202_51616_0400_PP_1018.png,anodr,bmilddr,0.236608,0.467255,0.248071,0.020073,0.027993
20051205_57651_0400_PP_52.png,anodr,anodr,0.617141,0.265247,0.074841,0.011914,0.030857
20051205_57704_0400_PP_1167.png,anodr,anodr,0.690094,0.184815,0.089054,0.011823,0.024214
20051205_57757_0400_PP_1100.png,anodr,anodr,0.558176,0.267231,0.127403,0.013915,0.033276
20051205_57780_0400_PP_1102.png,anodr,bmilddr,0.280599,0.345239,0.319991,0.020319,0.033852
20051205_57799_0400_PP_868.png,anodr,cmoderatedr,0.135846,0.292027,0.450550,0.046984,0.074593
20051205_57809_0400_PP_1228.png,anodr,anodr,0.644513,0.204648,0.102229,0.017523,0.031087
20051205_57838_0400_PP_859.png,anodr,anodr,0.907948,0.034844,0.027195,0.015812,0.014200
20051205_57879_0400_PP_1254.png,anodr,anodr,0.879612,0.053455,0.034929,0.014474,0.017529
20051205_57942_0400_PP_990.png,anodr,anodr,0.740973,0.119779,0.090858,0.019946,0.028443
20051205_57988_0400_PP_1112.png,anodr,anodr,0.815145,0.081689,0.066712,0.019828,0.016625
20051205_58037_0400_PP_835.png,anodr,cmoderatedr,0.272387,0.197149,0.477208,0.032997,0.020259
20051205_58060_0400_PP_376.png,anodr,anodr,0.549935,0.123031,0.220246,0.036589,0.070200
20051205_58080_0400_PP_1034.png,anodr,anodr,0.805691,0.088349,0.050819,0.024659,0.030482
20051205_58091_0400_PP_292.png,anodr,anodr,0.888058,0.050460,0.026535,0.015572,0.019376
20051205_58109_0400_PP_1311.png,anodr,anodr,0.841505,0.091254,0.034157,0.012215,0.020870
20051205_58125_0400_PP_46.png,anodr,bmilddr,0.142155,0.450633,0.347302,0.018106,0.041804
20051205_58150_0400_PP_393.png,anodr,anodr,0.884051,0.036683,0.037542,0.017222,0.024502
20051205_58177_0400_PP_503.png,anodr,anodr,0.923612,0.021947,0.020986,0.015256,0.018198
20051205_58354_0400_PP_1282.png,anodr,anodr,0.540534,0.281313,0.128094,0.019886,0.030173
20051205_58373_0400_PP_55.png,anodr,anodr,0.655212,0.216979,0.072452,0.017860,0.037497
20051205_58409_0400_PP_985.png,anodr,bmilddr,0.158703,0.537043,0.256745,0.013840,0.033669
20051205_58431_0400_PP_493.png,anodr,bmilddr,0.199338,0.474309,0.283058,0.015666,0.027628
20051205_58458_0400_PP_309.png,anodr,anodr,0.749017,0.160622,0.045907,0.013710,0.030743
20051205_58502_0400_PP_482.png,anodr,anodr,0.656924,0.210026,0.073040,0.018185,0.041826
20051205_58613_0400_PP_843.png,anodr,anodr,0.516055,0.272064,0.160991,0.021365,0.029526
20051205_59240_0400_PP_301.png,anodr,anodr,0.853899,0.073154,0.028527,0.018906,0.025514
20051205_59337_0400_PP_945.png,anodr,anodr,0.885167,0.052381,0.031833,0.014242,0.016377
20051205_59351_0400_PP_332.png,anodr,anodr,0.737146,0.149327,0.064369,0.017735,0.031424
20051205_59367_0400_PP_816.png,anodr,anodr,0.743439,0.105127,0.105160,0.024672,0.021602
20051205_59379_0400_PP_842.png,anodr,anodr,0.902945,0.028551,0.028109,0.014821,0.025575
20051205_59510_0400_PP_329.png,anodr,anodr,0.628986,0.216598,0.091753,0.026576,0.036088
20051205_59538_0400_PP_534.png,anodr,anodr,0.665021,0.193567,0.086708,0.024270,0.030434
20051205_59617_0400_PP_1000.png,anodr,anodr,0.722724,0.168653,0.060099,0.014980,0.033545
20051205_59651_0400_PP_1164.png,anodr,anodr,0.645362,0.198838,0.109256,0.018150,0.028393
20051205_59738_0400_PP_119.png,anodr,anodr,0.915479,0.030105,0.028939,0.012095,0.013381
20051205_59754_0400_PP_880.png,anodr,anodr,0.731228,0.130128,0.103794,0.012736,0.022114
20051205_59833_0400_PP_531.png,anodr,anodr,0.808219,0.107073,0.048431,0.013499,0.022778
20051205_59858_0400_PP_523.png,anodr,anodr,0.405076,0.339646,0.208464,0.017912,0.028902
20051205_59901_0400_PP_417.png,anodr,anodr,0.856295,0.046945,0.065143,0.017198,0.014419
20051205_59923_0400_PP_1307.png,anodr,anodr,0.911190,0.029662,0.030910,0.015240,0.012999
20051205_60093_0400_PP_1286.png,anodr,anodr,0.915351,0.028730,0.027126,0.012893,0.015901
20051205_60119_0400_PP_451.png,anodr,anodr,0.866826,0.058344,0.042791,0.014711,0.017329
20051213_61406_0100_PP_1027.png,anodr,anodr,0.708355,0.136304,0.083530,0.033757,0.038053
20051213_61802_0100_PP_408.png,anodr,anodr,0.782376,0.110470,0.060709,0.023536,0.022910
20051213_61892_0100_PP_837.png,anodr,anodr,0.892459,0.051885,0.024590,0.013370,0.017696
20051213_61951_0100_PP_983.png,anodr,anodr,0.866532,0.063326,0.040353,0.014058,0.015732
20051213_62251_0100_PP_27.png,anodr,anodr,0.886274,0.044506,0.029449,0.017334,0.022437
20051213_62314_0100_PP_1325.png,anodr,anodr,0.899701,0.038448,0.029054,0.015437,0.017360
20051213_62518_0100_PP_821.png,anodr,anodr,0.738271,0.135173,0.093486,0.015033,0.018037
20051213_62572_0100_PP_1176.png,anodr,anodr,0.610013,0.241255,0.115693,0.013750,0.019289
20051214_40529_0100_PP_1120.png,anodr,anodr,0.602168,0.223117,0.119257,0.021882,0.033577
20051214_40767_0100_PP_1039.png,anodr,anodr,0.620408,0.268954,0.073316,0.016980,0.020342
20051214_40994_0100_PP_435.png,anodr,anodr,0.847266,0.076152,0.044055,0.015572,0.016955
20051214_41055_0100_PP_41.png,anodr,anodr,0.824420,0.106541,0.040698,0.014490,0.013850
20051214_42133_0100_PP_462.png,anodr,anodr,0.749085,0.154200,0.069752,0.013761,0.013202
20051214_42197_0100_PP_1288.png,anodr,anodr,0.591004,0.256532,0.108907,0.018373,0.025184
20051214_42323_0100_PP_845.png,anodr,anodr,0.929128,0.017474,0.019927,0.016784,0.016688
20051214_42363_0100_PP_42.png,anodr,anodr,0.915443,0.023001,0.026666,0.018710,0.016180
20051214_51178_0100_PP_1380.png,anodr,anodr,0.903923,0.029968,0.031489,0.019647,0.014973
20051214_51211_0100_PP_511.png,anodr,anodr,0.917663,0.024634,0.021449,0.019946,0.016307
20051214_51308_0100_PP_1342.png,anodr,anodr,0.870923,0.063045,0.024369,0.016984,0.024679
20051214_51342_0100_PP_970.png,anodr,anodr,0.858891,0.082151,0.023496,0.014419,0.021043
20051214_51442_0100_PP_28.png,anodr,anodr,0.652868,0.192720,0.102836,0.020327,0.031250
20051214_51469_0100_PP_1060.png,anodr,anodr,0.384243,0.348399,0.213396,0.024702,0.029260
20051214_56242_0100_PP_337.png,anodr,anodr,0.852136,0.072118,0.041061,0.012424,0.022262
20051214_56392_0100_PP_1037.png,anodr,anodr,0.932276,0.015644,0.018348,0.017980,0.015752
20051214_56438_0100_PP_22.png,anodr,anodr,0.927652,0.018471,0.019379,0.019989,0.014510
20051214_56636_0100_PP_128.png,anodr,anodr,0.907080,0.045331,0.021422,0.011001,0.015166
20051214_56688_0100_PP_120.png,anodr,anodr,0.905848,0.045576,0.024122,0.010792,0.013663
20051214_57761_0100_PP_356.png,anodr,anodr,0.703324,0.186376,0.057507,0.016032,0.036761
20051214_57817_0100_PP_876.png,anodr,anodr,0.711227,0.149060,0.086654,0.017736,0.035323
20051216_43913_0200_PP_1367.png,anodr,anodr,0.928540,0.031314,0.014168,0.011263,0.014714
20051216_44066_0200_PP_426.png,anodr,cmoderatedr,0.126758,0.122266,0.711214,0.019515,0.020248
20051216_44092_0200_PP_1090.png,anodr,cmoderatedr,0.170701,0.137607,0.634455,0.030506,0.026731
20051216_44221_0200_PP_548.png,anodr,anodr,0.859073,0.061403,0.044346,0.019308,0.015871
20051216_44252_0200_PP_952.png,anodr,anodr,0.813631,0.066905,0.080914,0.021771,0.016779
20051216_44398_0200_PP_1235.png,anodr,anodr,0.630494,0.218615,0.105341,0.017287,0.028263
20051216_44420_0200_PP_379.png,anodr,anodr,0.696335,0.179923,0.088212,0.012496,0.023034
20051216_44635_0200_PP_415.png,anodr,anodr,0.495136,0.346081,0.104179,0.013046,0.041559
20051216_44660_0200_PP_888.png,anodr,anodr,0.618717,0.273721,0.060013,0.011179,0.036371
20051216_44811_0200_PP_567.png,anodr,anodr,0.543656,0.258828,0.147179,0.019929,0.030407
20051216_44832_0200_PP_1082.png,anodr,anodr,0.756048,0.115922,0.087476,0.016934,0.023620
20051216_45076_0200_PP_818.png,anodr,anodr,0.530041,0.162255,0.241078,0.027474,0.039153
20051216_45499_0200_PP_1071.png,anodr,anodr,0.875062,0.042279,0.040983,0.026055,0.015621
20051216_45781_0200_PP_320.png,anodr,anodr,0.828388,0.106403,0.036731,0.010987,0.017492
20051216_45873_0200_PP_832.png,anodr,anodr,0.719522,0.160693,0.082086,0.010475,0.027225
20051216_45992_0200_PP_341.png,anodr,bmilddr,0.060686,0.571838,0.330441,0.014581,0.022453
20051216_46018_0200_PP_1216.png,anodr,bmilddr,0.148120,0.600106,0.198000,0.012745,0.041029
20051216_46183_0200_PP_1204.png,anodr,anodr,0.800811,0.123594,0.035653,0.012846,0.027096
20051216_47514_0200_PP_110.png,anodr,anodr,0.530340,0.330517,0.091227,0.014463,0.033452
20051216_47536_0200_PP_1339.png,anodr,anodr,0.841895,0.094372,0.023625,0.014955,0.025153
20060407_38711_0200_PP_283.png,anodr,bmilddr,0.286653,0.450891,0.229394,0.009914,0.023148
20060407_38970_0200_PP_1111.png,anodr,cmoderatedr,0.027413,0.463091,0.491922,0.008453,0.009121
20060407_39155_0200_PP_855.png,anodr,anodr,0.849210,0.043444,0.062351,0.024980,0.020015
20060407_39184_0200_PP_373.png,anodr,anodr,0.799666,0.059844,0.094044,0.023220,0.023227
20060407_39306_0200_PP_1074.png,anodr,anodr,0.514600,0.155503,0.280502,0.027444,0.021951
20060407_39328_0200_PP_893.png,anodr,anodr,0.803153,0.054544,0.094503,0.026310,0.021490
20060407_39435_0200_PP_1214.png,anodr,cmoderatedr,0.039245,0.076513,0.787797,0.043792,0.052653
20060407_39546_0200_PP_545.png,anodr,anodr,0.452863,0.378058,0.124213,0.013882,0.030984
20060407_39567_0200_PP_1168.png,anodr,anodr,0.527966,0.336949,0.092232,0.016313,0.026541
20060407_39687_0200_PP_101.png,anodr,anodr,0.600789,0.186521,0.177211,0.016881,0.018598
20060407_39761_0200_PP_518.png,anodr,anodr,0.816316,0.108628,0.040882,0.012747,0.021427
20060407_39780_0200_PP_1006.png,anodr,anodr,0.585671,0.302378,0.075372,0.011567,0.025012
20060407_40740_0200_PP_314.png,anodr,cmoderatedr,0.036515,0.413580,0.514609,0.017754,0.017541
20060407_40761_0200_PP_282.png,anodr,anodr,0.342586,0.338848,0.243607,0.023480,0.051478
20060407_41149_0200_PP_26.png,anodr,cmoderatedr,0.079998,0.095959,0.763787,0.044298,0.015958
20060407_41177_0200_PP_1104.png,anodr,cmoderatedr,0.128565,0.102028,0.718984,0.033864,0.016559
20060407_41312_0200_PP_895.png,anodr,anodr,0.881546,0.053653,0.028172,0.016119,0.020509
20060407_41980_0200_PP_1347.png,anodr,anodr,0.725981,0.160392,0.074855,0.013552,0.025221
