filename,true_class,predicted_class,score_anodr,score_bmilddr,score_cmoderatedr,score_dseveredr,score_eproliferativedr
218c822a3dd9.png,anodr,anodr,0.800293,0.088242,0.053945,0.032023,0.025497
224c14366e11.png,anodr,anodr,0.933749,0.010241,0.014132,0.023444,0.018434
226c6ceb9185.png,anodr,anodr,0.909139,0.027848,0.021161,0.023100,0.018752
237aa50edc34.png,anodr,anodr,0.938523,0.021501,0.011541,0.014557,0.013878
248dec89b3a2.png,anodr,anodr,0.943512,0.009542,0.010544,0.021750,0.014652
253e96488cfb.png,anodr,bmilddr,0.046419,0.926030,0.014330,0.005289,0.007931
2682e6da9050.png,anodr,anodr,0.943673,0.012195,0.011653,0.016653,0.015826
27933cdbe0cc.png,anodr,anodr,0.929699,0.012719,0.018086,0.023456,0.016040
283c3aeba594.png,anodr,anodr,0.926479,0.016222,0.022772,0.020242,0.014285
28503940d10b.png,anodr,anodr,0.924135,0.014134,0.025260,0.021589,0.014882
28f73575e1f2.png,anodr,anodr,0.942272,0.010151,0.010314,0.021623,0.015641
2923971566fe.png,anodr,bmilddr,0.039662,0.942272,0.004639,0.002514,0.010913
2927665214e1.png,anodr,anodr,0.799775,0.083753,0.069046,0.024929,0.022496
29a13e666266.png,anodr,anodr,0.912917,0.028281,0.021824,0.018164,0.018815
2a4520f1f9a3.png,anodr,anodr,0.885963,0.020804,0.037274,0.030783,0.025177
2b4c7b5f1f1e.png,anodr,anodr,0.864750,0.037348,0.050712,0.026393,0.020797
2b5bb6d33959.png,anodr,anodr,0.938790,0.012710,0.012708,0.021107,0.014686
2bb3c492d6d3.png,anodr,anodr,0.943308,0.017256,0.015361,0.012554,0.011522
2c8101f14723.png,anodr,anodr,0.927640,0.014345,0.022000,0.021792,0.014223
2c827005b8f8.png,anodr,anodr,0.922584,0.014048,0.019728,0.025902,0.017738
2cacdb0dffae.png,anodr,anodr,0.936695,0.012202,0.015268,0.020850,0.014986
2cdcc910778d.png,anodr,anodr,0.935855,0.012084,0.013792,0.020964,0.017305
2d04cead4d3a.png,anodr,anodr,0.929190,0.015760,0.012607,0.021856,0.020587
2d07162a13b1.png,anodr,bmilddr,0.239895,0.468590,0.262359,0.011621,0.017535
2db0cd3e30da.png,anodr,anodr,0.945427,0.010252,0.010891,0.018319,0.015111
2dc647e00ad3.png,anodr,anodr,0.931597,0.017462,0.015636,0.019120,0.016185
2dd28ac497d2.png,anodr,anodr,0.918476,0.020498,0.020685,0.023369,0.016972
2ef10194e80d.png,anodr,anodr,0.943932,0.009413,0.011336,0.020039,0.015280
2ef4a04aed1b.png,anodr,anodr,0.925553,0.014437,0.020001,0.025200,0.014809
2ef955d6d9ff.png,anodr,anodr,0.935266,0.011831,0.011987,0.020950,0.019966
2f143453bb71.png,anodr,anodr,0.935487,0.019802,0.017417,0.015552,0.011742
2f7fbdcc9a4b.png,anodr,anodr,0.921815,0.012428,0.026045,0.021439,0.018274
2fefb720869a.png,anodr,anodr,0.925536,0.021653,0.018879,0.018654,0.015278
3286073a976e.png,anodr,anodr,0.934196,0.021200,0.014624,0.020357,0.009623
331121c65e88.png,anodr,anodr,0.933435,0.009901,0.018560,0.022847,0.015257
33b91def2035.png,anodr,anodr,0.925522,0.013975,0.021715,0.022866,0.015922
33b978734eab.png,anodr,anodr,0.926911,0.012231,0.021309,0.020788,0.018760
345b1f0abbba.png,anodr,anodr,0.953134,0.011310,0.008612,0.013804,0.013140
348598d01e18.png,anodr,anodr,0.908908,0.022900,0.029600,0.017929,0.020663
35362d43e753.png,anodr,anodr,0.929709,0.016218,0.019920,0.017758,0.016395
35ac70c0d08f.png,anodr,anodr,0.917149,0.021832,0.020190,0.023894,0.016936
35df2bc6ae95.png,anodr,anodr,0.921971,0.020792,0.018049,0.021888,0.017300
360832d84ce0.png,anodr,anodr,0.929655,0.023090,0.013094,0.017605,0.016556
37c523296d42.png,anodr,anodr,0.917354,0.021057,0.024955,0.023233,0.013400
387138ddf43d.png,anodr,anodr,0.925864,0.030839,0.015364,0.017780,0.010153
389552047476.png,anodr,anodr,0.885006,0.037224,0.033662,0.024156,0.019952
393fa5a023a5.png,anodr,anodr,0.934756,0.015292,0.011716,0.022244,0.015992
3a4cfea0a766.png,anodr,anodr,0.933285,0.012108,0.018287,0.020895,0.015425
3b2b91590590.png,anodr,anodr,0.929100,0.014500,0.016637,0.022193,0.017571
3bf2deaa5ef0.png,anodr,anodr,0.933871,0.012894,0.015259,0.021055,0.016922
3bf3085ac167.png,anodr,anodr,0.923307,0.015402,0.018573,0.024673,0.018045
3c42512c81e0.png,anodr,anodr,0.929769,0.015166,0.016674,0.022174,0.016217
3ce2f8a77a32.png,anodr,anodr,0.932847,0.016883,0.020069,0.017250,0.012950
3f0d3629d69e.png,anodr,anodr,0.933143,0.012768,0.021170,0.017986,0.014933
3f44d749cd0b.png,anodr,bmilddr,0.384550,0.574875,0.012183,0.007526,0.020866
3f6c627e2ff2.png,anodr,anodr,0.914671,0.016817,0.028421,0.024634,0.015458
3fd45879afe6.png,anodr,anodr,0.944184,0.007912,0.014487,0.019307,0.014110
401fdfd0db07.png,anodr,anodr,0.911794,0.019897,0.024953,0.022763,0.020593
41345cec5957.png,anodr,anodr,0.926395,0.012871,0.017325,0.023203,0.020206
415d5c5e785f.png,anodr,anodr,0.929667,0.013973,0.018420,0.021142,0.016799
41ab357d103f.png,anodr,anodr,0.933168,0.014454,0.015374,0.022230,0.014773
4276b82e4489.png,anodr,anodr,0.908535,0.019939,0.031402,0.022490,0.017633
42b9c1977681.png,anodr,anodr,0.886954,0.027765,0.035128,0.030257,0.019897
42c65af5ab16.png,anodr,anodr,0.934841,0.012647,0.018525,0.020280,0.013707
436e7a7af761.png,anodr,anodr,0.939272,0.012734,0.016178,0.017836,0.013981
43823561c3f0.png,anodr,anodr,0.924383,0.014895,0.020770,0.020984,0.018969
43bc7c066dfb.png,anodr,anodr,0.943800,0.010016,0.012269,0.016064,0.017851
445a8a6da55c.png,anodr,anodr,0.828915,0.079338,0.052205,0.020707,0.018834
44a4d04162cc.png,anodr,anodr,0.921055,0.017863,0.019785,0.023054,0.018242
44a86263117b.png,anodr,anodr,0.912362,0.021265,0.024790,0.023042,0.018541
4554062fa836.png,anodr,anodr,0.939941,0.014000,0.011483,0.016483,0.018093
475300735b7f.png,anodr,anodr,0.916457,0.018940,0.022917,0.023361,0.018325
478fc46eaa49.png,anodr,anodr,0.939106,0.011462,0.016782,0.016898,0.015752
4826d10030b3.png,anodr,anodr,0.931965,0.010815,0.021304,0.016207,0.019709
4a05f81b3aba.png,anodr,anodr,0.942145,0.016800,0.012170,0.019847,0.009038
4a4cb731f91a.png,anodr,anodr,0.914207,0.021125,0.026581,0.023864,0.014224
4a589edaea60.png,anodr,anodr,0.817761,0.063980,0.075170,0.024648,0.018440
4ad8d3ec8789.png,anodr,anodr,0.912820,0.019183,0.026566,0.021464,0.019967
4d1e7def7624.png,anodr,anodr,0.925686,0.015359,0.023931,0.017175,0.017849
4dd4a4bf2421.png,anodr,anodr,0.934860,0.012565,0.013616,0.020370,0.018590
4e1e252317b5.png,anodr,anodr,0.909894,0.019678,0.030694,0.024630,0.015103
4fd5ec0dca09.png,anodr,anodr,0.934331,0.011339,0.011082,0.022211,0.021038
500aad15b7c8.png,anodr,anodr,0.920519,0.013490,0.026712,0.021470,0.017809
501c319f7a9f.png,anodr,anodr,0.929271,0.015908,0.016690,0.023054,0.015077
504a69096fcb.png,anodr,anodr,0.917349,0.019805,0.020954,0.024373,0.017519
5069feccd866.png,anodr,anodr,0.931814,0.011152,0.017626,0.021189,0.018219
50915e2329a1.png,anodr,anodr,0.930533,0.014960,0.016760,0.022473,0.015274
50916d67bb51.png,anodr,anodr,0.918755,0.020172,0.022852,0.022149,0.016072
50d8249f7bc9.png,anodr,anodr,0.934895,0.010386,0.016460,0.024918,0.013342
50ddd7d976df.png,anodr,anodr,0.935479,0.017557,0.013978,0.015503,0.017483
521b5377a727.png,anodr,anodr,0.946260,0.019551,0.013750,0.009683,0.010756
5257cb536da2.png,anodr,anodr,0.808756,0.113132,0.038359,0.026430,0.013324
5299a532f0e0.png,anodr,anodr,0.929008,0.017888,0.023124,0.017063,0.012916
52edbe29d655.png,anodr,anodr,0.911790,0.033856,0.021992,0.017358,0.015004
5321ab64f9ea.png,anodr,anodr,0.922224,0.017557,0.020283,0.023014,0.016922
53c874dbc594.png,anodr,anodr,0.884878,0.029854,0.034948,0.021753,0.028567
54038e56131d.png,anodr,anodr,0.919097,0.017714,0.021535,0.024101,0.017554
54f57cf26126.png,anodr,anodr,0.937421,0.012810,0.017685,0.018869,0.013214
5511f114e7ee.png,anodr,anodr,0.922328,0.014561,0.023622,0.023282,0.016207
555d0bef3c5b.png,anodr,anodr,0.935889,0.011163,0.015930,0.020104,0.016913
55f7f018c61c.png,anodr,anodr,0.912602,0.022409,0.034086,0.017389,0.013514
568455854a11.png,anodr,anodr,0.934054,0.014055,0.010884,0.024576,0.016432
586f5c56081e.png,anodr,anodr,0.930324,0.012941,0.021747,0.018565,0.016423
58a9e0d7f7af.png,anodr,anodr,0.921806,0.018141,0.021730,0.022600,0.015723
58eb3809f456.png,anodr,anodr,0.930663,0.014427,0.017663,0.020560,0.016687
58f07741ee3b.png,anodr,anodr,0.935490,0.012108,0.017700,0.019678,0.015025
59928f999ae7.png,anodr,anodr,0.925638,0.013761,0.020338,0.019381,0.020882
5995321563b7.png,anodr,anodr,0.926905,0.013729,0.020155,0.021145,0.018066
59bd19c1c5bb.png,anodr,anodr,0.908610,0.020624,0.029906,0.023531,0.017329
5a27b9b2a9c1.png,anodr,anodr,0.943989,0.022079,0.012452,0.013484,0.007996
5b1c4cefeb24.png,anodr,anodr,0.927237,0.017956,0.017732,0.018961,0.018113
5b994ff78547.png,anodr,anodr,0.931338,0.015691,0.018378,0.020103,0.014490
5ba156a35ff2.png,anodr,anodr,0.918262,0.016584,0.024782,0.023398,0.016973
5baed382f062.png,anodr,anodr,0.903115,0.024545,0.030255,0.023794,0.018291
5c85d22bd0de.png,anodr,anodr,0.873160,0.049181,0.035357,0.025380,0.016921
5ca73d28f17f.png,anodr,anodr,0.930635,0.013461,0.021284,0.020844,0.013775
5cbe88914a72.png,anodr,anodr,0.900834,0.026453,0.036260,0.020048,0.016406
5d4e5fd34d91.png,anodr,anodr,0.944027,0.014034,0.014436,0.014858,0.012645
5de4615a5161.png,anodr,anodr,0.931191,0.014305,0.014080,0.022300,0.018124
5e505e25cd3e.png,anodr,anodr,0.946214,0.007118,0.014487,0.017482,0.014699
5e97cb2b0888.png,anodr,anodr,0.888022,0.038228,0.025896,0.030785,0.017070
5f6db235c04d.png,anodr,anodr,0.891154,0.021469,0.044919,0.024403,0.018056
609be3ca5ddf.png,anodr,anodr,0.947455,0.018275,0.009188,0.014727,0.010355
60aa4e649abf.png,anodr,anodr,0.943376,0.011642,0.014782,0.017301,0.012898
6180920bc224.png,anodr,anodr,0.841120,0.040897,0.078459,0.020303,0.019220
61a62b1dcc36.png,anodr,anodr,0.927724,0.011476,0.016049,0.023562,0.021189
61da799bf0aa.png,anodr,anodr,0.539348,0.370638,0.064533,0.011028,0.014452
628b581aa905.png,anodr,anodr,0.917414,0.018369,0.027551,0.018801,0.017865
6294b378d09f.png,anodr,anodr,0.872799,0.053058,0.030824,0.022435,0.020884
633fe9dbaf39.png,anodr,anodr,0.942781,0.020051,0.016316,0.011802,0.009050
63b71347e95d.png,anodr,anodr,0.924696,0.020400,0.020471,0.020915,0.013518
63e041a757eb.png,anodr,anodr,0.937500,0.009933,0.014502,0.018276,0.019789
6504b703c429.png,anodr,anodr,0.924865,0.018514,0.019804,0.022075,0.014742
65a3b13ad9a0.png,anodr,bmilddr,0.013528,0.928891,0.040818,0.010295,0.006468
65a7fe9482fe.png,anodr,anodr,0.908191,0.020764,0.027210,0.023404,0.020430
65dda202653d.png,anodr,anodr,0.914066,0.042858,0.016406,0.013344,0.013325
66393d8c60ba.png,anodr,anodr,0.886407,0.037204,0.032245,0.025931,0.018213
66b88a4bc474.png,anodr,anodr,0.939552,0.012228,0.014850,0.018060,0.015310
68ddb15a74de.png,anodr,anodr,0.917512,0.020783,0.020685,0.024923,0.016098
69b3a00927fc.png,anodr,anodr,0.921829,0.019561,0.018610,0.018691,0.021309
69c4cbb630de.png,anodr,anodr,0.934508,0.012217,0.013807,0.022379,0.017089
6a2642131e4a.png,anodr,anodr,0.923562,0.015773,0.025002,0.018338,0.017326
6a57a3db3eff.png,anodr,anodr,0.932390,0.014837,0.014956,0.021244,0.016574
6a905a7202d2.png,anodr,anodr,0.932502,0.013133,0.017788,0.018146,0.018430
6b30767595d8.png,anodr,anodr,0.928350,0.010746,0.017094,0.023137,0.020673
6b66b0e86f7e.png,anodr,anodr,0.935560,0.010423,0.014056,0.021896,0.018066
6bf2a81a5d91.png,anodr,anodr,0.915245,0.013223,0.018082,0.031608,0.021842
6c6505a0c637.png,anodr,anodr,0.912399,0.015727,0.023967,0.023474,0.024432
6d4f6c9a8406.png,anodr,anodr,0.918524,0.018496,0.019678,0.024022,0.019281
6d5a8362dd1e.png,anodr,anodr,0.935429,0.016010,0.014634,0.020331,0.013595
6d9effbcde78.png,anodr,anodr,0.925719,0.022951,0.011836,0.017677,0.021818
6dc0281f11e3.png,anodr,anodr,0.920330,0.022819,0.021423,0.018748,0.016679
6df8b7b6e837.png,anodr,anodr,0.858120,0.064722,0.040072,0.020773,0.016313
6e0f78e188ff.png,anodr,anodr,0.945213,0.015429,0.010251,0.015933,0.013174
6e1db8711879.png,anodr,anodr,0.889994,0.022063,0.028461,0.033783,0.025698
6fbaaf8eb67a.png,anodr,anodr,0.935555,0.023298,0.012141,0.018466,0.010539
7131bf4c9e6f.png,anodr,anodr,0.898451,0.064396,0.013766,0.014346,0.009040
726dff37edc0.png,anodr,anodr,0.908119,0.026925,0.024296,0.026612,0.014049
735836b1ffa6.png,anodr,bmilddr,0.022835,0.614514,0.309599,0.030781,0.022272
737ef6226677.png,anodr,anodr,0.920142,0.020798,0.018519,0.021869,0.018672
73d40ce06a67.png,anodr,anodr,0.918142,0.017613,0.020205,0.024126,0.019914
73ef3c3dcbe4.png,anodr,anodr,0.927263,0.015036,0.025776,0.016080,0.015845
74211a2b6dcf.png,anodr,anodr,0.952338,0.006864,0.012275,0.015546,0.012978
74898f372d2b.png,anodr,anodr,0.950161,0.013535,0.011632,0.012650,0.012021
757e39293591.png,anodr,anodr,0.918017,0.016080,0.025310,0.023210,0.017382
75a071608ea6.png,anodr,anodr,0.916435,0.019584,0.023365,0.024652,0.015964
76516f828d88.png,anodr,anodr,0.916957,0.017693,0.025985,0.018790,0.020574
76bc31e0d3be.png,anodr,anodr,0.935924,0.010734,0.017975,0.019649,0.015718
76cab26493f1.png,anodr,anodr,0.945316,0.014982,0.010874,0.015104,0.013724
76cb010f7aa0.png,anodr,anodr,0.938444,0.010849,0.015156,0.021522,0.014029
780f9c237c56.png,anodr,anodr,0.925153,0.015746,0.024866,0.017835,0.016400
7831ce1d895e.png,anodr,anodr,0.924231,0.014882,0.025597,0.017837,0.017453
789f0ec1eab8.png,anodr,anodr,0.902152,0.026119,0.025374,0.022547,0.023808
79ade634c633.png,anodr,anodr,0.933828,0.014335,0.014369,0.019244,0.018224
7a06ea127e02.png,anodr,anodr,0.903990,0.022612,0.030745,0.025067,0.017586
7a12f49e29df.png,anodr,anodr,0.822620,0.111416,0.022741,0.015874,0.027349
7a9f45fdf29b.png,anodr,anodr,0.914821,0.021275,0.020644,0.024353,0.018907
7aabd768abff.png,anodr,anodr,0.924095,0.021616,0.019083,0.019320,0.015886
7ad0c4975890.png,anodr,anodr,0.775812,0.168354,0.017514,0.016540,0.021780
7af4d8704032.png,anodr,anodr,0.931009,0.014528,0.017821,0.020145,0.016497
7b691d9ced34.png,anodr,anodr,0.867758,0.065638,0.019442,0.027935,0.019226
7b9d519cbd66.png,anodr,anodr,0.954660,0.009719,0.008764,0.012858,0.014000
7ba6b23c4b46.png,anodr,anodr,0.912054,0.037807,0.017750,0.021553,0.010836
7bc00e58d419.png,anodr,anodr,0.934347,0.014596,0.013067,0.019158,0.018832
7da558d92100.png,anodr,anodr,0.941591,0.010690,0.014705,0.020112,0.012902
7ec0e61a7e29.png,anodr,anodr,0.921064,0.019702,0.022300,0.018027,0.018908
7f1f3269f546.png,anodr,anodr,0.925440,0.014832,0.017720,0.023006,0.019002
7fc3a8bb40de.png,anodr,anodr,0.894032,0.025332,0.031931,0.028694,0.020010
7fe7309d0b4f.png,anodr,anodr,0.914867,0.020142,0.028399,0.021175,0.015417
810ed108f5b7.png,anodr,anodr,0.895146,0.020007,0.037224,0.025260,0.022363
81914ceb4e74.png,anodr,anodr,0.903660,0.027795,0.023804,0.025341,0.019400
8329e80c10ac.png,anodr,anodr,0.884064,0.028145,0.028069,0.031763,0.027959
837acf120946.png,anodr,anodr,0.847633,0.062797,0.045469,0.025973,0.018127
83a63c4a3e4a.png,anodr,anodr,0.913349,0.016079,0.029079,0.026170,0.015323
83d81ba5959c.png,anodr,anodr,0.935674,0.011086,0.015071,0.024264,0.013904
83fda7c0500b.png,anodr,anodr,0.947546,0.012130,0.009510,0.015089,0.015724
840a06a9c690.png,anodr,anodr,0.924485,0.017915,0.016846,0.022528,0.018225
847b04287c9c.png,anodr,anodr,0.940006,0.013935,0.016419,0.016533,0.013106
84b88e8d3bca.png,anodr,anodr,0.946146,0.012197,0.014162,0.017580,0.009915
851e40a21f81.png,anodr,anodr,0.921360,0.017055,0.023713,0.018300,0.019572
8650d32f4a9e.png,anodr,anodr,0.933309,0.014695,0.013231,0.019805,0.018960
8693ab1fd2be.png,anodr,anodr,0.943640,0.015738,0.010149,0.018950,0.011522
875d2ffcbf47.png,anodr,anodr,0.933170,0.014836,0.015535,0.021225,0.015234
876deb29f000.png,anodr,anodr,0.902993,0.021779,0.034991,0.023612,0.016625
87b671c6d4c5.png,anodr,anodr,0.929708,0.012347,0.024567,0.019798,0.013581
883c6a184f16.png,anodr,anodr,0.902374,0.018944,0.028675,0.029735,0.020271
883ddb650967.png,anodr,anodr,0.926310,0.019098,0.016985,0.020341,0.017266
88e5051f65bd.png,anodr,anodr,0.926629,0.016042,0.020288,0.021491,0.015550
8af50c9d0a86.png,anodr,anodr,0.919742,0.036027,0.015195,0.014650,0.014387
8b079e79035f.png,anodr,anodr,0.916143,0.022723,0.020980,0.020083,0.020071
8bf2d925dc0c.png,anodr,anodr,0.932737,0.011077,0.015860,0.023939,0.016386
8c4ceddeb1c6.png,anodr,anodr,0.940008,0.011410,0.011854,0.019560,0.017168
8d13c46e7d75.png,anodr,anodr,0.862011,0.038572,0.044084,0.031472,0.023860
8d4ff745a409.png,anodr,anodr,0.908220,0.026262,0.023670,0.024039,0.017810
8e6df9eedcd8.png,anodr,anodr,0.947389,0.008450,0.010310,0.017402,0.016448
8e76054f0831.png,anodr,anodr,0.930561,0.012954,0.015775,0.023319,0.017390
8f06ca4642bd.png,anodr,anodr,0.930908,0.009706,0.012034,0.028423,0.018928
8f14bca04b47.png,anodr,anodr,0.927787,0.012025,0.016963,0.024742,0.018482
8fbb2ca39911.png,anodr,anodr,0.806002,0.071326,0.065347,0.031681,0.025644
90a9a41eec6d.png,anodr,anodr,0.919215,0.037030,0.019710,0.015994,0.008051
90bde2ff8953.png,anodr,anodr,0.919141,0.021273,0.020808,0.021818,0.016960
912fbe06407e.png,anodr,anodr,0.915016,0.018611,0.022243,0.026053,0.018078
916915f01e17.png,anodr,anodr,0.920927,0.023622,0.016530,0.021708,0.017212
91b7a4179ecf.png,anodr,anodr,0.942564,0.018390,0.009897,0.019666,0.009484
9274e75dc4d5.png,anodr,anodr,0.870818,0.035539,0.041057,0.029643,0.022943
92e3d608fd3c.png,anodr,anodr,0.901651,0.026201,0.033204,0.022381,0.016563
92fcf50b3562.png,anodr,anodr,0.936622,0.013395,0.013770,0.017586,0.018627
93802d1e3c41.png,anodr,anodr,0.929372,0.013506,0.015902,0.023303,0.017917
94076a9fb9b5.png,anodr,anodr,0.928629,0.019233,0.015923,0.020858,0.015357
946545473380.png,anodr,anodr,0.902763,0.021677,0.029231,0.025197,0.021131
949710bead24.png,anodr,anodr,0.891563,0.021891,0.033100,0.031834,0.021612
94b9ccc73bb9.png,anodr,anodr,0.914552,0.020023,0.017059,0.027061,0.021305
94f9ecf4b8d2.png,anodr,anodr,0.956018,0.009234,0.007556,0.016292,0.010899
96793edb1003.png,anodr,anodr,0.775167,0.039196,0.073221,0.079618,0.032798
96ea316ed0ab.png,anodr,anodr,0.935758,0.014914,0.013395,0.022173,0.013760
973b0facfa9b.png,anodr,anodr,0.924842,0.019834,0.018127,0.021296,0.015901
97fdee242fea.png,anodr,anodr,0.876325,0.044059,0.045638,0.021461,0.012518
983c98354e9c.png,anodr,anodr,0.910056,0.024942,0.028068,0.017566,0.019369
98441214557f.png,anodr,anodr,0.916287,0.026667,0.019162,0.019745,0.018139
98d41bce73a8.png,anodr,anodr,0.933034,0.016424,0.017455,0.019047,0.014040
99c626e58464.png,anodr,anodr,0.930002,0.012595,0.023502,0.019459,0.014443
9a1029536d78.png,anodr,anodr,0.916780,0.020611,0.022263,0.021374,0.018973
9ab18a4a957f.png,anodr,anodr,0.918842,0.018265,0.015538,0.026436,0.020920
9be71d6d7e59.png,anodr,anodr,0.770202,0.084630,0.084808,0.031930,0.028429
9c514d2d5b3f.png,anodr,anodr,0.932165,0.016622,0.014763,0.020684,0.015766
9ce46d400cd6.png,anodr,anodr,0.931819,0.013628,0.017336,0.021607,0.015610
9de9421f17e3.png,anodr,anodr,0.924584,0.014901,0.021837,0.021622,0.017057
9e2058917304.png,anodr,anodr,0.907011,0.028499,0.024471,0.019611,0.020409
9e5737f771c3.png,anodr,anodr,0.930484,0.013541,0.017215,0.020653,0.018108
