filename,true_class,predicted_class,score_a_noamd,score_b_amd
1412963_21015_0_0.png,a_noamd,a_noamd,0.831457,0.168543
1429525_21016_0_0.png,a_noamd,a_noamd,0.809875,0.190125
1434744_21016_0_0.png,a_noamd,a_noamd,0.824860,0.175140
1438121_21015_0_0.png,a_noamd,a_noamd,0.894531,0.105469
1438217_21016_0_0.png,a_noamd,a_noamd,0.731926,0.268074
1465849_21015_0_0.png,a_noamd,a_noamd,0.797866,0.202134
1486263_21015_0_0.png,a_noamd,a_noamd,0.901469,0.098531
1494464_21015_0_0.png,a_noamd,a_noamd,0.914380,0.085620
1495365_21015_1_0.png,a_noamd,a_noamd,0.925910,0.074090
1495979_21015_1_0.png,a_noamd,a_noamd,0.670370,0.329630
1499051_21015_0_0.png,a_noamd,a_noamd,0.882858,0.117142
1499671_21016_0_1.png,a_noamd,a_noamd,0.918962,0.081038
1506781_21016_0_0.png,a_noamd,a_noamd,0.760858,0.239142
1514959_21015_0_0.png,a_noamd,a_noamd,0.884132,0.115868
1515498_21016_0_0.png,a_noamd,a_noamd,0.934161,0.065839
1535030_21016_0_0.png,a_noamd,a_noamd,0.922611,0.077389
1537998_21015_1_1.png,a_noamd,a_noamd,0.855421,0.144579
1552660_21016_0_0.png,a_noamd,a_noamd,0.925247,0.074753
1553749_21016_0_0.png,a_noamd,a_noamd,0.861759,0.138241
1553751_21015_0_0.png,a_noamd,a_noamd,0.784909,0.215090
1557480_21016_1_0.png,a_noamd,a_noamd,0.691459,0.308541
1560389_21015_0_0.png,a_noamd,a_noamd,0.779022,0.220978
1574898_21016_0_0.png,a_noamd,a_noamd,0.917849,0.082151
1601635_21016_0_0.png,a_noamd,a_noamd,0.882215,0.117785
1632106_21016_1_0.png,a_noamd,a_noamd,0.865491,0.134509
1652487_21016_1_0.png,a_noamd,a_noamd,0.808056,0.191944
1663149_21016_0_0.png,a_noamd,a_noamd,0.903164,0.096836
1681117_21016_0_0.png,a_noamd,a_noamd,0.905279,0.094721
1697220_21015_0_0.png,a_noamd,a_noamd,0.599412,0.400588
1704670_21015_0_0.png,a_noamd,a_noamd,0.918170,0.081830
1708747_21016_0_0.png,a_noamd,a_noamd,0.855772,0.144228
1730885_21016_0_0.png,a_noamd,a_noamd,0.886503,0.113497
1736297_21016_0_0.png,a_noamd,a_noamd,0.761685,0.238315
1737240_21015_1_0.png,a_noamd,a_noamd,0.901313,0.098687
1782210_21016_0_0.png,a_noamd,a_noamd,0.905005,0.094995
1826552_21016_0_0.png,a_noamd,a_noamd,0.854173,0.145827
1840708_21015_1_0.png,a_noamd,a_noamd,0.914861,0.085139
1844778_21016_1_0.png,a_noamd,a_noamd,0.911495,0.088505
1855075_21015_0_0.png,a_noamd,a_noamd,0.919083,0.080917
1862962_21015_0_0.png,a_noamd,a_noamd,0.910208,0.089792
1897613_21016_0_0.png,a_noamd,a_noamd,0.912028,0.087972
1897754_21016_0_0.png,a_noamd,b_amd,0.417652,0.582348
1902295_21016_0_0.png,a_noamd,a_noamd,0.868086,0.131914
1912841_21016_0_0.png,a_noamd,a_noamd,0.903553,0.096447
1926601_21015_1_0.png,a_noamd,a_noamd,0.674170,0.325830
1937126_21015_0_0.png,a_noamd,a_noamd,0.910396,0.089604
1951687_21015_0_0.png,a_noamd,a_noamd,0.596610,0.403390
1959318_21015_0_0.png,a_noamd,a_noamd,0.942290,0.057710
1965435_21015_1_0.png,a_noamd,a_noamd,0.937167,0.062833
1970295_21016_0_0.png,a_noamd,a_noamd,0.910182,0.089818
1973049_21015_1_0.png,a_noamd,a_noamd,0.880481,0.119519
1984835_21016_0_0.png,a_noamd,a_noamd,0.912458,0.087542
1986875_21016_0_0.png,a_noamd,a_noamd,0.926580,0.073420
2003584_21016_0_0.png,a_noamd,a_noamd,0.933559,0.066441
2016718_21015_0_0.png,a_noamd,a_noamd,0.548453,0.451547
2020618_21016_1_0.png,a_noamd,a_noamd,0.888319,0.111681
2021853_21015_1_0.png,a_noamd,a_noamd,0.880512,0.119488
2039753_21016_1_0.png,a_noamd,a_noamd,0.910504,0.089496
2071319_21016_0_0.png,a_noamd,a_noamd,0.870781,0.129219
2088201_21015_0_0.png,a_noamd,a_noamd,0.857402,0.142598
2102048_21015_0_0.png,a_noamd,a_noamd,0.754385,0.245615
2102787_21015_0_0.png,a_noamd,a_noamd,0.854326,0.145674
2109806_21016_0_0.png,a_noamd,a_noamd,0.918576,0.081424
2120628_21016_0_0.png,a_noamd,a_noamd,0.888517,0.111483
2128348_21015_0_0.png,a_noamd,a_noamd,0.867722,0.132278
2133699_21016_1_0.png,a_noamd,a_noamd,0.909895,0.090105
2140974_21015_1_0.png,a_noamd,a_noamd,0.884285,0.115715
2154562_21016_0_0.png,a_noamd,a_noamd,0.892229,0.107771
2156701_21015_0_0.png,a_noamd,a_noamd,0.868939,0.131061
2163214_21015_0_0.png,a_noamd,a_noamd,0.913187,0.086813
2165184_21015_0_0.png,a_noamd,a_noamd,0.873232,0.126768
2173281_21015_0_0.png,a_noamd,a_noamd,0.931292,0.068708
2183408_21016_0_0.png,a_noamd,a_noamd,0.906219,0.093781
2192806_21015_0_0.png,a_noamd,a_noamd,0.883379,0.116621
2202486_21016_0_0.png,a_noamd,a_noamd,0.925939,0.074061
2215678_21015_1_0.png,a_noamd,a_noamd,0.893912,0.106088
2232012_21015_1_0.png,a_noamd,a_noamd,0.931540,0.068460
2247731_21015_0_0.png,a_noamd,a_noamd,0.754442,0.245558
2270075_21016_0_0.png,a_noamd,a_noamd,0.804008,0.195992
2275268_21015_0_0.png,a_noamd,a_noamd,0.905086,0.094914
2284218_21016_0_0.png,a_noamd,a_noamd,0.853286,0.146714
2285374_21016_0_0.png,a_noamd,a_noamd,0.834682,0.165318
2291289_21016_0_0.png,a_noamd,a_noamd,0.848773,0.151227
2312624_21015_0_0.png,a_noamd,a_noamd,0.890946,0.109054
2320996_21015_0_0.png,a_noamd,a_noamd,0.819548,0.180452
2341253_21015_0_0.png,a_noamd,b_amd,0.350018,0.649982
2343066_21015_0_0.png,a_noamd,a_noamd,0.921172,0.078828
2357888_21015_0_0.png,a_noamd,a_noamd,0.861744,0.138256
2359730_21015_0_0.png,a_noamd,a_noamd,0.663154,0.336846
2368772_21015_0_0.png,a_noamd,a_noamd,0.633673,0.366327
2372532_21016_1_0.png,a_noamd,a_noamd,0.893327,0.106673
2408221_21015_0_0.png,a_noamd,a_noamd,0.854569,0.145431
2413269_21016_0_0.png,a_noamd,a_noamd,0.778053,0.221947
2427764_21015_0_0.png,a_noamd,a_noamd,0.909045,0.090956
2438151_21015_0_0.png,a_noamd,a_noamd,0.672251,0.327749
2449350_21016_0_0.png,a_noamd,a_noamd,0.849298,0.150702
2456355_21015_1_0.png,a_noamd,a_noamd,0.932493,0.067507
2461672_21015_0_0.png,a_noamd,b_amd,0.411092,0.588908
2472799_21016_0_0.png,a_noamd,a_noamd,0.915185,0.084815
2477187_21015_1_0.png,a_noamd,a_noamd,0.911714,0.088286
2483720_21016_0_0.png,a_noamd,b_amd,0.216690,0.783310
2489830_21016_1_0.png,a_noamd,a_noamd,0.927950,0.072050
2499510_21015_0_0.png,a_noamd,a_noamd,0.903953,0.096047
2507657_21016_0_0.png,a_noamd,a_noamd,0.883258,0.116742
2526740_21016_0_0.png,a_noamd,a_noamd,0.648740,0.351260
2528591_21016_0_0.png,a_noamd,a_noamd,0.853739,0.146261
2537297_21015_0_0.png,a_noamd,a_noamd,0.903403,0.096597
2551919_21015_1_0.png,a_noamd,a_noamd,0.937602,0.062398
2563517_21015_0_0.png,a_noamd,a_noamd,0.920258,0.079743
2576580_21016_1_0.png,a_noamd,a_noamd,0.874829,0.125171
2585277_21015_0_0.png,a_noamd,a_noamd,0.897605,0.102395
2585605_21016_0_0.png,a_noamd,a_noamd,0.920448,0.079552
2588926_21015_0_0.png,a_noamd,a_noamd,0.886552,0.113448
2600105_21016_0_1.png,a_noamd,a_noamd,0.840287,0.159713
2633176_21016_0_0.png,a_noamd,a_noamd,0.797713,0.202287
2679483_21016_1_0.png,a_noamd,a_noamd,0.908912,0.091088
2685632_21015_0_0.png,a_noamd,a_noamd,0.914285,0.085715
2719722_21016_0_0.png,a_noamd,a_noamd,0.857350,0.142650
2721922_21015_0_0.png,a_noamd,a_noamd,0.900890,0.099110
2745458_21015_0_0.png,a_noamd,a_noamd,0.910971,0.089029
2757636_21015_0_0.png,a_noamd,a_noamd,0.523977,0.476023
2782516_21015_1_0.png,a_noamd,a_noamd,0.831165,0.168835
2805725_21016_0_0.png,a_noamd,a_noamd,0.924948,0.075052
2815362_21016_0_0.png,a_noamd,a_noamd,0.649312,0.350688
2822071_21015_0_0.png,a_noamd,a_noamd,0.924556,0.075444
2836894_21015_0_0.png,a_noamd,a_noamd,0.907148,0.092852
2846579_21016_1_0.png,a_noamd,b_amd,0.344121,0.655879
2853144_21016_0_0.png,a_noamd,a_noamd,0.922493,0.077507
2868164_21015_0_0.png,a_noamd,a_noamd,0.891431,0.108569
2871034_21015_0_0.png,a_noamd,a_noamd,0.862740,0.137260
2873232_21015_0_0.png,a_noamd,a_noamd,0.918778,0.081222
2881320_21016_1_0.png,a_noamd,a_noamd,0.929930,0.070070
2884620_21016_0_0.png,a_noamd,a_noamd,0.916264,0.083736
2888262_21016_0_0.png,a_noamd,a_noamd,0.910922,0.089078
2890162_21016_0_0.png,a_noamd,a_noamd,0.581679,0.418321
2917663_21015_0_0.png,a_noamd,a_noamd,0.823774,0.176226
2949081_21016_1_0.png,a_noamd,a_noamd,0.624574,0.375426
2968059_21016_1_0.png,a_noamd,a_noamd,0.936320,0.063680
2972541_21016_0_0.png,a_noamd,a_noamd,0.853433,0.146567
2973762_21015_0_0.png,a_noamd,a_noamd,0.882454,0.117547
2974159_21016_0_0.png,a_noamd,a_noamd,0.920812,0.079188
2975492_21016_1_0.png,a_noamd,a_noamd,0.845735,0.154265
3004980_21015_0_0.png,a_noamd,a_noamd,0.847176,0.152824
3036382_21016_0_0.png,a_noamd,a_noamd,0.868896,0.131104
3036937_21016_0_0.png,a_noamd,a_noamd,0.931460,0.068540
3042285_21015_0_0.png,a_noamd,b_amd,0.485036,0.514964
3059488_21016_0_0.png,a_noamd,a_noamd,0.635575,0.364425
3067577_21015_0_0.png,a_noamd,a_noamd,0.880702,0.119298
3081358_21016_0_0.png,a_noamd,a_noamd,0.686653,0.313347
3083279_21016_0_0.png,a_noamd,a_noamd,0.908666,0.091334
3092906_21015_0_0.png,a_noamd,a_noamd,0.853985,0.146016
3097730_21015_0_0.png,a_noamd,a_noamd,0.793735,0.206265
3112861_21016_1_0.png,a_noamd,a_noamd,0.920822,0.079178
3115038_21016_1_0.png,a_noamd,a_noamd,0.901583,0.098417
3126241_21016_1_0.png,a_noamd,a_noamd,0.928363,0.071637
3132958_21015_0_0.png,a_noamd,a_noamd,0.930791,0.069209
3135604_21015_0_0.png,a_noamd,a_noamd,0.935300,0.064700
3143757_21016_0_0.png,a_noamd,a_noamd,0.914135,0.085865
3152013_21015_0_0.png,a_noamd,a_noamd,0.897085,0.102915
3210309_21016_1_0.png,a_noamd,a_noamd,0.845877,0.154123
3213158_21016_0_0.png,a_noamd,a_noamd,0.927965,0.072035
3214719_21015_1_0.png,a_noamd,a_noamd,0.863817,0.136183
3220661_21015_0_0.png,a_noamd,a_noamd,0.935000,0.065001
3232160_21016_0_0.png,a_noamd,a_noamd,0.886797,0.113203
3238640_21015_0_0.png,a_noamd,a_noamd,0.878625,0.121375
3246947_21015_0_0.png,a_noamd,a_noamd,0.883076,0.116924
3266867_21015_0_0.png,a_noamd,a_noamd,0.871411,0.128589
3273293_21016_1_0.png,a_noamd,a_noamd,0.842159,0.157841
3291607_21015_0_0.png,a_noamd,a_noamd,0.647096,0.352903
3295572_21015_0_0.png,a_noamd,a_noamd,0.933365,0.066635
3302184_21016_1_0.png,a_noamd,a_noamd,0.779055,0.220945
3303788_21015_0_0.png,a_noamd,a_noamd,0.863926,0.136074
3304628_21016_1_0.png,a_noamd,a_noamd,0.930272,0.069728
3346001_21016_0_0.png,a_noamd,a_noamd,0.895454,0.104546
3381767_21016_0_0.png,a_noamd,b_amd,0.319509,0.680491
3393701_21016_0_0.png,a_noamd,a_noamd,0.923929,0.076071
3406454_21015_0_0.png,a_noamd,a_noamd,0.874992,0.125008
3442183_21015_0_0.png,a_noamd,a_noamd,0.879787,0.120213
3453675_21016_0_0.png,a_noamd,a_noamd,0.844199,0.155801
3455372_21015_0_0.png,a_noamd,b_amd,0.322863,0.677137
3466158_21016_0_0.png,a_noamd,a_noamd,0.861669,0.138331
3480066_21016_1_0.png,a_noamd,a_noamd,0.894968,0.105032
3488530_21016_0_0.png,a_noamd,a_noamd,0.907545,0.092455
3500747_21015_0_0.png,a_noamd,a_noamd,0.908960,0.091041
3517390_21015_0_0.png,a_noamd,a_noamd,0.883758,0.116242
3517510_21016_0_0.png,a_noamd,a_noamd,0.902911,0.097089
3528682_21015_0_0.png,a_noamd,a_noamd,0.886429,0.113571
3540784_21016_1_0.png,a_noamd,a_noamd,0.849779,0.150221
3545495_21015_1_0.png,a_noamd,a_noamd,0.652610,0.347390
3569605_21016_0_0.png,a_noamd,a_noamd,0.927517,0.072483
3569620_21015_1_0.png,a_noamd,a_noamd,0.878308,0.121692
3577464_21015_0_0.png,a_noamd,a_noamd,0.530046,0.469954
3580339_21016_0_0.png,a_noamd,a_noamd,0.912026,0.087974
3581537_21016_0_0.png,a_noamd,a_noamd,0.557067,0.442933
3593150_21016_1_0.png,a_noamd,a_noamd,0.887153,0.112847
3595229_21015_0_0.png,a_noamd,a_noamd,0.930943,0.069057
3608666_21015_0_0.png,a_noamd,a_noamd,0.936275,0.063725
3619899_21015_0_0.png,a_noamd,a_noamd,0.876131,0.123869
3633033_21015_1_0.png,a_noamd,a_noamd,0.939498,0.060502
3642698_21015_0_0.png,a_noamd,a_noamd,0.887156,0.112844
3665587_21015_0_0.png,a_noamd,a_noamd,0.883213,0.116787
3666583_21016_1_0.png,a_noamd,a_noamd,0.752317,0.247683
3670750_21016_0_0.png,a_noamd,a_noamd,0.907779,0.092221
3675573_21015_0_0.png,a_noamd,a_noamd,0.798843,0.201157
3677332_21015_0_0.png,a_noamd,a_noamd,0.890158,0.109842
3692598_21015_0_0.png,a_noamd,b_amd,0.398486,0.601514
3710966_21016_0_0.png,a_noamd,a_noamd,0.918226,0.081774
3712684_21015_1_0.png,a_noamd,a_noamd,0.830582,0.169418
3713635_21015_0_0.png,a_noamd,b_amd,0.276582,0.723418
3714286_21015_1_0.png,a_noamd,a_noamd,0.919310,0.080690
3735116_21015_1_0.png,a_noamd,a_noamd,0.914715,0.085285
3739249_21016_0_0.png,a_noamd,a_noamd,0.847252,0.152748
3747207_21015_0_0.png,a_noamd,a_noamd,0.791984,0.208016
3750130_21016_0_0.png,a_noamd,a_noamd,0.916366,0.083634
3757353_21016_1_0.png,a_noamd,a_noamd,0.930678,0.069322
3758086_21016_0_0.png,a_noamd,a_noamd,0.873433,0.126567
3759184_21015_1_0.png,a_noamd,a_noamd,0.798576,0.201424
3782601_21016_0_0.png,a_noamd,a_noamd,0.908861,0.091139
3788232_21016_0_0.png,a_noamd,a_noamd,0.894547,0.105453
3819338_21015_0_0.png,a_noamd,a_noamd,0.911746,0.088254
3821541_21015_0_0.png,a_noamd,a_noamd,0.931138,0.068862
3837166_21015_1_0.png,a_noamd,a_noamd,0.836975,0.163026
3854320_21015_0_0.png,a_noamd,b_amd,0.235492,0.764508
3866437_21015_0_0.png,a_noamd,a_noamd,0.926319,0.073681
3867969_21016_0_0.png,a_noamd,a_noamd,0.904788,0.095212
3880793_21015_1_0.png,a_noamd,a_noamd,0.937347,0.062653
3883826_21015_0_0.png,a_noamd,a_noamd,0.935290,0.064710
3889732_21016_0_0.png,a_noamd,a_noamd,0.821577,0.178423
3896214_21016_0_0.png,a_noamd,a_noamd,0.879004,0.120996
3908934_21016_1_0.png,a_noamd,a_noamd,0.751116,0.248884
3910674_21015_0_0.png,a_noamd,a_noamd,0.740493,0.259507
3919658_21015_0_0.png,a_noamd,a_noamd,0.907434,0.092566
3923587_21015_1_0.png,a_noamd,b_amd,0.357556,0.642444
3926725_21016_0_0.png,a_noamd,a_noamd,0.888313,0.111687
3935681_21016_0_0.png,a_noamd,a_noamd,0.907307,0.092693
3945714_21015_0_0.png,a_noamd,a_noamd,0.780309,0.219691
3951801_21016_1_0.png,a_noamd,b_amd,0.266163,0.733837
3960725_21016_0_0.png,a_noamd,a_noamd,0.895804,0.104196
3977319_21015_0_0.png,a_noamd,a_noamd,0.874451,0.125549
3978228_21016_0_0.png,a_noamd,a_noamd,0.884178,0.115822
3986061_21015_0_0.png,a_noamd,a_noamd,0.830186,0.169814
3989606_21016_0_0.png,a_noamd,a_noamd,0.504021,0.495979
3995966_21015_1_0.png,a_noamd,a_noamd,0.929638,0.070362
4000600_21016_1_0.png,a_noamd,a_noamd,0.936107,0.063893
4008587_21016_0_0.png,a_noamd,a_noamd,0.568498,0.431502
4019648_21016_1_0.png,a_noamd,a_noamd,0.873235,0.126765
4024308_21016_0_0.png,a_noamd,a_noamd,0.898853,0.101147
4043443_21016_0_0.png,a_noamd,a_noamd,0.927182,0.072818
4047283_21016_0_0.png,a_noamd,a_noamd,0.664016,0.335984
4084652_21016_1_0.png,a_noamd,a_noamd,0.908358,0.091642
4109978_21016_0_0.png,a_noamd,b_amd,0.499556,0.500444
4146349_21016_1_0.png,a_noamd,a_noamd,0.810479,0.189521
4158297_21016_1_0.png,a_noamd,a_noamd,0.709015,0.290985
4197728_21015_0_0.png,a_noamd,a_noamd,0.922228,0.077772
4199140_21015_1_0.png,a_noamd,a_noamd,0.930028,0.069972
4204893_21015_0_0.png,a_noamd,a_noamd,0.899865,0.100135
4206869_21015_1_0.png,a_noamd,a_noamd,0.911559,0.088441
4218219_21016_1_0.png,a_noamd,a_noamd,0.845548,0.154452
4221430_21015_0_0.png,a_noamd,a_noamd,0.890730,0.109270
4222894_21016_1_0.png,a_noamd,a_noamd,0.817054,0.182946
4228877_21015_0_0.png,a_noamd,a_noamd,0.935944,0.064056
4229042_21016_0_0.png,a_noamd,a_noamd,0.599895,0.400105
4244571_21015_0_0.png,a_noamd,a_noamd,0.625286,0.374714
4248477_21016_0_0.png,a_noamd,a_noamd,0.825643,0.174357
4249088_21015_0_0.png,a_noamd,a_noamd,0.866120,0.133880
4253334_21015_1_0.png,a_noamd,a_noamd,0.927696,0.072304
4262947_21016_0_0.png,a_noamd,a_noamd,0.883559,0.116441
4266504_21016_0_0.png,a_noamd,a_noamd,0.766372,0.233628
4274657_21015_0_0.png,a_noamd,a_noamd,0.590646,0.409354
4308105_21015_1_0.png,a_noamd,b_amd,0.411679,0.588321
4311696_21015_0_0.png,a_noamd,a_noamd,0.905105,0.094895
4314171_21016_0_1.png,a_noamd,a_noamd,0.800529,0.199471
4314661_21015_0_0.png,a_noamd,a_noamd,0.858548,0.141452
4314661_21016_0_0.png,a_noamd,a_noamd,0.845420,0.154580
4329106_21015_1_0.png,a_noamd,a_noamd,0.850142,0.149858
4330232_21016_0_0.png,a_noamd,a_noamd,0.919492,0.080508
4333302_21015_0_0.png,a_noamd,a_noamd,0.848033,0.151967
4367958_21016_0_0.png,a_noamd,a_noamd,0.905785,0.094215
4381568_21016_0_0.png,a_noamd,a_noamd,0.846133,0.153867
4445145_21016_0_0.png,a_noamd,a_noamd,0.764123,0.235877
4466913_21015_0_0.png,a_noamd,a_noamd,0.908836,0.091164
4488801_21015_0_0.png,a_noamd,a_noamd,0.623565,0.376435
4493037_21015_0_0.png,a_noamd,a_noamd,0.866012,0.133988
4504638_21015_1_0.png,a_noamd,a_noamd,0.806755,0.193245
4505028_21016_0_0.png,a_noamd,a_noamd,0.889103,0.110897
4535894_21016_0_0.png,a_noamd,a_noamd,0.873112,0.126888
4538214_21015_0_0.png,a_noamd,b_amd,0.188861,0.811139
4546863_21015_1_0.png,a_noamd,a_noamd,0.903016,0.096984
4549528_21016_0_0.png,a_noamd,a_noamd,0.869815,0.130185
4554312_21015_0_0.png,a_noamd,a_noamd,0.851902,0.148098
4557956_21015_0_0.png,a_noamd,b_amd,0.441317,0.558683
4559426_21016_0_0.png,a_noamd,a_noamd,0.906338,0.093662
4568055_21015_0_0.png,a_noamd,a_noamd,0.927751,0.072249
4569390_21016_0_0.png,a_noamd,a_noamd,0.903938,0.096062
4570807_21015_0_0.png,a_noamd,b_amd,0.485710,0.514290
4587312_21016_0_0.png,a_noamd,a_noamd,0.911095,0.088905
4618199_21016_0_0.png,a_noamd,a_noamd,0.883435,0.116565
4637907_21015_0_0.png,a_noamd,a_noamd,0.769938,0.230062
4689650_21015_0_0.png,a_noamd,a_noamd,0.921889,0.078111
4720552_21015_1_0.png,a_noamd,a_noamd,0.669595,0.330405
4723952_21016_0_0.png,a_noamd,a_noamd,0.544570,0.455430
4724275_21015_0_0.png,a_noamd,a_noamd,0.935521,0.064479
4731434_21015_0_0.png,a_noamd,a_noamd,0.816601,0.183399
4732402_21015_0_0.png,a_noamd,a_noamd,0.674536,0.325464
4743789_21016_0_1.png,a_noamd,a_noamd,0.904714,0.095286
4758325_21015_0_0.png,a_noamd,a_noamd,0.903720,0.096280
4781206_21015_1_0.png,a_noamd,a_noamd,0.795451,0.204550
4798553_21015_1_0.png,a_noamd,a_noamd,0.783107,0.216893
4801757_21016_0_0.png,a_noamd,a_noamd,0.738977,0.261023
4805734_21015_0_0.png,a_noamd,a_noamd,0.894733,0.105267
4821429_21016_0_0.png,a_noamd,a_noamd,0.900728,0.099272
4830531_21016_1_0.png,a_noamd,a_noamd,0.916909,0.083091
4832152_21016_0_0.png,a_noamd,b_amd,0.284541,0.715459
4832509_21015_0_0.png,a_noamd,a_noamd,0.814112,0.185888
4837809_21016_0_0.png,a_noamd,a_noamd,0.691818,0.308182
4840037_21015_0_0.png,a_noamd,a_noamd,0.933103,0.066897
4849729_21016_1_0.png,a_noamd,a_noamd,0.854174,0.145826
4863770_21015_0_0.png,a_noamd,a_noamd,0.928127,0.071873
4870598_21015_1_0.png,a_noamd,a_noamd,0.827498,0.172502
4893635_21015_0_0.png,a_noamd,a_noamd,0.923447,0.076553
4904993_21015_0_0.png,a_noamd,a_noamd,0.908088,0.091912
4917842_21016_0_0.png,a_noamd,a_noamd,0.895560,0.104440
4932133_21015_1_0.png,a_noamd,a_noamd,0.781436,0.218564
4935738_21016_0_0.png,a_noamd,a_noamd,0.878141,0.121859
4938364_21015_0_0.png,a_noamd,a_noamd,0.845241,0.154759
4948455_21015_0_0.png,a_noamd,a_noamd,0.928528,0.071472
4958616_21016_1_0.png,a_noamd,a_noamd,0.914331,0.085669
4968829_21015_0_0.png,a_noamd,a_noamd,0.922353,0.077647
4969707_21016_0_0.png,a_noamd,b_amd,0.230298,0.769702
4974108_21015_1_0.png,a_noamd,a_noamd,0.927626,0.072374
4986281_21016_1_0.png,a_noamd,a_noamd,0.903273,0.096727
4992162_21015_1_0.png,a_noamd,a_noamd,0.882460,0.117540
5045384_21016_0_0.png,a_noamd,a_noamd,0.901334,0.098666
5060389_21015_0_0.png,a_noamd,a_noamd,0.655779,0.344221
5080584_21015_0_0.png,a_noamd,a_noamd,0.859882,0.140118
5092374_21015_1_0.png,a_noamd,a_noamd,0.929476,0.070524
5097977_21016_0_0.png,a_noamd,a_noamd,0.899930,0.100070
5146391_21015_0_0.png,a_noamd,a_noamd,0.560415,0.439585
5158731_21016_0_0.png,a_noamd,a_noamd,0.927262,0.072738
5169194_21016_0_0.png,a_noamd,a_noamd,0.818214,0.181786
5170070_21015_0_0.png,a_noamd,a_noamd,0.938864,0.061136
5183538_21016_1_0.png,a_noamd,a_noamd,0.892747,0.107253
5199888_21015_0_0.png,a_noamd,a_noamd,0.552530,0.447470
5203939_21015_1_0.png,a_noamd,a_noamd,0.792750,0.207250
5225003_21016_0_0.png,a_noamd,a_noamd,0.721789,0.278211
5228382_21015_0_0.png,a_noamd,a_noamd,0.906525,0.093475
5242771_21016_0_0.png,a_noamd,b_amd,0.251776,0.748224
5253450_21015_0_0.png,a_noamd,a_noamd,0.910634,0.089366
5262483_21016_0_0.png,a_noamd,a_noamd,0.883706,0.116294
5282139_21015_0_0.png,a_noamd,a_noamd,0.899741,0.100259
5294080_21015_0_0.png,a_noamd,a_noamd,0.891116,0.108884
5299948_21015_1_0.png,a_noamd,a_noamd,0.848475,0.151525
5304839_21015_0_0.png,a_noamd,a_noamd,0.910511,0.089489
5316967_21015_0_0.png,a_noamd,a_noamd,0.915457,0.084543
5327176_21016_0_0.png,a_noamd,a_noamd,0.881330,0.118670
5332398_21016_0_0.png,a_noamd,a_noamd,0.892995,0.107005
5337066_21015_1_0.png,a_noamd,b_amd,0.388459,0.611541
5339536_21015_0_0.png,a_noamd,a_noamd,0.798279,0.201721
5346101_21015_0_0.png,a_noamd,a_noamd,0.854141,0.145859
5367610_21016_1_0.png,a_noamd,a_noamd,0.829535,0.170465
5373136_21015_0_0.png,a_noamd,a_noamd,0.867515,0.132485
5376386_21015_1_0.png,a_noamd,a_noamd,0.910368,0.089632
5403145_21016_1_0.png,a_noamd,a_noamd,0.859180,0.140820
5436740_21015_0_0.png,a_noamd,a_noamd,0.881360,0.118640
