image,prediction,score_anodr,score_bmilddr,score_cmoderatedr,score_dseveredr,score_eproliferativedr
103f97a2ab15.png,anodr,0.91150343,0.028650973,0.019569883,0.019555584,0.020720081
10a5026eb8e6.png,anodr,0.9187788,0.022254542,0.01888445,0.019875744,0.020206502
10de500cf0c5.png,anodr,0.91532314,0.022973884,0.019354872,0.020941412,0.021406716
10f10fd30718.png,anodr,0.9177587,0.0216456,0.019636096,0.020501109,0.02045858
12058bbb8299.png,anodr,0.91688377,0.023510866,0.01908449,0.020083442,0.02043743
12bc439d373a.png,anodr,0.91673887,0.023116669,0.020099701,0.02019224,0.01985247
12ef75375322.png,anodr,0.9173578,0.019059077,0.019641547,0.021997403,0.02194425
143db89c11c8.png,anodr,0.91513693,0.02366248,0.02010479,0.021163965,0.019931814
15b21c80cc31.png,anodr,0.91777563,0.021173386,0.02048223,0.021111058,0.019457625
15e24b73d4a7.png,anodr,0.91233575,0.028185537,0.020484693,0.02070667,0.018287234
1633f8291a80.png,anodr,0.91444147,0.023259245,0.021715809,0.020437658,0.020145759
165634a6167e.png,anodr,0.9165147,0.020382032,0.021869335,0.020777624,0.020456348
178412895d5e.png,anodr,0.92144644,0.01794312,0.021975914,0.018080793,0.020553794
186c1835eec5.png,anodr,0.9190017,0.021057243,0.018287078,0.021100925,0.020552982
18b7e34eab8f.png,anodr,0.91276383,0.025280867,0.019931601,0.021652497,0.020371273
18b99159a14f.png,anodr,0.9140269,0.023835955,0.020583196,0.021359887,0.02019409
18ce0cdc473d.png,anodr,0.9253033,0.019869452,0.01729826,0.018978735,0.018550321
1a0dbc6c0cda.png,anodr,0.9071014,0.029282777,0.025149096,0.019502247,0.018964501
1a1e974a7dbf.png,anodr,0.91198045,0.025964687,0.021781031,0.020472195,0.01980165
1c47815f4a6b.png,anodr,0.9101217,0.031203441,0.019785084,0.018440126,0.020449687
1ca62b3e4fd3.png,anodr,0.916554,0.024021296,0.019504981,0.019257007,0.020662738
1d0b93317aa8.png,anodr,0.9187437,0.020592023,0.019252488,0.021620244,0.019791482
1d3e9b939732.png,anodr,0.90917176,0.026989728,0.02361986,0.020631667,0.019587014
1d74c4713e21.png,anodr,0.9177797,0.021761062,0.019826999,0.020837335,0.01979498
1db0393cdbc1.png,anodr,0.9195573,0.022738608,0.018532658,0.019668207,0.019503172
1df1530b9b8d.png,anodr,0.9140808,0.02721305,0.019004012,0.019829853,0.019872325
1e742358e0b9.png,anodr,0.9198842,0.02481321,0.01761754,0.017747438,0.019937554
1e7ccd4a1c87.png,anodr,0.9228869,0.02074904,0.020187546,0.017812103,0.018364444
1ec95179cdfe.png,anodr,0.9115063,0.023432339,0.021410504,0.021673756,0.021977106
1f31701dd61b.png,anodr,0.9171716,0.020033143,0.02218879,0.021646468,0.018960107
1f5496352859.png,anodr,0.91919816,0.02054803,0.02196156,0.019845115,0.018447125
218c822a3dd9.png,anodr,0.9268319,0.017821966,0.015610626,0.0195382,0.020197365
224c14366e11.png,anodr,0.91406995,0.023500765,0.019982688,0.02170363,0.020743072
226c6ceb9185.png,anodr,0.9163221,0.02403952,0.019159218,0.020553058,0.019926116
237aa50edc34.png,anodr,0.9185814,0.021588642,0.019090148,0.020814674,0.019925043
248dec89b3a2.png,anodr,0.9155467,0.023958609,0.020366205,0.020172559,0.019955864
253e96488cfb.png,bmilddr,0.024157634,0.96535116,0.0022326908,0.003542444,0.0047160024
2682e6da9050.png,anodr,0.9165877,0.02240281,0.019063152,0.021421876,0.020524453
27933cdbe0cc.png,anodr,0.915953,0.023342675,0.020513097,0.020266194,0.019924961
283c3aeba594.png,anodr,0.91515386,0.02273417,0.020201249,0.020854205,0.021056475
28503940d10b.png,anodr,0.9120816,0.022701431,0.023990225,0.020759854,0.020466823
28f73575e1f2.png,anodr,0.91566294,0.024068847,0.020287575,0.02013887,0.019841826
2923971566fe.png,anodr,0.56042916,0.3715884,0.009849129,0.028778214,0.029355092
2927665214e1.png,anodr,0.90751934,0.029104913,0.023499778,0.020654729,0.01922113
29a13e666266.png,anodr,0.9197439,0.021227073,0.019736893,0.020414324,0.018877884
2a4520f1f9a3.png,anodr,0.9185709,0.022733383,0.019403676,0.020298984,0.018993085
2b4c7b5f1f1e.png,anodr,0.9117748,0.030614978,0.025317213,0.015557832,0.016735207
2b5bb6d33959.png,anodr,0.9159912,0.022355672,0.020579781,0.021493845,0.019579496
2bb3c492d6d3.png,anodr,0.9091277,0.023550436,0.02633334,0.017725954,0.023262616
2c8101f14723.png,anodr,0.915725,0.02238143,0.019825257,0.02121992,0.020848414
2c827005b8f8.png,anodr,0.9177105,0.022363832,0.01874683,0.021078138,0.020100784
2cacdb0dffae.png,anodr,0.9193879,0.023594454,0.019560406,0.019323882,0.018133331
2cdcc910778d.png,anodr,0.91726923,0.022444226,0.021459337,0.019834956,0.018992294
2d04cead4d3a.png,anodr,0.91627836,0.02376814,0.019085176,0.020049654,0.020818729
2d07162a13b1.png,cmoderatedr,0.035149887,0.11273878,0.82796836,0.007026206,0.017116757
2db0cd3e30da.png,anodr,0.9179477,0.018082792,0.023098437,0.021596843,0.019274151
2dc647e00ad3.png,anodr,0.9173097,0.02031456,0.02093357,0.02095955,0.020482678
2dd28ac497d2.png,anodr,0.9141531,0.031595774,0.016583463,0.019115256,0.01855243
2ef10194e80d.png,anodr,0.91447777,0.022063963,0.021246942,0.020488909,0.021722388
2ef4a04aed1b.png,anodr,0.92070544,0.021928666,0.019127337,0.01943868,0.01879992
2ef955d6d9ff.png,anodr,0.9151998,0.022506796,0.018766532,0.021137835,0.022389058
2f143453bb71.png,anodr,0.9144702,0.02456245,0.018207105,0.02069457,0.022065746
2f7fbdcc9a4b.png,anodr,0.9173503,0.022404857,0.022415437,0.019425148,0.018404247
2fefb720869a.png,anodr,0.9154606,0.023521649,0.020536726,0.020020954,0.020460129
3286073a976e.png,anodr,0.9176356,0.022557516,0.021702992,0.019606287,0.01849759
331121c65e88.png,anodr,0.91807306,0.0216956,0.02023954,0.020336919,0.019654877
33b91def2035.png,anodr,0.9146401,0.022807993,0.021160565,0.02074216,0.020649107
33b978734eab.png,anodr,0.9178765,0.021557009,0.020448387,0.021694362,0.018423684
345b1f0abbba.png,anodr,0.92002696,0.021045556,0.018377004,0.020877361,0.019673107
348598d01e18.png,anodr,0.9111391,0.0321374,0.01979375,0.019750139,0.017179657
35362d43e753.png,anodr,0.91671884,0.021660617,0.019842878,0.020425795,0.021351825
35ac70c0d08f.png,anodr,0.91616267,0.0239195,0.019637838,0.020909024,0.019370943
35df2bc6ae95.png,anodr,0.9161949,0.024355482,0.019639015,0.020187143,0.01962346
360832d84ce0.png,anodr,0.9100517,0.024751179,0.021662964,0.020686375,0.022847816
37c523296d42.png,anodr,0.91336536,0.028347515,0.018391613,0.02031421,0.019581312
387138ddf43d.png,anodr,0.914543,0.02577401,0.018164586,0.020891232,0.020627173
389552047476.png,anodr,0.9217335,0.022269802,0.018756142,0.020927118,0.016313406
393fa5a023a5.png,anodr,0.91536826,0.023226123,0.020794481,0.0202101,0.020400926
3a4cfea0a766.png,anodr,0.9209347,0.020708457,0.019680195,0.019169865,0.019506704
3b2b91590590.png,anodr,0.9228979,0.021767354,0.018450698,0.019272989,0.017611131
3bf2deaa5ef0.png,anodr,0.9123324,0.024648866,0.0212718,0.02139238,0.020354567
3bf3085ac167.png,anodr,0.9207311,0.02162746,0.018059086,0.019990949,0.019591501
3c42512c81e0.png,anodr,0.9210456,0.02218323,0.018111218,0.019659374,0.019000566
3ce2f8a77a32.png,anodr,0.91569096,0.022630377,0.02070766,0.020557664,0.020413376
3f0d3629d69e.png,anodr,0.9196519,0.021431992,0.020745454,0.019085402,0.019085165
3f44d749cd0b.png,anodr,0.9065112,0.032700535,0.021246761,0.020051202,0.019490318
3f6c627e2ff2.png,anodr,0.9125693,0.022992399,0.023682974,0.020658756,0.020096572
3fd45879afe6.png,anodr,0.91648656,0.021871876,0.020170605,0.020246074,0.021224802
401fdfd0db07.png,anodr,0.91251886,0.025008883,0.022503208,0.019995656,0.019973349
41345cec5957.png,anodr,0.91541564,0.023737717,0.020982236,0.020842528,0.019021833
415d5c5e785f.png,anodr,0.9175649,0.02192845,0.019568916,0.020682845,0.020254819
41ab357d103f.png,anodr,0.91888344,0.023124598,0.018983841,0.01969962,0.019308476
4276b82e4489.png,anodr,0.9136427,0.022818519,0.020948097,0.02104126,0.021549389
42b9c1977681.png,anodr,0.9152849,0.025244871,0.019082716,0.020999005,0.019388447
42c65af5ab16.png,anodr,0.9103584,0.024352925,0.019933762,0.024772802,0.020582039
436e7a7af761.png,anodr,0.9129938,0.02318602,0.021082269,0.020341624,0.022396322
43823561c3f0.png,anodr,0.92025554,0.021399423,0.020851055,0.019038271,0.01845562
43bc7c066dfb.png,anodr,0.9147992,0.022593403,0.020435775,0.021839015,0.020332597
445a8a6da55c.png,anodr,0.90973693,0.031551026,0.019742208,0.02065344,0.018316442
44a4d04162cc.png,anodr,0.9104547,0.02583626,0.021923399,0.021352366,0.02043335
44a86263117b.png,anodr,0.9164164,0.022232352,0.021908747,0.020198312,0.019244254
4554062fa836.png,anodr,0.9106456,0.02462414,0.020771125,0.02085206,0.023107035
475300735b7f.png,anodr,0.9152073,0.027249917,0.020166297,0.018686509,0.018690001
478fc46eaa49.png,anodr,0.91445893,0.024018992,0.020375242,0.020573728,0.02057313
4826d10030b3.png,anodr,0.91434115,0.020590734,0.021722289,0.021390533,0.021955403
4a05f81b3aba.png,anodr,0.91148365,0.02289414,0.020702679,0.024911247,0.020008236
4a4cb731f91a.png,anodr,0.9116097,0.023962384,0.021462405,0.02231262,0.02065295
4a589edaea60.png,anodr,0.9064349,0.03450073,0.024289504,0.020435309,0.014339584
4ad8d3ec8789.png,anodr,0.9057643,0.024917439,0.02778312,0.019272394,0.02226283
4d1e7def7624.png,anodr,0.9132103,0.024489984,0.02554102,0.017475074,0.019283544
4dd4a4bf2421.png,anodr,0.919905,0.022171644,0.017830154,0.020421678,0.019671548
4e1e252317b5.png,anodr,0.90816,0.033685293,0.023932282,0.016574347,0.017648071
4fd5ec0dca09.png,anodr,0.9151504,0.022660851,0.0206873,0.020134062,0.021367459
500aad15b7c8.png,anodr,0.91546786,0.02379585,0.022135079,0.01983315,0.018768072
501c319f7a9f.png,anodr,0.9154826,0.023943122,0.018808082,0.021087507,0.0206787
504a69096fcb.png,anodr,0.914651,0.025591604,0.020121804,0.020562306,0.019073255
5069feccd866.png,anodr,0.9116821,0.023402516,0.023322932,0.02190554,0.019686926
50915e2329a1.png,anodr,0.91268474,0.023719454,0.022712335,0.020931633,0.019951815
50916d67bb51.png,anodr,0.9139949,0.024102436,0.02026164,0.020982841,0.020658033
50d8249f7bc9.png,anodr,0.92059046,0.02046737,0.019673409,0.019947788,0.019321037
50ddd7d976df.png,anodr,0.9192338,0.022736646,0.01897099,0.01997235,0.01908615
521b5377a727.png,anodr,0.92262876,0.021671725,0.019212274,0.019539706,0.016947607
5257cb536da2.png,anodr,0.9081114,0.034220494,0.019491734,0.019670663,0.018505853
5299a532f0e0.png,anodr,0.9139154,0.022670519,0.021708447,0.020789219,0.020916443
52edbe29d655.png,anodr,0.9141328,0.023953293,0.021876195,0.019594247,0.020443453
5321ab64f9ea.png,anodr,0.91970974,0.023626767,0.019980274,0.01912889,0.01755434
53c874dbc594.png,anodr,0.9090133,0.025397822,0.022670195,0.022025084,0.02089365
54038e56131d.png,anodr,0.92037934,0.023452662,0.01817258,0.019407662,0.018587777
54f57cf26126.png,anodr,0.9193603,0.021573678,0.01898312,0.02026056,0.01982232
5511f114e7ee.png,anodr,0.920407,0.020723226,0.01809336,0.020460218,0.02031616
555d0bef3c5b.png,anodr,0.92179215,0.019801958,0.018056687,0.020717487,0.019631684
55f7f018c61c.png,anodr,0.92218137,0.016950272,0.018945659,0.021205276,0.020717422
568455854a11.png,anodr,0.91543454,0.022048641,0.020750327,0.02037209,0.021394547
586f5c56081e.png,anodr,0.9144315,0.025005562,0.019599315,0.020935638,0.020027943
58a9e0d7f7af.png,anodr,0.9183009,0.023929907,0.01996868,0.019343922,0.018456688
58eb3809f456.png,anodr,0.913024,0.02381569,0.021793466,0.023213325,0.018153597
58f07741ee3b.png,anodr,0.91779274,0.022664266,0.019594062,0.02035684,0.019592162
59928f999ae7.png,anodr,0.91690874,0.02086655,0.019492002,0.021619275,0.021113452
5995321563b7.png,anodr,0.9191095,0.0208669,0.019490406,0.021318808,0.019214353
59bd19c1c5bb.png,anodr,0.91727024,0.023992427,0.018884711,0.021000998,0.018851709
5a27b9b2a9c1.png,anodr,0.91940266,0.020989629,0.019840177,0.020273052,0.019494511
5b1c4cefeb24.png,anodr,0.9126942,0.024609612,0.021213034,0.02072836,0.020754764
5b994ff78547.png,anodr,0.91616255,0.023863321,0.019500943,0.020422217,0.020051045
5ba156a35ff2.png,anodr,0.91465235,0.025651688,0.019262113,0.020596446,0.019837422
5baed382f062.png,anodr,0.9059131,0.036219474,0.020866813,0.01785441,0.01914621
5c85d22bd0de.png,anodr,0.90242046,0.040575095,0.021803085,0.018718837,0.016482655
5ca73d28f17f.png,anodr,0.91573584,0.022376841,0.020531334,0.021546766,0.019809114
5cbe88914a72.png,anodr,0.9121083,0.02551488,0.021425042,0.02097572,0.019976068
5d4e5fd34d91.png,anodr,0.909242,0.025672989,0.022045877,0.021839509,0.021199644
5de4615a5161.png,anodr,0.91628635,0.022858253,0.019476654,0.021399142,0.019979587
5e505e25cd3e.png,anodr,0.9192256,0.019980878,0.021598134,0.019284256,0.019911144
5e97cb2b0888.png,anodr,0.910485,0.027857823,0.019659782,0.020252386,0.021744952
5f6db235c04d.png,anodr,0.915596,0.021007096,0.020624451,0.021278176,0.021494275
609be3ca5ddf.png,anodr,0.9169486,0.026829535,0.018198885,0.019955743,0.01806719
60aa4e649abf.png,anodr,0.91872793,0.022983754,0.019676749,0.018325567,0.020286048
6180920bc224.png,anodr,0.9104373,0.023927595,0.025393883,0.022633234,0.017607996
61a62b1dcc36.png,anodr,0.9120717,0.023271905,0.022978887,0.022324478,0.019353032
61da799bf0aa.png,anodr,0.8139362,0.113131054,0.027787084,0.03439825,0.010747436
628b581aa905.png,anodr,0.9190914,0.022412108,0.02013659,0.018902574,0.0194573
6294b378d09f.png,anodr,0.9115087,0.025276106,0.022333741,0.020352425,0.020529095
633fe9dbaf39.png,anodr,0.9228278,0.020372797,0.017850438,0.019470269,0.019478746
63b71347e95d.png,anodr,0.9187518,0.021791479,0.020628702,0.019877931,0.018950097
63e041a757eb.png,anodr,0.91943765,0.021183114,0.020403713,0.019096402,0.019879181
6504b703c429.png,anodr,0.91012317,0.026515827,0.021366205,0.020736512,0.021258349
65a3b13ad9a0.png,bmilddr,0.023223225,0.9417723,0.012660899,0.012665959,0.009677605
65a7fe9482fe.png,anodr,0.91805357,0.022942163,0.02005945,0.018924765,0.020020079
65dda202653d.png,anodr,0.92081684,0.025256362,0.016854824,0.018403439,0.0186686
66393d8c60ba.png,anodr,0.90941274,0.0315563,0.019681662,0.020813713,0.018535465
66b88a4bc474.png,anodr,0.912797,0.023760464,0.021328745,0.0218764,0.020237438
68ddb15a74de.png,anodr,0.91480726,0.025642602,0.0189944,0.0204534,0.020102276
69b3a00927fc.png,anodr,0.91088474,0.02964299,0.020360531,0.018714052,0.020397803
69c4cbb630de.png,anodr,0.9128385,0.023937453,0.021179501,0.020535223,0.021509388
6a2642131e4a.png,anodr,0.91500753,0.025516586,0.022595143,0.019133393,0.01774735
6a57a3db3eff.png,anodr,0.9185682,0.023622569,0.019684607,0.019903798,0.018220887
6a905a7202d2.png,anodr,0.91744804,0.023895185,0.01789726,0.020146519,0.020612976
6b30767595d8.png,anodr,0.92400956,0.018675806,0.020779746,0.018653264,0.017881602
6b66b0e86f7e.png,anodr,0.9174374,0.021986097,0.018882925,0.021097416,0.02059627
6bf2a81a5d91.png,anodr,0.91229546,0.023922704,0.021520315,0.02058148,0.021680105
6c6505a0c637.png,anodr,0.9144978,0.023531241,0.02152853,0.021211332,0.019231075
6d4f6c9a8406.png,anodr,0.9202085,0.023545938,0.01936348,0.019410571,0.01747152
6d5a8362dd1e.png,anodr,0.9027458,0.027265644,0.027116293,0.0152641935,0.02760819
6d9effbcde78.png,anodr,0.9154783,0.02354491,0.02100092,0.020284258,0.01969161
6dc0281f11e3.png,anodr,0.9119093,0.027419413,0.020229392,0.02022224,0.020219656
6df8b7b6e837.png,anodr,0.9130425,0.027626796,0.018745271,0.019308887,0.021276498
6e0f78e188ff.png,anodr,0.918913,0.02122439,0.020679768,0.019182352,0.020000445
6e1db8711879.png,anodr,0.9195383,0.021836523,0.017790373,0.020216227,0.020618454
6fbaaf8eb67a.png,anodr,0.9132417,0.027426567,0.021205159,0.020268157,0.017858459
7131bf4c9e6f.png,anodr,0.89240783,0.05051851,0.022016723,0.018764142,0.016292714
726dff37edc0.png,anodr,0.91554594,0.023868242,0.019726153,0.019867783,0.020991914
735836b1ffa6.png,cmoderatedr,0.29906186,0.31879383,0.34262946,0.028087687,0.011427179
737ef6226677.png,anodr,0.909376,0.026491249,0.023772608,0.018899495,0.02146068
73d40ce06a67.png,anodr,0.9149302,0.024531102,0.0201975,0.02051246,0.019828858
73ef3c3dcbe4.png,anodr,0.923664,0.021342576,0.0182667,0.01787374,0.018853059
74211a2b6dcf.png,anodr,0.9168489,0.021326017,0.022335527,0.018715339,0.020774292
74898f372d2b.png,anodr,0.91666836,0.021969832,0.020564148,0.019618062,0.021179648
757e39293591.png,anodr,0.9182812,0.023054535,0.01909625,0.020604903,0.018963045
75a071608ea6.png,anodr,0.9168116,0.024997061,0.018775592,0.020724038,0.018691756
76516f828d88.png,anodr,0.9179882,0.020610211,0.020960389,0.021078035,0.019363144
76bc31e0d3be.png,anodr,0.9137874,0.022590151,0.02143191,0.022002973,0.020187482
76cab26493f1.png,anodr,0.91739357,0.026143134,0.018575083,0.0205727,0.017315453
76cb010f7aa0.png,anodr,0.9153187,0.02210756,0.01931037,0.021242367,0.022021089
780f9c237c56.png,anodr,0.91522115,0.024329625,0.02271133,0.01974742,0.017990487
7831ce1d895e.png,anodr,0.9089153,0.02520233,0.0240489,0.022192808,0.019640706
789f0ec1eab8.png,anodr,0.91533864,0.025685128,0.018515628,0.020456538,0.020004084
79ade634c633.png,anodr,0.91836554,0.021682017,0.01983468,0.020217322,0.019900411
7a06ea127e02.png,anodr,0.9189843,0.023275472,0.019515438,0.019244779,0.018980166
7a12f49e29df.png,anodr,0.9198204,0.02505496,0.016120505,0.018281087,0.020723097
7a9f45fdf29b.png,anodr,0.9169128,0.024094375,0.019319506,0.020928508,0.01874486
7aabd768abff.png,anodr,0.9215172,0.02282615,0.01724169,0.019299421,0.01911545
7ad0c4975890.png,bmilddr,0.30575445,0.6186657,0.010026527,0.035332132,0.030221244
7af4d8704032.png,anodr,0.91628766,0.022409208,0.019919775,0.021873781,0.01950966
7b691d9ced34.png,anodr,0.9215978,0.022248967,0.018613223,0.019280614,0.018259509
7b9d519cbd66.png,anodr,0.9196869,0.021466654,0.018672977,0.019406188,0.020767245
7ba6b23c4b46.png,anodr,0.9208063,0.02237357,0.019464493,0.019676449,0.017679099
7bc00e58d419.png,anodr,0.91850805,0.021822575,0.019505538,0.02047408,0.019689828
7da558d92100.png,anodr,0.9160676,0.02159155,0.020804722,0.02155056,0.01998546
7ec0e61a7e29.png,anodr,0.916053,0.022010878,0.019598976,0.021253038,0.021084234
7f1f3269f546.png,anodr,0.9200216,0.023572482,0.017296553,0.019142775,0.019966565
7fc3a8bb40de.png,anodr,0.9171093,0.024784643,0.018208299,0.020525001,0.019372748
7fe7309d0b4f.png,anodr,0.9150553,0.027056668,0.019907294,0.020059297,0.01792149
810ed108f5b7.png,anodr,0.9172887,0.021852309,0.0211651,0.020767406,0.018926542
81914ceb4e74.png,anodr,0.91700613,0.026543817,0.018701613,0.019180503,0.018567935
8329e80c10ac.png,anodr,0.9086085,0.032859676,0.020829022,0.01999002,0.017712833
837acf120946.png,anodr,0.9261475,0.013123274,0.03398953,0.010812819,0.015926907
83a63c4a3e4a.png,anodr,0.9138866,0.024477335,0.020283477,0.021564597,0.019788023
83d81ba5959c.png,anodr,0.91871446,0.019981988,0.019434216,0.020613976,0.021255417
83fda7c0500b.png,anodr,0.9245554,0.01951789,0.01819736,0.018928709,0.018800598
840a06a9c690.png,anodr,0.91301686,0.025692109,0.020241993,0.020846413,0.020202704
847b04287c9c.png,anodr,0.91952837,0.026204769,0.017224992,0.01859536,0.018446568
84b88e8d3bca.png,anodr,0.9103315,0.0249224,0.02254661,0.021805689,0.020393865
851e40a21f81.png,anodr,0.92170525,0.019891089,0.020694055,0.018515807,0.019193824
8650d32f4a9e.png,anodr,0.9103308,0.026713759,0.020992264,0.02087086,0.02109228
8693ab1fd2be.png,anodr,0.9094444,0.026186902,0.020806836,0.022562834,0.020998996
875d2ffcbf47.png,anodr,0.91427004,0.024959976,0.019466419,0.021353764,0.019949762
876deb29f000.png,anodr,0.90981984,0.024630409,0.022242738,0.022529019,0.020778053
87b671c6d4c5.png,anodr,0.9205922,0.022934366,0.019785753,0.018970363,0.017717399
883c6a184f16.png,anodr,0.91960233,0.022751791,0.019468185,0.018976126,0.01920154
883ddb650967.png,anodr,0.9141529,0.027510613,0.021161063,0.01917213,0.01800326
88e5051f65bd.png,anodr,0.9135318,0.024411388,0.019895185,0.020644637,0.021516925
8af50c9d0a86.png,anodr,0.91687334,0.024047831,0.019045671,0.01965927,0.020373842
8b079e79035f.png,anodr,0.9205681,0.018603347,0.021830576,0.019236013,0.01976198
8bf2d925dc0c.png,anodr,0.9181611,0.02052134,0.019396879,0.020456778,0.021463888
8c4ceddeb1c6.png,anodr,0.92035663,0.019853849,0.019856734,0.020467287,0.019465469
8d13c46e7d75.png,anodr,0.9161432,0.02605534,0.019233983,0.019784968,0.018782482
8d4ff745a409.png,anodr,0.9199566,0.023124602,0.019002246,0.019843584,0.018072845
8e6df9eedcd8.png,anodr,0.92601913,0.019364275,0.017818011,0.018015143,0.018783446
8e76054f0831.png,anodr,0.9180518,0.022644758,0.019585056,0.020355135,0.01936331
8f06ca4642bd.png,anodr,0.9162454,0.021445777,0.02088634,0.02062504,0.020797404
8f14bca04b47.png,anodr,0.9191989,0.020204471,0.02035677,0.021552313,0.018687578
8fbb2ca39911.png,anodr,0.91767555,0.024695288,0.02102335,0.020947482,0.015658278
90a9a41eec6d.png,anodr,0.9148792,0.025330069,0.018736148,0.020928826,0.020125797
90bde2ff8953.png,anodr,0.9192586,0.021457521,0.019381553,0.020186238,0.0197161
912fbe06407e.png,anodr,0.916584,0.023844581,0.018994194,0.021227533,0.019349607
916915f01e17.png,anodr,0.9135075,0.027841168,0.019691316,0.019998401,0.018961558
91b7a4179ecf.png,anodr,0.9178979,0.021462224,0.019193223,0.020663342,0.020783246
9274e75dc4d5.png,anodr,0.9101194,0.02639473,0.02102566,0.020119237,0.022341052
92e3d608fd3c.png,anodr,0.91425574,0.026985474,0.01964715,0.020531217,0.018580401
92fcf50b3562.png,anodr,0.917742,0.022284687,0.020141678,0.0198639,0.019967657
93802d1e3c41.png,anodr,0.90978295,0.023420434,0.020018255,0.022429898,0.024348503
94076a9fb9b5.png,anodr,0.91701406,0.026077716,0.019391593,0.019150838,0.018365843
946545473380.png,anodr,0.9160133,0.024016567,0.019966891,0.019814791,0.02018837
949710bead24.png,anodr,0.9236355,0.018326085,0.022705633,0.0200012,0.015331569
94b9ccc73bb9.png,anodr,0.91709507,0.022461513,0.01963123,0.020210886,0.020601273
94f9ecf4b8d2.png,anodr,0.91318095,0.023005024,0.023049839,0.020059666,0.0207046
96793edb1003.png,anodr,0.916247,0.020769289,0.022673188,0.019594226,0.020716297
96ea316ed0ab.png,anodr,0.91630507,0.023945484,0.019143054,0.020741532,0.019864831
973b0facfa9b.png,anodr,0.9155417,0.024854023,0.020209016,0.020918958,0.018476255
97fdee242fea.png,anodr,0.90942883,0.027864225,0.02242452,0.019896789,0.020385642
983c98354e9c.png,anodr,0.90541905,0.026661515,0.035518907,0.018013243,0.014387263
98441214557f.png,anodr,0.9134809,0.027232455,0.019249374,0.020767959,0.019269316
98d41bce73a8.png,anodr,0.91271734,0.023927178,0.020527216,0.021350624,0.021477541
99c626e58464.png,anodr,0.91374993,0.023995545,0.022036392,0.020889878,0.019328319
9a1029536d78.png,anodr,0.9047551,0.038685072,0.020018958,0.01801499,0.018525874
9ab18a4a957f.png,anodr,0.91946334,0.020918638,0.017949056,0.019965261,0.021703728
