filename,true_label,predicted_label,correct,score_anormal,score_cglaucoma
image_008_245.jpg,cglaucoma,anormal,False,0.8705907,0.12940928
image_009_247.jpg,cglaucoma,anormal,False,0.85466,0.14534004
image_010_232.jpg,cglaucoma,anormal,False,0.8556308,0.14436921
image_011_254.jpg,cglaucoma,anormal,False,0.8358138,0.16418616
image_012_236.jpg,cglaucoma,anormal,False,0.8797968,0.12020325
image_013_239.jpg,cglaucoma,anormal,False,0.8183515,0.18164846
image_014_237.jpg,cglaucoma,anormal,False,0.80794954,0.19205047
image_015_253.jpg,cglaucoma,anormal,False,0.7598279,0.24017209
image_016_240.jpg,cglaucoma,anormal,False,0.8632085,0.13679156
image_017_241.jpg,cglaucoma,anormal,False,0.78459203,0.21540794
image_018_246.jpg,cglaucoma,anormal,False,0.7475555,0.2524445
image_019_249.jpg,cglaucoma,anormal,False,0.74768686,0.2523131
image_020_227.jpg,cglaucoma,anormal,False,0.8188502,0.18114981
image_021_229.jpg,cglaucoma,anormal,False,0.8617518,0.13824819
image_022_235.jpg,cglaucoma,anormal,False,0.8253477,0.1746523
image_023_244.jpg,cglaucoma,anormal,False,0.7475555,0.2524445
image_024_251.jpg,cglaucoma,anormal,False,0.8962102,0.10378978
image_025_243.jpg,cglaucoma,anormal,False,0.8618099,0.13819003
image_026_248.jpg,cglaucoma,anormal,False,0.7542567,0.24574332
image_027_230.jpg,cglaucoma,anormal,False,0.867876,0.13212398
image_028_242.jpg,cglaucoma,anormal,False,0.7377118,0.26228815
image_029_255.jpg,cglaucoma,anormal,False,0.8316476,0.16835243
image_030_256.jpg,cglaucoma,anormal,False,0.85972357,0.14027643
image_031_233.jpg,cglaucoma,anormal,False,0.8938351,0.10616488
image_032_231.jpg,cglaucoma,anormal,False,0.8511385,0.14886157
