image_path,true_label,predicted_label,confidence,correct,prob_a_noamd,prob_b_amd
../../../data/data_ADAM/test/a_noamd/T0055.jpg,a_noamd,a_noamd,0.9706268,True,0.9706268,0.029373212
../../../data/data_ADAM/test/a_noamd/T0162.jpg,a_noamd,a_noamd,0.55548364,True,0.55548364,0.44451636
../../../data/data_ADAM/test/a_noamd/T0215.jpg,a_noamd,a_noamd,0.8837468,True,0.8837468,0.11625317
../../../data/data_ADAM/test/a_noamd/T0344.jpg,a_noamd,a_noamd,0.77254504,True,0.77254504,0.22745489
../../../data/data_ADAM/test/a_noamd/N0048.jpg,a_noamd,a_noamd,0.9026412,True,0.9026412,0.09735888
../../../data/data_ADAM/test/a_noamd/V0294.jpg,a_noamd,a_noamd,0.9503823,True,0.9503823,0.049617685
../../../data/data_ADAM/test/a_noamd/V0377.jpg,a_noamd,a_noamd,0.85105133,True,0.85105133,0.14894864
../../../data/data_ADAM/test/a_noamd/V0067.jpg,a_noamd,a_noamd,0.86469734,True,0.86469734,0.1353026
../../../data/data_ADAM/test/a_noamd/T0367.jpg,a_noamd,a_noamd,0.87002844,True,0.87002844,0.12997158
../../../data/data_ADAM/test/a_noamd/T0016.jpg,a_noamd,a_noamd,0.98813754,True,0.98813754,0.011862389
../../../data/data_ADAM/test/a_noamd/V0121.jpg,a_noamd,a_noamd,0.9699275,True,0.9699275,0.030072508
../../../data/data_ADAM/test/a_noamd/V0276.jpg,a_noamd,a_noamd,0.87066966,True,0.87066966,0.12933028
../../../data/data_ADAM/test/a_noamd/V0310.jpg,a_noamd,b_amd,0.89938223,False,0.100617826,0.89938223
../../../data/data_ADAM/test/a_noamd/V0260.jpg,a_noamd,a_noamd,0.93192685,True,0.93192685,0.068073206
../../../data/data_ADAM/test/a_noamd/T0371.jpg,a_noamd,a_noamd,0.9379722,True,0.9379722,0.062027846
../../../data/data_ADAM/test/a_noamd/V0333.jpg,a_noamd,a_noamd,0.69028026,True,0.69028026,0.3097197
../../../data/data_ADAM/test/a_noamd/N0032.jpg,a_noamd,a_noamd,0.8590692,True,0.8590692,0.14093077
../../../data/data_ADAM/test/a_noamd/N0210.jpg,a_noamd,a_noamd,0.9815865,True,0.9815865,0.018413482
../../../data/data_ADAM/test/a_noamd/V0306.jpg,a_noamd,a_noamd,0.96783453,True,0.96783453,0.032165494
../../../data/data_ADAM/test/a_noamd/N0039.jpg,a_noamd,b_amd,0.62756366,False,0.3724364,0.62756366
../../../data/data_ADAM/test/a_noamd/V0345.jpg,a_noamd,a_noamd,0.96858436,True,0.96858436,0.03141567
../../../data/data_ADAM/test/a_noamd/V0292.jpg,a_noamd,b_amd,0.836823,False,0.16317707,0.836823
../../../data/data_ADAM/test/a_noamd/V0054.jpg,a_noamd,a_noamd,0.6806488,True,0.6806488,0.3193512
../../../data/data_ADAM/test/a_noamd/V0305.jpg,a_noamd,a_noamd,0.97282416,True,0.97282416,0.02717585
../../../data/data_ADAM/test/a_noamd/N0221.jpg,a_noamd,a_noamd,0.65742475,True,0.65742475,0.34257522
../../../data/data_ADAM/test/a_noamd/N0083.jpg,a_noamd,a_noamd,0.93117476,True,0.93117476,0.06882527
../../../data/data_ADAM/test/a_noamd/N0096.jpg,a_noamd,a_noamd,0.97468036,True,0.97468036,0.025319586
../../../data/data_ADAM/test/a_noamd/V0122.jpg,a_noamd,b_amd,0.56206524,False,0.43793476,0.56206524
../../../data/data_ADAM/test/a_noamd/V0213.jpg,a_noamd,a_noamd,0.6849294,True,0.6849294,0.31507063
../../../data/data_ADAM/test/a_noamd/T0235.jpg,a_noamd,a_noamd,0.74390024,True,0.74390024,0.25609976
../../../data/data_ADAM/test/a_noamd/V0223.jpg,a_noamd,a_noamd,0.52841103,True,0.52841103,0.47158897
../../../data/data_ADAM/test/a_noamd/N0173.jpg,a_noamd,a_noamd,0.94367784,True,0.94367784,0.05632215
../../../data/data_ADAM/test/a_noamd/N0303.jpg,a_noamd,b_amd,0.6893202,False,0.31067976,0.6893202
../../../data/data_ADAM/test/a_noamd/N0103.jpg,a_noamd,a_noamd,0.9737086,True,0.9737086,0.026291316
../../../data/data_ADAM/test/a_noamd/T0290.jpg,a_noamd,a_noamd,0.9817238,True,0.9817238,0.01827618
../../../data/data_ADAM/test/a_noamd/T0033.jpg,a_noamd,a_noamd,0.88937783,True,0.88937783,0.11062217
../../../data/data_ADAM/test/a_noamd/N0300.jpg,a_noamd,a_noamd,0.936456,True,0.936456,0.06354396
../../../data/data_ADAM/test/a_noamd/N0293.jpg,a_noamd,b_amd,0.78998905,False,0.21001093,0.78998905
../../../data/data_ADAM/test/a_noamd/V0001.jpg,a_noamd,b_amd,0.91562665,False,0.0843733,0.91562665
../../../data/data_ADAM/test/a_noamd/T0151.jpg,a_noamd,a_noamd,0.7403555,True,0.7403555,0.2596445
../../../data/data_ADAM/test/a_noamd/N0064.jpg,a_noamd,a_noamd,0.9825044,True,0.9825044,0.01749561
../../../data/data_ADAM/test/a_noamd/V0389.jpg,a_noamd,a_noamd,0.82137454,True,0.82137454,0.17862539
../../../data/data_ADAM/test/a_noamd/N0289.jpg,a_noamd,a_noamd,0.9518074,True,0.9518074,0.04819265
../../../data/data_ADAM/test/a_noamd/N0297.jpg,a_noamd,a_noamd,0.9529516,True,0.9529516,0.047048386
../../../data/data_ADAM/test/a_noamd/V0396.jpg,a_noamd,a_noamd,0.92255825,True,0.92255825,0.07744179
../../../data/data_ADAM/test/a_noamd/V0197.jpg,a_noamd,a_noamd,0.9594833,True,0.9594833,0.04051667
../../../data/data_ADAM/test/a_noamd/T0062.jpg,a_noamd,b_amd,0.50986105,False,0.490139,0.50986105
../../../data/data_ADAM/test/a_noamd/T0333.jpg,a_noamd,a_noamd,0.7046993,True,0.7046993,0.29530072
../../../data/data_ADAM/test/a_noamd/V0139.jpg,a_noamd,a_noamd,0.9446114,True,0.9446114,0.05538864
../../../data/data_ADAM/test/a_noamd/V0214.jpg,a_noamd,a_noamd,0.74334514,True,0.74334514,0.25665492
../../../data/data_ADAM/test/a_noamd/V0131.jpg,a_noamd,a_noamd,0.96835506,True,0.96835506,0.03164493
../../../data/data_ADAM/test/a_noamd/N0142.jpg,a_noamd,a_noamd,0.9908003,True,0.9908003,0.009199655
../../../data/data_ADAM/test/a_noamd/V0283.jpg,a_noamd,a_noamd,0.73627925,True,0.73627925,0.2637207
../../../data/data_ADAM/test/a_noamd/N0020.jpg,a_noamd,a_noamd,0.8529326,True,0.8529326,0.14706743
../../../data/data_ADAM/test/a_noamd/T0146.jpg,a_noamd,b_amd,0.5910047,False,0.4089953,0.5910047
../../../data/data_ADAM/test/a_noamd/T0217.jpg,a_noamd,a_noamd,0.9256143,True,0.9256143,0.07438573
../../../data/data_ADAM/test/a_noamd/T0370.jpg,a_noamd,a_noamd,0.9506972,True,0.9506972,0.049302813
../../../data/data_ADAM/test/a_noamd/N0307.jpg,a_noamd,a_noamd,0.9335884,True,0.9335884,0.06641165
../../../data/data_ADAM/test/a_noamd/V0098.jpg,a_noamd,a_noamd,0.9681538,True,0.9681538,0.031846277
../../../data/data_ADAM/test/a_noamd/N0171.jpg,a_noamd,a_noamd,0.96591806,True,0.96591806,0.03408199
../../../data/data_ADAM/test/a_noamd/T0058.jpg,a_noamd,b_amd,0.85854876,False,0.14145122,0.85854876
../../../data/data_ADAM/test/a_noamd/V0272.jpg,a_noamd,a_noamd,0.82950455,True,0.82950455,0.17049547
../../../data/data_ADAM/test/a_noamd/V0311.jpg,a_noamd,a_noamd,0.776148,True,0.776148,0.22385201
../../../data/data_ADAM/test/a_noamd/T0365.jpg,a_noamd,a_noamd,0.9581605,True,0.9581605,0.041839506
../../../data/data_ADAM/test/a_noamd/N0254.jpg,a_noamd,b_amd,0.79367304,False,0.20632698,0.79367304
../../../data/data_ADAM/test/a_noamd/N0285.jpg,a_noamd,a_noamd,0.9659796,True,0.9659796,0.034020446
../../../data/data_ADAM/test/a_noamd/T0203.jpg,a_noamd,a_noamd,0.9315423,True,0.9315423,0.06845769
../../../data/data_ADAM/test/a_noamd/V0300.jpg,a_noamd,a_noamd,0.9644681,True,0.9644681,0.035531834
../../../data/data_ADAM/test/a_noamd/V0049.jpg,a_noamd,a_noamd,0.6917366,True,0.6917366,0.30826336
../../../data/data_ADAM/test/a_noamd/T0029.jpg,a_noamd,a_noamd,0.96261495,True,0.96261495,0.03738498
../../../data/data_ADAM/test/a_noamd/V0350.jpg,a_noamd,b_amd,0.93054104,False,0.069458894,0.93054104
../../../data/data_ADAM/test/a_noamd/T0267.jpg,a_noamd,a_noamd,0.9450345,True,0.9450345,0.05496552
../../../data/data_ADAM/test/a_noamd/V0253.jpg,a_noamd,a_noamd,0.91883117,True,0.91883117,0.081168786
../../../data/data_ADAM/test/a_noamd/T0320.jpg,a_noamd,b_amd,0.6442868,False,0.3557132,0.6442868
../../../data/data_ADAM/test/a_noamd/N0188.jpg,a_noamd,a_noamd,0.9261527,True,0.9261527,0.07384729
../../../data/data_ADAM/test/a_noamd/T0397.jpg,a_noamd,a_noamd,0.9443825,True,0.9443825,0.055617463
../../../data/data_ADAM/test/a_noamd/T0251.jpg,a_noamd,b_amd,0.5798469,False,0.42015305,0.5798469
../../../data/data_ADAM/test/a_noamd/T0220.jpg,a_noamd,a_noamd,0.95878965,True,0.95878965,0.041210335
../../../data/data_ADAM/test/a_noamd/N0231.jpg,a_noamd,b_amd,0.7029905,False,0.2970096,0.7029905
../../../data/data_ADAM/test/a_noamd/N0134.jpg,a_noamd,a_noamd,0.93889433,True,0.93889433,0.061105598
../../../data/data_ADAM/test/a_noamd/N0061.jpg,a_noamd,a_noamd,0.94041634,True,0.94041634,0.059583638
../../../data/data_ADAM/test/a_noamd/T0075.jpg,a_noamd,a_noamd,0.9180238,True,0.9180238,0.08197618
../../../data/data_ADAM/test/a_noamd/N0031.jpg,a_noamd,a_noamd,0.92088324,True,0.92088324,0.07911681
../../../data/data_ADAM/test/a_noamd/N0211.jpg,a_noamd,a_noamd,0.94617057,True,0.94617057,0.053829484
../../../data/data_ADAM/test/a_noamd/N0123.jpg,a_noamd,a_noamd,0.9231002,True,0.9231002,0.07689981
../../../data/data_ADAM/test/a_noamd/T0342.jpg,a_noamd,a_noamd,0.9687065,True,0.9687065,0.03129354
../../../data/data_ADAM/test/a_noamd/T0299.jpg,a_noamd,a_noamd,0.9558336,True,0.9558336,0.044166442
../../../data/data_ADAM/test/a_noamd/T0294.jpg,a_noamd,b_amd,0.8077816,False,0.19221841,0.8077816
../../../data/data_ADAM/test/a_noamd/T0006.jpg,a_noamd,a_noamd,0.7675506,True,0.7675506,0.23244943
../../../data/data_ADAM/test/a_noamd/V0153.jpg,a_noamd,a_noamd,0.75649565,True,0.75649565,0.24350429
../../../data/data_ADAM/test/a_noamd/V0185.jpg,a_noamd,b_amd,0.5374472,False,0.4625528,0.5374472
../../../data/data_ADAM/test/a_noamd/T0160.jpg,a_noamd,a_noamd,0.93732595,True,0.93732595,0.062674
../../../data/data_ADAM/test/a_noamd/T0046.jpg,a_noamd,a_noamd,0.96065736,True,0.96065736,0.03934267
../../../data/data_ADAM/test/a_noamd/V0015.jpg,a_noamd,a_noamd,0.71458805,True,0.71458805,0.28541195
../../../data/data_ADAM/test/a_noamd/T0304.jpg,a_noamd,b_amd,0.796136,False,0.20386395,0.796136
../../../data/data_ADAM/test/a_noamd/V0394.jpg,a_noamd,a_noamd,0.96399605,True,0.96399605,0.036003936
../../../data/data_ADAM/test/a_noamd/V0020.jpg,a_noamd,a_noamd,0.95284,True,0.95284,0.047160003
../../../data/data_ADAM/test/a_noamd/N0160.jpg,a_noamd,a_noamd,0.9660622,True,0.9660622,0.033937775
../../../data/data_ADAM/test/a_noamd/V0265.jpg,a_noamd,a_noamd,0.9211602,True,0.9211602,0.07883985
../../../data/data_ADAM/test/a_noamd/N0119.jpg,a_noamd,a_noamd,0.98329103,True,0.98329103,0.016709028
../../../data/data_ADAM/test/a_noamd/T0308.jpg,a_noamd,a_noamd,0.8677529,True,0.8677529,0.13224714
../../../data/data_ADAM/test/a_noamd/T0273.jpg,a_noamd,a_noamd,0.8774688,True,0.8774688,0.12253121
../../../data/data_ADAM/test/a_noamd/V0270.jpg,a_noamd,a_noamd,0.7029836,True,0.7029836,0.29701635
../../../data/data_ADAM/test/a_noamd/V0329.jpg,a_noamd,a_noamd,0.69766587,True,0.69766587,0.30233413
../../../data/data_ADAM/test/a_noamd/V0206.jpg,a_noamd,a_noamd,0.5414884,True,0.5414884,0.4585116
../../../data/data_ADAM/test/a_noamd/T0041.jpg,a_noamd,a_noamd,0.81070226,True,0.81070226,0.18929772
../../../data/data_ADAM/test/a_noamd/T0311.jpg,a_noamd,a_noamd,0.84326375,True,0.84326375,0.15673628
../../../data/data_ADAM/test/a_noamd/V0215.jpg,a_noamd,a_noamd,0.664416,True,0.664416,0.33558396
../../../data/data_ADAM/test/a_noamd/V0290.jpg,a_noamd,a_noamd,0.9555702,True,0.9555702,0.044429794
../../../data/data_ADAM/test/a_noamd/V0113.jpg,a_noamd,a_noamd,0.92991364,True,0.92991364,0.0700863
../../../data/data_ADAM/test/a_noamd/T0177.jpg,a_noamd,b_amd,0.9026637,False,0.09733632,0.9026637
../../../data/data_ADAM/test/a_noamd/N0004.jpg,a_noamd,a_noamd,0.89775735,True,0.89775735,0.10224268
../../../data/data_ADAM/test/a_noamd/V0332.jpg,a_noamd,a_noamd,0.873982,True,0.873982,0.12601793
../../../data/data_ADAM/test/a_noamd/V0037.jpg,a_noamd,a_noamd,0.9384364,True,0.9384364,0.061563533
../../../data/data_ADAM/test/a_noamd/V0142.jpg,a_noamd,b_amd,0.6440777,False,0.35592228,0.6440777
../../../data/data_ADAM/test/a_noamd/V0167.jpg,a_noamd,a_noamd,0.94263405,True,0.94263405,0.05736592
../../../data/data_ADAM/test/a_noamd/V0374.jpg,a_noamd,a_noamd,0.97370243,True,0.97370243,0.026297625
../../../data/data_ADAM/test/a_noamd/V0149.jpg,a_noamd,a_noamd,0.77866846,True,0.77866846,0.22133154
../../../data/data_ADAM/test/a_noamd/V0348.jpg,a_noamd,a_noamd,0.7660616,True,0.7660616,0.23393844
../../../data/data_ADAM/test/a_noamd/N0172.jpg,a_noamd,a_noamd,0.9622475,True,0.9622475,0.037752554
../../../data/data_ADAM/test/a_noamd/T0347.jpg,a_noamd,a_noamd,0.9674599,True,0.9674599,0.03254005
../../../data/data_ADAM/test/a_noamd/T0158.jpg,a_noamd,b_amd,0.51479256,False,0.48520744,0.51479256
../../../data/data_ADAM/test/a_noamd/T0195.jpg,a_noamd,a_noamd,0.97926337,True,0.97926337,0.020736668
../../../data/data_ADAM/test/a_noamd/T0260.jpg,a_noamd,a_noamd,0.9706189,True,0.9706189,0.029381027
../../../data/data_ADAM/test/a_noamd/N0191.jpg,a_noamd,a_noamd,0.7474808,True,0.7474808,0.2525192
../../../data/data_ADAM/test/a_noamd/T0295.jpg,a_noamd,a_noamd,0.96946746,True,0.96946746,0.03053254
../../../data/data_ADAM/test/a_noamd/N0161.jpg,a_noamd,a_noamd,0.8838221,True,0.8838221,0.11617793
../../../data/data_ADAM/test/a_noamd/T0232.jpg,a_noamd,a_noamd,0.929079,True,0.929079,0.07092093
../../../data/data_ADAM/test/a_noamd/V0132.jpg,a_noamd,a_noamd,0.84387267,True,0.84387267,0.15612732
../../../data/data_ADAM/test/a_noamd/V0298.jpg,a_noamd,a_noamd,0.86950195,True,0.86950195,0.130498
../../../data/data_ADAM/test/a_noamd/N0099.jpg,a_noamd,a_noamd,0.8307462,True,0.8307462,0.16925387
../../../data/data_ADAM/test/a_noamd/T0223.jpg,a_noamd,a_noamd,0.6288441,True,0.6288441,0.3711559
../../../data/data_ADAM/test/a_noamd/V0008.jpg,a_noamd,b_amd,0.95471597,False,0.04528409,0.95471597
../../../data/data_ADAM/test/a_noamd/N0253.jpg,a_noamd,b_amd,0.7300599,False,0.26994008,0.7300599
../../../data/data_ADAM/test/a_noamd/V0328.jpg,a_noamd,b_amd,0.5251146,False,0.47488543,0.5251146
../../../data/data_ADAM/test/a_noamd/N0081.jpg,a_noamd,a_noamd,0.95107466,True,0.95107466,0.048925355
../../../data/data_ADAM/test/a_noamd/T0144.jpg,a_noamd,b_amd,0.878193,False,0.12180696,0.878193
../../../data/data_ADAM/test/a_noamd/T0241.jpg,a_noamd,a_noamd,0.7651009,True,0.7651009,0.23489913
../../../data/data_ADAM/test/a_noamd/N0248.jpg,a_noamd,a_noamd,0.9728019,True,0.9728019,0.027198043
../../../data/data_ADAM/test/a_noamd/V0201.jpg,a_noamd,a_noamd,0.82650757,True,0.82650757,0.17349243
../../../data/data_ADAM/test/a_noamd/N0183.jpg,a_noamd,a_noamd,0.947321,True,0.947321,0.052679032
../../../data/data_ADAM/test/a_noamd/N0042.jpg,a_noamd,b_amd,0.89533293,False,0.104667105,0.89533293
../../../data/data_ADAM/test/a_noamd/V0123.jpg,a_noamd,a_noamd,0.9759664,True,0.9759664,0.024033593
../../../data/data_ADAM/test/a_noamd/V0224.jpg,a_noamd,b_amd,0.8163272,False,0.18367276,0.8163272
../../../data/data_ADAM/test/a_noamd/T0246.jpg,a_noamd,a_noamd,0.92881095,True,0.92881095,0.07118911
../../../data/data_ADAM/test/a_noamd/N0228.jpg,a_noamd,a_noamd,0.6705928,True,0.6705928,0.32940724
../../../data/data_ADAM/test/a_noamd/N0201.jpg,a_noamd,b_amd,0.91439235,False,0.085607655,0.91439235
../../../data/data_ADAM/test/a_noamd/V0296.jpg,a_noamd,a_noamd,0.9274021,True,0.9274021,0.072597936
../../../data/data_ADAM/test/a_noamd/N0175.jpg,a_noamd,a_noamd,0.899526,True,0.899526,0.100474
../../../data/data_ADAM/test/a_noamd/V0358.jpg,a_noamd,a_noamd,0.68947685,True,0.68947685,0.3105232
../../../data/data_ADAM/test/a_noamd/T0356.jpg,a_noamd,a_noamd,0.7275151,True,0.7275151,0.2724849
../../../data/data_ADAM/test/a_noamd/N0038.jpg,a_noamd,a_noamd,0.97235787,True,0.97235787,0.02764213
../../../data/data_ADAM/test/a_noamd/T0115.jpg,a_noamd,a_noamd,0.92899793,True,0.92899793,0.07100201
../../../data/data_ADAM/test/a_noamd/N0135.jpg,a_noamd,a_noamd,0.90561956,True,0.90561956,0.09438049
../../../data/data_ADAM/test/a_noamd/N0030.jpg,a_noamd,a_noamd,0.71762234,True,0.71762234,0.28237772
../../../data/data_ADAM/test/a_noamd/T0042.jpg,a_noamd,a_noamd,0.94886905,True,0.94886905,0.051130928
../../../data/data_ADAM/test/a_noamd/V0164.jpg,a_noamd,b_amd,0.77033645,False,0.22966354,0.77033645
../../../data/data_ADAM/test/a_noamd/T0137.jpg,a_noamd,a_noamd,0.985067,True,0.985067,0.014933023
../../../data/data_ADAM/test/a_noamd/T0324.jpg,a_noamd,a_noamd,0.9431907,True,0.9431907,0.056809273
../../../data/data_ADAM/test/a_noamd/T0008.jpg,a_noamd,a_noamd,0.9196689,True,0.9196689,0.08033113
../../../data/data_ADAM/test/a_noamd/N0264.jpg,a_noamd,a_noamd,0.9449289,True,0.9449289,0.05507109
../../../data/data_ADAM/test/a_noamd/T0353.jpg,a_noamd,a_noamd,0.944581,True,0.944581,0.055419084
../../../data/data_ADAM/test/a_noamd/N0140.jpg,a_noamd,a_noamd,0.9743187,True,0.9743187,0.025681373
../../../data/data_ADAM/test/a_noamd/N0304.jpg,a_noamd,b_amd,0.8868151,False,0.113184966,0.8868151
../../../data/data_ADAM/test/a_noamd/N0003.jpg,a_noamd,a_noamd,0.88284504,True,0.88284504,0.11715496
../../../data/data_ADAM/test/a_noamd/V0178.jpg,a_noamd,a_noamd,0.9142577,True,0.9142577,0.08574232
../../../data/data_ADAM/test/a_noamd/V0252.jpg,a_noamd,a_noamd,0.87572503,True,0.87572503,0.124274954
../../../data/data_ADAM/test/a_noamd/N0078.jpg,a_noamd,a_noamd,0.95929676,True,0.95929676,0.040703285
../../../data/data_ADAM/test/a_noamd/T0084.jpg,a_noamd,a_noamd,0.96090275,True,0.96090275,0.039097268
../../../data/data_ADAM/test/a_noamd/N0105.jpg,a_noamd,a_noamd,0.9827084,True,0.9827084,0.017291652
../../../data/data_ADAM/test/a_noamd/T0363.jpg,a_noamd,a_noamd,0.6266035,True,0.6266035,0.3733965
../../../data/data_ADAM/test/a_noamd/T0262.jpg,a_noamd,b_amd,0.8475626,False,0.15243737,0.8475626
../../../data/data_ADAM/test/a_noamd/N0205.jpg,a_noamd,a_noamd,0.9846234,True,0.9846234,0.015376644
../../../data/data_ADAM/test/a_noamd/T0200.jpg,a_noamd,a_noamd,0.89317435,True,0.89317435,0.10682567
../../../data/data_ADAM/test/a_noamd/T0302.jpg,a_noamd,a_noamd,0.76899654,True,0.76899654,0.23100343
../../../data/data_ADAM/test/a_noamd/V0249.jpg,a_noamd,a_noamd,0.94361764,True,0.94361764,0.056382373
../../../data/data_ADAM/test/a_noamd/N0262.jpg,a_noamd,a_noamd,0.92849225,True,0.92849225,0.071507744
../../../data/data_ADAM/test/a_noamd/T0225.jpg,a_noamd,a_noamd,0.93846804,True,0.93846804,0.061531976
../../../data/data_ADAM/test/a_noamd/V0124.jpg,a_noamd,a_noamd,0.8194569,True,0.8194569,0.18054315
../../../data/data_ADAM/test/a_noamd/N0058.jpg,a_noamd,a_noamd,0.94496286,True,0.94496286,0.055037193
../../../data/data_ADAM/test/a_noamd/N0287.jpg,a_noamd,a_noamd,0.8838036,True,0.8838036,0.11619637
../../../data/data_ADAM/test/a_noamd/T0145.jpg,a_noamd,a_noamd,0.910953,True,0.910953,0.08904698
../../../data/data_ADAM/test/a_noamd/N0125.jpg,a_noamd,a_noamd,0.75106037,True,0.75106037,0.24893962
../../../data/data_ADAM/test/a_noamd/N0169.jpg,a_noamd,b_amd,0.8520716,False,0.14792843,0.8520716
../../../data/data_ADAM/test/a_noamd/V0071.jpg,a_noamd,a_noamd,0.75045496,True,0.75045496,0.249545
../../../data/data_ADAM/test/a_noamd/V0278.jpg,a_noamd,a_noamd,0.9368796,True,0.9368796,0.06312042
