filename,score_a_noamd,score_b_amd,prediction,prediction_index
V0121.jpg,0.8859755,0.11402449,a_noamd,0
V0276.jpg,0.84740037,0.1525996,a_noamd,0
V0310.jpg,0.22775276,0.7722472,b_amd,1
V0260.jpg,0.8829728,0.117027216,a_noamd,0
T0371.jpg,0.88733757,0.11266244,a_noamd,0
V0333.jpg,0.741106,0.25889406,a_noamd,0
N0032.jpg,0.8671257,0.13287428,a_noamd,0
N0210.jpg,0.90190524,0.098094806,a_noamd,0
V0306.jpg,0.90201616,0.09798383,a_noamd,0
N0039.jpg,0.19706899,0.802931,b_amd,1
V0345.jpg,0.89088863,0.109111354,a_noamd,0
V0292.jpg,0.6378194,0.3621806,a_noamd,0
V0054.jpg,0.8273476,0.17265244,a_noamd,0
V0305.jpg,0.87570596,0.124294,a_noamd,0
N0221.jpg,0.8141048,0.18589519,a_noamd,0
N0083.jpg,0.8920907,0.107909344,a_noamd,0
N0096.jpg,0.9017186,0.09828139,a_noamd,0
V0122.jpg,0.80915624,0.19084376,a_noamd,0
V0213.jpg,0.8495583,0.15044169,a_noamd,0
T0235.jpg,0.685568,0.314432,a_noamd,0
V0223.jpg,0.8532988,0.14670117,a_noamd,0
N0173.jpg,0.8860599,0.11394012,a_noamd,0
N0303.jpg,0.8222593,0.17774072,a_noamd,0
N0103.jpg,0.9027765,0.09722357,a_noamd,0
T0290.jpg,0.9020873,0.09791275,a_noamd,0
T0033.jpg,0.78458816,0.21541186,a_noamd,0
N0300.jpg,0.82694256,0.17305748,a_noamd,0
N0293.jpg,0.69741994,0.3025801,a_noamd,0
V0001.jpg,0.093708366,0.9062916,b_amd,1
T0151.jpg,0.51326257,0.48673743,a_noamd,0
N0064.jpg,0.91549516,0.08450485,a_noamd,0
V0389.jpg,0.77823585,0.22176416,a_noamd,0
N0289.jpg,0.8679746,0.13202539,a_noamd,0
N0297.jpg,0.89807135,0.10192865,a_noamd,0
V0396.jpg,0.8697658,0.1302342,a_noamd,0
V0197.jpg,0.8566077,0.14339231,a_noamd,0
T0062.jpg,0.84781706,0.15218295,a_noamd,0
T0333.jpg,0.8575026,0.1424974,a_noamd,0
V0139.jpg,0.75040203,0.24959795,a_noamd,0
V0214.jpg,0.8428461,0.15715386,a_noamd,0
V0131.jpg,0.8764656,0.12353433,a_noamd,0
N0142.jpg,0.902602,0.09739794,a_noamd,0
V0283.jpg,0.89641434,0.103585616,a_noamd,0
N0020.jpg,0.88090223,0.11909778,a_noamd,0
T0146.jpg,0.87474227,0.12525772,a_noamd,0
T0217.jpg,0.80433977,0.19566022,a_noamd,0
T0370.jpg,0.8495962,0.15040377,a_noamd,0
N0307.jpg,0.9013438,0.09865613,a_noamd,0
V0098.jpg,0.88304734,0.116952695,a_noamd,0
N0171.jpg,0.8877066,0.11229342,a_noamd,0
T0058.jpg,0.7382663,0.26173377,a_noamd,0
V0272.jpg,0.78221565,0.21778436,a_noamd,0
V0311.jpg,0.89165,0.108349994,a_noamd,0
T0365.jpg,0.8989751,0.10102495,a_noamd,0
N0254.jpg,0.76371866,0.23628135,a_noamd,0
N0285.jpg,0.8878277,0.11217228,a_noamd,0
T0203.jpg,0.83399534,0.16600467,a_noamd,0
V0300.jpg,0.8599628,0.14003721,a_noamd,0
V0049.jpg,0.8081287,0.19187132,a_noamd,0
T0029.jpg,0.8727901,0.1272099,a_noamd,0
V0350.jpg,0.7830914,0.21690854,a_noamd,0
T0267.jpg,0.8598995,0.14010048,a_noamd,0
V0253.jpg,0.8897787,0.11022139,a_noamd,0
T0320.jpg,0.20292687,0.7970731,b_amd,1
N0188.jpg,0.8676151,0.13238484,a_noamd,0
T0397.jpg,0.6594125,0.34058747,a_noamd,0
T0251.jpg,0.16924022,0.8307598,b_amd,1
T0220.jpg,0.89388573,0.10611428,a_noamd,0
N0231.jpg,0.7719993,0.22800066,a_noamd,0
N0134.jpg,0.834379,0.16562095,a_noamd,0
N0061.jpg,0.75781924,0.24218076,a_noamd,0
T0075.jpg,0.8570602,0.14293975,a_noamd,0
N0031.jpg,0.84217423,0.15782572,a_noamd,0
N0211.jpg,0.89610404,0.10389596,a_noamd,0
N0123.jpg,0.85288,0.14712,a_noamd,0
T0342.jpg,0.90060395,0.099396065,a_noamd,0
T0299.jpg,0.8151346,0.1848654,a_noamd,0
T0294.jpg,0.7608296,0.23917034,a_noamd,0
T0006.jpg,0.74479324,0.2552067,a_noamd,0
V0153.jpg,0.70113856,0.29886144,a_noamd,0
V0185.jpg,0.7045947,0.2954054,a_noamd,0
T0160.jpg,0.9004832,0.099516846,a_noamd,0
T0046.jpg,0.79648995,0.2035101,a_noamd,0
V0015.jpg,0.88745403,0.11254598,a_noamd,0
T0304.jpg,0.7888867,0.2111133,a_noamd,0
V0394.jpg,0.8999568,0.10004322,a_noamd,0
V0020.jpg,0.7536276,0.24637236,a_noamd,0
N0160.jpg,0.9017286,0.09827137,a_noamd,0
V0265.jpg,0.8868141,0.11318585,a_noamd,0
N0119.jpg,0.89531815,0.10468183,a_noamd,0
T0308.jpg,0.5278298,0.47217017,a_noamd,0
T0273.jpg,0.8911548,0.108845174,a_noamd,0
V0270.jpg,0.8343797,0.16562031,a_noamd,0
V0329.jpg,0.8437372,0.15626286,a_noamd,0
V0206.jpg,0.8283787,0.17162134,a_noamd,0
T0041.jpg,0.86434764,0.1356523,a_noamd,0
T0311.jpg,0.58200353,0.4179964,a_noamd,0
V0215.jpg,0.79208577,0.20791423,a_noamd,0
V0290.jpg,0.85543185,0.14456809,a_noamd,0
V0113.jpg,0.8316357,0.16836433,a_noamd,0
T0177.jpg,0.3949869,0.6050131,b_amd,1
N0004.jpg,0.87702084,0.12297912,a_noamd,0
V0332.jpg,0.8041181,0.19588193,a_noamd,0
V0037.jpg,0.83870053,0.16129947,a_noamd,0
V0142.jpg,0.76512027,0.23487976,a_noamd,0
V0167.jpg,0.879259,0.12074103,a_noamd,0
V0374.jpg,0.88797814,0.11202184,a_noamd,0
V0149.jpg,0.8273342,0.1726658,a_noamd,0
V0348.jpg,0.87964916,0.12035082,a_noamd,0
N0172.jpg,0.87712705,0.12287296,a_noamd,0
T0347.jpg,0.8324698,0.1675302,a_noamd,0
T0158.jpg,0.8133869,0.18661308,a_noamd,0
T0195.jpg,0.8147467,0.18525335,a_noamd,0
T0260.jpg,0.88574225,0.11425772,a_noamd,0
N0191.jpg,0.4484683,0.55153173,b_amd,1
T0295.jpg,0.8877233,0.11227667,a_noamd,0
N0161.jpg,0.9062113,0.09378867,a_noamd,0
T0232.jpg,0.8610212,0.13897876,a_noamd,0
V0132.jpg,0.8501248,0.1498752,a_noamd,0
V0298.jpg,0.89836824,0.10163174,a_noamd,0
N0099.jpg,0.7791021,0.22089784,a_noamd,0
T0223.jpg,0.7714685,0.2285314,a_noamd,0
V0008.jpg,0.11132034,0.8886796,b_amd,1
N0253.jpg,0.8511892,0.14881086,a_noamd,0
V0328.jpg,0.694153,0.305847,a_noamd,0
N0081.jpg,0.8936963,0.106303684,a_noamd,0
T0144.jpg,0.7369892,0.2630108,a_noamd,0
T0241.jpg,0.8517491,0.14825092,a_noamd,0
N0248.jpg,0.892781,0.107218966,a_noamd,0
V0201.jpg,0.8427085,0.15729146,a_noamd,0
N0183.jpg,0.8839832,0.11601682,a_noamd,0
N0042.jpg,0.13309899,0.86690104,b_amd,1
V0123.jpg,0.8966177,0.10338227,a_noamd,0
V0224.jpg,0.3476073,0.6523926,b_amd,1
T0246.jpg,0.8933471,0.1066529,a_noamd,0
N0228.jpg,0.8416393,0.15836073,a_noamd,0
N0201.jpg,0.093327224,0.9066728,b_amd,1
V0296.jpg,0.86428124,0.13571882,a_noamd,0
N0175.jpg,0.79870754,0.20129247,a_noamd,0
V0358.jpg,0.8347642,0.16523579,a_noamd,0
T0356.jpg,0.87395287,0.12604713,a_noamd,0
N0038.jpg,0.8532082,0.14679182,a_noamd,0
T0115.jpg,0.81137943,0.18862052,a_noamd,0
N0135.jpg,0.8910433,0.108956665,a_noamd,0
N0030.jpg,0.81040466,0.18959534,a_noamd,0
T0042.jpg,0.89282227,0.10717776,a_noamd,0
V0164.jpg,0.81835407,0.18164594,a_noamd,0
T0137.jpg,0.91726613,0.082733825,a_noamd,0
T0324.jpg,0.8825878,0.11741214,a_noamd,0
T0008.jpg,0.82682735,0.17317273,a_noamd,0
N0264.jpg,0.88676375,0.11323626,a_noamd,0
T0353.jpg,0.85223484,0.1477652,a_noamd,0
N0140.jpg,0.8808882,0.11911177,a_noamd,0
N0304.jpg,0.71431136,0.2856887,a_noamd,0
N0003.jpg,0.8686908,0.13130921,a_noamd,0
V0178.jpg,0.8416174,0.1583826,a_noamd,0
V0252.jpg,0.7705281,0.22947194,a_noamd,0
N0078.jpg,0.8931767,0.10682338,a_noamd,0
T0084.jpg,0.81661165,0.18338834,a_noamd,0
N0105.jpg,0.8977677,0.1022323,a_noamd,0
T0363.jpg,0.22863266,0.7713674,b_amd,1
T0262.jpg,0.48034972,0.51965034,b_amd,1
N0205.jpg,0.8964219,0.10357807,a_noamd,0
T0200.jpg,0.8991085,0.10089142,a_noamd,0
T0302.jpg,0.54339135,0.4566087,a_noamd,0
V0249.jpg,0.8353275,0.16467248,a_noamd,0
N0262.jpg,0.8846239,0.1153761,a_noamd,0
T0225.jpg,0.81673104,0.18326892,a_noamd,0
V0124.jpg,0.864852,0.13514793,a_noamd,0
N0058.jpg,0.8947593,0.105240755,a_noamd,0
N0287.jpg,0.8892594,0.110740595,a_noamd,0
T0145.jpg,0.6678253,0.33217478,a_noamd,0
N0125.jpg,0.8612616,0.13873836,a_noamd,0
N0169.jpg,0.5488226,0.4511774,a_noamd,0
V0071.jpg,0.49988854,0.50011146,b_amd,1
V0278.jpg,0.7986025,0.20139748,a_noamd,0
V0317.jpg,0.7854977,0.21450226,a_noamd,0
N0136.jpg,0.8944944,0.105505526,a_noamd,0
T0211.jpg,0.86820364,0.13179637,a_noamd,0
V0195.jpg,0.8939299,0.10607003,a_noamd,0
V0307.jpg,0.9104726,0.08952746,a_noamd,0
T0310.jpg,0.78895974,0.21104023,a_noamd,0
V0395.jpg,0.87825495,0.121745124,a_noamd,0
N0148.jpg,0.89665985,0.10334014,a_noamd,0
V0207.jpg,0.798376,0.20162399,a_noamd,0
T0389.jpg,0.89458096,0.10541911,a_noamd,0
N0154.jpg,0.8420481,0.15795186,a_noamd,0
V0204.jpg,0.8813547,0.1186453,a_noamd,0
T0332.jpg,0.8867627,0.11323731,a_noamd,0
N0040.jpg,0.67838395,0.32161608,a_noamd,0
V0069.jpg,0.8833855,0.11661456,a_noamd,0
V0168.jpg,0.89916164,0.10083836,a_noamd,0
N0047.jpg,0.8253237,0.17467637,a_noamd,0
T0208.jpg,0.8526795,0.14732052,a_noamd,0
N0120.jpg,0.8792602,0.12073983,a_noamd,0
T0119.jpg,0.83022976,0.16977029,a_noamd,0
N0153.jpg,0.77657783,0.2234221,a_noamd,0
T0078.jpg,0.8985152,0.101484835,a_noamd,0
V0148.jpg,0.9012689,0.098731086,a_noamd,0
N0002.jpg,0.88300246,0.11699759,a_noamd,0
T0341.jpg,0.7466361,0.25336394,a_noamd,0
T0275.jpg,0.89735794,0.10264205,a_noamd,0
T0306.jpg,0.86070734,0.13929263,a_noamd,0
V0110.jpg,0.90810555,0.09189445,a_noamd,0
V0299.jpg,0.9008447,0.099155374,a_noamd,0
N0176.jpg,0.5980872,0.40191278,a_noamd,0
N0025.jpg,0.88963693,0.110363044,a_noamd,0
T0234.jpg,0.86143047,0.1385696,a_noamd,0
N0086.jpg,0.7621628,0.23783712,a_noamd,0
T0266.jpg,0.91608244,0.0839176,a_noamd,0
T0113.jpg,0.753602,0.24639799,a_noamd,0
N0267.jpg,0.8100942,0.18990578,a_noamd,0
N0077.jpg,0.8599105,0.14008957,a_noamd,0
T0130.jpg,0.83086944,0.16913058,a_noamd,0
N0084.jpg,0.84919584,0.15080412,a_noamd,0
V0059.jpg,0.88212276,0.117877215,a_noamd,0
T0222.jpg,0.87747943,0.1225205,a_noamd,0
T0214.jpg,0.7647934,0.2352066,a_noamd,0
N0107.jpg,0.878625,0.121374995,a_noamd,0
V0038.jpg,0.8748648,0.12513517,a_noamd,0
T0230.jpg,0.5908203,0.4091797,a_noamd,0
V0183.jpg,0.84543294,0.1545671,a_noamd,0
V0318.jpg,0.84725267,0.15274735,a_noamd,0
T0139.jpg,0.89176077,0.10823925,a_noamd,0
N0087.jpg,0.84311205,0.15688801,a_noamd,0
T0094.jpg,0.8955044,0.10449557,a_noamd,0
N0012.jpg,0.8704243,0.1295757,a_noamd,0
V0052.jpg,0.86975414,0.13024585,a_noamd,0
N0202.jpg,0.25937247,0.7406275,b_amd,1
N0252.jpg,0.47058758,0.5294124,b_amd,1
N0170.jpg,0.7934007,0.20659935,a_noamd,0
N0309.jpg,0.86302143,0.1369786,a_noamd,0
V0353.jpg,0.8353226,0.16467737,a_noamd,0
N0118.jpg,0.86000144,0.13999853,a_noamd,0
V0398.jpg,0.89208066,0.107919365,a_noamd,0
N0218.jpg,0.87081265,0.12918738,a_noamd,0
T0133.jpg,0.89630204,0.103697956,a_noamd,0
N0014.jpg,0.9029222,0.09707782,a_noamd,0
V0347.jpg,0.80894756,0.19105247,a_noamd,0
V0280.jpg,0.8710921,0.12890793,a_noamd,0
N0089.jpg,0.90103394,0.09896601,a_noamd,0
T0143.jpg,0.8475552,0.15244478,a_noamd,0
N0273.jpg,0.8223182,0.17768173,a_noamd,0
N0190.jpg,0.39772725,0.60227275,b_amd,1
T0091.jpg,0.7839158,0.21608417,a_noamd,0
N0001.jpg,0.8354241,0.16457586,a_noamd,0
T0124.jpg,0.84733194,0.15266809,a_noamd,0
V0346.jpg,0.8928928,0.10710724,a_noamd,0
V0349.jpg,0.90718114,0.09281883,a_noamd,0
V0073.jpg,0.8866116,0.11338847,a_noamd,0
N0080.jpg,0.87679636,0.123203665,a_noamd,0
T0269.jpg,0.8783744,0.121625654,a_noamd,0
T0121.jpg,0.8583119,0.1416881,a_noamd,0
V0019.jpg,0.90311015,0.096889846,a_noamd,0
V0029.jpg,0.83693737,0.16306262,a_noamd,0
T0082.jpg,0.21355022,0.78644973,b_amd,1
N0239.jpg,0.8942774,0.10572262,a_noamd,0
T0277.jpg,0.86441123,0.13558878,a_noamd,0
V0324.jpg,0.85757726,0.14242277,a_noamd,0
V0220.jpg,0.91051376,0.08948627,a_noamd,0
T0153.jpg,0.8323257,0.16767427,a_noamd,0
T0276.jpg,0.82405657,0.1759435,a_noamd,0
T0388.jpg,0.86587745,0.13412252,a_noamd,0
T0169.jpg,0.8114319,0.18856813,a_noamd,0
T0369.jpg,0.2869809,0.71301913,b_amd,1
N0279.jpg,0.86202866,0.13797133,a_noamd,0
V0045.jpg,0.43452412,0.5654758,b_amd,1
N0097.jpg,0.62159944,0.37840056,a_noamd,0
V0065.jpg,0.89575875,0.10424127,a_noamd,0
V0279.jpg,0.82627374,0.17372622,a_noamd,0
V0312.jpg,0.84211195,0.15788804,a_noamd,0
T0132.jpg,0.9026363,0.0973637,a_noamd,0
N0167.jpg,0.8570465,0.14295357,a_noamd,0
N0236.jpg,0.904832,0.09516794,a_noamd,0
T0224.jpg,0.86739016,0.13260981,a_noamd,0
T0095.jpg,0.8944105,0.105589464,a_noamd,0
T0163.jpg,0.29451266,0.7054874,b_amd,1
T0171.jpg,0.83785194,0.16214809,a_noamd,0
N0141.jpg,0.90322566,0.09677433,a_noamd,0
V0239.jpg,0.12049088,0.8795091,b_amd,1
V0372.jpg,0.90263164,0.0973684,a_noamd,0
T0156.jpg,0.8395815,0.16041845,a_noamd,0
T0192.jpg,0.12283194,0.87716806,b_amd,1
V0387.jpg,0.89537454,0.104625486,a_noamd,0
V0259.jpg,0.9020078,0.09799217,a_noamd,0
T0028.jpg,0.9075122,0.09248781,a_noamd,0
V0081.jpg,0.6488411,0.3511589,a_noamd,0
T0097.jpg,0.8905757,0.10942431,a_noamd,0
V0070.jpg,0.9059555,0.094044454,a_noamd,0
N0085.jpg,0.31443027,0.68556976,b_amd,1
V0169.jpg,0.8602091,0.13979086,a_noamd,0
N0213.jpg,0.8910869,0.10891316,a_noamd,0
N0138.jpg,0.8975137,0.102486275,a_noamd,0
T0280.jpg,0.8979708,0.10202917,a_noamd,0
N0063.jpg,0.8243409,0.17565915,a_noamd,0
T0168.jpg,0.7145779,0.2854221,a_noamd,0
N0062.jpg,0.87864405,0.121355996,a_noamd,0
T0248.jpg,0.86613405,0.13386598,a_noamd,0
V0385.jpg,0.8988808,0.10111921,a_noamd,0
V0367.jpg,0.6174025,0.3825975,a_noamd,0
N0069.jpg,0.8842236,0.11577635,a_noamd,0
N0234.jpg,0.88151336,0.11848669,a_noamd,0
V0208.jpg,0.7597029,0.24029708,a_noamd,0
N0214.jpg,0.72095954,0.27904046,a_noamd,0
V0005.jpg,0.8728919,0.12710811,a_noamd,0
V0031.jpg,0.38280493,0.61719507,b_amd,1
T0037.jpg,0.8730504,0.12694956,a_noamd,0
V0064.jpg,0.7233055,0.27669445,a_noamd,0
N0070.jpg,0.8900578,0.10994217,a_noamd,0
N0059.jpg,0.8000016,0.19999836,a_noamd,0
V0240.jpg,0.9097193,0.090280674,a_noamd,0
T0098.jpg,0.8886983,0.11130173,a_noamd,0
N0247.jpg,0.89504004,0.104959935,a_noamd,0
V0268.jpg,0.86514723,0.13485272,a_noamd,0
T0103.jpg,0.81303823,0.18696174,a_noamd,0
N0092.jpg,0.8833201,0.116679944,a_noamd,0
V0288.jpg,0.8858738,0.11412619,a_noamd,0
N0246.jpg,0.90127665,0.09872332,a_noamd,0
N0029.jpg,0.86958194,0.13041814,a_noamd,0
N0193.jpg,0.28043535,0.7195647,b_amd,1
V0044.jpg,0.8957671,0.10423296,a_noamd,0
N0269.jpg,0.74905014,0.2509499,a_noamd,0
T0007.jpg,0.90718055,0.09281939,a_noamd,0
N0036.jpg,0.65742856,0.3425714,a_noamd,0
T0283.jpg,0.24038845,0.75961155,b_amd,1
V0243.jpg,0.88417464,0.11582535,a_noamd,0
N0224.jpg,0.79987556,0.2001244,a_noamd,0
T0345.jpg,0.89516824,0.10483177,a_noamd,0
V0100.jpg,0.10142795,0.8985721,b_amd,1
T0178.jpg,0.8970302,0.10296985,a_noamd,0
V0184.jpg,0.8939265,0.106073484,a_noamd,0
V0256.jpg,0.6447227,0.35527727,a_noamd,0
V0393.jpg,0.9024503,0.09754968,a_noamd,0
T0274.jpg,0.91233397,0.08766605,a_noamd,0
T0317.jpg,0.40288275,0.59711725,b_amd,1
V0154.jpg,0.14505686,0.85494316,b_amd,1
T0023.jpg,0.18720688,0.81279314,b_amd,1
V0017.jpg,0.9053949,0.094605036,a_noamd,0
V0058.jpg,0.8140214,0.1859786,a_noamd,0
T0074.jpg,0.883153,0.11684694,a_noamd,0
T0259.jpg,0.87961483,0.12038518,a_noamd,0
V0042.jpg,0.8585863,0.14141372,a_noamd,0
T0360.jpg,0.88308334,0.11691664,a_noamd,0
N0090.jpg,0.8903777,0.10962229,a_noamd,0
T0179.jpg,0.8165569,0.18344316,a_noamd,0
N0009.jpg,0.8688548,0.13114521,a_noamd,0
T0122.jpg,0.87911534,0.1208847,a_noamd,0
V0366.jpg,0.3407486,0.65925145,b_amd,1
V0143.jpg,0.8877451,0.11225493,a_noamd,0
T0362.jpg,0.8784909,0.121509105,a_noamd,0
T0375.jpg,0.86545306,0.13454698,a_noamd,0
T0001.jpg,0.8559015,0.14409849,a_noamd,0
T0315.jpg,0.38399765,0.6160024,b_amd,1
N0116.jpg,0.8860241,0.11397587,a_noamd,0
N0104.jpg,0.90572757,0.094272375,a_noamd,0
V0056.jpg,0.37835056,0.6216494,b_amd,1
N0024.jpg,0.57558185,0.42441818,a_noamd,0
T0186.jpg,0.9008984,0.09910161,a_noamd,0
T0229.jpg,0.775959,0.22404097,a_noamd,0
V0003.jpg,0.8360061,0.16399388,a_noamd,0
V0004.jpg,0.4690836,0.5309164,b_amd,1
N0306.jpg,0.8734181,0.12658186,a_noamd,0
T0149.jpg,0.8757551,0.12424494,a_noamd,0
N0109.jpg,0.86346215,0.13653785,a_noamd,0
V0092.jpg,0.88251716,0.11748281,a_noamd,0
T0090.jpg,0.8985587,0.10144131,a_noamd,0
N0165.jpg,0.86623573,0.13376419,a_noamd,0
T0278.jpg,0.88192004,0.118080035,a_noamd,0
N0053.jpg,0.85836726,0.14163275,a_noamd,0
V0086.jpg,0.8639793,0.13602068,a_noamd,0
T0025.jpg,0.73644435,0.26355565,a_noamd,0
V0166.jpg,0.8541887,0.14581126,a_noamd,0
V0301.jpg,0.904222,0.09577796,a_noamd,0
T0136.jpg,0.89399064,0.10600937,a_noamd,0
N0220.jpg,0.75119567,0.24880429,a_noamd,0
N0180.jpg,0.11330797,0.88669205,b_amd,1
T0236.jpg,0.8931297,0.10687028,a_noamd,0
T0336.jpg,0.8693748,0.13062513,a_noamd,0
N0249.jpg,0.90050846,0.09949155,a_noamd,0
T0243.jpg,0.8748086,0.12519144,a_noamd,0
V0351.jpg,0.864043,0.13595697,a_noamd,0
V0303.jpg,0.8743666,0.12563342,a_noamd,0
V0200.jpg,0.65163285,0.3483671,a_noamd,0
V0032.jpg,0.9041659,0.0958341,a_noamd,0
V0082.jpg,0.864486,0.13551398,a_noamd,0
N0157.jpg,0.89730054,0.102699414,a_noamd,0
V0234.jpg,0.8617539,0.13824607,a_noamd,0
V0338.jpg,0.8883857,0.11161431,a_noamd,0
N0088.jpg,0.82077223,0.17922775,a_noamd,0
V0021.jpg,0.49849316,0.5015068,b_amd,1
V0055.jpg,0.8984061,0.10159398,a_noamd,0
T0040.jpg,0.8781582,0.12184185,a_noamd,0
T0239.jpg,0.76030385,0.23969613,a_noamd,0
T0335.jpg,0.9103103,0.0896897,a_noamd,0
T0064.jpg,0.823467,0.176533,a_noamd,0
T0063.jpg,0.87567663,0.12432343,a_noamd,0
T0070.jpg,0.854048,0.14595199,a_noamd,0
T0359.jpg,0.89177406,0.108225994,a_noamd,0
V0130.jpg,0.8736275,0.12637244,a_noamd,0
V0309.jpg,0.74657696,0.25342304,a_noamd,0
T0373.jpg,0.6656423,0.33435774,a_noamd,0
V0263.jpg,0.8079603,0.19203973,a_noamd,0
T0099.jpg,0.89759994,0.10240014,a_noamd,0
N0276.jpg,0.82139087,0.1786091,a_noamd,0
T0191.jpg,0.28825623,0.7117438,b_amd,1
N0151.jpg,0.786029,0.21397099,a_noamd,0
V0118.jpg,0.9055596,0.09444037,a_noamd,0
T0233.jpg,0.8296717,0.17032829,a_noamd,0
N0164.jpg,0.8559864,0.14401355,a_noamd,0
N0113.jpg,0.8720549,0.12794511,a_noamd,0
N0147.jpg,0.902602,0.09739794,a_noamd,0
N0057.jpg,0.81907666,0.18092337,a_noamd,0
T0264.jpg,0.8969586,0.10304139,a_noamd,0
T0300.jpg,0.9072112,0.09278884,a_noamd,0
N0266.jpg,0.77135473,0.22864519,a_noamd,0
N0146.jpg,0.9117068,0.08829316,a_noamd,0
T0355.jpg,0.899122,0.10087797,a_noamd,0
N0292.jpg,0.8412304,0.15876967,a_noamd,0
N0299.jpg,0.82594305,0.17405696,a_noamd,0
T0039.jpg,0.90009993,0.09990009,a_noamd,0
N0290.jpg,0.9105784,0.08942155,a_noamd,0
V0090.jpg,0.87404966,0.12595028,a_noamd,0
T0289.jpg,0.4269713,0.5730287,b_amd,1
T0013.jpg,0.8585028,0.1414972,a_noamd,0
V0342.jpg,0.7851429,0.21485715,a_noamd,0
V0006.jpg,0.69117385,0.3088261,a_noamd,0
N0235.jpg,0.89405036,0.10594965,a_noamd,0
T0106.jpg,0.8797882,0.120211795,a_noamd,0
T0380.jpg,0.8824815,0.11751844,a_noamd,0
T0238.jpg,0.8790759,0.12092415,a_noamd,0
T0087.jpg,0.2090625,0.7909375,b_amd,1
V0102.jpg,0.8613188,0.13868116,a_noamd,0
N0111.jpg,0.8921748,0.107825235,a_noamd,0
V0391.jpg,0.8083944,0.19160567,a_noamd,0
T0100.jpg,0.87489176,0.12510832,a_noamd,0
V0273.jpg,0.90162385,0.098376125,a_noamd,0
V0186.jpg,0.7270801,0.2729199,a_noamd,0
N0143.jpg,0.89665985,0.10334014,a_noamd,0
V0209.jpg,0.8797379,0.12026205,a_noamd,0
N0159.jpg,0.8935592,0.10644081,a_noamd,0
V0262.jpg,0.8981576,0.10184235,a_noamd,0
T0316.jpg,0.8553147,0.1446853,a_noamd,0
T0047.jpg,0.853893,0.14610703,a_noamd,0
