filename,score_anormal,score_cglaucoma,prediction,prediction_index
image_012_56.jpg,0.9013887,0.09861129,anormal,0
image_032_39.jpg,0.65887105,0.34112898,anormal,0
image_061_44.jpg,0.92488813,0.07511181,anormal,0
image_217_117.jpg,0.62146235,0.37853763,anormal,0
image_133_75.jpg,0.7821127,0.21788724,anormal,0
image_175_91.jpg,0.86799467,0.13200532,anormal,0
image_214_89.jpg,0.56993943,0.43006057,anormal,0
image_041_108.jpg,0.57956696,0.420433,anormal,0
image_031_49.jpg,0.7643309,0.23566908,anormal,0
image_019_168.jpg,0.45297694,0.54702306,cglaucoma,1
image_106_141.jpg,0.8326949,0.16730508,anormal,0
image_125_183.jpg,0.6725821,0.32741785,anormal,0
image_154_23.jpg,0.62564003,0.37435997,anormal,0
image_122_6.jpg,0.6915264,0.3084736,anormal,0
image_192_68.jpg,0.41851905,0.5814809,cglaucoma,1
image_171_203.jpg,0.83873916,0.16126083,anormal,0
image_053_136.jpg,0.8757943,0.124205716,anormal,0
image_024_200.jpg,0.7432171,0.25678292,anormal,0
image_091_223.jpg,0.92866635,0.071333684,anormal,0
image_141_18.jpg,0.68927443,0.31072554,anormal,0
image_196_80.jpg,0.73462695,0.26537305,anormal,0
image_056_142.jpg,0.60379463,0.3962054,anormal,0
image_118_101.jpg,0.5647125,0.4352875,anormal,0
image_115_121.jpg,0.5165469,0.48345307,anormal,0
image_131_131.jpg,0.8874677,0.11253232,anormal,0
image_043_54.jpg,0.77035075,0.22964929,anormal,0
image_201_81.jpg,0.6091566,0.3908434,anormal,0
image_205_29.jpg,0.6781587,0.3218413,anormal,0
image_026_146.jpg,0.7989589,0.20104115,anormal,0
image_147_193.jpg,0.4579702,0.5420298,cglaucoma,1
image_152_169.jpg,0.51937675,0.48062322,anormal,0
image_105_0.jpg,0.7517089,0.24829106,anormal,0
image_138_19.jpg,0.7890925,0.2109075,anormal,0
image_010_41.jpg,0.5000508,0.49994922,anormal,0
image_078_67.jpg,0.87145036,0.12854967,anormal,0
image_040_16.jpg,0.65250725,0.34749278,anormal,0
image_113_224.jpg,0.74553794,0.25446206,anormal,0
image_155_151.jpg,0.6446379,0.35536218,anormal,0
image_103_204.jpg,0.8543136,0.14568643,anormal,0
image_088_175.jpg,0.8708763,0.12912373,anormal,0
image_009_125.jpg,0.7680988,0.23190117,anormal,0
image_134_97.jpg,0.7778325,0.22216752,anormal,0
image_085_61.jpg,0.8989092,0.10109084,anormal,0
image_187_100.jpg,0.8995188,0.10048127,anormal,0
image_190_7.jpg,0.6291453,0.37085468,anormal,0
image_186_114.jpg,0.3790256,0.6209744,cglaucoma,1
image_054_158.jpg,0.7400209,0.25997913,anormal,0
image_121_189.jpg,0.8982464,0.10175359,anormal,0
image_124_126.jpg,0.8403504,0.15964963,anormal,0
image_221_132.jpg,0.83883756,0.16116248,anormal,0
image_174_123.jpg,0.8032628,0.19673717,anormal,0
image_038_95.jpg,0.48521784,0.5147822,cglaucoma,1
image_084_34.jpg,0.92369175,0.076308295,anormal,0
image_058_118.jpg,0.6395511,0.36044887,anormal,0
image_211_152.jpg,0.8220146,0.17798541,anormal,0
image_140_27.jpg,0.42203975,0.57796025,cglaucoma,1
image_153_213.jpg,0.4666165,0.5333834,cglaucoma,1
image_006_4.jpg,0.51938653,0.48061344,anormal,0
image_004_65.jpg,0.8786026,0.12139734,anormal,0
image_191_8.jpg,0.54276633,0.4572337,anormal,0
image_112_111.jpg,0.86710745,0.13289258,anormal,0
image_016_82.jpg,0.56694734,0.43305266,anormal,0
image_028_96.jpg,0.6818715,0.31812856,anormal,0
image_046_64.jpg,0.8005866,0.19941342,anormal,0
image_220_86.jpg,0.88109964,0.118900366,anormal,0
image_027_32.jpg,0.5632295,0.4367705,anormal,0
image_003_50.jpg,0.7178237,0.28217635,anormal,0
image_169_119.jpg,0.8765607,0.12343931,anormal,0
image_050_163.jpg,0.5080467,0.49195328,anormal,0
image_101_222.jpg,0.8835162,0.11648383,anormal,0
image_178_46.jpg,0.4915799,0.50842017,cglaucoma,1
image_149_134.jpg,0.59536713,0.40463287,anormal,0
image_051_190.jpg,0.888568,0.11143201,anormal,0
image_082_9.jpg,0.8387675,0.1612325,anormal,0
image_044_70.jpg,0.79505926,0.20494072,anormal,0
image_034_36.jpg,0.7964686,0.20353144,anormal,0
image_116_69.jpg,0.82457715,0.17542286,anormal,0
image_045_182.jpg,0.4437443,0.5562557,cglaucoma,1
image_096_98.jpg,0.8700067,0.12999329,anormal,0
image_199_94.jpg,0.6593,0.3406999,anormal,0
image_052_3.jpg,0.9213602,0.078639746,anormal,0
image_049_105.jpg,0.78764665,0.21235332,anormal,0
image_020_10.jpg,0.7395353,0.2604647,anormal,0
image_014_59.jpg,0.61072916,0.3892708,anormal,0
image_167_138.jpg,0.8863412,0.11365884,anormal,0
image_215_147.jpg,0.7679489,0.23205104,anormal,0
image_060_79.jpg,0.8944542,0.10554584,anormal,0
image_022_55.jpg,0.77094924,0.22905074,anormal,0
image_033_187.jpg,0.84749895,0.15250103,anormal,0
image_017_93.jpg,0.45888492,0.54111505,cglaucoma,1
image_148_216.jpg,0.4123419,0.5876581,cglaucoma,1
image_129_156.jpg,0.8690803,0.13091977,anormal,0
image_077_201.jpg,0.8319525,0.16804752,anormal,0
image_213_144.jpg,0.7596241,0.24037592,anormal,0
image_107_166.jpg,0.58382314,0.4161769,anormal,0
image_059_220.jpg,0.75331086,0.24668917,anormal,0
image_144_180.jpg,0.8580781,0.14192183,anormal,0
image_143_107.jpg,0.77756315,0.22243686,anormal,0
image_197_28.jpg,0.8560192,0.14398085,anormal,0
image_160_124.jpg,0.90925574,0.09074422,anormal,0
image_150_198.jpg,0.56069386,0.43930617,anormal,0
image_013_71.jpg,0.64770997,0.35229006,anormal,0
image_114_57.jpg,0.5712746,0.42872542,anormal,0
image_179_84.jpg,0.52520764,0.47479236,anormal,0
image_048_130.jpg,0.8787256,0.12127437,anormal,0
image_094_150.jpg,0.9022335,0.097766496,anormal,0
image_035_160.jpg,0.45026842,0.54973155,cglaucoma,1
image_099_22.jpg,0.84848964,0.15151042,anormal,0
image_162_48.jpg,0.8552601,0.14473997,anormal,0
image_170_133.jpg,0.71343416,0.28656584,anormal,0
image_203_181.jpg,0.73608226,0.2639178,anormal,0
image_080_157.jpg,0.84535885,0.15464121,anormal,0
image_086_24.jpg,0.9055164,0.09448362,anormal,0
image_219_21.jpg,0.7635981,0.23640196,anormal,0
image_180_53.jpg,0.75281,0.24718995,anormal,0
image_074_37.jpg,0.68542355,0.31457642,anormal,0
image_072_102.jpg,0.5080958,0.49190417,anormal,0
image_092_1.jpg,0.91716385,0.08283614,anormal,0
image_098_205.jpg,0.8960641,0.10393586,anormal,0
image_210_73.jpg,0.75281,0.24718995,anormal,0
image_195_106.jpg,0.73985624,0.26014376,anormal,0
image_185_185.jpg,0.3882414,0.61175865,cglaucoma,1
image_194_88.jpg,0.5720375,0.42796242,anormal,0
image_176_161.jpg,0.6403587,0.35964125,anormal,0
image_146_85.jpg,0.5831862,0.41681373,anormal,0
image_193_51.jpg,0.7630496,0.2369504,anormal,0
image_071_154.jpg,0.57113725,0.42886278,anormal,0
image_001_170.jpg,0.7945945,0.20540553,anormal,0
image_037_178.jpg,0.82667905,0.17332101,anormal,0
image_047_143.jpg,0.75167906,0.24832097,anormal,0
image_184_197.jpg,0.70128435,0.29871568,anormal,0
image_025_99.jpg,0.6519264,0.3480736,anormal,0
image_093_140.jpg,0.8387675,0.1612325,anormal,0
image_156_72.jpg,0.8053975,0.19460249,anormal,0
image_068_173.jpg,0.44625795,0.5537421,cglaucoma,1
image_225_148.jpg,0.6731393,0.32686076,anormal,0
image_081_153.jpg,0.87205,0.12795,anormal,0
image_079_15.jpg,0.87087333,0.12912664,anormal,0
image_209_42.jpg,0.8349303,0.16506973,anormal,0
image_224_165.jpg,0.74225956,0.25774044,anormal,0
image_023_103.jpg,0.59033287,0.4096671,anormal,0
image_007_5.jpg,0.6254405,0.37455952,anormal,0
image_083_30.jpg,0.83547014,0.16452989,anormal,0
image_177_112.jpg,0.5174602,0.4825398,anormal,0
image_018_120.jpg,0.49289805,0.50710195,cglaucoma,1
image_204_208.jpg,0.84259754,0.15740246,anormal,0
image_200_45.jpg,0.5536531,0.44634682,anormal,0
image_070_212.jpg,0.6676462,0.33235377,anormal,0
image_002_252.jpg,0.49379155,0.5062084,cglaucoma,1
image_014_237.jpg,0.8097953,0.19020474,anormal,0
image_015_253.jpg,0.8822045,0.117795564,anormal,0
image_025_243.jpg,0.7513491,0.24865097,anormal,0
image_013_239.jpg,0.41780266,0.58219737,cglaucoma,1
image_018_246.jpg,0.76479685,0.23520312,anormal,0
image_029_255.jpg,0.9047216,0.09527831,anormal,0
image_008_245.jpg,0.92200685,0.07799321,anormal,0
image_024_251.jpg,0.8532679,0.14673209,anormal,0
image_012_236.jpg,0.92451286,0.07548716,anormal,0
image_023_244.jpg,0.76479685,0.23520312,anormal,0
image_030_256.jpg,0.75576043,0.2442396,anormal,0
image_006_225.jpg,0.54098594,0.45901403,anormal,0
image_016_240.jpg,0.83453673,0.16546327,anormal,0
image_022_235.jpg,0.8736591,0.12634093,anormal,0
image_027_230.jpg,0.7749605,0.22503953,anormal,0
image_026_248.jpg,0.6550792,0.3449208,anormal,0
image_004_238.jpg,0.7253761,0.27462387,anormal,0
image_019_249.jpg,0.8605895,0.13941057,anormal,0
image_003_234.jpg,0.7205898,0.2794102,anormal,0
image_007_226.jpg,0.9171154,0.0828846,anormal,0
image_032_231.jpg,0.9153556,0.084644444,anormal,0
image_028_242.jpg,0.9036677,0.096332304,anormal,0
image_031_233.jpg,0.69673675,0.30326325,anormal,0
image_005_228.jpg,0.8810467,0.1189533,anormal,0
image_011_254.jpg,0.8199,0.1801,anormal,0
image_020_227.jpg,0.9168813,0.08311868,anormal,0
image_010_232.jpg,0.8212053,0.1787947,anormal,0
image_021_229.jpg,0.751255,0.24874504,anormal,0
image_001_250.jpg,0.8677467,0.13225327,anormal,0
image_017_241.jpg,0.4449959,0.55500406,cglaucoma,1
image_009_247.jpg,0.8211992,0.17880082,anormal,0
