image_path,predicted_class,true_class,prob_anormal,prob_cglaucoma
test/anormal/RET200OS.jpg,anormal,anormal,0.97070223,0.029297704
test/anormal/RET201OD.jpg,anormal,anormal,0.97765404,0.022345964
test/anormal/RET202OD.jpg,anormal,anormal,0.9747995,0.025200492
test/anormal/RET203OD.jpg,anormal,anormal,0.96816653,0.031833477
test/anormal/RET203OS.jpg,anormal,anormal,0.9691065,0.030893553
test/anormal/RET210OD.jpg,anormal,anormal,0.9799514,0.020048592
test/anormal/RET211OS.jpg,anormal,anormal,0.9761545,0.023845516
test/anormal/RET212OD.jpg,anormal,anormal,0.9559931,0.044006884
test/anormal/RET213OS.jpg,anormal,anormal,0.9627921,0.037207942
test/anormal/RET216OD.jpg,anormal,anormal,0.95746034,0.042539593
test/anormal/RET216OS.jpg,anormal,anormal,0.9712228,0.028777113
test/anormal/RET220OD.jpg,anormal,anormal,0.962226,0.037774067
test/anormal/RET220OS.jpg,anormal,anormal,0.9627127,0.037287295
test/anormal/RET224OD.jpg,anormal,anormal,0.97848433,0.021515643
test/anormal/RET228OS.jpg,anormal,anormal,0.9608181,0.039181843
test/anormal/RET231OD.jpg,anormal,anormal,0.97481585,0.025184205
test/anormal/RET237OD.jpg,anormal,anormal,0.977032,0.02296806
test/anormal/RET245OS.jpg,anormal,anormal,0.97105455,0.028945427
test/anormal/RET252OS.jpg,anormal,anormal,0.9805406,0.01945947
test/anormal/RET253OD.jpg,anormal,anormal,0.9741638,0.02583628
test/anormal/RET253OS.jpg,anormal,anormal,0.9808435,0.019156478
test/anormal/RET256OD.jpg,anormal,anormal,0.9602332,0.039766733
test/anormal/RET258OD.jpg,anormal,anormal,0.9696842,0.030315813
test/anormal/RET259OD.jpg,anormal,anormal,0.88130885,0.11869111
test/anormal/RET261OS.jpg,anormal,anormal,0.9114696,0.08853039
test/anormal/RET267OD.jpg,anormal,anormal,0.96245027,0.03754967
test/anormal/RET271OS.jpg,anormal,anormal,0.94962645,0.05037358
test/anormal/RET272OD.jpg,anormal,anormal,0.9656374,0.034362547
test/anormal/RET277OS.jpg,anormal,anormal,0.96524626,0.03475377
test/anormal/RET282OD.jpg,anormal,anormal,0.97445303,0.02554698
test/anormal/RET282OS.jpg,anormal,anormal,0.9552228,0.04477716
test/anormal/RET283OS.jpg,anormal,anormal,0.9692973,0.030702665
test/anormal/RET285OS.jpg,anormal,anormal,0.9826245,0.01737554
test/anormal/RET291OD.jpg,anormal,anormal,0.9789619,0.021038054
test/cglaucoma/RET002OD.jpg,anormal,cglaucoma,0.71317124,0.2868288
test/cglaucoma/RET006OS.jpg,anormal,cglaucoma,0.65002155,0.34997845
test/cglaucoma/RET053OD.jpg,anormal,cglaucoma,0.5067929,0.4932071
test/cglaucoma/RET066OS.jpg,anormal,cglaucoma,0.89020544,0.10979452
test/cglaucoma/RET089OD.jpg,anormal,cglaucoma,0.96956843,0.030431628
test/cglaucoma/RET091OD.jpg,anormal,cglaucoma,0.9776989,0.022301085
test/cglaucoma/RET102OD.jpg,anormal,cglaucoma,0.9777394,0.022260576
test/cglaucoma/RET106OD.jpg,cglaucoma,cglaucoma,0.3487406,0.6512594
test/cglaucoma/RET114OS.jpg,anormal,cglaucoma,0.94042313,0.05957691
test/cglaucoma/RET120OD.jpg,anormal,cglaucoma,0.9181976,0.08180247
test/cglaucoma/RET120OS.jpg,anormal,cglaucoma,0.9744288,0.025571166
test/cglaucoma/RET122OD.jpg,anormal,cglaucoma,0.9634119,0.036588043
test/cglaucoma/RET122OS.jpg,anormal,cglaucoma,0.97857565,0.021424295
test/cglaucoma/RET276OS.jpg,anormal,cglaucoma,0.9280198,0.07198016
