image_path,predicted_class,true_class,prob_anormal,prob_cglaucoma
test/anormal/image_057_109.jpg,anormal,anormal,0.88621557,0.11378446
test/anormal/image_058_118.jpg,anormal,anormal,0.8911564,0.10884362
test/anormal/image_059_220.jpg,anormal,anormal,0.67389894,0.32610106
test/anormal/image_060_79.jpg,anormal,anormal,0.9777044,0.022295646
test/anormal/image_061_44.jpg,anormal,anormal,0.9641471,0.035852958
test/anormal/image_062_135.jpg,anormal,anormal,0.6075391,0.39246088
test/anormal/image_063_110.jpg,anormal,anormal,0.9524173,0.047582656
test/anormal/image_064_164.jpg,anormal,anormal,0.9626385,0.037361547
test/anormal/image_065_92.jpg,anormal,anormal,0.9296171,0.07038296
test/anormal/image_066_218.jpg,anormal,anormal,0.8405439,0.15945613
test/anormal/image_067_127.jpg,anormal,anormal,0.52330804,0.476692
test/anormal/image_068_173.jpg,anormal,anormal,0.6911716,0.3088284
test/anormal/image_069_184.jpg,anormal,anormal,0.895871,0.104129
test/anormal/image_070_212.jpg,cglaucoma,anormal,0.4710896,0.5289104
test/anormal/image_071_154.jpg,anormal,anormal,0.5331876,0.46681237
test/anormal/image_072_102.jpg,cglaucoma,anormal,0.49778897,0.502211
test/anormal/image_073_179.jpg,anormal,anormal,0.698932,0.301068
test/anormal/image_074_37.jpg,anormal,anormal,0.7757438,0.22425622
test/anormal/image_075_195.jpg,anormal,anormal,0.9326918,0.06730814
test/anormal/image_076_33.jpg,anormal,anormal,0.5202315,0.47976854
test/anormal/image_077_201.jpg,anormal,anormal,0.7545486,0.24545136
test/anormal/image_078_67.jpg,anormal,anormal,0.94914156,0.05085849
test/anormal/image_079_15.jpg,anormal,anormal,0.9208883,0.07911173
test/anormal/image_080_157.jpg,anormal,anormal,0.6623001,0.33769986
test/anormal/image_081_153.jpg,anormal,anormal,0.7800589,0.21994108
test/anormal/image_082_9.jpg,anormal,anormal,0.8396641,0.1603359
test/anormal/image_083_30.jpg,anormal,anormal,0.9676555,0.03234451
test/anormal/image_084_34.jpg,anormal,anormal,0.966822,0.03317793
test/anormal/image_085_61.jpg,anormal,anormal,0.92646253,0.07353745
test/anormal/image_086_24.jpg,anormal,anormal,0.9502476,0.049752384
test/anormal/image_087_210.jpg,anormal,anormal,0.97505176,0.02494831
test/anormal/image_088_175.jpg,anormal,anormal,0.9208889,0.07911107
test/anormal/image_089_38.jpg,anormal,anormal,0.96708775,0.032912213
test/anormal/image_090_145.jpg,anormal,anormal,0.89401346,0.1059865
test/anormal/image_091_223.jpg,anormal,anormal,0.9784081,0.021591922
test/anormal/image_092_1.jpg,anormal,anormal,0.9768713,0.023128662
test/anormal/image_093_140.jpg,anormal,anormal,0.8396641,0.1603359
test/anormal/image_094_150.jpg,anormal,anormal,0.87772715,0.12227284
test/anormal/image_095_11.jpg,anormal,anormal,0.98028105,0.019718962
test/anormal/image_096_98.jpg,anormal,anormal,0.9172151,0.08278492
test/anormal/image_097_176.jpg,anormal,anormal,0.88849837,0.11150168
test/anormal/image_098_205.jpg,anormal,anormal,0.96096706,0.03903298
test/anormal/image_099_22.jpg,anormal,anormal,0.9642333,0.035766646
test/anormal/image_100_196.jpg,anormal,anormal,0.8548572,0.14514278
test/anormal/image_101_222.jpg,anormal,anormal,0.9727077,0.027292231
test/anormal/image_102_155.jpg,anormal,anormal,0.8227963,0.17720371
test/anormal/image_103_204.jpg,anormal,anormal,0.7636437,0.23635632
test/anormal/image_104_2.jpg,anormal,anormal,0.92899907,0.07100089
test/anormal/image_105_0.jpg,anormal,anormal,0.9645312,0.035468835
test/anormal/image_106_141.jpg,anormal,anormal,0.9654837,0.034516323
test/anormal/image_107_166.jpg,anormal,anormal,0.68901396,0.310986
test/anormal/image_108_188.jpg,anormal,anormal,0.9540419,0.04595815
test/anormal/image_109_76.jpg,anormal,anormal,0.5065273,0.49347273
test/anormal/image_110_199.jpg,anormal,anormal,0.74154186,0.25845814
test/anormal/image_111_58.jpg,anormal,anormal,0.9699518,0.030048177
test/anormal/image_112_111.jpg,anormal,anormal,0.9190589,0.08094107
test/anormal/image_113_224.jpg,anormal,anormal,0.8956545,0.10434545
test/anormal/image_114_57.jpg,anormal,anormal,0.93068373,0.06931632
test/anormal/image_115_121.jpg,anormal,anormal,0.7736467,0.22635333
test/anormal/image_116_69.jpg,anormal,anormal,0.9198586,0.0801414
test/anormal/image_117_211.jpg,anormal,anormal,0.94326174,0.056738183
test/anormal/image_118_101.jpg,anormal,anormal,0.65863836,0.34136158
test/anormal/image_119_194.jpg,cglaucoma,anormal,0.4892464,0.51075363
test/anormal/image_120_17.jpg,anormal,anormal,0.92080206,0.079197906
test/anormal/image_121_189.jpg,anormal,anormal,0.9148401,0.08515996
test/anormal/image_122_6.jpg,cglaucoma,anormal,0.3382334,0.66176665
test/anormal/image_123_35.jpg,anormal,anormal,0.9437464,0.056253634
test/anormal/image_124_126.jpg,anormal,anormal,0.88042194,0.11957806
test/anormal/image_125_183.jpg,anormal,anormal,0.9612841,0.03871587
test/anormal/image_126_177.jpg,anormal,anormal,0.9625041,0.037495926
test/anormal/image_127_43.jpg,anormal,anormal,0.90375406,0.096245915
test/anormal/image_128_60.jpg,anormal,anormal,0.8979564,0.10204357
test/anormal/image_129_156.jpg,anormal,anormal,0.97241163,0.027588345
test/anormal/image_130_104.jpg,anormal,anormal,0.61217594,0.3878241
test/anormal/image_131_131.jpg,anormal,anormal,0.95476854,0.04523147
test/anormal/image_132_52.jpg,anormal,anormal,0.85227275,0.14772722
test/anormal/image_133_75.jpg,anormal,anormal,0.95488846,0.045111522
test/anormal/image_134_97.jpg,anormal,anormal,0.77587855,0.22412142
test/anormal/image_135_90.jpg,anormal,anormal,0.8327441,0.1672559
test/anormal/image_136_128.jpg,anormal,anormal,0.8885956,0.111404374
test/anormal/image_137_87.jpg,anormal,anormal,0.91427326,0.085726745
test/anormal/image_138_19.jpg,cglaucoma,anormal,0.49345365,0.5065463
test/anormal/image_139_167.jpg,anormal,anormal,0.6431155,0.35688448
test/anormal/image_140_27.jpg,anormal,anormal,0.9275283,0.07247171
test/anormal/image_141_18.jpg,anormal,anormal,0.92841846,0.07158155
test/anormal/image_142_159.jpg,anormal,anormal,0.95852923,0.041470785
test/anormal/image_143_107.jpg,anormal,anormal,0.8124972,0.18750282
test/anormal/image_144_180.jpg,anormal,anormal,0.813528,0.18647194
test/anormal/image_145_78.jpg,anormal,anormal,0.56828326,0.43171674
test/anormal/image_146_85.jpg,cglaucoma,anormal,0.3834929,0.6165071
test/anormal/image_147_193.jpg,anormal,anormal,0.57280433,0.4271957
test/anormal/image_148_216.jpg,cglaucoma,anormal,0.41017312,0.5898269
test/anormal/image_149_134.jpg,anormal,anormal,0.55015844,0.4498416
test/anormal/image_150_198.jpg,anormal,anormal,0.5689691,0.43103096
test/anormal/image_151_31.jpg,anormal,anormal,0.55456793,0.44543207
test/anormal/image_152_169.jpg,anormal,anormal,0.80218697,0.197813
test/anormal/image_153_213.jpg,anormal,anormal,0.8476743,0.15232567
test/anormal/image_154_23.jpg,anormal,anormal,0.87014925,0.12985073
test/anormal/image_155_151.jpg,cglaucoma,anormal,0.47297254,0.5270275
test/anormal/image_156_72.jpg,anormal,anormal,0.66636056,0.33363938
test/anormal/image_157_115.jpg,anormal,anormal,0.957328,0.042671934
test/anormal/image_158_191.jpg,anormal,anormal,0.93490165,0.065098345
test/anormal/image_159_162.jpg,anormal,anormal,0.6316113,0.3683887
test/anormal/image_160_124.jpg,anormal,anormal,0.97281647,0.027183482
test/anormal/image_161_62.jpg,anormal,anormal,0.94985914,0.050140858
test/anormal/image_162_48.jpg,anormal,anormal,0.9401146,0.05988534
test/anormal/image_163_206.jpg,anormal,anormal,0.951985,0.048015013
test/anormal/image_164_215.jpg,anormal,anormal,0.95348763,0.046512302
test/anormal/image_165_77.jpg,anormal,anormal,0.9462678,0.05373218
test/anormal/image_166_129.jpg,anormal,anormal,0.9446936,0.05530642
test/anormal/image_167_138.jpg,anormal,anormal,0.9586087,0.04139137
test/anormal/image_168_113.jpg,anormal,anormal,0.9313097,0.068690345
test/anormal/image_169_119.jpg,anormal,anormal,0.9726944,0.027305592
test/anormal/image_170_133.jpg,anormal,anormal,0.94659954,0.05340044
test/anormal/image_171_203.jpg,cglaucoma,anormal,0.35917163,0.64082843
test/anormal/image_172_137.jpg,anormal,anormal,0.5094298,0.49057016
test/anormal/image_173_83.jpg,cglaucoma,anormal,0.34177524,0.6582247
test/anormal/image_174_123.jpg,anormal,anormal,0.56658244,0.43341753
test/anormal/image_175_91.jpg,anormal,anormal,0.9032369,0.09676303
test/anormal/image_176_161.jpg,anormal,anormal,0.92365074,0.07634927
test/anormal/image_177_112.jpg,anormal,anormal,0.8052291,0.19477089
test/anormal/image_178_46.jpg,anormal,anormal,0.8063719,0.19362813
test/anormal/image_179_84.jpg,cglaucoma,anormal,0.46658653,0.53341347
test/anormal/image_180_53.jpg,cglaucoma,anormal,0.32049015,0.6795098
test/anormal/image_181_207.jpg,anormal,anormal,0.7265806,0.27341938
test/anormal/image_182_171.jpg,cglaucoma,anormal,0.33542106,0.664579
test/anormal/image_183_40.jpg,anormal,anormal,0.89890206,0.10109794
test/anormal/image_184_197.jpg,anormal,anormal,0.5415599,0.45844007
test/anormal/image_185_185.jpg,anormal,anormal,0.85010135,0.14989866
test/anormal/image_186_114.jpg,anormal,anormal,0.75137484,0.24862516
test/anormal/image_187_100.jpg,anormal,anormal,0.92251086,0.07748919
test/anormal/image_188_192.jpg,anormal,anormal,0.8986125,0.10138747
test/anormal/image_189_149.jpg,anormal,anormal,0.50513536,0.49486464
test/anormal/image_190_7.jpg,anormal,anormal,0.6491973,0.35080275
test/anormal/image_191_8.jpg,cglaucoma,anormal,0.34888673,0.6511133
test/anormal/image_192_68.jpg,anormal,anormal,0.8904414,0.109558605
test/anormal/image_193_51.jpg,anormal,anormal,0.79193366,0.20806636
test/anormal/image_194_88.jpg,anormal,anormal,0.85486287,0.14513712
test/anormal/image_195_106.jpg,anormal,anormal,0.52216405,0.47783592
test/anormal/image_196_80.jpg,anormal,anormal,0.6889717,0.31102827
test/anormal/image_197_28.jpg,anormal,anormal,0.90738547,0.092614576
test/anormal/image_198_66.jpg,anormal,anormal,0.6664007,0.3335993
test/anormal/image_199_94.jpg,anormal,anormal,0.6820858,0.3179142
test/anormal/image_200_45.jpg,anormal,anormal,0.9267903,0.07320964
test/anormal/image_201_81.jpg,anormal,anormal,0.91281784,0.08718213
test/anormal/image_202_14.jpg,anormal,anormal,0.8560122,0.14398779
test/anormal/image_203_181.jpg,anormal,anormal,0.93614364,0.06385638
test/anormal/image_204_208.jpg,anormal,anormal,0.95151126,0.048488766
test/anormal/image_205_29.jpg,anormal,anormal,0.7178249,0.28217512
test/anormal/image_206_186.jpg,anormal,anormal,0.8669868,0.1330132
test/anormal/image_207_221.jpg,anormal,anormal,0.7348667,0.26513335
test/anormal/image_208_20.jpg,anormal,anormal,0.97792506,0.022074984
test/anormal/image_209_42.jpg,anormal,anormal,0.87475204,0.12524797
test/anormal/image_210_73.jpg,cglaucoma,anormal,0.32049015,0.6795098
test/anormal/image_211_152.jpg,anormal,anormal,0.7265806,0.27341938
test/anormal/image_212_47.jpg,anormal,anormal,0.8766611,0.123338915
test/anormal/image_213_144.jpg,anormal,anormal,0.8165295,0.18347044
test/anormal/image_214_89.jpg,anormal,anormal,0.5973472,0.4026528
test/anormal/image_215_147.jpg,anormal,anormal,0.7539023,0.2460977
test/anormal/image_216_74.jpg,anormal,anormal,0.5654443,0.4345557
test/anormal/image_217_117.jpg,anormal,anormal,0.7560646,0.24393533
test/anormal/image_218_122.jpg,anormal,anormal,0.9614986,0.038501363
test/anormal/image_219_21.jpg,anormal,anormal,0.9386732,0.061326757
test/anormal/image_220_86.jpg,anormal,anormal,0.9697375,0.030262437
test/anormal/image_221_132.jpg,anormal,anormal,0.9442818,0.05571813
test/anormal/image_222_174.jpg,anormal,anormal,0.95195645,0.04804351
test/anormal/image_223_172.jpg,anormal,anormal,0.76211137,0.23788863
test/anormal/image_224_165.jpg,anormal,anormal,0.9297773,0.07022274
test/anormal/image_225_148.jpg,anormal,anormal,0.904424,0.09557592
test/cglaucoma/image_001_250.jpg,anormal,cglaucoma,0.9511662,0.048833814
test/cglaucoma/image_002_252.jpg,cglaucoma,cglaucoma,0.3939217,0.60607827
test/cglaucoma/image_003_234.jpg,cglaucoma,cglaucoma,0.4098246,0.5901754
test/cglaucoma/image_004_238.jpg,anormal,cglaucoma,0.9607734,0.03922661
test/cglaucoma/image_005_228.jpg,anormal,cglaucoma,0.9689849,0.0310151
test/cglaucoma/image_006_225.jpg,cglaucoma,cglaucoma,0.09842288,0.9015771
test/cglaucoma/image_007_226.jpg,anormal,cglaucoma,0.8798411,0.12015889
test/cglaucoma/image_008_245.jpg,anormal,cglaucoma,0.96917164,0.030828355
test/cglaucoma/image_009_247.jpg,anormal,cglaucoma,0.85893005,0.14106992
test/cglaucoma/image_010_232.jpg,anormal,cglaucoma,0.859012,0.140988
test/cglaucoma/image_011_254.jpg,anormal,cglaucoma,0.8103082,0.18969181
test/cglaucoma/image_012_236.jpg,anormal,cglaucoma,0.9688722,0.0311278
test/cglaucoma/image_013_239.jpg,anormal,cglaucoma,0.7889311,0.21106887
test/cglaucoma/image_014_237.jpg,anormal,cglaucoma,0.7900625,0.20993747
test/cglaucoma/image_015_253.jpg,anormal,cglaucoma,0.9396243,0.060375623
test/cglaucoma/image_016_240.jpg,anormal,cglaucoma,0.89214903,0.10785099
test/cglaucoma/image_017_241.jpg,anormal,cglaucoma,0.8206432,0.17935687
test/cglaucoma/image_018_246.jpg,anormal,cglaucoma,0.8408065,0.15919346
test/cglaucoma/image_019_249.jpg,anormal,cglaucoma,0.94204855,0.057951394
test/cglaucoma/image_020_227.jpg,anormal,cglaucoma,0.95113724,0.04886281
test/cglaucoma/image_021_229.jpg,anormal,cglaucoma,0.6463406,0.35365942
test/cglaucoma/image_022_235.jpg,anormal,cglaucoma,0.63277686,0.3672231
test/cglaucoma/image_023_244.jpg,anormal,cglaucoma,0.8408065,0.15919346
test/cglaucoma/image_024_251.jpg,anormal,cglaucoma,0.81183624,0.18816376
test/cglaucoma/image_025_243.jpg,anormal,cglaucoma,0.64644384,0.35355613
test/cglaucoma/image_026_248.jpg,anormal,cglaucoma,0.9131035,0.08689651
test/cglaucoma/image_027_230.jpg,cglaucoma,cglaucoma,0.093727134,0.9062728
test/cglaucoma/image_028_242.jpg,anormal,cglaucoma,0.94340676,0.056593247
test/cglaucoma/image_029_255.jpg,anormal,cglaucoma,0.690268,0.30973205
test/cglaucoma/image_030_256.jpg,anormal,cglaucoma,0.92706674,0.07293319
test/cglaucoma/image_031_233.jpg,anormal,cglaucoma,0.9352728,0.06472719
test/cglaucoma/image_032_231.jpg,anormal,cglaucoma,0.8843168,0.11568318
