filename,score_anodr,score_bmilddr,score_cmoderatedr,score_dseveredr,score_eproliferativedr,pred_index,pred_class
20051021_51936_0100_PP_1379.png,0.916833,0.032398,0.021118,0.017567,0.012085,0,anodr
20051021_51994_0100_PP_1283.png,0.922895,0.028565,0.017800,0.016650,0.014090,0,anodr
20051021_57798_0100_PP_1322.png,0.908430,0.041282,0.022179,0.014638,0.013471,0,anodr
20051021_57862_0100_PP_372.png,0.815704,0.133234,0.026887,0.013488,0.010687,0,anodr
20051021_57975_0100_PP_517.png,0.924852,0.016049,0.025312,0.017418,0.016369,0,anodr
20051021_58035_0100_PP_1138.png,0.906649,0.023692,0.041908,0.017031,0.010720,0,anodr
20051021_58388_0100_PP_1300.png,0.912749,0.023281,0.030824,0.018948,0.014198,0,anodr
20051021_58522_0100_PP_50.png,0.927065,0.020546,0.018917,0.017758,0.015715,0,anodr
20051109_57843_0400_PP_1109.png,0.920750,0.028388,0.018511,0.016607,0.015745,0,anodr
20051109_59969_0400_PP_1079.png,0.920477,0.029020,0.021656,0.015301,0.013546,0,anodr
20051109_60031_0400_PP_528.png,0.886639,0.041217,0.044237,0.017289,0.010618,0,anodr
20051109_60136_0400_PP_905.png,0.670216,0.030960,0.082102,0.029561,0.187161,0,anodr
20051110_33960_0400_PP_35.png,0.920959,0.026052,0.023075,0.013803,0.016111,0,anodr
20051110_34013_0400_PP_151.png,0.911298,0.032810,0.024872,0.013064,0.017955,0,anodr
20051110_35239_0400_PP_836.png,0.927627,0.021236,0.021024,0.017013,0.013101,0,anodr
20051110_35279_0400_PP_1033.png,0.913319,0.029381,0.029061,0.016646,0.011592,0,anodr
20051110_35332_0400_PP_497.png,0.857127,0.067725,0.045290,0.016818,0.013040,0,anodr
20051110_37992_0400_PP_1043.png,0.911911,0.032467,0.026415,0.017004,0.012203,0,anodr
20051110_38111_0400_PP_429.png,0.926247,0.024407,0.019599,0.017022,0.012725,0,anodr
20051110_38156_0400_PP_477.png,0.917535,0.032308,0.020199,0.016718,0.013240,0,anodr
20051110_38280_0400_PP_83.png,0.929370,0.021824,0.017811,0.017155,0.013840,0,anodr
20051110_38313_0400_PP_1041.png,0.931945,0.014793,0.024737,0.017835,0.010690,0,anodr
20051110_38352_0400_PP_934.png,0.931793,0.014078,0.023147,0.018805,0.012177,0,anodr
20051110_38472_0400_PP_1127.png,0.884188,0.061841,0.027973,0.014097,0.011901,0,anodr
20051110_38507_0400_PP_1190.png,0.832518,0.077084,0.060824,0.017351,0.012223,0,anodr
20051116_43388_0400_PP_344.png,0.914876,0.035068,0.020535,0.015825,0.013696,0,anodr
20051116_43585_0400_PP_950.png,0.914687,0.033308,0.023335,0.015324,0.013347,0,anodr
20051116_43710_0400_PP_95.png,0.913253,0.016816,0.036338,0.020094,0.013499,0,anodr
20051116_43721_0400_PP_363.png,0.907628,0.035551,0.021524,0.020193,0.015103,0,anodr
20051116_43785_0400_PP_445.png,0.912171,0.035522,0.024613,0.015257,0.012437,0,anodr
20051116_43801_0400_PP_325.png,0.915125,0.035366,0.020239,0.015119,0.014152,0,anodr
20051116_44648_0400_PP_1036.png,0.898872,0.044044,0.031026,0.013358,0.012700,0,anodr
20051117_37042_0400_PP_1119.png,0.909071,0.038495,0.020764,0.014670,0.017000,0,anodr
20051117_37051_0400_PP_1136.png,0.921132,0.028008,0.019167,0.016325,0.015369,0,anodr
20051117_37078_0400_PP_559.png,0.931560,0.017239,0.022846,0.016449,0.011906,0,anodr
20051117_37100_0400_PP_1083.png,0.926467,0.013597,0.028810,0.017794,0.013332,0,anodr
20051117_37130_0400_PP_938.png,0.922060,0.031466,0.022157,0.013106,0.011210,0,anodr
20051117_37155_0400_PP_84.png,0.741577,0.062799,0.124395,0.017198,0.054031,0,anodr
20051117_37185_0400_PP_404.png,0.907306,0.044910,0.019255,0.015274,0.013255,0,anodr
20051117_37321_0400_PP_947.png,0.919504,0.022731,0.028086,0.016775,0.012903,0,anodr
20051130_53586_0400_PP_1121.png,0.921348,0.030840,0.019156,0.015291,0.013365,0,anodr
20051130_53623_0400_PP_894.png,0.931569,0.016042,0.022265,0.018059,0.012066,0,anodr
20051130_53663_0400_PP_510.png,0.918820,0.019547,0.029749,0.017696,0.014187,0,anodr
20051130_53991_0400_PP_277.png,0.923455,0.024027,0.020477,0.017991,0.014051,0,anodr
20051130_54030_0400_PP_946.png,0.924211,0.022403,0.026705,0.017126,0.009555,0,anodr
20051130_54077_0400_PP_1117.png,0.921057,0.027313,0.020635,0.016322,0.014673,0,anodr
20051130_54121_0400_PP_1281.png,0.908380,0.034609,0.026237,0.017436,0.013338,0,anodr
20051130_54257_0400_PP_506.png,0.708121,0.216956,0.046219,0.011334,0.017370,0,anodr
20051130_54301_0400_PP_93.png,0.655479,0.146555,0.150769,0.022462,0.024735,0,anodr
20051130_54323_0400_PP_978.png,0.814159,0.131383,0.026380,0.011395,0.016683,0,anodr
20051130_54476_0400_PP_394.png,0.930715,0.019965,0.019722,0.017244,0.012354,0,anodr
20051130_54498_0400_PP_1217.png,0.920030,0.020126,0.024625,0.020615,0.014605,0,anodr
20051130_54595_0400_PP_940.png,0.648610,0.277226,0.040013,0.009128,0.025022,0,anodr
20051130_54802_0400_PP_550.png,0.927090,0.021334,0.019407,0.018766,0.013403,0,anodr
20051130_54846_0400_PP_289.png,0.919551,0.025613,0.024109,0.017051,0.013676,0,anodr
20051130_54943_0400_PP_1044.png,0.928683,0.019328,0.019290,0.018262,0.014438,0,anodr
20051130_54956_0400_PP_875.png,0.930175,0.015675,0.021980,0.018128,0.014042,0,anodr
20051130_55004_0400_PP_1259.png,0.913782,0.032085,0.026029,0.014677,0.013427,0,anodr
20051130_55012_0400_PP_865.png,0.809479,0.046622,0.043839,0.019746,0.080315,0,anodr
20051130_55037_0400_PP_443.png,0.924509,0.021251,0.024070,0.017333,0.012836,0,anodr
20051130_55048_0400_PP_921.png,0.921816,0.021826,0.022786,0.019218,0.014355,0,anodr
20051130_55074_0400_PP_986.png,0.797186,0.035244,0.122830,0.033450,0.011290,0,anodr
20051130_55086_0400_PP_1152.png,0.911352,0.029080,0.028464,0.017005,0.014099,0,anodr
20051130_55107_0400_PP_316.png,0.924775,0.023712,0.018014,0.017172,0.016326,0,anodr
20051130_55160_0400_PP_1182.png,0.825323,0.016606,0.080293,0.036404,0.041375,0,anodr
20051130_55269_0400_PP_820.png,0.917618,0.029252,0.026209,0.012920,0.014001,0,anodr
20051130_55311_0400_PP_896.png,0.911433,0.030831,0.024103,0.016646,0.016987,0,anodr
20051130_55323_0400_PP_883.png,0.914753,0.032429,0.020590,0.015801,0.016427,0,anodr
20051130_55381_0400_PP_504.png,0.932233,0.017682,0.017599,0.018046,0.014440,0,anodr
20051130_55393_0400_PP_1251.png,0.926887,0.022271,0.019769,0.018692,0.012381,0,anodr
20051130_58716_0400_PP_355.png,0.883245,0.016909,0.064786,0.024545,0.010514,0,anodr
20051130_58824_0400_PP_1181.png,0.801621,0.024597,0.114411,0.049321,0.010050,0,anodr
20051130_58874_0400_PP_1359.png,0.930864,0.018776,0.020232,0.016829,0.013299,0,anodr
20051130_58888_0400_PP_284.png,0.916271,0.028193,0.026491,0.016007,0.013039,0,anodr
20051130_58962_0400_PP_973.png,0.922321,0.025060,0.022151,0.015829,0.014638,0,anodr
20051130_58998_0400_PP_543.png,0.931454,0.015574,0.020823,0.019031,0.013118,0,anodr
20051130_59029_0400_PP_270.png,0.915692,0.019703,0.034201,0.018709,0.011694,0,anodr
20051130_59186_0400_PP_350.png,0.926880,0.023168,0.018897,0.017203,0.013851,0,anodr
20051130_59284_0400_PP_853.png,0.927147,0.022733,0.018754,0.017807,0.013559,0,anodr
20051130_59374_0400_PP_410.png,0.927945,0.020648,0.023719,0.014899,0.012789,0,anodr
20051130_59404_0400_PP_392.png,0.925320,0.024771,0.023252,0.013332,0.013325,0,anodr
20051130_59457_0400_PP_1053.png,0.917220,0.029588,0.024922,0.016409,0.011861,0,anodr
20051130_59464_0400_PP_1141.png,0.932967,0.019220,0.018734,0.016761,0.012318,0,anodr
20051130_59749_0400_PP_965.png,0.919063,0.030010,0.020386,0.014023,0.016519,0,anodr
20051130_59775_0400_PP_1224.png,0.921856,0.023421,0.023547,0.015321,0.015855,0,anodr
20051130_59793_0400_PP_926.png,0.923306,0.025354,0.019838,0.017564,0.013938,0,anodr
20051130_59802_0400_PP_430.png,0.920622,0.029968,0.018599,0.016834,0.013977,0,anodr
20051130_59850_0400_PP_36.png,0.935645,0.016052,0.019120,0.016813,0.012370,0,anodr
20051130_59869_0400_PP_520.png,0.932379,0.017807,0.020087,0.017177,0.012551,0,anodr
20051130_59964_0400_PP_312.png,0.900811,0.044813,0.028029,0.015267,0.011080,0,anodr
20051130_59993_0400_PP_439.png,0.678105,0.051410,0.230662,0.028173,0.011650,0,anodr
20051130_60040_0400_PP_1355.png,0.929809,0.022742,0.021232,0.015741,0.010475,0,anodr
20051130_60066_0400_PP_1170.png,0.932313,0.018921,0.020147,0.016423,0.012196,0,anodr
20051130_60186_0400_PP_1365.png,0.928288,0.023293,0.018372,0.016470,0.013577,0,anodr
20051130_60234_0400_PP_453.png,0.894068,0.045824,0.030712,0.014235,0.015161,0,anodr
20051130_60448_0400_PP_860.png,0.834193,0.025654,0.094775,0.028156,0.017223,0,anodr
20051130_60490_0400_PP_828.png,0.907017,0.024139,0.035995,0.020312,0.012538,0,anodr
20051130_60532_0400_PP_1052.png,0.922962,0.026400,0.018971,0.016274,0.015393,0,anodr
20051130_60562_0400_PP_121.png,0.868139,0.073883,0.023279,0.014647,0.020053,0,anodr
20051130_60601_0400_PP_146.png,0.922587,0.025094,0.026961,0.014524,0.010834,0,anodr
20051130_60630_0400_PP_60.png,0.925035,0.024790,0.022530,0.014484,0.013162,0,anodr
20051130_60691_0400_PP_939.png,0.911637,0.033564,0.027535,0.012260,0.015004,0,anodr
20051130_60715_0400_PP_555.png,0.918210,0.029421,0.021792,0.013538,0.017039,0,anodr
20051130_60740_0400_PP_1166.png,0.914245,0.036849,0.021001,0.014955,0.012950,0,anodr
20051130_60794_0400_PP_280.png,0.915175,0.029141,0.030748,0.013784,0.011152,0,anodr
20051130_60822_0400_PP_980.png,0.919218,0.030101,0.018637,0.016846,0.015198,0,anodr
20051201_37312_0400_PP_1333.png,0.890596,0.050701,0.033193,0.016032,0.009479,0,anodr
20051201_37337_0400_PP_839.png,0.889058,0.056902,0.026895,0.015142,0.012003,0,anodr
20051201_37382_0400_PP_1350.png,0.915591,0.032238,0.020884,0.018171,0.013116,0,anodr
20051201_37390_0400_PP_833.png,0.918870,0.030289,0.021331,0.016578,0.012932,0,anodr
20051201_37409_0400_PP_1340.png,0.917247,0.033293,0.019548,0.015742,0.014170,0,anodr
20051201_37462_0400_PP_357.png,0.848882,0.098606,0.025869,0.013440,0.013203,0,anodr
20051201_37534_0400_PP_906.png,0.915828,0.036675,0.018798,0.013909,0.014791,0,anodr
20051201_37557_0400_PP_1336.png,0.924049,0.027013,0.019272,0.015189,0.014477,0,anodr
20051201_38041_0400_PP_1312.png,0.928328,0.022245,0.018683,0.016720,0.014024,0,anodr
20051201_38081_0400_PP_963.png,0.925149,0.026138,0.021776,0.014292,0.012645,0,anodr
20051201_38103_0400_PP_81.png,0.912912,0.040024,0.021214,0.013243,0.012608,0,anodr
20051201_38137_0400_PP_391.png,0.895982,0.045160,0.029447,0.012787,0.016623,0,anodr
20051201_38155_0400_PP_112.png,0.660114,0.111219,0.078836,0.039446,0.110385,0,anodr
20051201_38164_0400_PP_881.png,0.607643,0.239036,0.113402,0.023923,0.015995,0,anodr
20051201_38199_0400_PP_1329.png,0.901889,0.047472,0.020504,0.015844,0.014291,0,anodr
20051201_38211_0400_PP_1174.png,0.874828,0.069396,0.029052,0.015702,0.011022,0,anodr
20051201_38246_0400_PP_1063.png,0.925845,0.021565,0.020567,0.017647,0.014375,0,anodr
20051201_38262_0400_PP_335.png,0.924744,0.019439,0.024123,0.014729,0.016963,0,anodr
20051201_38280_0400_PP_1103.png,0.924446,0.022933,0.024706,0.015468,0.012447,0,anodr
20051201_38291_0400_PP_468.png,0.919421,0.025744,0.027508,0.016145,0.011182,0,anodr
20051201_38321_0400_PP_903.png,0.792461,0.070043,0.086657,0.022276,0.028563,0,anodr
20051201_38349_0400_PP_892.png,0.909916,0.031748,0.024517,0.015272,0.018547,0,anodr
20051201_38466_0400_PP_572.png,0.914778,0.033851,0.022557,0.016089,0.012725,0,anodr
20051201_38475_0400_PP_560.png,0.922286,0.023988,0.022746,0.014252,0.016728,0,anodr
20051202_37162_0400_PP_29.png,0.418194,0.522578,0.035159,0.010182,0.013886,1,bmilddr
20051202_51599_0400_PP_966.png,0.934427,0.017936,0.020841,0.015246,0.011550,0,anodr
20051202_51616_0400_PP_1018.png,0.921674,0.028251,0.024142,0.013817,0.012116,0,anodr
20051205_57651_0400_PP_52.png,0.919326,0.031551,0.020096,0.014993,0.014035,0,anodr
20051205_57704_0400_PP_1167.png,0.924443,0.022298,0.020938,0.017180,0.015141,0,anodr
20051205_57757_0400_PP_1100.png,0.888373,0.056232,0.028328,0.012702,0.014365,0,anodr
20051205_57780_0400_PP_1102.png,0.805111,0.104613,0.059379,0.015101,0.015796,0,anodr
20051205_57799_0400_PP_868.png,0.410744,0.386080,0.173450,0.019349,0.010378,0,anodr
20051205_57809_0400_PP_1228.png,0.753653,0.174902,0.046921,0.010575,0.013949,0,anodr
20051205_57838_0400_PP_859.png,0.927440,0.021855,0.020449,0.017165,0.013090,0,anodr
20051205_57879_0400_PP_1254.png,0.928047,0.022767,0.018996,0.015956,0.014235,0,anodr
20051205_57942_0400_PP_990.png,0.924137,0.025135,0.021187,0.016737,0.012804,0,anodr
20051205_57988_0400_PP_1112.png,0.923474,0.027067,0.023801,0.014334,0.011324,0,anodr
20051205_58037_0400_PP_835.png,0.891958,0.035606,0.037205,0.018822,0.016410,0,anodr
20051205_58060_0400_PP_376.png,0.870419,0.033607,0.059460,0.019549,0.016964,0,anodr
20051205_58080_0400_PP_1034.png,0.927238,0.022322,0.020492,0.017774,0.012173,0,anodr
20051205_58091_0400_PP_292.png,0.911880,0.030019,0.024622,0.018123,0.015357,0,anodr
20051205_58109_0400_PP_1311.png,0.921322,0.028050,0.019841,0.015435,0.015352,0,anodr
20051205_58125_0400_PP_46.png,0.893432,0.059237,0.020065,0.014147,0.013120,0,anodr
20051205_58150_0400_PP_393.png,0.924676,0.023433,0.019189,0.018025,0.014677,0,anodr
20051205_58177_0400_PP_503.png,0.924402,0.024556,0.018258,0.016906,0.015879,0,anodr
20051205_58354_0400_PP_1282.png,0.922966,0.027645,0.020176,0.016557,0.012656,0,anodr
20051205_58373_0400_PP_55.png,0.884003,0.054866,0.034404,0.015415,0.011313,0,anodr
20051205_58409_0400_PP_985.png,0.915460,0.034941,0.022394,0.013526,0.013679,0,anodr
20051205_58431_0400_PP_493.png,0.886813,0.062149,0.026442,0.011764,0.012832,0,anodr
20051205_58458_0400_PP_309.png,0.877716,0.066480,0.026952,0.014085,0.014767,0,anodr
20051205_58502_0400_PP_482.png,0.914068,0.035510,0.018981,0.015734,0.015708,0,anodr
20051205_58613_0400_PP_843.png,0.919872,0.025496,0.023924,0.017793,0.012915,0,anodr
20051205_59240_0400_PP_301.png,0.914394,0.036742,0.020520,0.014863,0.013481,0,anodr
20051205_59337_0400_PP_945.png,0.902626,0.037971,0.026246,0.017465,0.015693,0,anodr
20051205_59351_0400_PP_332.png,0.918935,0.031210,0.019440,0.016305,0.014110,0,anodr
20051205_59367_0400_PP_816.png,0.898801,0.034755,0.037898,0.018499,0.010047,0,anodr
20051205_59379_0400_PP_842.png,0.924987,0.021882,0.019376,0.016976,0.016779,0,anodr
20051205_59510_0400_PP_329.png,0.750886,0.162958,0.054213,0.019778,0.012166,0,anodr
20051205_59538_0400_PP_534.png,0.864015,0.081313,0.023479,0.015533,0.015660,0,anodr
20051205_59617_0400_PP_1000.png,0.921276,0.027634,0.021237,0.016424,0.013428,0,anodr
20051205_59651_0400_PP_1164.png,0.916344,0.033573,0.022605,0.014772,0.012706,0,anodr
20051205_59738_0400_PP_119.png,0.929416,0.020797,0.017957,0.016992,0.014839,0,anodr
20051205_59754_0400_PP_880.png,0.926093,0.024615,0.019192,0.015836,0.014264,0,anodr
20051205_59833_0400_PP_531.png,0.923107,0.027457,0.020296,0.015616,0.013524,0,anodr
20051205_59858_0400_PP_523.png,0.910426,0.034266,0.028934,0.015656,0.010718,0,anodr
20051205_59901_0400_PP_417.png,0.938503,0.014148,0.020695,0.016378,0.010276,0,anodr
20051205_59923_0400_PP_1307.png,0.927311,0.019428,0.022881,0.017565,0.012815,0,anodr
20051205_60093_0400_PP_1286.png,0.927719,0.021371,0.019126,0.016730,0.015053,0,anodr
20051205_60119_0400_PP_451.png,0.923008,0.025998,0.019195,0.016899,0.014899,0,anodr
20051213_61406_0100_PP_1027.png,0.888589,0.050740,0.027101,0.019057,0.014513,0,anodr
20051213_61802_0100_PP_408.png,0.903914,0.044007,0.020806,0.016235,0.015039,0,anodr
20051213_61892_0100_PP_837.png,0.918459,0.028742,0.021137,0.018187,0.013476,0,anodr
20051213_61951_0100_PP_983.png,0.920372,0.027775,0.020256,0.017820,0.013777,0,anodr
20051213_62251_0100_PP_27.png,0.924052,0.023273,0.019568,0.018266,0.014841,0,anodr
20051213_62314_0100_PP_1325.png,0.919703,0.026381,0.021210,0.018122,0.014585,0,anodr
20051213_62518_0100_PP_821.png,0.927483,0.020930,0.018777,0.018160,0.014651,0,anodr
20051213_62572_0100_PP_1176.png,0.908054,0.036698,0.027098,0.015588,0.012561,0,anodr
20051214_40529_0100_PP_1120.png,0.923158,0.021914,0.026105,0.017092,0.011731,0,anodr
20051214_40767_0100_PP_1039.png,0.894350,0.053932,0.024129,0.016245,0.011345,0,anodr
20051214_40994_0100_PP_435.png,0.929320,0.018640,0.019061,0.017991,0.014987,0,anodr
20051214_41055_0100_PP_41.png,0.927133,0.022176,0.018943,0.017955,0.013792,0,anodr
20051214_42133_0100_PP_462.png,0.907788,0.036885,0.027731,0.016589,0.011007,0,anodr
20051214_42197_0100_PP_1288.png,0.906535,0.040016,0.026636,0.015505,0.011308,0,anodr
20051214_42323_0100_PP_845.png,0.925044,0.022683,0.019371,0.019062,0.013839,0,anodr
20051214_42363_0100_PP_42.png,0.921101,0.026037,0.020118,0.018220,0.014523,0,anodr
20051214_51178_0100_PP_1380.png,0.924425,0.022658,0.020160,0.018446,0.014310,0,anodr
20051214_51211_0100_PP_511.png,0.926174,0.021491,0.019463,0.018314,0.014558,0,anodr
20051214_51308_0100_PP_1342.png,0.903412,0.043269,0.026083,0.015801,0.011435,0,anodr
20051214_51342_0100_PP_970.png,0.911675,0.035380,0.024496,0.015906,0.012545,0,anodr
20051214_51442_0100_PP_28.png,0.909796,0.031478,0.031515,0.014384,0.012827,0,anodr
20051214_51469_0100_PP_1060.png,0.722336,0.150127,0.101749,0.018110,0.007677,0,anodr
20051214_56242_0100_PP_337.png,0.903511,0.042247,0.026131,0.015498,0.012613,0,anodr
20051214_56392_0100_PP_1037.png,0.929532,0.019401,0.018072,0.018430,0.014565,0,anodr
20051214_56438_0100_PP_22.png,0.925844,0.022870,0.018865,0.019103,0.013317,0,anodr
20051214_56636_0100_PP_128.png,0.923888,0.025809,0.017851,0.017914,0.014538,0,anodr
20051214_56688_0100_PP_120.png,0.922561,0.024305,0.019844,0.017297,0.015993,0,anodr
20051214_57761_0100_PP_356.png,0.924125,0.025280,0.020158,0.016704,0.013733,0,anodr
20051214_57817_0100_PP_876.png,0.905018,0.047987,0.020707,0.013159,0.013129,0,anodr
20051216_43913_0200_PP_1367.png,0.927709,0.022039,0.017923,0.017581,0.014749,0,anodr
20051216_44066_0200_PP_426.png,0.554440,0.066349,0.332401,0.025838,0.020973,0,anodr
20051216_44092_0200_PP_1090.png,0.172281,0.382562,0.398418,0.025895,0.020845,2,cmoderatedr
20051216_44221_0200_PP_548.png,0.919687,0.031419,0.022090,0.015153,0.011652,0,anodr
20051216_44252_0200_PP_952.png,0.740429,0.095666,0.122824,0.024645,0.016436,0,anodr
20051216_44398_0200_PP_1235.png,0.917440,0.031873,0.023961,0.014488,0.012238,0,anodr
20051216_44420_0200_PP_379.png,0.918102,0.034966,0.020232,0.014063,0.012637,0,anodr
20051216_44635_0200_PP_415.png,0.901697,0.043980,0.028101,0.014226,0.011995,0,anodr
20051216_44660_0200_PP_888.png,0.928811,0.021004,0.018114,0.017645,0.014425,0,anodr
20051216_44811_0200_PP_567.png,0.930223,0.019594,0.020598,0.017192,0.012393,0,anodr
20051216_44832_0200_PP_1082.png,0.928878,0.021033,0.018451,0.018058,0.013580,0,anodr
20051216_45076_0200_PP_818.png,0.901945,0.032249,0.033962,0.016882,0.014962,0,anodr
20051216_45499_0200_PP_1071.png,0.919023,0.030608,0.021781,0.016223,0.012366,0,anodr
20051216_45781_0200_PP_320.png,0.908954,0.040727,0.019974,0.015787,0.014558,0,anodr
20051216_45873_0200_PP_832.png,0.925438,0.024395,0.018952,0.016731,0.014484,0,anodr
20051216_45992_0200_PP_341.png,0.334117,0.508016,0.131209,0.009372,0.017286,1,bmilddr
20051216_46018_0200_PP_1216.png,0.851096,0.092013,0.032613,0.012197,0.012081,0,anodr
20051216_46183_0200_PP_1204.png,0.907257,0.040751,0.025464,0.015821,0.010708,0,anodr
20051216_47514_0200_PP_110.png,0.917500,0.031597,0.020454,0.016746,0.013704,0,anodr
20051216_47536_0200_PP_1339.png,0.920362,0.029809,0.018685,0.017023,0.014121,0,anodr
20060407_38711_0200_PP_283.png,0.860521,0.068790,0.047336,0.011120,0.012233,0,anodr
20060407_38970_0200_PP_1111.png,0.076979,0.771463,0.136020,0.007247,0.008291,1,bmilddr
20060407_39155_0200_PP_855.png,0.931254,0.017785,0.020817,0.017287,0.012857,0,anodr
20060407_39184_0200_PP_373.png,0.933127,0.016337,0.022628,0.017007,0.010900,0,anodr
20060407_39306_0200_PP_1074.png,0.924326,0.021971,0.026066,0.016543,0.011095,0,anodr
20060407_39328_0200_PP_893.png,0.919916,0.021423,0.029259,0.017323,0.012079,0,anodr
20060407_39435_0200_PP_1214.png,0.161623,0.562930,0.235327,0.009579,0.030541,1,bmilddr
20060407_39546_0200_PP_545.png,0.918808,0.033226,0.020524,0.014849,0.012593,0,anodr
20060407_39567_0200_PP_1168.png,0.910241,0.039431,0.021957,0.015035,0.013337,0,anodr
20060407_39687_0200_PP_101.png,0.906369,0.044435,0.023108,0.012689,0.013399,0,anodr
20060407_39761_0200_PP_518.png,0.902504,0.040845,0.027921,0.015650,0.013081,0,anodr
20060407_39780_0200_PP_1006.png,0.919446,0.030602,0.019851,0.016455,0.013646,0,anodr
20060407_40740_0200_PP_314.png,0.306194,0.466238,0.210032,0.008331,0.009205,1,bmilddr
20060407_40761_0200_PP_282.png,0.790282,0.090763,0.090804,0.014492,0.013658,0,anodr
20060407_41149_0200_PP_26.png,0.907983,0.014495,0.052676,0.015398,0.009447,0,anodr
20060407_41177_0200_PP_1104.png,0.926332,0.014549,0.033001,0.015875,0.010243,0,anodr
20060407_41312_0200_PP_895.png,0.923428,0.025820,0.020335,0.017016,0.013402,0,anodr
20060407_41980_0200_PP_1347.png,0.915107,0.037198,0.021268,0.014186,0.012240,0,anodr
20060407_42099_0200_PP_77.png,0.918523,0.031317,0.022515,0.014565,0.013079,0,anodr
20060407_42133_0200_PP_488.png,0.916584,0.031396,0.023417,0.014902,0.013701,0,anodr
20060407_42290_0200_PP_1107.png,0.934027,0.015021,0.023199,0.016447,0.011306,0,anodr
20060407_42308_0200_PP_1278.png,0.909802,0.029496,0.031960,0.016575,0.012167,0,anodr
20060407_43223_0200_PP_47.png,0.127484,0.431401,0.412108,0.016932,0.012075,1,bmilddr
20060407_43258_0200_PP_118.png,0.917155,0.031490,0.022299,0.015787,0.013269,0,anodr
20060407_43594_0200_PP_140.png,0.916415,0.029271,0.023399,0.017116,0.013799,0,anodr
20060407_43618_0200_PP_867.png,0.916778,0.034526,0.021019,0.015776,0.011900,0,anodr
20060407_43726_0200_PP_1128.png,0.924471,0.026687,0.019430,0.016623,0.012789,0,anodr
20060407_43746_0200_PP_1058.png,0.903773,0.045772,0.022737,0.016266,0.011452,0,anodr
20060407_43834_0200_PP_1162.png,0.887073,0.050625,0.037295,0.011789,0.013218,0,anodr
20060407_43856_0200_PP_862.png,0.903238,0.043252,0.027985,0.013205,0.012319,0,anodr
20060407_44042_0200_PP_1047.png,0.927616,0.020938,0.018508,0.018552,0.014386,0,anodr
