filename,score_anormal,score_cglaucoma,pred_index,pred_class
image_069_184.jpg,0.969410,0.030590,0,anormal
image_070_212.jpg,0.963381,0.036619,0,anormal
image_071_154.jpg,0.864300,0.135700,0,anormal
image_072_102.jpg,0.931126,0.068874,0,anormal
image_073_179.jpg,0.929505,0.070495,0,anormal
image_074_37.jpg,0.963475,0.036525,0,anormal
image_075_195.jpg,0.964664,0.035336,0,anormal
image_076_33.jpg,0.947936,0.052064,0,anormal
image_077_201.jpg,0.963556,0.036444,0,anormal
image_078_67.jpg,0.978524,0.021476,0,anormal
image_079_15.jpg,0.972150,0.027850,0,anormal
image_080_157.jpg,0.954517,0.045482,0,anormal
image_081_153.jpg,0.948251,0.051749,0,anormal
image_082_9.jpg,0.971602,0.028398,0,anormal
image_083_30.jpg,0.943547,0.056453,0,anormal
image_084_34.jpg,0.934937,0.065063,0,anormal
image_085_61.jpg,0.969287,0.030713,0,anormal
image_086_24.jpg,0.966225,0.033775,0,anormal
image_087_210.jpg,0.971295,0.028705,0,anormal
image_088_175.jpg,0.972150,0.027850,0,anormal
image_089_38.jpg,0.970379,0.029621,0,anormal
image_090_145.jpg,0.973817,0.026183,0,anormal
image_091_223.jpg,0.974344,0.025656,0,anormal
image_092_1.jpg,0.974158,0.025842,0,anormal
image_093_140.jpg,0.971602,0.028398,0,anormal
image_094_150.jpg,0.938398,0.061602,0,anormal
image_095_11.jpg,0.977303,0.022697,0,anormal
image_096_98.jpg,0.968527,0.031473,0,anormal
image_097_176.jpg,0.960361,0.039639,0,anormal
image_098_205.jpg,0.962641,0.037359,0,anormal
image_099_22.jpg,0.945909,0.054091,0,anormal
image_100_196.jpg,0.947387,0.052613,0,anormal
image_101_222.jpg,0.978578,0.021422,0,anormal
image_102_155.jpg,0.952173,0.047827,0,anormal
image_103_204.jpg,0.965535,0.034465,0,anormal
image_104_2.jpg,0.964095,0.035905,0,anormal
image_105_0.jpg,0.974047,0.025953,0,anormal
image_106_141.jpg,0.956254,0.043746,0,anormal
image_107_166.jpg,0.950208,0.049792,0,anormal
image_108_188.jpg,0.957303,0.042697,0,anormal
image_109_76.jpg,0.947323,0.052677,0,anormal
image_110_199.jpg,0.939849,0.060151,0,anormal
image_111_58.jpg,0.922209,0.077791,0,anormal
image_112_111.jpg,0.953180,0.046820,0,anormal
image_113_224.jpg,0.961349,0.038651,0,anormal
image_114_57.jpg,0.971093,0.028907,0,anormal
image_115_121.jpg,0.879156,0.120844,0,anormal
image_116_69.jpg,0.961596,0.038404,0,anormal
image_117_211.jpg,0.771220,0.228780,0,anormal
image_118_101.jpg,0.919964,0.080036,0,anormal
image_119_194.jpg,0.878193,0.121807,0,anormal
image_120_17.jpg,0.965778,0.034222,0,anormal
image_121_189.jpg,0.952007,0.047993,0,anormal
image_122_6.jpg,0.916255,0.083745,0,anormal
image_123_35.jpg,0.955070,0.044930,0,anormal
image_124_126.jpg,0.947228,0.052772,0,anormal
image_125_183.jpg,0.642902,0.357098,0,anormal
image_126_177.jpg,0.922055,0.077945,0,anormal
image_127_43.jpg,0.908384,0.091616,0,anormal
image_128_60.jpg,0.952305,0.047695,0,anormal
image_129_156.jpg,0.971726,0.028274,0,anormal
image_130_104.jpg,0.936623,0.063377,0,anormal
image_131_131.jpg,0.968558,0.031442,0,anormal
image_132_52.jpg,0.953527,0.046473,0,anormal
image_133_75.jpg,0.977412,0.022588,0,anormal
image_134_97.jpg,0.940857,0.059143,0,anormal
image_135_90.jpg,0.951537,0.048463,0,anormal
image_136_128.jpg,0.889343,0.110657,0,anormal
image_137_87.jpg,0.958774,0.041226,0,anormal
image_138_19.jpg,0.938618,0.061382,0,anormal
image_139_167.jpg,0.951181,0.048819,0,anormal
image_140_27.jpg,0.972443,0.027557,0,anormal
image_141_18.jpg,0.966452,0.033548,0,anormal
image_142_159.jpg,0.935610,0.064390,0,anormal
image_143_107.jpg,0.967682,0.032318,0,anormal
image_144_180.jpg,0.959206,0.040794,0,anormal
image_145_78.jpg,0.960364,0.039636,0,anormal
image_146_85.jpg,0.971298,0.028702,0,anormal
image_147_193.jpg,0.957268,0.042732,0,anormal
image_148_216.jpg,0.946169,0.053831,0,anormal
image_149_134.jpg,0.948711,0.051289,0,anormal
image_150_198.jpg,0.959423,0.040577,0,anormal
image_151_31.jpg,0.930712,0.069288,0,anormal
image_152_169.jpg,0.964462,0.035538,0,anormal
image_153_213.jpg,0.929499,0.070501,0,anormal
image_154_23.jpg,0.970003,0.029997,0,anormal
image_155_151.jpg,0.868544,0.131456,0,anormal
image_156_72.jpg,0.888932,0.111068,0,anormal
image_157_115.jpg,0.972358,0.027642,0,anormal
image_158_191.jpg,0.965252,0.034748,0,anormal
image_159_162.jpg,0.948723,0.051277,0,anormal
image_160_124.jpg,0.975522,0.024478,0,anormal
image_161_62.jpg,0.948265,0.051735,0,anormal
image_162_48.jpg,0.906353,0.093648,0,anormal
image_163_206.jpg,0.887257,0.112743,0,anormal
image_164_215.jpg,0.917444,0.082556,0,anormal
image_165_77.jpg,0.971062,0.028938,0,anormal
image_166_129.jpg,0.978071,0.021929,0,anormal
image_167_138.jpg,0.803398,0.196602,0,anormal
image_168_113.jpg,0.745477,0.254523,0,anormal
image_169_119.jpg,0.982155,0.017845,0,anormal
image_170_133.jpg,0.972632,0.027368,0,anormal
image_171_203.jpg,0.933278,0.066722,0,anormal
image_172_137.jpg,0.943925,0.056075,0,anormal
image_173_83.jpg,0.923736,0.076264,0,anormal
image_174_123.jpg,0.951844,0.048156,0,anormal
image_175_91.jpg,0.897827,0.102173,0,anormal
image_176_161.jpg,0.950421,0.049579,0,anormal
image_177_112.jpg,0.970776,0.029224,0,anormal
image_178_46.jpg,0.955482,0.044518,0,anormal
image_179_84.jpg,0.844981,0.155019,0,anormal
image_180_53.jpg,0.782589,0.217411,0,anormal
image_181_207.jpg,0.689970,0.310030,0,anormal
image_182_171.jpg,0.912057,0.087944,0,anormal
image_183_40.jpg,0.934339,0.065661,0,anormal
image_184_197.jpg,0.940076,0.059924,0,anormal
image_185_185.jpg,0.960030,0.039970,0,anormal
image_186_114.jpg,0.908804,0.091196,0,anormal
image_187_100.jpg,0.974271,0.025729,0,anormal
image_188_192.jpg,0.961476,0.038524,0,anormal
image_189_149.jpg,0.861618,0.138382,0,anormal
image_190_7.jpg,0.876639,0.123361,0,anormal
image_191_8.jpg,0.802260,0.197740,0,anormal
image_192_68.jpg,0.947969,0.052031,0,anormal
image_193_51.jpg,0.975696,0.024304,0,anormal
image_194_88.jpg,0.957825,0.042175,0,anormal
image_195_106.jpg,0.960391,0.039609,0,anormal
image_196_80.jpg,0.902894,0.097106,0,anormal
image_197_28.jpg,0.928975,0.071025,0,anormal
image_198_66.jpg,0.920431,0.079569,0,anormal
image_199_94.jpg,0.967190,0.032810,0,anormal
image_200_45.jpg,0.965539,0.034461,0,anormal
image_201_81.jpg,0.959862,0.040138,0,anormal
image_202_14.jpg,0.964137,0.035863,0,anormal
image_203_181.jpg,0.953091,0.046909,0,anormal
image_204_208.jpg,0.965035,0.034965,0,anormal
image_205_29.jpg,0.922279,0.077721,0,anormal
image_206_186.jpg,0.948884,0.051116,0,anormal
image_207_221.jpg,0.887816,0.112184,0,anormal
image_208_20.jpg,0.982631,0.017369,0,anormal
image_209_42.jpg,0.961835,0.038165,0,anormal
image_210_73.jpg,0.782589,0.217411,0,anormal
image_211_152.jpg,0.689970,0.310030,0,anormal
image_212_47.jpg,0.961939,0.038061,0,anormal
image_213_144.jpg,0.965220,0.034780,0,anormal
image_214_89.jpg,0.948833,0.051167,0,anormal
image_215_147.jpg,0.814175,0.185825,0,anormal
image_216_74.jpg,0.947975,0.052025,0,anormal
image_217_117.jpg,0.815887,0.184113,0,anormal
image_218_122.jpg,0.913891,0.086109,0,anormal
image_219_21.jpg,0.731970,0.268030,0,anormal
image_220_86.jpg,0.975279,0.024721,0,anormal
image_221_132.jpg,0.698027,0.301973,0,anormal
image_222_174.jpg,0.960276,0.039724,0,anormal
image_223_172.jpg,0.956848,0.043152,0,anormal
image_224_165.jpg,0.947617,0.052383,0,anormal
image_225_148.jpg,0.638758,0.361242,0,anormal
image_001_250.jpg,0.933345,0.066655,0,anormal
image_002_252.jpg,0.915293,0.084707,0,anormal
image_003_234.jpg,0.786392,0.213608,0,anormal
image_004_238.jpg,0.875259,0.124741,0,anormal
image_005_228.jpg,0.911131,0.088869,0,anormal
image_006_225.jpg,0.459892,0.540108,1,cglaucoma
image_007_226.jpg,0.944768,0.055232,0,anormal
image_008_245.jpg,0.979218,0.020782,0,anormal
image_009_247.jpg,0.948960,0.051040,0,anormal
image_010_232.jpg,0.948960,0.051040,0,anormal
image_011_254.jpg,0.912467,0.087533,0,anormal
image_012_236.jpg,0.961328,0.038672,0,anormal
image_013_239.jpg,0.954086,0.045913,0,anormal
image_014_237.jpg,0.965660,0.034340,0,anormal
image_015_253.jpg,0.634460,0.365540,0,anormal
image_016_240.jpg,0.786629,0.213371,0,anormal
image_017_241.jpg,0.913268,0.086732,0,anormal
image_018_246.jpg,0.739629,0.260372,0,anormal
image_019_249.jpg,0.941082,0.058918,0,anormal
image_020_227.jpg,0.960609,0.039391,0,anormal
image_021_229.jpg,0.700267,0.299733,0,anormal
image_022_235.jpg,0.880883,0.119117,0,anormal
image_023_244.jpg,0.739629,0.260372,0,anormal
image_024_251.jpg,0.964426,0.035574,0,anormal
image_025_243.jpg,0.700267,0.299733,0,anormal
image_026_248.jpg,0.895441,0.104559,0,anormal
image_027_230.jpg,0.937837,0.062163,0,anormal
image_028_242.jpg,0.825142,0.174858,0,anormal
image_029_255.jpg,0.970479,0.029521,0,anormal
image_030_256.jpg,0.909427,0.090573,0,anormal
image_031_233.jpg,0.688540,0.311460,0,anormal
image_032_231.jpg,0.450728,0.549272,1,cglaucoma
