filename,anodr,bmilddr,cmoderatedr,dseveredr,eproliferativedr,prediction
10a5026eb8e6.png,0.943379,0.016479,0.012119,0.014215,0.013808,anodr
10de500cf0c5.png,0.944968,0.014395,0.013145,0.014583,0.012909,anodr
10f10fd30718.png,0.944460,0.013891,0.013566,0.014172,0.013911,anodr
12058bbb8299.png,0.945917,0.014822,0.012364,0.013792,0.013105,anodr
12bc439d373a.png,0.942374,0.016783,0.013375,0.014184,0.013284,anodr
12ef75375322.png,0.944532,0.014412,0.011844,0.015518,0.013694,anodr
143db89c11c8.png,0.940614,0.017485,0.013415,0.013003,0.015483,anodr
15b21c80cc31.png,0.946086,0.016765,0.011678,0.012718,0.012754,anodr
15e24b73d4a7.png,0.944333,0.013755,0.016334,0.011785,0.013792,anodr
1633f8291a80.png,0.940389,0.017455,0.013943,0.014698,0.013516,anodr
165634a6167e.png,0.945708,0.012768,0.012947,0.013645,0.014933,anodr
178412895d5e.png,0.942889,0.012328,0.015491,0.014631,0.014660,anodr
186c1835eec5.png,0.943290,0.018860,0.010829,0.013530,0.013491,anodr
18b7e34eab8f.png,0.945463,0.016705,0.012490,0.012815,0.012526,anodr
18b99159a14f.png,0.945443,0.014198,0.012700,0.013097,0.014561,anodr
18ce0cdc473d.png,0.940323,0.016160,0.013337,0.015825,0.014356,anodr
1a0dbc6c0cda.png,0.949201,0.013385,0.014697,0.010761,0.011956,anodr
1a1e974a7dbf.png,0.945862,0.014988,0.012603,0.013380,0.013167,anodr
1c47815f4a6b.png,0.928322,0.013835,0.040296,0.009491,0.008056,anodr
1ca62b3e4fd3.png,0.943115,0.015126,0.012616,0.015183,0.013960,anodr
1d0b93317aa8.png,0.944009,0.015667,0.013243,0.013729,0.013351,anodr
1d3e9b939732.png,0.946318,0.013932,0.013959,0.012993,0.012797,anodr
1d74c4713e21.png,0.944690,0.015405,0.013092,0.013609,0.013203,anodr
1db0393cdbc1.png,0.945800,0.013291,0.014167,0.013516,0.013226,anodr
1df1530b9b8d.png,0.946326,0.013774,0.013103,0.013495,0.013302,anodr
1e742358e0b9.png,0.940886,0.018408,0.012599,0.014182,0.013925,anodr
1e7ccd4a1c87.png,0.943614,0.014635,0.014744,0.013092,0.013915,anodr
1ec95179cdfe.png,0.943671,0.014714,0.012435,0.015181,0.013999,anodr
1f31701dd61b.png,0.945543,0.013043,0.014607,0.013909,0.012899,anodr
1f5496352859.png,0.943093,0.015265,0.014176,0.013640,0.013827,anodr
218c822a3dd9.png,0.919737,0.012507,0.037142,0.013021,0.017592,anodr
224c14366e11.png,0.945054,0.015009,0.011818,0.014494,0.013624,anodr
226c6ceb9185.png,0.938439,0.021102,0.013339,0.013573,0.013548,anodr
237aa50edc34.png,0.945009,0.013349,0.014024,0.013704,0.013914,anodr
248dec89b3a2.png,0.944628,0.013681,0.013670,0.014186,0.013835,anodr
253e96488cfb.png,0.209777,0.736099,0.011803,0.024761,0.017560,bmilddr
2682e6da9050.png,0.944119,0.016278,0.012019,0.014171,0.013414,anodr
27933cdbe0cc.png,0.944157,0.015285,0.013432,0.012910,0.014216,anodr
283c3aeba594.png,0.944877,0.013439,0.013077,0.014582,0.014025,anodr
28503940d10b.png,0.944103,0.015199,0.013316,0.013438,0.013944,anodr
28f73575e1f2.png,0.944954,0.013456,0.014446,0.013471,0.013672,anodr
2923971566fe.png,0.092734,0.863855,0.009868,0.015687,0.017855,bmilddr
2927665214e1.png,0.947617,0.013802,0.014811,0.012504,0.011265,anodr
29a13e666266.png,0.947811,0.013916,0.012347,0.012559,0.013368,anodr
2a4520f1f9a3.png,0.943115,0.016510,0.012229,0.013943,0.014203,anodr
2b4c7b5f1f1e.png,0.917691,0.036594,0.025676,0.009818,0.010221,anodr
2b5bb6d33959.png,0.944155,0.014243,0.013772,0.014239,0.013592,anodr
2bb3c492d6d3.png,0.944093,0.014354,0.013731,0.014339,0.013483,anodr
2c8101f14723.png,0.943110,0.014849,0.013355,0.013713,0.014972,anodr
2c827005b8f8.png,0.945439,0.014649,0.012083,0.014149,0.013680,anodr
2cacdb0dffae.png,0.945883,0.014829,0.012391,0.013733,0.013165,anodr
2cdcc910778d.png,0.945505,0.013083,0.013783,0.013954,0.013674,anodr
2d04cead4d3a.png,0.943580,0.013525,0.014239,0.014332,0.014324,anodr
2d07162a13b1.png,0.020107,0.897329,0.048449,0.014770,0.019346,bmilddr
2db0cd3e30da.png,0.944030,0.014159,0.013600,0.013596,0.014615,anodr
2dc647e00ad3.png,0.942033,0.013816,0.014349,0.015075,0.014727,anodr
2dd28ac497d2.png,0.941221,0.018120,0.013159,0.013537,0.013964,anodr
2ef10194e80d.png,0.944679,0.013730,0.012942,0.014370,0.014279,anodr
2ef4a04aed1b.png,0.944930,0.015541,0.012703,0.013496,0.013330,anodr
2ef955d6d9ff.png,0.944002,0.014268,0.012865,0.014635,0.014230,anodr
2f143453bb71.png,0.943140,0.015963,0.012429,0.014396,0.014072,anodr
2f7fbdcc9a4b.png,0.945499,0.013254,0.014800,0.013251,0.013196,anodr
2fefb720869a.png,0.942013,0.016872,0.013332,0.014624,0.013158,anodr
3286073a976e.png,0.941071,0.016159,0.011844,0.015482,0.015445,anodr
331121c65e88.png,0.943897,0.014980,0.013842,0.013488,0.013794,anodr
33b91def2035.png,0.944214,0.014209,0.014639,0.013339,0.013600,anodr
33b978734eab.png,0.943361,0.015815,0.014076,0.012550,0.014198,anodr
345b1f0abbba.png,0.942027,0.015979,0.013298,0.014877,0.013819,anodr
348598d01e18.png,0.942479,0.019026,0.013224,0.012290,0.012981,anodr
35362d43e753.png,0.939867,0.019216,0.011153,0.015949,0.013814,anodr
35ac70c0d08f.png,0.945921,0.013330,0.013466,0.013306,0.013978,anodr
35df2bc6ae95.png,0.946405,0.012488,0.012827,0.014305,0.013976,anodr
360832d84ce0.png,0.942475,0.019608,0.011832,0.014386,0.011698,anodr
37c523296d42.png,0.946917,0.013390,0.012835,0.013863,0.012995,anodr
387138ddf43d.png,0.938250,0.018480,0.011153,0.016434,0.015683,anodr
389552047476.png,0.948709,0.013563,0.013125,0.011517,0.013086,anodr
393fa5a023a5.png,0.946169,0.013460,0.013937,0.013421,0.013014,anodr
3a4cfea0a766.png,0.944677,0.014244,0.014410,0.013728,0.012941,anodr
3b2b91590590.png,0.944645,0.015803,0.012473,0.013714,0.013365,anodr
3bf2deaa5ef0.png,0.946294,0.014313,0.012582,0.013006,0.013805,anodr
3bf3085ac167.png,0.943801,0.015739,0.011805,0.014185,0.014471,anodr
3c42512c81e0.png,0.942682,0.017797,0.012560,0.013579,0.013383,anodr
3ce2f8a77a32.png,0.943769,0.014667,0.013314,0.012859,0.015392,anodr
3f0d3629d69e.png,0.946081,0.014767,0.013267,0.013559,0.012326,anodr
3f44d749cd0b.png,0.914487,0.035570,0.013161,0.018243,0.018539,anodr
3f6c627e2ff2.png,0.944733,0.013476,0.013572,0.013598,0.014621,anodr
3fd45879afe6.png,0.943345,0.015320,0.013606,0.014597,0.013132,anodr
401fdfd0db07.png,0.947451,0.013947,0.012532,0.012709,0.013361,anodr
41345cec5957.png,0.940420,0.016310,0.014626,0.013198,0.015445,anodr
415d5c5e785f.png,0.944837,0.018267,0.011212,0.012500,0.013184,anodr
41ab357d103f.png,0.944902,0.014517,0.012725,0.014099,0.013757,anodr
4276b82e4489.png,0.943389,0.015284,0.014616,0.014280,0.012432,anodr
42b9c1977681.png,0.945071,0.016740,0.012395,0.013036,0.012758,anodr
42c65af5ab16.png,0.944724,0.015104,0.013399,0.014438,0.012336,anodr
436e7a7af761.png,0.945296,0.013454,0.014352,0.013763,0.013135,anodr
43823561c3f0.png,0.945631,0.013587,0.014511,0.013651,0.012619,anodr
43bc7c066dfb.png,0.947442,0.015805,0.011357,0.013117,0.012279,anodr
445a8a6da55c.png,0.945525,0.011274,0.015015,0.012987,0.015200,anodr
44a4d04162cc.png,0.945325,0.014900,0.013287,0.012636,0.013852,anodr
44a86263117b.png,0.947766,0.012204,0.012201,0.013549,0.014280,anodr
4554062fa836.png,0.943214,0.016797,0.012379,0.014321,0.013290,anodr
475300735b7f.png,0.943998,0.014756,0.013144,0.013928,0.014173,anodr
478fc46eaa49.png,0.943335,0.017923,0.011979,0.014140,0.012623,anodr
4826d10030b3.png,0.944858,0.013807,0.011987,0.014153,0.015195,anodr
4a05f81b3aba.png,0.940252,0.019118,0.011931,0.015935,0.012764,anodr
4a4cb731f91a.png,0.944047,0.014880,0.014331,0.014165,0.012578,anodr
4a589edaea60.png,0.946099,0.011633,0.016069,0.012980,0.013219,anodr
4ad8d3ec8789.png,0.944234,0.016224,0.013231,0.011938,0.014374,anodr
4d1e7def7624.png,0.939609,0.015241,0.020105,0.011545,0.013500,anodr
4dd4a4bf2421.png,0.943923,0.015842,0.011886,0.014083,0.014266,anodr
4e1e252317b5.png,0.943428,0.018406,0.011873,0.013164,0.013128,anodr
4fd5ec0dca09.png,0.940613,0.017559,0.013285,0.013830,0.014713,anodr
500aad15b7c8.png,0.944448,0.014828,0.013913,0.013212,0.013599,anodr
501c319f7a9f.png,0.942721,0.015953,0.012855,0.014770,0.013701,anodr
504a69096fcb.png,0.943633,0.016328,0.013066,0.013726,0.013246,anodr
5069feccd866.png,0.944922,0.014987,0.013244,0.013630,0.013217,anodr
50915e2329a1.png,0.945666,0.014223,0.013505,0.014347,0.012259,anodr
50916d67bb51.png,0.943131,0.016849,0.011906,0.013787,0.014326,anodr
50d8249f7bc9.png,0.942994,0.014109,0.014870,0.013682,0.014345,anodr
50ddd7d976df.png,0.942753,0.013457,0.015184,0.015587,0.013019,anodr
521b5377a727.png,0.943577,0.015366,0.012424,0.014440,0.014193,anodr
5257cb536da2.png,0.919891,0.038852,0.016463,0.010448,0.014346,anodr
5299a532f0e0.png,0.945958,0.012478,0.014460,0.013628,0.013476,anodr
52edbe29d655.png,0.946356,0.012735,0.014109,0.012500,0.014301,anodr
5321ab64f9ea.png,0.946650,0.012984,0.013085,0.013649,0.013633,anodr
53c874dbc594.png,0.935505,0.013316,0.028016,0.011067,0.012096,anodr
54038e56131d.png,0.943837,0.015450,0.012783,0.014071,0.013859,anodr
54f57cf26126.png,0.942604,0.015886,0.014029,0.014470,0.013011,anodr
5511f114e7ee.png,0.943637,0.014097,0.014202,0.013531,0.014533,anodr
555d0bef3c5b.png,0.944647,0.014869,0.012496,0.013761,0.014227,anodr
55f7f018c61c.png,0.939722,0.013963,0.014652,0.016241,0.015422,anodr
568455854a11.png,0.943890,0.013906,0.013975,0.014821,0.013407,anodr
586f5c56081e.png,0.945433,0.015093,0.012538,0.012923,0.014014,anodr
58a9e0d7f7af.png,0.945907,0.015319,0.012105,0.013748,0.012921,anodr
58eb3809f456.png,0.944826,0.018577,0.013077,0.012710,0.010810,anodr
58f07741ee3b.png,0.942276,0.014482,0.014372,0.013838,0.015031,anodr
59928f999ae7.png,0.942775,0.014517,0.013892,0.013697,0.015119,anodr
5995321563b7.png,0.944870,0.015296,0.012472,0.013768,0.013593,anodr
59bd19c1c5bb.png,0.942194,0.018674,0.011871,0.013751,0.013509,anodr
5a27b9b2a9c1.png,0.940140,0.021020,0.011637,0.013404,0.013799,anodr
5b1c4cefeb24.png,0.943477,0.019175,0.011139,0.012354,0.013856,anodr
5b994ff78547.png,0.944450,0.017335,0.012151,0.013207,0.012857,anodr
5ba156a35ff2.png,0.944754,0.015452,0.014698,0.012530,0.012565,anodr
5baed382f062.png,0.933871,0.020350,0.015674,0.013470,0.016636,anodr
5c85d22bd0de.png,0.945890,0.014658,0.013380,0.012703,0.013370,anodr
5ca73d28f17f.png,0.944790,0.014845,0.013326,0.013475,0.013564,anodr
5cbe88914a72.png,0.943851,0.015241,0.013503,0.013375,0.014031,anodr
5d4e5fd34d91.png,0.946323,0.012748,0.014424,0.013010,0.013495,anodr
5de4615a5161.png,0.945448,0.015226,0.012127,0.012951,0.014248,anodr
5e505e25cd3e.png,0.943211,0.013396,0.015417,0.014029,0.013947,anodr
5e97cb2b0888.png,0.940659,0.020087,0.011852,0.013571,0.013831,anodr
5f6db235c04d.png,0.945306,0.012838,0.012758,0.014755,0.014344,anodr
609be3ca5ddf.png,0.942829,0.018564,0.011456,0.013318,0.013833,anodr
60aa4e649abf.png,0.943672,0.014793,0.014382,0.013364,0.013789,anodr
6180920bc224.png,0.940588,0.025797,0.012338,0.010999,0.010278,anodr
61a62b1dcc36.png,0.942617,0.016516,0.013302,0.012154,0.015411,anodr
61da799bf0aa.png,0.809912,0.114245,0.023413,0.031502,0.020927,anodr
628b581aa905.png,0.945771,0.014880,0.013349,0.013423,0.012578,anodr
6294b378d09f.png,0.942021,0.017737,0.013622,0.014959,0.011661,anodr
633fe9dbaf39.png,0.942410,0.014356,0.014401,0.013909,0.014924,anodr
63b71347e95d.png,0.944921,0.014183,0.012665,0.013939,0.014292,anodr
63e041a757eb.png,0.944219,0.013564,0.015483,0.013199,0.013536,anodr
6504b703c429.png,0.943441,0.013241,0.016467,0.014357,0.012494,anodr
65a3b13ad9a0.png,0.015170,0.910946,0.038452,0.021150,0.014282,bmilddr
65a7fe9482fe.png,0.942963,0.016012,0.013208,0.013337,0.014480,anodr
65dda202653d.png,0.942963,0.017265,0.011975,0.014855,0.012942,anodr
66393d8c60ba.png,0.945717,0.014730,0.012902,0.012786,0.013865,anodr
66b88a4bc474.png,0.943974,0.014303,0.014284,0.013570,0.013869,anodr
68ddb15a74de.png,0.945425,0.015558,0.012526,0.013400,0.013092,anodr
69b3a00927fc.png,0.947622,0.015540,0.010840,0.013551,0.012447,anodr
69c4cbb630de.png,0.944594,0.014163,0.013603,0.014445,0.013195,anodr
6a2642131e4a.png,0.946405,0.015894,0.012804,0.012811,0.012087,anodr
6a57a3db3eff.png,0.944289,0.015872,0.012452,0.014075,0.013311,anodr
6a905a7202d2.png,0.946060,0.018108,0.012275,0.012171,0.011386,anodr
6b30767595d8.png,0.945240,0.011752,0.016657,0.013829,0.012522,anodr
6b66b0e86f7e.png,0.944054,0.015244,0.012605,0.014231,0.013867,anodr
6bf2a81a5d91.png,0.943181,0.015434,0.012907,0.014088,0.014390,anodr
6c6505a0c637.png,0.945417,0.017682,0.012275,0.013014,0.011612,anodr
6d4f6c9a8406.png,0.943411,0.014081,0.014211,0.014541,0.013756,anodr
6d5a8362dd1e.png,0.944173,0.015323,0.013319,0.010252,0.016934,anodr
6d9effbcde78.png,0.945221,0.014872,0.012003,0.013728,0.014175,anodr
6dc0281f11e3.png,0.946937,0.012121,0.014131,0.012392,0.014419,anodr
6df8b7b6e837.png,0.942403,0.020094,0.014083,0.011274,0.012145,anodr
6e0f78e188ff.png,0.943246,0.015290,0.013065,0.014244,0.014155,anodr
6e1db8711879.png,0.943275,0.016136,0.012278,0.013497,0.014813,anodr
6fbaaf8eb67a.png,0.934871,0.031497,0.011174,0.010621,0.011837,anodr
7131bf4c9e6f.png,0.918791,0.045663,0.009282,0.016061,0.010204,anodr
726dff37edc0.png,0.945415,0.014259,0.013753,0.012771,0.013803,anodr
735836b1ffa6.png,0.018032,0.867982,0.039868,0.036653,0.037465,bmilddr
737ef6226677.png,0.946786,0.016385,0.012314,0.011990,0.012525,anodr
73d40ce06a67.png,0.944847,0.014050,0.013969,0.013286,0.013847,anodr
73ef3c3dcbe4.png,0.941581,0.012322,0.016417,0.014931,0.014749,anodr
74211a2b6dcf.png,0.942343,0.012922,0.015167,0.014371,0.015198,anodr
74898f372d2b.png,0.946428,0.014164,0.013245,0.012704,0.013459,anodr
757e39293591.png,0.942238,0.017713,0.012368,0.014153,0.013528,anodr
75a071608ea6.png,0.945699,0.014417,0.012589,0.014018,0.013276,anodr
76516f828d88.png,0.946290,0.012596,0.012837,0.013184,0.015094,anodr
76bc31e0d3be.png,0.944180,0.014287,0.013459,0.013843,0.014232,anodr
76cab26493f1.png,0.941371,0.017774,0.011016,0.015314,0.014525,anodr
76cb010f7aa0.png,0.943659,0.013771,0.014274,0.014443,0.013853,anodr
780f9c237c56.png,0.943427,0.019569,0.011615,0.013583,0.011806,anodr
7831ce1d895e.png,0.945946,0.015732,0.013793,0.013002,0.011527,anodr
789f0ec1eab8.png,0.945171,0.018097,0.010756,0.012965,0.013012,anodr
79ade634c633.png,0.941490,0.018587,0.013404,0.013176,0.013343,anodr
7a06ea127e02.png,0.944663,0.014235,0.013854,0.013257,0.013991,anodr
7a12f49e29df.png,0.943234,0.015728,0.012745,0.013593,0.014700,anodr
7a9f45fdf29b.png,0.945617,0.014707,0.011675,0.013546,0.014454,anodr
7aabd768abff.png,0.943518,0.016209,0.012407,0.014179,0.013686,anodr
7ad0c4975890.png,0.188344,0.748061,0.016737,0.018523,0.028335,bmilddr
7af4d8704032.png,0.944759,0.014657,0.011995,0.013906,0.014684,anodr
7b691d9ced34.png,0.943145,0.017177,0.012307,0.013449,0.013922,anodr
7b9d519cbd66.png,0.942342,0.015006,0.013429,0.015035,0.014189,anodr
7ba6b23c4b46.png,0.943798,0.014166,0.014442,0.013541,0.014054,anodr
7bc00e58d419.png,0.946757,0.013411,0.012808,0.012829,0.014196,anodr
7da558d92100.png,0.942695,0.014807,0.013835,0.014126,0.014536,anodr
7ec0e61a7e29.png,0.917570,0.039255,0.017659,0.010891,0.014626,anodr
7f1f3269f546.png,0.943766,0.015418,0.012242,0.013848,0.014726,anodr
7fc3a8bb40de.png,0.945645,0.014066,0.013017,0.014038,0.013235,anodr
7fe7309d0b4f.png,0.944737,0.015368,0.013127,0.013173,0.013595,anodr
810ed108f5b7.png,0.943943,0.014501,0.014102,0.013623,0.013832,anodr
81914ceb4e74.png,0.945263,0.013219,0.013777,0.013386,0.014355,anodr
8329e80c10ac.png,0.946438,0.014616,0.013236,0.013390,0.012320,anodr
837acf120946.png,0.943915,0.014909,0.013670,0.013275,0.014232,anodr
83a63c4a3e4a.png,0.944882,0.015373,0.012130,0.013605,0.014010,anodr
83d81ba5959c.png,0.943493,0.011708,0.015781,0.014080,0.014938,anodr
83fda7c0500b.png,0.943260,0.014452,0.013768,0.014055,0.014465,anodr
840a06a9c690.png,0.944015,0.014921,0.013313,0.013911,0.013841,anodr
847b04287c9c.png,0.941186,0.018921,0.012924,0.013238,0.013731,anodr
84b88e8d3bca.png,0.943617,0.015664,0.012148,0.014742,0.013828,anodr
851e40a21f81.png,0.943324,0.013626,0.013639,0.013925,0.015486,anodr
8650d32f4a9e.png,0.946008,0.013689,0.013178,0.014258,0.012867,anodr
8693ab1fd2be.png,0.942873,0.017187,0.013065,0.014469,0.012406,anodr
875d2ffcbf47.png,0.944181,0.018445,0.011508,0.013041,0.012826,anodr
876deb29f000.png,0.944179,0.016265,0.012176,0.014095,0.013284,anodr
87b671c6d4c5.png,0.946356,0.015027,0.012839,0.012889,0.012889,anodr
883c6a184f16.png,0.944233,0.012987,0.013917,0.013431,0.015432,anodr
883ddb650967.png,0.946443,0.012830,0.014120,0.013313,0.013294,anodr
88e5051f65bd.png,0.938654,0.019338,0.013573,0.015073,0.013361,anodr
8af50c9d0a86.png,0.942570,0.016834,0.012642,0.014297,0.013656,anodr
8b079e79035f.png,0.945550,0.014773,0.013292,0.013076,0.013308,anodr
8bf2d925dc0c.png,0.945958,0.014358,0.012757,0.013563,0.013364,anodr
8c4ceddeb1c6.png,0.944357,0.014909,0.013139,0.013512,0.014083,anodr
8d13c46e7d75.png,0.884669,0.075204,0.017440,0.014103,0.008584,anodr
8d4ff745a409.png,0.946641,0.012754,0.013265,0.013519,0.013821,anodr
8e6df9eedcd8.png,0.944659,0.013694,0.013563,0.014045,0.014038,anodr
8e76054f0831.png,0.944707,0.015700,0.012289,0.013887,0.013417,anodr
8f06ca4642bd.png,0.943735,0.014927,0.012692,0.013983,0.014663,anodr
8f14bca04b47.png,0.945535,0.013391,0.014180,0.013398,0.013496,anodr
8fbb2ca39911.png,0.946878,0.014396,0.013434,0.013523,0.011768,anodr
90a9a41eec6d.png,0.941329,0.019760,0.011700,0.014519,0.012692,anodr
90bde2ff8953.png,0.942846,0.013879,0.014186,0.014187,0.014901,anodr
912fbe06407e.png,0.943721,0.015242,0.012314,0.014329,0.014394,anodr
916915f01e17.png,0.946593,0.015844,0.012360,0.012809,0.012395,anodr
91b7a4179ecf.png,0.939773,0.017566,0.012142,0.015553,0.014965,anodr
9274e75dc4d5.png,0.940430,0.017591,0.013675,0.014106,0.014198,anodr
92e3d608fd3c.png,0.947391,0.013377,0.012708,0.012921,0.013603,anodr
92fcf50b3562.png,0.944842,0.013065,0.014726,0.014073,0.013293,anodr
93802d1e3c41.png,0.946342,0.016562,0.011297,0.012757,0.013042,anodr
94076a9fb9b5.png,0.946672,0.013299,0.013740,0.013121,0.013169,anodr
946545473380.png,0.944293,0.014602,0.013088,0.013406,0.014612,anodr
949710bead24.png,0.942857,0.012693,0.015414,0.014277,0.014758,anodr
94b9ccc73bb9.png,0.947144,0.014354,0.012190,0.013687,0.012625,anodr
94f9ecf4b8d2.png,0.942343,0.015044,0.012367,0.015294,0.014951,anodr
96793edb1003.png,0.877295,0.014688,0.055162,0.019944,0.032910,anodr
96ea316ed0ab.png,0.944121,0.015249,0.012770,0.014572,0.013288,anodr
973b0facfa9b.png,0.945424,0.015007,0.012266,0.013813,0.013491,anodr
97fdee242fea.png,0.944349,0.015647,0.013193,0.012713,0.014097,anodr
983c98354e9c.png,0.947098,0.015953,0.013546,0.011998,0.011405,anodr
98441214557f.png,0.944704,0.014574,0.013371,0.013498,0.013854,anodr
98d41bce73a8.png,0.945466,0.014631,0.013577,0.013702,0.012625,anodr
99c626e58464.png,0.943221,0.015156,0.014728,0.013704,0.013190,anodr
9a1029536d78.png,0.942026,0.019993,0.010883,0.013364,0.013734,anodr
9ab18a4a957f.png,0.945179,0.015678,0.011824,0.013421,0.013897,anodr
9be71d6d7e59.png,0.941747,0.013671,0.013875,0.014079,0.016629,anodr
9c514d2d5b3f.png,0.944541,0.016432,0.012372,0.012994,0.013661,anodr
9ce46d400cd6.png,0.945279,0.013651,0.013559,0.013042,0.014469,anodr
9de9421f17e3.png,0.943264,0.015431,0.013276,0.013417,0.014612,anodr
9e2058917304.png,0.943133,0.014643,0.020542,0.010084,0.011598,anodr
9e5737f771c3.png,0.945528,0.013086,0.014537,0.012568,0.014281,anodr
9e99ae6ee7af.png,0.946767,0.013592,0.012648,0.013594,0.013399,anodr
9f1b14dfa14c.png,0.941648,0.019647,0.013057,0.012847,0.012801,anodr
a06b353e7bed.png,0.944408,0.015615,0.013688,0.013353,0.012936,anodr
a0fd94e2ad76.png,0.943668,0.016391,0.012483,0.013937,0.013521,anodr
a11c62cb3f86.png,0.945680,0.014172,0.013442,0.014422,0.012284,anodr
a12ca80bb8c7.png,0.944126,0.015408,0.013083,0.013182,0.014200,anodr
a188c60b93fb.png,0.943754,0.015089,0.013184,0.014491,0.013483,anodr
a1b28bcbce00.png,0.942746,0.026120,0.009790,0.011258,0.010086,anodr
a247961a5cd9.png,0.943355,0.018158,0.012050,0.013149,0.013287,anodr
a2b97d98f130.png,0.941825,0.014650,0.014071,0.015327,0.014127,anodr
a34fc5376669.png,0.939627,0.016851,0.013157,0.015057,0.015308,anodr
a419fcb2dfb5.png,0.941495,0.017181,0.010989,0.015076,0.015259,anodr
a44345b27804.png,0.947536,0.012254,0.013650,0.012916,0.013644,anodr
a484bdf85b4c.png,0.945987,0.014805,0.012039,0.012666,0.014503,anodr
a528be013a04.png,0.944691,0.015878,0.013080,0.013829,0.012523,anodr
a6356a3c5d11.png,0.942019,0.015669,0.013316,0.014139,0.014856,anodr
a673193cd5a9.png,0.946521,0.015463,0.012933,0.013169,0.011914,anodr
a6b6d27c1b32.png,0.943995,0.014282,0.013923,0.013625,0.014175,anodr
a70d0f12a641.png,0.945190,0.014736,0.014296,0.013021,0.012757,anodr
a73d012c4c38.png,0.943007,0.016007,0.012949,0.014892,0.013145,anodr
a8263d248523.png,0.930487,0.013343,0.023721,0.016418,0.016032,anodr
a8b637abd96b.png,0.919244,0.030892,0.014438,0.016708,0.018717,anodr
a94da3d3b5c0.png,0.944300,0.015894,0.013078,0.012323,0.014406,anodr
a963ac561580.png,0.943011,0.016116,0.013049,0.013504,0.014320,anodr
a9b3177f01c0.png,0.940762,0.017024,0.015393,0.013705,0.013117,anodr
a9bc2f892cb3.png,0.939047,0.022558,0.012377,0.013210,0.012808,anodr
aa4407aab872.png,0.947402,0.014930,0.011899,0.013094,0.012676,anodr
aa60813e1a8d.png,0.942497,0.014734,0.013749,0.015277,0.013743,anodr
aa6242f9e08c.png,0.947385,0.013845,0.012040,0.013815,0.012916,anodr
aa8a1e814811.png,0.944025,0.016610,0.012989,0.013230,0.013147,anodr
aaaadb174012.png,0.942909,0.013807,0.013018,0.015033,0.015233,anodr
aafb0c944f14.png,0.945609,0.013909,0.013416,0.013724,0.013341,anodr
