image_names,predicted_class,prob_anormal,prob_cglaucoma
../../../data/data_PAPILA/test/anormal/RET190OS.jpg,anormal,0.853515625,0.146240234375
../../../data/data_PAPILA/test/anormal/RET191OS.jpg,anormal,0.92578125,0.0740966796875
../../../data/data_PAPILA/test/anormal/RET192OS.jpg,anormal,0.88623046875,0.1136474609375
../../../data/data_PAPILA/test/anormal/RET197OD.jpg,anormal,0.89990234375,0.10015869140625
../../../data/data_PAPILA/test/anormal/RET198OD.jpg,anormal,0.91552734375,0.08428955078125
../../../data/data_PAPILA/test/anormal/RET198OS.jpg,anormal,0.89013671875,0.10980224609375
../../../data/data_PAPILA/test/anormal/RET199OD.jpg,anormal,0.87890625,0.121337890625
../../../data/data_PAPILA/test/anormal/RET200OD.jpg,anormal,0.91650390625,0.0836181640625
../../../data/data_PAPILA/test/anormal/RET200OS.jpg,anormal,0.91357421875,0.0863037109375
../../../data/data_PAPILA/test/anormal/RET201OD.jpg,anormal,0.92724609375,0.07275390625
../../../data/data_PAPILA/test/anormal/RET202OD.jpg,anormal,0.849609375,0.150390625
../../../data/data_PAPILA/test/anormal/RET203OD.jpg,anormal,0.93017578125,0.06964111328125
../../../data/data_PAPILA/test/anormal/RET203OS.jpg,anormal,0.931640625,0.0684814453125
../../../data/data_PAPILA/test/anormal/RET210OD.jpg,anormal,0.93017578125,0.069580078125
../../../data/data_PAPILA/test/anormal/RET211OS.jpg,anormal,0.9072265625,0.09295654296875
../../../data/data_PAPILA/test/anormal/RET212OD.jpg,anormal,0.81689453125,0.18310546875
../../../data/data_PAPILA/test/anormal/RET213OS.jpg,anormal,0.7958984375,0.2039794921875
../../../data/data_PAPILA/test/anormal/RET216OD.jpg,anormal,0.9365234375,0.063720703125
../../../data/data_PAPILA/test/anormal/RET216OS.jpg,anormal,0.93115234375,0.0687255859375
../../../data/data_PAPILA/test/anormal/RET220OD.jpg,anormal,0.81884765625,0.1810302734375
../../../data/data_PAPILA/test/anormal/RET220OS.jpg,anormal,0.9365234375,0.06365966796875
../../../data/data_PAPILA/test/anormal/RET224OD.jpg,anormal,0.849609375,0.1505126953125
../../../data/data_PAPILA/test/anormal/RET228OS.jpg,anormal,0.89404296875,0.10601806640625
../../../data/data_PAPILA/test/anormal/RET231OD.jpg,anormal,0.921875,0.07830810546875
../../../data/data_PAPILA/test/anormal/RET237OD.jpg,anormal,0.89599609375,0.1041259765625
../../../data/data_PAPILA/test/anormal/RET245OS.jpg,anormal,0.9072265625,0.0927734375
../../../data/data_PAPILA/test/anormal/RET252OS.jpg,anormal,0.85595703125,0.14404296875
../../../data/data_PAPILA/test/anormal/RET253OD.jpg,anormal,0.92919921875,0.07073974609375
../../../data/data_PAPILA/test/anormal/RET253OS.jpg,anormal,0.927734375,0.07232666015625
../../../data/data_PAPILA/test/anormal/RET256OD.jpg,anormal,0.8203125,0.1796875
../../../data/data_PAPILA/test/anormal/RET258OD.jpg,anormal,0.88818359375,0.11175537109375
../../../data/data_PAPILA/test/anormal/RET259OD.jpg,anormal,0.841796875,0.158447265625
../../../data/data_PAPILA/test/anormal/RET261OS.jpg,anormal,0.8642578125,0.135498046875
../../../data/data_PAPILA/test/anormal/RET267OD.jpg,anormal,0.84814453125,0.1519775390625
../../../data/data_PAPILA/test/anormal/RET271OS.jpg,anormal,0.85693359375,0.1431884765625
../../../data/data_PAPILA/test/anormal/RET272OD.jpg,anormal,0.84326171875,0.1568603515625
../../../data/data_PAPILA/test/anormal/RET277OS.jpg,anormal,0.87451171875,0.1256103515625
../../../data/data_PAPILA/test/anormal/RET282OD.jpg,anormal,0.9150390625,0.0849609375
../../../data/data_PAPILA/test/anormal/RET282OS.jpg,anormal,0.9345703125,0.0653076171875
../../../data/data_PAPILA/test/anormal/RET283OS.jpg,anormal,0.8115234375,0.1883544921875
../../../data/data_PAPILA/test/anormal/RET285OS.jpg,anormal,0.9130859375,0.08709716796875
../../../data/data_PAPILA/test/anormal/RET291OD.jpg,anormal,0.875,0.125244140625
../../../data/data_PAPILA/test/cglaucoma/RET002OD.jpg,anormal,0.8017578125,0.1981201171875
../../../data/data_PAPILA/test/cglaucoma/RET006OS.jpg,anormal,0.8642578125,0.1356201171875
../../../data/data_PAPILA/test/cglaucoma/RET053OD.jpg,anormal,0.765625,0.234130859375
../../../data/data_PAPILA/test/cglaucoma/RET066OS.jpg,anormal,0.80810546875,0.1917724609375
../../../data/data_PAPILA/test/cglaucoma/RET089OD.jpg,anormal,0.86669921875,0.1331787109375
../../../data/data_PAPILA/test/cglaucoma/RET091OD.jpg,anormal,0.79248046875,0.20751953125
../../../data/data_PAPILA/test/cglaucoma/RET102OD.jpg,anormal,0.884765625,0.115478515625
../../../data/data_PAPILA/test/cglaucoma/RET106OD.jpg,anormal,0.81494140625,0.1849365234375
../../../data/data_PAPILA/test/cglaucoma/RET114OS.jpg,anormal,0.84619140625,0.15380859375
../../../data/data_PAPILA/test/cglaucoma/RET120OD.jpg,anormal,0.8310546875,0.1688232421875
../../../data/data_PAPILA/test/cglaucoma/RET120OS.jpg,anormal,0.8916015625,0.1083984375
../../../data/data_PAPILA/test/cglaucoma/RET122OD.jpg,anormal,0.78955078125,0.2105712890625
../../../data/data_PAPILA/test/cglaucoma/RET122OS.jpg,anormal,0.787109375,0.2130126953125
../../../data/data_PAPILA/test/cglaucoma/RET276OS.jpg,anormal,0.84716796875,0.1527099609375
