index,img_name,target,pred,p_anormal,p_cglaucoma
66,image_067_127.jpg,anormal,anormal,0.963120,0.036880
67,image_068_173.jpg,anormal,anormal,0.968277,0.031723
68,image_069_184.jpg,anormal,anormal,0.974060,0.025940
69,image_070_212.jpg,anormal,anormal,0.977657,0.022343
70,image_071_154.jpg,anormal,anormal,0.736620,0.263380
71,image_072_102.jpg,anormal,anormal,0.964620,0.035380
72,image_073_179.jpg,anormal,anormal,0.971397,0.028603
73,image_074_37.jpg,anormal,anormal,0.874437,0.125563
74,image_075_195.jpg,anormal,anormal,0.977500,0.022499
75,image_076_33.jpg,anormal,anormal,0.936852,0.063148
76,image_077_201.jpg,anormal,anormal,0.973240,0.026760
77,image_078_67.jpg,anormal,anormal,0.982477,0.017522
78,image_079_15.jpg,anormal,anormal,0.983199,0.016801
79,image_080_157.jpg,anormal,cglaucoma,0.095390,0.904610
80,image_081_153.jpg,anormal,anormal,0.963732,0.036268
81,image_082_9.jpg,anormal,anormal,0.979378,0.020622
82,image_083_30.jpg,anormal,anormal,0.903869,0.096131
83,image_084_34.jpg,anormal,anormal,0.983701,0.016299
84,image_085_61.jpg,anormal,anormal,0.983820,0.016180
85,image_086_24.jpg,anormal,anormal,0.983132,0.016868
86,image_087_210.jpg,anormal,anormal,0.925485,0.074515
87,image_088_175.jpg,anormal,anormal,0.983199,0.016801
88,image_089_38.jpg,anormal,anormal,0.968302,0.031698
89,image_090_145.jpg,anormal,cglaucoma,0.082556,0.917444
90,image_091_223.jpg,anormal,anormal,0.983745,0.016255
91,image_092_1.jpg,anormal,anormal,0.980969,0.019031
92,image_093_140.jpg,anormal,anormal,0.979378,0.020622
93,image_094_150.jpg,anormal,anormal,0.981637,0.018363
94,image_095_11.jpg,anormal,anormal,0.984000,0.016000
95,image_096_98.jpg,anormal,anormal,0.932676,0.067324
96,image_097_176.jpg,anormal,anormal,0.979941,0.020058
97,image_098_205.jpg,anormal,anormal,0.957950,0.042050
98,image_099_22.jpg,anormal,anormal,0.977020,0.022980
99,image_100_196.jpg,anormal,anormal,0.982313,0.017687
100,image_101_222.jpg,anormal,anormal,0.932169,0.067831
101,image_102_155.jpg,anormal,cglaucoma,0.113275,0.886725
102,image_103_204.jpg,anormal,cglaucoma,0.121944,0.878056
103,image_104_2.jpg,anormal,anormal,0.969687,0.030313
104,image_105_0.jpg,anormal,anormal,0.851894,0.148106
105,image_106_141.jpg,anormal,anormal,0.977862,0.022137
106,image_107_166.jpg,anormal,anormal,0.945785,0.054215
107,image_108_188.jpg,anormal,cglaucoma,0.138577,0.861423
108,image_109_76.jpg,anormal,cglaucoma,0.222001,0.777999
109,image_110_199.jpg,anormal,anormal,0.659086,0.340914
110,image_111_58.jpg,anormal,anormal,0.983303,0.016697
111,image_112_111.jpg,anormal,anormal,0.953238,0.046762
112,image_113_224.jpg,anormal,cglaucoma,0.047533,0.952467
113,image_114_57.jpg,anormal,anormal,0.967109,0.032891
114,image_115_121.jpg,anormal,anormal,0.963986,0.036014
115,image_116_69.jpg,anormal,anormal,0.673351,0.326649
116,image_117_211.jpg,anormal,anormal,0.941986,0.058013
117,image_118_101.jpg,anormal,cglaucoma,0.104152,0.895848
118,image_119_194.jpg,anormal,cglaucoma,0.042933,0.957067
119,image_120_17.jpg,anormal,anormal,0.574133,0.425867
120,image_121_189.jpg,anormal,anormal,0.507874,0.492126
121,image_122_6.jpg,anormal,cglaucoma,0.476268,0.523732
122,image_123_35.jpg,anormal,anormal,0.940304,0.059696
123,image_124_126.jpg,anormal,anormal,0.976821,0.023178
124,image_125_183.jpg,anormal,anormal,0.977337,0.022663
125,image_126_177.jpg,anormal,anormal,0.821248,0.178752
126,image_127_43.jpg,anormal,anormal,0.942374,0.057626
127,image_128_60.jpg,anormal,cglaucoma,0.072165,0.927835
128,image_129_156.jpg,anormal,anormal,0.962624,0.037376
129,image_130_104.jpg,anormal,anormal,0.973680,0.026320
130,image_131_131.jpg,anormal,anormal,0.981897,0.018103
131,image_132_52.jpg,anormal,anormal,0.975403,0.024597
132,image_133_75.jpg,anormal,anormal,0.970801,0.029199
133,image_134_97.jpg,anormal,anormal,0.909823,0.090177
134,image_135_90.jpg,anormal,anormal,0.951370,0.048630
135,image_136_128.jpg,anormal,anormal,0.630435,0.369565
136,image_137_87.jpg,anormal,anormal,0.959650,0.040350
137,image_138_19.jpg,anormal,cglaucoma,0.060221,0.939779
138,image_139_167.jpg,anormal,anormal,0.963187,0.036813
139,image_140_27.jpg,anormal,anormal,0.884571,0.115429
140,image_141_18.jpg,anormal,anormal,0.979616,0.020384
141,image_142_159.jpg,anormal,anormal,0.588817,0.411183
142,image_143_107.jpg,anormal,anormal,0.976291,0.023709
143,image_144_180.jpg,anormal,anormal,0.975460,0.024540
144,image_145_78.jpg,anormal,anormal,0.858309,0.141691
145,image_146_85.jpg,anormal,anormal,0.982588,0.017412
146,image_147_193.jpg,anormal,anormal,0.975244,0.024756
147,image_148_216.jpg,anormal,anormal,0.933617,0.066383
148,image_149_134.jpg,anormal,anormal,0.952040,0.047960
149,image_150_198.jpg,anormal,anormal,0.980428,0.019572
150,image_151_31.jpg,anormal,anormal,0.934561,0.065439
151,image_152_169.jpg,anormal,anormal,0.976227,0.023773
152,image_153_213.jpg,anormal,anormal,0.830545,0.169455
153,image_154_23.jpg,anormal,anormal,0.982060,0.017940
154,image_155_151.jpg,anormal,anormal,0.942379,0.057621
155,image_156_72.jpg,anormal,anormal,0.978680,0.021320
156,image_157_115.jpg,anormal,anormal,0.982752,0.017248
157,image_158_191.jpg,anormal,cglaucoma,0.223635,0.776365
158,image_159_162.jpg,anormal,anormal,0.711245,0.288755
159,image_160_124.jpg,anormal,anormal,0.978288,0.021712
160,image_161_62.jpg,anormal,anormal,0.956758,0.043242
161,image_162_48.jpg,anormal,anormal,0.975756,0.024244
162,image_163_206.jpg,anormal,anormal,0.983281,0.016719
163,image_164_215.jpg,anormal,anormal,0.896076,0.103924
164,image_165_77.jpg,anormal,anormal,0.976533,0.023467
165,image_166_129.jpg,anormal,anormal,0.983536,0.016464
166,image_167_138.jpg,anormal,anormal,0.979839,0.020161
167,image_168_113.jpg,anormal,anormal,0.896733,0.103267
168,image_169_119.jpg,anormal,anormal,0.977520,0.022480
169,image_170_133.jpg,anormal,anormal,0.982382,0.017618
170,image_171_203.jpg,anormal,anormal,0.814245,0.185755
171,image_172_137.jpg,anormal,anormal,0.824361,0.175639
172,image_173_83.jpg,anormal,anormal,0.839101,0.160899
173,image_174_123.jpg,anormal,anormal,0.582070,0.417930
174,image_175_91.jpg,anormal,anormal,0.569956,0.430044
175,image_176_161.jpg,anormal,anormal,0.974970,0.025030
176,image_177_112.jpg,anormal,anormal,0.891603,0.108397
177,image_178_46.jpg,anormal,cglaucoma,0.279912,0.720088
178,image_179_84.jpg,anormal,anormal,0.967993,0.032007
179,image_180_53.jpg,anormal,anormal,0.982937,0.017063
180,image_181_207.jpg,anormal,anormal,0.662323,0.337677
181,image_182_171.jpg,anormal,anormal,0.979025,0.020975
182,image_183_40.jpg,anormal,anormal,0.936444,0.063556
183,image_184_197.jpg,anormal,anormal,0.979416,0.020584
184,image_185_185.jpg,anormal,anormal,0.982248,0.017752
185,image_186_114.jpg,anormal,anormal,0.976573,0.023427
186,image_187_100.jpg,anormal,anormal,0.983622,0.016378
187,image_188_192.jpg,anormal,anormal,0.983206,0.016794
188,image_189_149.jpg,anormal,anormal,0.981351,0.018649
189,image_190_7.jpg,anormal,anormal,0.688210,0.311790
190,image_191_8.jpg,anormal,anormal,0.923008,0.076992
191,image_192_68.jpg,anormal,anormal,0.983054,0.016946
192,image_193_51.jpg,anormal,anormal,0.965158,0.034842
193,image_194_88.jpg,anormal,anormal,0.978941,0.021059
194,image_195_106.jpg,anormal,cglaucoma,0.463840,0.536160
195,image_196_80.jpg,anormal,anormal,0.963343,0.036657
196,image_197_28.jpg,anormal,anormal,0.982353,0.017647
197,image_198_66.jpg,anormal,anormal,0.980362,0.019638
198,image_199_94.jpg,anormal,anormal,0.852693,0.147307
199,image_200_45.jpg,anormal,anormal,0.971403,0.028597
200,image_201_81.jpg,anormal,anormal,0.980223,0.019777
201,image_202_14.jpg,anormal,anormal,0.897511,0.102489
202,image_203_181.jpg,anormal,anormal,0.983320,0.016680
203,image_204_208.jpg,anormal,anormal,0.983516,0.016484
204,image_205_29.jpg,anormal,anormal,0.979987,0.020013
205,image_206_186.jpg,anormal,anormal,0.982435,0.017565
206,image_207_221.jpg,anormal,anormal,0.976989,0.023011
207,image_208_20.jpg,anormal,anormal,0.983389,0.016611
208,image_209_42.jpg,anormal,anormal,0.612401,0.387599
209,image_210_73.jpg,anormal,anormal,0.982937,0.017063
210,image_211_152.jpg,anormal,anormal,0.662323,0.337677
211,image_212_47.jpg,anormal,anormal,0.939077,0.060923
212,image_213_144.jpg,anormal,anormal,0.968162,0.031838
213,image_214_89.jpg,anormal,anormal,0.905779,0.094221
214,image_215_147.jpg,anormal,anormal,0.956943,0.043057
215,image_216_74.jpg,anormal,cglaucoma,0.159846,0.840154
216,image_217_117.jpg,anormal,anormal,0.972433,0.027567
217,image_218_122.jpg,anormal,anormal,0.982785,0.017215
218,image_219_21.jpg,anormal,anormal,0.636545,0.363455
219,image_220_86.jpg,anormal,anormal,0.983028,0.016972
220,image_221_132.jpg,anormal,anormal,0.961862,0.038138
221,image_222_174.jpg,anormal,anormal,0.976879,0.023121
222,image_223_172.jpg,anormal,anormal,0.966022,0.033978
223,image_224_165.jpg,anormal,anormal,0.946334,0.053666
224,image_225_148.jpg,anormal,anormal,0.964952,0.035048
225,image_001_250.jpg,cglaucoma,anormal,0.979868,0.020132
226,image_002_252.jpg,cglaucoma,cglaucoma,0.101495,0.898505
227,image_003_234.jpg,cglaucoma,anormal,0.975640,0.024361
228,image_004_238.jpg,cglaucoma,anormal,0.907130,0.092870
229,image_005_228.jpg,cglaucoma,anormal,0.974729,0.025271
230,image_006_225.jpg,cglaucoma,anormal,0.980863,0.019137
231,image_007_226.jpg,cglaucoma,anormal,0.982188,0.017812
232,image_008_245.jpg,cglaucoma,anormal,0.983365,0.016635
233,image_009_247.jpg,cglaucoma,anormal,0.875510,0.124490
234,image_010_232.jpg,cglaucoma,anormal,0.875510,0.124490
235,image_011_254.jpg,cglaucoma,anormal,0.980824,0.019176
236,image_012_236.jpg,cglaucoma,anormal,0.983505,0.016495
237,image_013_239.jpg,cglaucoma,anormal,0.979677,0.020323
238,image_014_237.jpg,cglaucoma,anormal,0.967507,0.032493
239,image_015_253.jpg,cglaucoma,anormal,0.980578,0.019422
240,image_016_240.jpg,cglaucoma,anormal,0.967817,0.032183
241,image_017_241.jpg,cglaucoma,cglaucoma,0.076476,0.923524
242,image_018_246.jpg,cglaucoma,anormal,0.826404,0.173596
243,image_019_249.jpg,cglaucoma,anormal,0.975568,0.024432
244,image_020_227.jpg,cglaucoma,anormal,0.917630,0.082370
245,image_021_229.jpg,cglaucoma,anormal,0.970803,0.029197
246,image_022_235.jpg,cglaucoma,anormal,0.972208,0.027792
247,image_023_244.jpg,cglaucoma,anormal,0.826404,0.173596
248,image_024_251.jpg,cglaucoma,anormal,0.928417,0.071583
249,image_025_243.jpg,cglaucoma,anormal,0.970803,0.029197
250,image_026_248.jpg,cglaucoma,anormal,0.979047,0.020953
251,image_027_230.jpg,cglaucoma,anormal,0.976762,0.023238
252,image_028_242.jpg,cglaucoma,anormal,0.979556,0.020444
253,image_029_255.jpg,cglaucoma,anormal,0.981605,0.018395
254,image_030_256.jpg,cglaucoma,anormal,0.983286,0.016714
255,image_031_233.jpg,cglaucoma,anormal,0.975237,0.024763
256,image_032_231.jpg,cglaucoma,anormal,0.653562,0.346438
