filename,true_label,predicted_label,true_label_idx,predicted_label_idx,correct,score_a_noamd,score_b_amd,confidence
1197089_21016_0_0.png,a_noamd,a_noamd,0,0,True,0.9106439,0.089356154,0.9106439
1197343_21015_0_0.png,a_noamd,a_noamd,0,0,True,0.9212049,0.078795075,0.9212049
1197634_21015_1_0.png,b_amd,b_amd,1,1,True,0.09899302,0.90100694,0.90100694
1220742_21016_0_0.png,a_noamd,a_noamd,0,0,True,0.9514338,0.048566185,0.9514338
1223318_21016_0_0.png,a_noamd,a_noamd,0,0,True,0.957403,0.042596962,0.957403
1230171_21016_0_0.png,a_noamd,a_noamd,0,0,True,0.80342793,0.19657207,0.80342793
1250082_21016_0_0.png,a_noamd,a_noamd,0,0,True,0.90019494,0.09980507,0.90019494
1257649_21015_0_0.png,b_amd,b_amd,1,1,True,0.4509647,0.5490353,0.5490353
1260458_21016_0_0.png,a_noamd,b_amd,0,1,False,0.086408794,0.9135912,0.9135912
1261685_21016_0_0.png,a_noamd,a_noamd,0,0,True,0.93543607,0.06456394,0.93543607
1267094_21016_0_0.png,a_noamd,a_noamd,0,0,True,0.73729664,0.26270336,0.73729664
1275770_21015_0_0.png,a_noamd,a_noamd,0,0,True,0.9336874,0.06631265,0.9336874
1279742_21015_1_0.png,b_amd,a_noamd,1,0,False,0.676425,0.323575,0.676425
1279742_21016_1_0.png,b_amd,b_amd,1,1,True,0.0327308,0.9672692,0.9672692
1292815_21016_0_0.png,b_amd,b_amd,1,1,True,0.0510254,0.9489746,0.9489746
1310277_21016_0_0.png,b_amd,b_amd,1,1,True,0.027707115,0.97229296,0.97229296
1322575_21016_0_0.png,a_noamd,a_noamd,0,0,True,0.91459835,0.085401714,0.91459835
1330933_21015_0_0.png,a_noamd,b_amd,0,1,False,0.3550159,0.6449841,0.6449841
1332898_21015_0_0.png,b_amd,a_noamd,1,0,False,0.8794255,0.12057445,0.8794255
1332898_21016_0_0.png,b_amd,b_amd,1,1,True,0.09313981,0.9068602,0.9068602
1334474_21015_0_0.png,a_noamd,b_amd,0,1,False,0.39257607,0.6074239,0.6074239
1346072_21016_0_0.png,a_noamd,b_amd,0,1,False,0.18654017,0.8134599,0.8134599
1350271_21016_0_0.png,a_noamd,a_noamd,0,0,True,0.9343024,0.06569763,0.9343024
1359631_21015_1_0.png,a_noamd,a_noamd,0,0,True,0.9306892,0.069310755,0.9306892
1372500_21016_0_0.png,a_noamd,b_amd,0,1,False,0.35464844,0.6453516,0.6453516
1384796_21016_0_0.png,b_amd,b_amd,1,1,True,0.37111655,0.6288835,0.6288835
1407787_21015_1_0.png,a_noamd,a_noamd,0,0,True,0.9559285,0.044071555,0.9559285
1412311_21016_0_0.png,b_amd,b_amd,1,1,True,0.09568795,0.904312,0.904312
1412963_21015_0_0.png,a_noamd,a_noamd,0,0,True,0.9143232,0.08567677,0.9143232
1416363_21016_0_0.png,b_amd,b_amd,1,1,True,0.033918176,0.9660818,0.9660818
1429525_21016_0_0.png,a_noamd,a_noamd,0,0,True,0.9102699,0.089730114,0.9102699
1434744_21016_0_0.png,a_noamd,b_amd,0,1,False,0.4258069,0.57419306,0.57419306
1438121_21015_0_0.png,a_noamd,a_noamd,0,0,True,0.95120746,0.04879261,0.95120746
1438217_21016_0_0.png,a_noamd,a_noamd,0,0,True,0.8974623,0.1025377,0.8974623
1465849_21015_0_0.png,a_noamd,a_noamd,0,0,True,0.9333828,0.06661717,0.9333828
1470027_21016_0_0.png,b_amd,b_amd,1,1,True,0.029791642,0.9702084,0.9702084
1473033_21015_0_0.png,b_amd,b_amd,1,1,True,0.37708035,0.6229197,0.6229197
1474226_21015_0_0.png,b_amd,a_noamd,1,0,False,0.9250803,0.074919716,0.9250803
1486263_21015_0_0.png,a_noamd,a_noamd,0,0,True,0.93985254,0.060147487,0.93985254
1494464_21015_0_0.png,a_noamd,a_noamd,0,0,True,0.9159773,0.084022656,0.9159773
1495365_21015_1_0.png,a_noamd,a_noamd,0,0,True,0.9552959,0.04470416,0.9552959
1495979_21015_1_0.png,a_noamd,a_noamd,0,0,True,0.8013265,0.19867346,0.8013265
1499051_21015_0_0.png,a_noamd,a_noamd,0,0,True,0.87106705,0.12893295,0.87106705
1499671_21016_0_1.png,a_noamd,a_noamd,0,0,True,0.96193886,0.03806113,0.96193886
1506781_21016_0_0.png,a_noamd,a_noamd,0,0,True,0.8257716,0.17422841,0.8257716
1514959_21015_0_0.png,a_noamd,a_noamd,0,0,True,0.9418127,0.05818731,0.9418127
1515498_21016_0_0.png,a_noamd,a_noamd,0,0,True,0.9546337,0.045366272,0.9546337
1528206_21015_1_0.png,b_amd,b_amd,1,1,True,0.029227857,0.97077215,0.97077215
1528206_21016_1_0.png,b_amd,b_amd,1,1,True,0.028404111,0.9715958,0.9715958
1529147_21016_0_0.png,b_amd,a_noamd,1,0,False,0.5912336,0.4087664,0.5912336
1535030_21016_0_0.png,a_noamd,a_noamd,0,0,True,0.9282326,0.07176739,0.9282326
1537998_21015_1_1.png,a_noamd,a_noamd,0,0,True,0.94230705,0.057692967,0.94230705
1548173_21015_0_0.png,b_amd,b_amd,1,1,True,0.4889646,0.51103544,0.51103544
1548173_21016_0_0.png,b_amd,a_noamd,1,0,False,0.84686553,0.15313442,0.84686553
1552660_21016_0_0.png,a_noamd,a_noamd,0,0,True,0.89340544,0.10659455,0.89340544
1553749_21016_0_0.png,a_noamd,a_noamd,0,0,True,0.9127992,0.08720084,0.9127992
1553751_21015_0_0.png,a_noamd,a_noamd,0,0,True,0.90213126,0.09786872,0.90213126
1557480_21016_1_0.png,a_noamd,a_noamd,0,0,True,0.8525722,0.14742777,0.8525722
1560389_21015_0_0.png,a_noamd,a_noamd,0,0,True,0.96617216,0.03382788,0.96617216
1574898_21016_0_0.png,a_noamd,a_noamd,0,0,True,0.9309322,0.06906778,0.9309322
1601635_21016_0_0.png,a_noamd,a_noamd,0,0,True,0.9443217,0.055678252,0.9443217
1619067_21015_0_0.png,b_amd,b_amd,1,1,True,0.03968168,0.9603183,0.9603183
1632106_21016_1_0.png,a_noamd,a_noamd,0,0,True,0.8701574,0.12984261,0.8701574
1652487_21016_1_0.png,a_noamd,a_noamd,0,0,True,0.85517204,0.14482802,0.85517204
1663149_21016_0_0.png,a_noamd,a_noamd,0,0,True,0.93875074,0.06124924,0.93875074
1681117_21016_0_0.png,a_noamd,a_noamd,0,0,True,0.9591444,0.04085556,0.9591444
1681156_21015_0_0.png,b_amd,a_noamd,1,0,False,0.72913766,0.27086234,0.72913766
1697220_21015_0_0.png,a_noamd,a_noamd,0,0,True,0.5099905,0.49000946,0.5099905
1704670_21015_0_0.png,a_noamd,a_noamd,0,0,True,0.9444411,0.05555887,0.9444411
1708747_21016_0_0.png,a_noamd,a_noamd,0,0,True,0.8580872,0.14191282,0.8580872
1715873_21016_0_0.png,b_amd,a_noamd,1,0,False,0.94462794,0.055372015,0.94462794
1717437_21015_0_0.png,b_amd,b_amd,1,1,True,0.07210001,0.92789996,0.92789996
1721241_21016_0_0.png,b_amd,a_noamd,1,0,False,0.87649393,0.12350611,0.87649393
1730885_21016_0_0.png,a_noamd,a_noamd,0,0,True,0.9207604,0.079239614,0.9207604
1734645_21016_0_0.png,b_amd,b_amd,1,1,True,0.4188201,0.5811799,0.5811799
1736297_21016_0_0.png,a_noamd,a_noamd,0,0,True,0.90726936,0.092730656,0.90726936
1737240_21015_1_0.png,a_noamd,a_noamd,0,0,True,0.94462043,0.05537961,0.94462043
1782210_21016_0_0.png,a_noamd,a_noamd,0,0,True,0.9538002,0.04619976,0.9538002
1783773_21015_0_0.png,b_amd,b_amd,1,1,True,0.15152523,0.8484748,0.8484748
1794791_21015_0_0.png,b_amd,b_amd,1,1,True,0.042829152,0.95717084,0.95717084
1794791_21016_0_0.png,b_amd,b_amd,1,1,True,0.036388718,0.96361125,0.96361125
1798044_21016_0_0.png,b_amd,b_amd,1,1,True,0.06025884,0.9397412,0.9397412
1826552_21016_0_0.png,a_noamd,a_noamd,0,0,True,0.938485,0.061515,0.938485
1839565_21016_0_0.png,b_amd,b_amd,1,1,True,0.27071935,0.7292807,0.7292807
1840708_21015_1_0.png,a_noamd,a_noamd,0,0,True,0.91554964,0.08445039,0.91554964
1844778_21016_1_0.png,a_noamd,a_noamd,0,0,True,0.9152156,0.08478442,0.9152156
1855075_21015_0_0.png,a_noamd,a_noamd,0,0,True,0.90391785,0.096082166,0.90391785
1862962_21015_0_0.png,a_noamd,a_noamd,0,0,True,0.951094,0.048906066,0.951094
1897613_21016_0_0.png,a_noamd,a_noamd,0,0,True,0.96060205,0.03939796,0.96060205
1897754_21016_0_0.png,a_noamd,b_amd,0,1,False,0.07991678,0.92008317,0.92008317
1902295_21016_0_0.png,a_noamd,a_noamd,0,0,True,0.9389381,0.061061956,0.9389381
1912841_21016_0_0.png,a_noamd,a_noamd,0,0,True,0.5688842,0.43111578,0.5688842
1926601_21015_1_0.png,a_noamd,a_noamd,0,0,True,0.872911,0.127089,0.872911
1937126_21015_0_0.png,a_noamd,a_noamd,0,0,True,0.93477976,0.06522028,0.93477976
1951687_21015_0_0.png,a_noamd,a_noamd,0,0,True,0.93626577,0.06373427,0.93626577
1959318_21015_0_0.png,a_noamd,a_noamd,0,0,True,0.9440798,0.055920184,0.9440798
1961304_21015_0_0.png,b_amd,a_noamd,1,0,False,0.9462222,0.05377775,0.9462222
1965435_21015_1_0.png,a_noamd,a_noamd,0,0,True,0.9426538,0.05734625,0.9426538
1970295_21016_0_0.png,a_noamd,a_noamd,0,0,True,0.88298434,0.11701569,0.88298434
1973049_21015_1_0.png,a_noamd,a_noamd,0,0,True,0.9449195,0.055080447,0.9449195
1984835_21016_0_0.png,a_noamd,a_noamd,0,0,True,0.9234721,0.07652795,0.9234721
1986875_21016_0_0.png,a_noamd,a_noamd,0,0,True,0.9623865,0.037613537,0.9623865
2003584_21016_0_0.png,a_noamd,a_noamd,0,0,True,0.9187037,0.08129635,0.9187037
2016718_21015_0_0.png,a_noamd,b_amd,0,1,False,0.19197486,0.8080251,0.8080251
2020618_21016_1_0.png,a_noamd,a_noamd,0,0,True,0.9341353,0.06586465,0.9341353
2021853_21015_1_0.png,a_noamd,a_noamd,0,0,True,0.9620687,0.037931297,0.9620687
2039753_21016_1_0.png,a_noamd,a_noamd,0,0,True,0.9490419,0.050958112,0.9490419
2071319_21016_0_0.png,a_noamd,a_noamd,0,0,True,0.7901128,0.20988719,0.7901128
2088201_21015_0_0.png,a_noamd,a_noamd,0,0,True,0.8917238,0.10827621,0.8917238
2102048_21015_0_0.png,a_noamd,a_noamd,0,0,True,0.9584824,0.041517586,0.9584824
2102787_21015_0_0.png,a_noamd,a_noamd,0,0,True,0.94585925,0.05414073,0.94585925
2109806_21016_0_0.png,a_noamd,a_noamd,0,0,True,0.9185189,0.08148114,0.9185189
2120628_21016_0_0.png,a_noamd,a_noamd,0,0,True,0.92151064,0.07848939,0.92151064
2128348_21015_0_0.png,a_noamd,a_noamd,0,0,True,0.8998333,0.10016667,0.8998333
2133699_21016_1_0.png,a_noamd,a_noamd,0,0,True,0.9607519,0.039248124,0.9607519
2140974_21015_1_0.png,a_noamd,a_noamd,0,0,True,0.85579616,0.1442038,0.85579616
2154562_21016_0_0.png,a_noamd,a_noamd,0,0,True,0.9360799,0.063920096,0.9360799
2156701_21015_0_0.png,a_noamd,a_noamd,0,0,True,0.8266312,0.17336881,0.8266312
2163214_21015_0_0.png,a_noamd,a_noamd,0,0,True,0.9269551,0.07304495,0.9269551
2165184_21015_0_0.png,a_noamd,a_noamd,0,0,True,0.8904837,0.10951637,0.8904837
2173281_21015_0_0.png,a_noamd,a_noamd,0,0,True,0.9601887,0.039811287,0.9601887
2183408_21016_0_0.png,a_noamd,a_noamd,0,0,True,0.9101044,0.089895554,0.9101044
2185771_21016_0_0.png,b_amd,b_amd,1,1,True,0.038355272,0.96164477,0.96164477
2192806_21015_0_0.png,a_noamd,a_noamd,0,0,True,0.9462597,0.053740352,0.9462597
2202486_21016_0_0.png,a_noamd,a_noamd,0,0,True,0.9477071,0.052292865,0.9477071
2215678_21015_1_0.png,a_noamd,a_noamd,0,0,True,0.9261741,0.07382593,0.9261741
2232012_21015_1_0.png,a_noamd,a_noamd,0,0,True,0.9272587,0.07274133,0.9272587
2247731_21015_0_0.png,a_noamd,a_noamd,0,0,True,0.75931233,0.24068761,0.75931233
2270075_21016_0_0.png,a_noamd,a_noamd,0,0,True,0.96181095,0.038189117,0.96181095
2275268_21015_0_0.png,a_noamd,a_noamd,0,0,True,0.9397279,0.060272075,0.9397279
2284218_21016_0_0.png,a_noamd,a_noamd,0,0,True,0.921875,0.07812498,0.921875
2285374_21016_0_0.png,a_noamd,a_noamd,0,0,True,0.966081,0.033919018,0.966081
2291289_21016_0_0.png,a_noamd,b_amd,0,1,False,0.21174113,0.78825885,0.78825885
2312624_21015_0_0.png,a_noamd,a_noamd,0,0,True,0.9369633,0.06303668,0.9369633
2320996_21015_0_0.png,a_noamd,a_noamd,0,0,True,0.8964703,0.103529684,0.8964703
2341253_21015_0_0.png,a_noamd,b_amd,0,1,False,0.42652673,0.5734733,0.5734733
2343066_21015_0_0.png,a_noamd,a_noamd,0,0,True,0.9301409,0.06985913,0.9301409
2357888_21015_0_0.png,a_noamd,a_noamd,0,0,True,0.9380861,0.06191395,0.9380861
2359730_21015_0_0.png,a_noamd,a_noamd,0,0,True,0.8297574,0.17024267,0.8297574
2362553_21015_0_0.png,b_amd,a_noamd,1,0,False,0.8033033,0.1966967,0.8033033
2364867_21015_0_0.png,b_amd,b_amd,1,1,True,0.14805315,0.8519469,0.8519469
2368772_21015_0_0.png,a_noamd,a_noamd,0,0,True,0.9226487,0.07735122,0.9226487
2372532_21016_1_0.png,a_noamd,a_noamd,0,0,True,0.9005186,0.099481426,0.9005186
2397648_21016_0_0.png,b_amd,a_noamd,1,0,False,0.85190016,0.1480999,0.85190016
2404018_21016_0_0.png,b_amd,a_noamd,1,0,False,0.8381702,0.1618298,0.8381702
2408221_21015_0_0.png,a_noamd,a_noamd,0,0,True,0.9456149,0.054385167,0.9456149
2408896_21016_1_0.png,b_amd,b_amd,1,1,True,0.024113707,0.9758863,0.9758863
2413269_21016_0_0.png,a_noamd,a_noamd,0,0,True,0.8212442,0.17875583,0.8212442
2427764_21015_0_0.png,a_noamd,a_noamd,0,0,True,0.91523534,0.08476463,0.91523534
2438151_21015_0_0.png,a_noamd,a_noamd,0,0,True,0.9003871,0.09961291,0.9003871
2449350_21016_0_0.png,a_noamd,a_noamd,0,0,True,0.84266275,0.15733732,0.84266275
2456355_21015_1_0.png,a_noamd,a_noamd,0,0,True,0.9484452,0.051554773,0.9484452
2457386_21016_0_0.png,b_amd,b_amd,1,1,True,0.12912466,0.8708754,0.8708754
2461672_21015_0_0.png,a_noamd,a_noamd,0,0,True,0.88159305,0.118407,0.88159305
2472799_21016_0_0.png,a_noamd,a_noamd,0,0,True,0.91398257,0.08601738,0.91398257
2477187_21015_1_0.png,a_noamd,a_noamd,0,0,True,0.93324333,0.06675666,0.93324333
2483720_21016_0_0.png,a_noamd,b_amd,0,1,False,0.27453637,0.7254636,0.7254636
2489830_21016_1_0.png,a_noamd,a_noamd,0,0,True,0.9587214,0.041278634,0.9587214
2499510_21015_0_0.png,a_noamd,a_noamd,0,0,True,0.92917496,0.07082501,0.92917496
2503205_21015_1_0.png,b_amd,b_amd,1,1,True,0.04688285,0.95311713,0.95311713
2507657_21016_0_0.png,a_noamd,a_noamd,0,0,True,0.9065779,0.09342213,0.9065779
2526740_21016_0_0.png,a_noamd,a_noamd,0,0,True,0.91191494,0.08808508,0.91191494
2528591_21016_0_0.png,a_noamd,a_noamd,0,0,True,0.8328246,0.16717546,0.8328246
2537297_21015_0_0.png,a_noamd,a_noamd,0,0,True,0.9525287,0.04747133,0.9525287
2551919_21015_1_0.png,a_noamd,a_noamd,0,0,True,0.9370226,0.062977396,0.9370226
2557653_21016_1_0.png,b_amd,b_amd,1,1,True,0.31095165,0.6890484,0.6890484
2563517_21015_0_0.png,a_noamd,a_noamd,0,0,True,0.93033713,0.06966282,0.93033713
2576580_21016_1_0.png,a_noamd,a_noamd,0,0,True,0.7447477,0.25525233,0.7447477
2585277_21015_0_0.png,a_noamd,a_noamd,0,0,True,0.9376306,0.062369384,0.9376306
2585605_21016_0_0.png,a_noamd,a_noamd,0,0,True,0.760392,0.239608,0.760392
2588926_21015_0_0.png,a_noamd,a_noamd,0,0,True,0.96217453,0.037825417,0.96217453
2600105_21016_0_1.png,a_noamd,a_noamd,0,0,True,0.8369691,0.16303088,0.8369691
2600801_21015_0_0.png,b_amd,b_amd,1,1,True,0.053324632,0.94667536,0.94667536
2602223_21015_0_0.png,b_amd,b_amd,1,1,True,0.091748916,0.9082511,0.9082511
2603957_21015_0_0.png,b_amd,b_amd,1,1,True,0.059864376,0.9401356,0.9401356
2603957_21016_0_0.png,b_amd,b_amd,1,1,True,0.056982912,0.9430171,0.9430171
2633176_21016_0_0.png,a_noamd,a_noamd,0,0,True,0.9102039,0.089796096,0.9102039
2679483_21016_1_0.png,a_noamd,a_noamd,0,0,True,0.96232015,0.03767993,0.96232015
2685632_21015_0_0.png,a_noamd,a_noamd,0,0,True,0.940032,0.059967972,0.940032
2719722_21016_0_0.png,a_noamd,a_noamd,0,0,True,0.70710003,0.29289994,0.70710003
2721922_21015_0_0.png,a_noamd,a_noamd,0,0,True,0.92986524,0.07013483,0.92986524
2745458_21015_0_0.png,a_noamd,a_noamd,0,0,True,0.95437425,0.04562571,0.95437425
2757636_21015_0_0.png,a_noamd,b_amd,0,1,False,0.25713027,0.7428697,0.7428697
2782516_21015_1_0.png,a_noamd,a_noamd,0,0,True,0.87952495,0.12047512,0.87952495
2805725_21016_0_0.png,a_noamd,a_noamd,0,0,True,0.931271,0.06872898,0.931271
2814036_21016_1_0.png,b_amd,b_amd,1,1,True,0.024986925,0.9750131,0.9750131
2815362_21016_0_0.png,a_noamd,b_amd,0,1,False,0.068480864,0.9315191,0.9315191
2822071_21015_0_0.png,a_noamd,a_noamd,0,0,True,0.9174294,0.08257069,0.9174294
2836894_21015_0_0.png,a_noamd,a_noamd,0,0,True,0.90263337,0.097366594,0.90263337
2845791_21016_0_0.png,b_amd,a_noamd,1,0,False,0.84290254,0.15709749,0.84290254
2846579_21016_1_0.png,a_noamd,a_noamd,0,0,True,0.84322447,0.1567755,0.84322447
2853144_21016_0_0.png,a_noamd,a_noamd,0,0,True,0.92047083,0.07952917,0.92047083
2868164_21015_0_0.png,a_noamd,a_noamd,0,0,True,0.93874377,0.061256204,0.93874377
2871034_21015_0_0.png,a_noamd,a_noamd,0,0,True,0.7524075,0.24759251,0.7524075
2873232_21015_0_0.png,a_noamd,a_noamd,0,0,True,0.914992,0.08500808,0.914992
2881320_21016_1_0.png,a_noamd,a_noamd,0,0,True,0.95359147,0.04640854,0.95359147
2884620_21016_0_0.png,a_noamd,a_noamd,0,0,True,0.86898893,0.1310111,0.86898893
2888262_21016_0_0.png,a_noamd,a_noamd,0,0,True,0.9065545,0.09344552,0.9065545
2890162_21016_0_0.png,a_noamd,b_amd,0,1,False,0.4637668,0.5362332,0.5362332
2917663_21015_0_0.png,a_noamd,a_noamd,0,0,True,0.6932763,0.30672368,0.6932763
2937608_21016_1_0.png,b_amd,b_amd,1,1,True,0.046265375,0.9537346,0.9537346
2949081_21016_1_0.png,a_noamd,a_noamd,0,0,True,0.84012586,0.15987417,0.84012586
2968059_21016_1_0.png,a_noamd,a_noamd,0,0,True,0.9602661,0.039733883,0.9602661
2972541_21016_0_0.png,a_noamd,a_noamd,0,0,True,0.86155236,0.13844761,0.86155236
2973762_21015_0_0.png,a_noamd,a_noamd,0,0,True,0.8785431,0.12145694,0.8785431
2974159_21016_0_0.png,a_noamd,a_noamd,0,0,True,0.9034136,0.09658638,0.9034136
2975492_21016_1_0.png,a_noamd,a_noamd,0,0,True,0.9221889,0.07781119,0.9221889
3004980_21015_0_0.png,a_noamd,a_noamd,0,0,True,0.85189766,0.14810233,0.85189766
3006782_21016_0_0.png,b_amd,b_amd,1,1,True,0.06502918,0.93497086,0.93497086
3036382_21016_0_0.png,a_noamd,b_amd,0,1,False,0.3765579,0.6234421,0.6234421
3036937_21016_0_0.png,a_noamd,a_noamd,0,0,True,0.96474516,0.035254817,0.96474516
3039134_21016_0_0.png,b_amd,a_noamd,1,0,False,0.8029207,0.19707929,0.8029207
3042285_21015_0_0.png,a_noamd,a_noamd,0,0,True,0.90915334,0.09084664,0.90915334
3059488_21016_0_0.png,a_noamd,a_noamd,0,0,True,0.602973,0.397027,0.602973
3067577_21015_0_0.png,a_noamd,a_noamd,0,0,True,0.9387375,0.06126246,0.9387375
3068167_21015_0_0.png,b_amd,b_amd,1,1,True,0.051301293,0.94869864,0.94869864
3081358_21016_0_0.png,a_noamd,a_noamd,0,0,True,0.8738777,0.12612228,0.8738777
3083279_21016_0_0.png,a_noamd,a_noamd,0,0,True,0.8961381,0.103861876,0.8961381
3092906_21015_0_0.png,a_noamd,a_noamd,0,0,True,0.9375089,0.06249114,0.9375089
3097730_21015_0_0.png,a_noamd,a_noamd,0,0,True,0.6454093,0.35459065,0.6454093
3098320_21016_0_0.png,b_amd,b_amd,1,1,True,0.051962532,0.94803745,0.94803745
3103378_21016_0_0.png,b_amd,b_amd,1,1,True,0.089297935,0.9107021,0.9107021
3112861_21016_1_0.png,a_noamd,a_noamd,0,0,True,0.9325053,0.06749466,0.9325053
3115038_21016_1_0.png,a_noamd,a_noamd,0,0,True,0.93419355,0.06580644,0.93419355
3120157_21015_0_0.png,b_amd,b_amd,1,1,True,0.17093407,0.82906586,0.82906586
3126241_21016_1_0.png,a_noamd,a_noamd,0,0,True,0.929703,0.07029696,0.929703
3126517_21016_0_0.png,b_amd,b_amd,1,1,True,0.10762086,0.8923791,0.8923791
3132958_21015_0_0.png,a_noamd,a_noamd,0,0,True,0.9323666,0.06763339,0.9323666
3135604_21015_0_0.png,a_noamd,a_noamd,0,0,True,0.95982075,0.040179186,0.95982075
3143757_21016_0_0.png,a_noamd,a_noamd,0,0,True,0.9212134,0.07878662,0.9212134
3152013_21015_0_0.png,a_noamd,a_noamd,0,0,True,0.8893328,0.11066724,0.8893328
3164304_21016_0_0.png,b_amd,a_noamd,1,0,False,0.8483572,0.15164275,0.8483572
3177906_21015_0_0.png,b_amd,b_amd,1,1,True,0.48916182,0.51083815,0.51083815
3197744_21016_0_0.png,b_amd,a_noamd,1,0,False,0.867468,0.13253203,0.867468
3210309_21016_1_0.png,a_noamd,a_noamd,0,0,True,0.8398273,0.16017276,0.8398273
3213158_21016_0_0.png,a_noamd,a_noamd,0,0,True,0.95489496,0.045105055,0.95489496
3214427_21015_0_0.png,b_amd,b_amd,1,1,True,0.058855537,0.94114447,0.94114447
3214719_21015_1_0.png,a_noamd,a_noamd,0,0,True,0.9140602,0.08593983,0.9140602
3220661_21015_0_0.png,a_noamd,a_noamd,0,0,True,0.95096827,0.049031753,0.95096827
3232160_21016_0_0.png,a_noamd,a_noamd,0,0,True,0.919032,0.08096795,0.919032
3238640_21015_0_0.png,a_noamd,a_noamd,0,0,True,0.94687444,0.053125568,0.94687444
3242634_21015_1_0.png,b_amd,b_amd,1,1,True,0.050238155,0.9497618,0.9497618
3246947_21015_0_0.png,a_noamd,a_noamd,0,0,True,0.85123575,0.14876424,0.85123575
3250062_21016_0_0.png,b_amd,b_amd,1,1,True,0.06673296,0.933267,0.933267
3266867_21015_0_0.png,a_noamd,a_noamd,0,0,True,0.9159404,0.08405963,0.9159404
3273293_21016_1_0.png,a_noamd,a_noamd,0,0,True,0.9653896,0.034610365,0.9653896
3290234_21015_0_0.png,b_amd,b_amd,1,1,True,0.041593462,0.95840657,0.95840657
3291607_21015_0_0.png,a_noamd,a_noamd,0,0,True,0.9275397,0.07246027,0.9275397
3295572_21015_0_0.png,a_noamd,a_noamd,0,0,True,0.94965506,0.050344925,0.94965506
3302184_21016_1_0.png,a_noamd,a_noamd,0,0,True,0.94204086,0.057959203,0.94204086
3303788_21015_0_0.png,a_noamd,a_noamd,0,0,True,0.8942513,0.10574872,0.8942513
3304628_21016_1_0.png,a_noamd,a_noamd,0,0,True,0.86786574,0.1321343,0.86786574
3346001_21016_0_0.png,a_noamd,a_noamd,0,0,True,0.8850637,0.114936285,0.8850637
3381767_21016_0_0.png,a_noamd,b_amd,0,1,False,0.07192209,0.92807794,0.92807794
3393701_21016_0_0.png,a_noamd,a_noamd,0,0,True,0.9286622,0.07133783,0.9286622
3397337_21015_0_0.png,b_amd,a_noamd,1,0,False,0.9035282,0.09647179,0.9035282
3398229_21015_0_0.png,b_amd,b_amd,1,1,True,0.06798611,0.9320139,0.9320139
3398229_21016_0_0.png,b_amd,b_amd,1,1,True,0.06743157,0.93256843,0.93256843
3406454_21015_0_0.png,a_noamd,a_noamd,0,0,True,0.91472757,0.08527247,0.91472757
3442183_21015_0_0.png,a_noamd,a_noamd,0,0,True,0.94608665,0.053913284,0.94608665
3453675_21016_0_0.png,a_noamd,a_noamd,0,0,True,0.9378748,0.062125206,0.9378748
3455372_21015_0_0.png,a_noamd,b_amd,0,1,False,0.35691285,0.6430872,0.6430872
3463168_21016_1_0.png,b_amd,b_amd,1,1,True,0.041787397,0.9582126,0.9582126
3466158_21016_0_0.png,a_noamd,a_noamd,0,0,True,0.7507732,0.2492268,0.7507732
3469017_21015_0_0.png,b_amd,b_amd,1,1,True,0.44329455,0.5567055,0.5567055
