filename,true_label,predicted_label,true_label_idx,predicted_label_idx,correct,score_anodr,score_bmilddr,score_cmoderatedr,score_dseveredr,score_eproliferativedr,confidence
07751b94a88a.png,anodr,anodr,0,0,True,0.9349178,0.018304564,0.015563829,0.015902365,0.015311426,0.9349178
0790515cf5af.png,anodr,anodr,0,0,True,0.9347013,0.017517608,0.01719295,0.016203089,0.01438501,0.9347013
07929d32b5b3.png,bmilddr,cmoderatedr,1,2,False,0.018657185,0.050732423,0.89649457,0.021005612,0.01311024,0.89649457
07a1c7073982.png,bmilddr,cmoderatedr,1,2,False,0.007298041,0.08535996,0.84313107,0.014915643,0.049295288,0.84313107
08037e4490e5.png,anodr,anodr,0,0,True,0.9334462,0.016415395,0.016146103,0.017485118,0.016507154,0.9334462
0851d6a69589.png,anodr,anodr,0,0,True,0.9355291,0.017175525,0.016442811,0.015452698,0.01539983,0.9355291
086d41d17da8.png,bmilddr,bmilddr,1,1,True,0.017513052,0.9405589,0.0086245,0.01971418,0.013589357,0.9405589
08a3875063c3.png,eproliferativedr,eproliferativedr,4,4,True,0.046928015,0.027146863,0.41281927,0.061351888,0.45175403,0.45175403
08b6e3240858.png,anodr,anodr,0,0,True,0.9218853,0.023428733,0.018212765,0.019007105,0.017466053,0.9218853
08bef347f40d.png,anodr,anodr,0,0,True,0.9370204,0.015852503,0.015914481,0.015619664,0.015593024,0.9370204
08ee569d4721.png,anodr,anodr,0,0,True,0.9347239,0.017461823,0.01695631,0.015910221,0.014947711,0.9347239
09237bf783a4.png,anodr,anodr,0,0,True,0.93430936,0.017407512,0.01536809,0.016237512,0.016677441,0.93430936
096436d68d06.png,anodr,anodr,0,0,True,0.9338769,0.016825741,0.0158272,0.01684475,0.016625466,0.9338769
0981195eb9fb.png,eproliferativedr,eproliferativedr,4,4,True,0.026769472,0.07655467,0.012023777,0.0328728,0.8517792,0.8517792
099021fac3c9.png,anodr,anodr,0,0,True,0.93326515,0.016480563,0.016269377,0.01731333,0.016671604,0.93326515
09c8323c612e.png,anodr,anodr,0,0,True,0.9350345,0.017552972,0.015908863,0.015917018,0.015586673,0.9350345
09eeafa9656a.png,cmoderatedr,cmoderatedr,2,2,True,0.015883038,0.010814019,0.93411744,0.012516847,0.02666867,0.93411744
09f6ab477654.png,cmoderatedr,cmoderatedr,2,2,True,0.014325318,0.013369076,0.940868,0.0119867865,0.019450828,0.940868
0a38b552372d.png,anodr,anodr,0,0,True,0.9369184,0.01571445,0.016172487,0.015898686,0.015296019,0.9369184
0a85a1e8f9e9.png,anodr,anodr,0,0,True,0.9302091,0.017197402,0.018082473,0.017684992,0.01682609,0.9302091
0ad7f631dedb.png,bmilddr,cmoderatedr,1,2,False,0.01236577,0.01363247,0.93973845,0.01801008,0.016253242,0.93973845
0afdfe5f422c.png,cmoderatedr,cmoderatedr,2,2,True,0.013161558,0.023660626,0.92584497,0.02533164,0.012001199,0.92584497
0babc12807b2.png,anodr,bmilddr,0,1,False,0.020167042,0.784772,0.075992405,0.030934408,0.08813422,0.784772
0bf37ca3156a.png,eproliferativedr,eproliferativedr,4,4,True,0.013633413,0.010070899,0.01649636,0.031490035,0.9283093,0.9283093
0cbcc7b23613.png,anodr,anodr,0,0,True,0.9183392,0.025845416,0.019954668,0.019777276,0.01608342,0.9183392
0cd31078cd08.png,anodr,anodr,0,0,True,0.93209094,0.017346878,0.016642317,0.01762682,0.016293049,0.93209094
0ce062f26edc.png,anodr,anodr,0,0,True,0.93387556,0.015193784,0.016966974,0.017431535,0.016532222,0.93387556
0cecc2864b7f.png,anodr,anodr,0,0,True,0.9314853,0.018035576,0.016357362,0.017754711,0.016367083,0.9314853
0d0a21fd354f.png,cmoderatedr,cmoderatedr,2,2,True,0.015817355,0.0657513,0.8907939,0.007654483,0.019983016,0.8907939
0d310aba6373.png,bmilddr,cmoderatedr,1,2,False,0.013592043,0.009522992,0.9477078,0.01664742,0.012529705,0.9477078
0d9a9896f801.png,anodr,anodr,0,0,True,0.9333267,0.01817877,0.016904086,0.016590465,0.014999889,0.9333267
0da321efbce6.png,anodr,anodr,0,0,True,0.9337088,0.017349377,0.016561365,0.016342027,0.016038435,0.9337088
0db1d8dcf219.png,anodr,anodr,0,0,True,0.93196607,0.016962549,0.016893994,0.017635029,0.016542431,0.93196607
0dbaa09a458c.png,cmoderatedr,cmoderatedr,2,2,True,0.020094063,0.015281966,0.9317398,0.01981666,0.013067526,0.9317398
0e0fc1d9810c.png,eproliferativedr,eproliferativedr,4,4,True,0.011732553,0.02106896,0.011127423,0.029913522,0.92615753,0.92615753
0e3572b5884a.png,anodr,anodr,0,0,True,0.93555707,0.016704086,0.01572689,0.016459947,0.015552038,0.93555707
0e75d51152fc.png,cmoderatedr,cmoderatedr,2,2,True,0.021929106,0.02617867,0.9261324,0.015032109,0.0107277,0.9261324
0e82bcacc475.png,eproliferativedr,eproliferativedr,4,4,True,0.016227052,0.012808845,0.016736329,0.055782974,0.8984448,0.8984448
0edadb2aa127.png,dseveredr,cmoderatedr,3,2,False,0.014681536,0.031174893,0.500031,0.43344456,0.020667989,0.500031
0ef4c61dc056.png,anodr,anodr,0,0,True,0.9337205,0.017287642,0.017087497,0.016320156,0.015584159,0.9337205
0fbbd665431f.png,anodr,anodr,0,0,True,0.92678255,0.0244285,0.017785963,0.015302175,0.015700907,0.92678255
0fc6829da85b.png,anodr,anodr,0,0,True,0.9369406,0.015706806,0.014779056,0.016370518,0.016203007,0.9369406
0fffa73e2402.png,cmoderatedr,cmoderatedr,2,2,True,0.014077679,0.029335344,0.9197474,0.018720029,0.018119445,0.9197474
1002b5151b8e.png,anodr,anodr,0,0,True,0.93371403,0.017141365,0.015324842,0.017957028,0.01586277,0.93371403
103f97a2ab15.png,anodr,anodr,0,0,True,0.926164,0.021410774,0.014870642,0.016349737,0.021204814,0.926164
10a5026eb8e6.png,anodr,anodr,0,0,True,0.93375987,0.017155249,0.015017945,0.017377913,0.01668905,0.93375987
10de500cf0c5.png,anodr,anodr,0,0,True,0.9339871,0.016749483,0.015670171,0.01723068,0.016362496,0.9339871
10eefba568dd.png,cmoderatedr,cmoderatedr,2,2,True,0.023490123,0.021735143,0.93010783,0.010401987,0.014264883,0.93010783
10f10fd30718.png,anodr,anodr,0,0,True,0.9333958,0.017254708,0.016487595,0.017183607,0.015678272,0.9333958
10fca1abf338.png,eproliferativedr,eproliferativedr,4,4,True,0.011975283,0.017797839,0.02077524,0.07209459,0.877357,0.877357
1116271db4ea.png,bmilddr,bmilddr,1,1,True,0.021505196,0.6962459,0.23939769,0.030669905,0.012181366,0.6962459
1120f6d08d95.png,cmoderatedr,bmilddr,2,1,False,0.021430746,0.9213345,0.0156036755,0.024755908,0.016875122,0.9213345
11242a67122d.png,eproliferativedr,eproliferativedr,4,4,True,0.016733006,0.017668573,0.016294608,0.011720701,0.93758315,0.93758315
1124ffcd76c2.png,cmoderatedr,cmoderatedr,2,2,True,0.015832065,0.013790422,0.93638724,0.020269535,0.013720725,0.93638724
12025b34deb8.png,cmoderatedr,cmoderatedr,2,2,True,0.01628625,0.016725618,0.9374356,0.0141186565,0.015433848,0.9374356
12058bbb8299.png,anodr,anodr,0,0,True,0.9368419,0.016471483,0.015780082,0.015823778,0.015082712,0.9368419
12bc439d373a.png,anodr,anodr,0,0,True,0.9338331,0.018158395,0.016079964,0.016460001,0.015468501,0.9338331
12ce6a1a1f31.png,bmilddr,bmilddr,1,1,True,0.01869738,0.66558105,0.27835116,0.019587604,0.017782822,0.66558105
12ef75375322.png,anodr,anodr,0,0,True,0.9369822,0.015382928,0.01604768,0.01592455,0.015662614,0.9369822
13063d1bc4ea.png,cmoderatedr,cmoderatedr,2,2,True,0.01174126,0.010491562,0.9515661,0.01563438,0.010566686,0.9515661
1414128bead0.png,cmoderatedr,cmoderatedr,2,2,True,0.014046978,0.022851117,0.9372671,0.016093906,0.009740855,0.9372671
141735b57ec0.png,cmoderatedr,cmoderatedr,2,2,True,0.014453806,0.008736146,0.9264212,0.03005443,0.020334404,0.9264212
143db89c11c8.png,anodr,anodr,0,0,True,0.9359887,0.017100736,0.01584035,0.015739242,0.015330929,0.9359887
14515b8f19b6.png,cmoderatedr,cmoderatedr,2,2,True,0.0151953185,0.011721687,0.941807,0.014389583,0.016886434,0.941807
14e3f84445f7.png,dseveredr,eproliferativedr,3,4,False,0.01699759,0.014067837,0.012140727,0.012027461,0.94476634,0.94476634
15528e740543.png,cmoderatedr,cmoderatedr,2,2,True,0.010626132,0.011143155,0.9499168,0.016090538,0.012223373,0.9499168
15b21c80cc31.png,anodr,anodr,0,0,True,0.93686044,0.016479105,0.015168472,0.016019156,0.015472834,0.93686044
15cd5f52d300.png,cmoderatedr,cmoderatedr,2,2,True,0.013288894,0.0116702225,0.93496555,0.02286667,0.017208649,0.93496555
15e24b73d4a7.png,anodr,anodr,0,0,True,0.92877454,0.019883111,0.018623628,0.017078998,0.015639775,0.92877454
15f440753916.png,dseveredr,cmoderatedr,3,2,False,0.015985638,0.017782647,0.9270684,0.034398057,0.004765258,0.9270684
1623e8e3adc4.png,dseveredr,cmoderatedr,3,2,False,0.0143620875,0.011736419,0.93777925,0.023419293,0.012702924,0.93777925
1632c4311fc9.png,cmoderatedr,bmilddr,2,1,False,0.017419599,0.95476604,0.006248486,0.0091692945,0.012396493,0.95476604
1633f8291a80.png,anodr,anodr,0,0,True,0.9311915,0.018633138,0.0166012,0.01765193,0.015922233,0.9311915
165634a6167e.png,anodr,anodr,0,0,True,0.9357516,0.016038818,0.015788723,0.016570624,0.015850155,0.9357516
178412895d5e.png,anodr,anodr,0,0,True,0.9346082,0.015739419,0.016105741,0.016901948,0.016644636,0.9346082
18323d8f2470.png,cmoderatedr,cmoderatedr,2,2,True,0.0119471215,0.013010087,0.945862,0.015998645,0.013182139,0.945862
186c1835eec5.png,anodr,anodr,0,0,True,0.9364999,0.016184282,0.015706848,0.015972173,0.015636802,0.9364999
18b7e34eab8f.png,anodr,anodr,0,0,True,0.9343769,0.017689908,0.01671417,0.015988484,0.015230586,0.9343769
18b99159a14f.png,anodr,anodr,0,0,True,0.9356728,0.017429033,0.015166698,0.016264929,0.015466608,0.9356728
18ce0cdc473d.png,anodr,anodr,0,0,True,0.9312548,0.018041808,0.015907211,0.018298114,0.01649807,0.9312548
18d8fdb140b7.png,cmoderatedr,cmoderatedr,2,2,True,0.014236757,0.013320365,0.9496699,0.01430078,0.008472148,0.9496699
191a711852bd.png,dseveredr,dseveredr,3,3,True,0.03837546,0.039666742,0.0313704,0.83189833,0.05868912,0.83189833
1968183f0e61.png,cmoderatedr,cmoderatedr,2,2,True,0.014889035,0.018295845,0.93164945,0.013930285,0.021235462,0.93164945
1a03a7970337.png,bmilddr,bmilddr,1,1,True,0.01363046,0.9554259,0.00936254,0.0135743935,0.008006693,0.9554259
1a0dbc6c0cda.png,anodr,anodr,0,0,True,0.93255496,0.018849138,0.018254068,0.016141927,0.014199817,0.93255496
1a1b4b2450ca.png,cmoderatedr,cmoderatedr,2,2,True,0.01300802,0.0152432285,0.9438732,0.009976135,0.017899407,0.9438732
1a1e974a7dbf.png,anodr,anodr,0,0,True,0.9354575,0.017407632,0.015463324,0.016265608,0.015405857,0.9354575
1a90fad9ffa2.png,eproliferativedr,cmoderatedr,4,2,False,0.015937004,0.033353798,0.91335386,0.0072045196,0.030150833,0.91335386
1ae8c165fd53.png,cmoderatedr,bmilddr,2,1,False,0.014310894,0.8858295,0.07300955,0.01606118,0.010788797,0.8858295
1b8ad0afe9fb.png,cmoderatedr,cmoderatedr,2,2,True,0.022675117,0.01128092,0.90690136,0.012450994,0.04669167,0.90690136
1bb0ddfe753a.png,bmilddr,cmoderatedr,1,2,False,0.017576411,0.021786416,0.9073339,0.040942058,0.012361165,0.9073339
1bea04b2bb2d.png,cmoderatedr,cmoderatedr,2,2,True,0.013828868,0.01675027,0.9456465,0.013885727,0.0098886425,0.9456465
1c0e5dd1b14c.png,cmoderatedr,cmoderatedr,2,2,True,0.01897005,0.015898393,0.9104825,0.046404235,0.008244711,0.9104825
1c47815f4a6b.png,anodr,anodr,0,0,True,0.8852024,0.019717596,0.06278346,0.017592961,0.01470351,0.8852024
1c578b72d7b3.png,cmoderatedr,cmoderatedr,2,2,True,0.014523073,0.02016867,0.9389821,0.011377541,0.014948587,0.9389821
1c5ad36fb799.png,cmoderatedr,cmoderatedr,2,2,True,0.01786739,0.020915447,0.9397147,0.010076073,0.011426319,0.9397147
1ca62b3e4fd3.png,anodr,anodr,0,0,True,0.93516314,0.016933924,0.014278838,0.017107787,0.016516332,0.93516314
1d0b93317aa8.png,anodr,anodr,0,0,True,0.93492615,0.01622344,0.014726341,0.016846502,0.017277557,0.93492615
1d3e9b939732.png,anodr,anodr,0,0,True,0.9321843,0.018975375,0.01740586,0.015890673,0.015543851,0.9321843
1d74c4713e21.png,anodr,anodr,0,0,True,0.93564403,0.0155414725,0.015440887,0.016960373,0.01641322,0.93564403
1da25637859b.png,cmoderatedr,cmoderatedr,2,2,True,0.014238759,0.017583258,0.9341716,0.015697597,0.018308751,0.9341716
1db0393cdbc1.png,anodr,anodr,0,0,True,0.9335726,0.016595341,0.015437161,0.017519467,0.01687558,0.9335726
1dbdc32c17db.png,cmoderatedr,cmoderatedr,2,2,True,0.014971815,0.020180667,0.9315466,0.022236139,0.011064727,0.9315466
1dd9adcbfff4.png,cmoderatedr,cmoderatedr,2,2,True,0.015114713,0.020852698,0.939544,0.014906986,0.0095815705,0.939544
1df1530b9b8d.png,anodr,anodr,0,0,True,0.9316341,0.019335099,0.016700389,0.016825337,0.015505076,0.9316341
1dfbede13143.png,cmoderatedr,cmoderatedr,2,2,True,0.0128401965,0.010290036,0.9502806,0.014922023,0.011667112,0.9502806
1e4b3b823b95.png,cmoderatedr,cmoderatedr,2,2,True,0.0137980515,0.015936792,0.90186316,0.05570265,0.012699353,0.90186316
1e742358e0b9.png,anodr,anodr,0,0,True,0.93474185,0.018064426,0.0144902365,0.016723419,0.015980052,0.93474185
1e7ccd4a1c87.png,anodr,anodr,0,0,True,0.93533623,0.016418235,0.015283797,0.016782174,0.016179651,0.93533623
1ec95179cdfe.png,anodr,anodr,0,0,True,0.9345311,0.0162442,0.015212079,0.01720122,0.016811423,0.9345311
1f31701dd61b.png,anodr,anodr,0,0,True,0.936729,0.015778964,0.015730217,0.0162031,0.01555874,0.936729
1f5496352859.png,anodr,anodr,0,0,True,0.93229926,0.016939268,0.016602874,0.0176411,0.016517458,0.93229926
2017cd92c63d.png,eproliferativedr,eproliferativedr,4,4,True,0.01267603,0.01969194,0.013380628,0.060342375,0.89390904,0.89390904
203275daf46d.png,cmoderatedr,bmilddr,2,1,False,0.012879694,0.9228135,0.034128167,0.01780738,0.01237124,0.9228135
20688cb25704.png,cmoderatedr,cmoderatedr,2,2,True,0.01260994,0.08106509,0.8742472,0.019588038,0.012489671,0.8742472
218c822a3dd9.png,anodr,cmoderatedr,0,2,False,0.4030873,0.026436917,0.51517946,0.025872957,0.029423352,0.51517946
21d18b022429.png,eproliferativedr,eproliferativedr,4,4,True,0.020879684,0.030837681,0.092500955,0.01642433,0.83935744,0.83935744
222f3ee3a1e8.png,eproliferativedr,cmoderatedr,4,2,False,0.02290331,0.0071738763,0.77045983,0.05955228,0.13991062,0.77045983
224bb938e2dd.png,cmoderatedr,cmoderatedr,2,2,True,0.0115769785,0.024825603,0.87432265,0.068685316,0.02058947,0.87432265
224c14366e11.png,anodr,anodr,0,0,True,0.9353105,0.016631784,0.016393878,0.016221467,0.015442443,0.9353105
226c6ceb9185.png,anodr,anodr,0,0,True,0.93412805,0.017629948,0.015850753,0.015707929,0.016683359,0.93412805
236f56771ec6.png,cmoderatedr,cmoderatedr,2,2,True,0.016726192,0.062430885,0.8728345,0.024224838,0.023783537,0.8728345
237aa50edc34.png,anodr,anodr,0,0,True,0.9334584,0.016997132,0.015882364,0.0172735,0.016388688,0.9334584
246e4506824a.png,cmoderatedr,cmoderatedr,2,2,True,0.013801907,0.014465904,0.94315827,0.01560027,0.0129736215,0.94315827
247e98aba610.png,eproliferativedr,eproliferativedr,4,4,True,0.019721037,0.033395294,0.013389058,0.055399854,0.8780948,0.8780948
248dec89b3a2.png,anodr,anodr,0,0,True,0.93393886,0.017266957,0.014801556,0.017750476,0.016242243,0.93393886
2532613a584a.png,cmoderatedr,cmoderatedr,2,2,True,0.014940595,0.014466009,0.9411179,0.016258955,0.01321661,0.9411179
253e96488cfb.png,anodr,bmilddr,0,1,False,0.29233816,0.6346519,0.015405746,0.04555607,0.0120481,0.6346519
261c6bd63bff.png,cmoderatedr,cmoderatedr,2,2,True,0.018189395,0.015583291,0.93693084,0.010996598,0.018299872,0.93693084
26453eb7e989.png,cmoderatedr,cmoderatedr,2,2,True,0.017015012,0.012284661,0.9329898,0.022947015,0.0147635685,0.9329898
2682e6da9050.png,anodr,anodr,0,0,True,0.93464637,0.017054165,0.015024623,0.016967844,0.01630695,0.93464637
269b44e628eb.png,dseveredr,cmoderatedr,3,2,False,0.013785127,0.010224042,0.9398973,0.021324983,0.014768481,0.9398973
27933cdbe0cc.png,anodr,anodr,0,0,True,0.9355055,0.016946813,0.015603956,0.01598674,0.015957009,0.9355055
27e4c800a449.png,bmilddr,bmilddr,1,1,True,0.016934058,0.923224,0.019293245,0.02010937,0.020439317,0.923224
283c3aeba594.png,anodr,anodr,0,0,True,0.93586916,0.017126571,0.014606377,0.016859353,0.015538566,0.93586916
28503940d10b.png,anodr,anodr,0,0,True,0.9338118,0.01662651,0.01663027,0.01691884,0.016012631,0.9338118
28f73575e1f2.png,anodr,anodr,0,0,True,0.9332451,0.017501486,0.015215061,0.017660227,0.016378056,0.9332451
28f98cfe3858.png,bmilddr,cmoderatedr,1,2,False,0.012713114,0.046946652,0.9131736,0.013377486,0.013789187,0.9131736
290ecdba359f.png,cmoderatedr,cmoderatedr,2,2,True,0.020711325,0.013640057,0.92082864,0.024939053,0.01988087,0.92082864
2923971566fe.png,anodr,bmilddr,0,1,False,0.3065781,0.60988474,0.014023028,0.036774337,0.032739744,0.60988474
2927665214e1.png,anodr,anodr,0,0,True,0.9346798,0.017610053,0.016718935,0.01597008,0.01502109,0.9346798
29580bed2f7d.png,cmoderatedr,cmoderatedr,2,2,True,0.023007058,0.06355092,0.85624707,0.0324606,0.024734376,0.85624707
299086c6d1b5.png,dseveredr,cmoderatedr,3,2,False,0.011488931,0.011544513,0.94107723,0.022996075,0.012893311,0.94107723
29a13e666266.png,anodr,anodr,0,0,True,0.93490416,0.017042544,0.015362116,0.016409611,0.016281562,0.93490416
29f44aea93a4.png,cmoderatedr,cmoderatedr,2,2,True,0.013601867,0.00864802,0.9435752,0.02759611,0.006578847,0.9435752
2a08ed6bbcbc.png,bmilddr,cmoderatedr,1,2,False,0.018932147,0.41009954,0.5357802,0.021507962,0.013680191,0.5357802
2a099b247b10.png,cmoderatedr,cmoderatedr,2,2,True,0.020796554,0.015107748,0.91505325,0.013331829,0.035710603,0.91505325
2a4520f1f9a3.png,anodr,anodr,0,0,True,0.9345662,0.016631773,0.015886525,0.016487932,0.016427647,0.9345662
2a5a8b744f08.png,cmoderatedr,cmoderatedr,2,2,True,0.019389018,0.2978681,0.64548814,0.02142153,0.015833188,0.64548814
2af1bf226f51.png,cmoderatedr,cmoderatedr,2,2,True,0.02146968,0.020758929,0.928795,0.011645645,0.017330749,0.928795
2b074afdf626.png,cmoderatedr,bmilddr,2,1,False,0.015149681,0.945476,0.015164955,0.015388988,0.008820406,0.945476
2b21d293fdf2.png,cmoderatedr,cmoderatedr,2,2,True,0.014778088,0.00887635,0.9513371,0.014652656,0.010355734,0.9513371
2b4c7b5f1f1e.png,anodr,anodr,0,0,True,0.9238664,0.020930568,0.02262117,0.016539907,0.016041918,0.9238664
2b5bb6d33959.png,anodr,anodr,0,0,True,0.93472457,0.016815305,0.015083264,0.017409373,0.015967386,0.93472457
2ba0b0d9bda2.png,cmoderatedr,cmoderatedr,2,2,True,0.03290896,0.017755216,0.7822577,0.056779534,0.1102986,0.7822577
2bb063318cf1.png,dseveredr,cmoderatedr,3,2,False,0.0107900705,0.032836206,0.90386605,0.03514664,0.017361013,0.90386605
2bb3c492d6d3.png,anodr,anodr,0,0,True,0.9346203,0.016687853,0.01620422,0.016675936,0.01581168,0.9346203
2bbcfdc477db.png,eproliferativedr,eproliferativedr,4,4,True,0.022826852,0.014523894,0.13805287,0.018615052,0.8059813,0.8059813
2c2aa057afc5.png,cmoderatedr,cmoderatedr,2,2,True,0.016181588,0.011610474,0.93061125,0.019986866,0.021609839,0.93061125
2c8101f14723.png,anodr,anodr,0,0,True,0.9352067,0.016546631,0.015421224,0.016480567,0.016344838,0.9352067
2c827005b8f8.png,anodr,anodr,0,0,True,0.9338922,0.017282493,0.015695363,0.017012257,0.016117692,0.9338922
2cacdb0dffae.png,anodr,anodr,0,0,True,0.9369252,0.015997974,0.015832944,0.01530547,0.015938433,0.9369252
2cbfc6182ba2.png,cmoderatedr,cmoderatedr,2,2,True,0.019184232,0.017670002,0.92054075,0.02967601,0.012929035,0.92054075
2cdcc910778d.png,anodr,anodr,0,0,True,0.9343787,0.016516475,0.015164596,0.017285358,0.016654836,0.9343787
2d04cead4d3a.png,anodr,anodr,0,0,True,0.9355857,0.016387695,0.014562159,0.016935598,0.016528847,0.9355857
2d07162a13b1.png,anodr,bmilddr,0,1,False,0.017289313,0.908426,0.04731692,0.011775024,0.0151927695,0.908426
2d9d97a6e713.png,bmilddr,bmilddr,1,1,True,0.36781093,0.56560767,0.020740688,0.026745483,0.01909523,0.56560767
2db0cd3e30da.png,anodr,anodr,0,0,True,0.9341946,0.0162043,0.0158722,0.01689417,0.016834693,0.9341946
2dc647e00ad3.png,anodr,anodr,0,0,True,0.93416476,0.016703619,0.015814241,0.017238038,0.01607937,0.93416476
2dd28ac497d2.png,anodr,anodr,0,0,True,0.93433446,0.016585387,0.017372524,0.016278392,0.015429329,0.93433446
2e26762daed5.png,cmoderatedr,cmoderatedr,2,2,True,0.019098304,0.1373586,0.8010604,0.030180797,0.012301945,0.8010604
2e79041ef722.png,cmoderatedr,cmoderatedr,2,2,True,0.017610127,0.02995942,0.9118931,0.015934007,0.024603276,0.9118931
2ef10194e80d.png,anodr,anodr,0,0,True,0.93596804,0.01611768,0.0145728495,0.016600605,0.016740875,0.93596804
2ef4a04aed1b.png,anodr,anodr,0,0,True,0.934271,0.01709899,0.01601943,0.017025214,0.015585407,0.934271
2ef955d6d9ff.png,anodr,anodr,0,0,True,0.9333063,0.017956303,0.014831895,0.017948382,0.015957206,0.9333063
2f143453bb71.png,anodr,anodr,0,0,True,0.9348831,0.016571373,0.015792388,0.016948892,0.015804304,0.9348831
2f2e1949ad56.png,bmilddr,bmilddr,1,1,True,0.015176549,0.9457126,0.0089753745,0.018293872,0.011841639,0.9457126
2f42e20db938.png,dseveredr,cmoderatedr,3,2,False,0.01763576,0.014693454,0.8276253,0.124462545,0.015582989,0.8276253
2f5c9cdfb333.png,cmoderatedr,dseveredr,2,3,False,0.030839521,0.15248506,0.30410567,0.4241779,0.08839185,0.4241779
2f7fbdcc9a4b.png,anodr,anodr,0,0,True,0.9334633,0.016626328,0.016171655,0.017097164,0.016641567,0.9334633
2fdffb6160a6.png,cmoderatedr,bmilddr,2,1,False,0.015982816,0.9327048,0.028490068,0.014930201,0.007892091,0.9327048
2fefb720869a.png,anodr,anodr,0,0,True,0.93281746,0.01788302,0.015803516,0.01769414,0.01580197,0.93281746
302bcdb635ff.png,cmoderatedr,cmoderatedr,2,2,True,0.014030846,0.023804596,0.9245547,0.025854187,0.011755611,0.9245547
3206171db5be.png,eproliferativedr,eproliferativedr,4,4,True,0.018839998,0.031216212,0.021725744,0.019057749,0.9091604,0.9091604
3218a6d8eb2c.png,dseveredr,dseveredr,3,3,True,0.01238784,0.012570254,0.07986921,0.85632133,0.0388514,0.85632133
3286073a976e.png,anodr,anodr,0,0,True,0.9273905,0.020066682,0.017903268,0.017480234,0.017159356,0.9273905
33105f9b3a04.png,bmilddr,bmilddr,1,1,True,0.014694243,0.9473258,0.009856559,0.017598825,0.010524628,0.9473258
