file_path,true_class,predicted_class,prob_anormal,prob_cglaucoma,correct
anormal/RET259OD.jpg,anormal,anormal,0.572708785533905,0.4272911548614502,1
anormal/RET261OS.jpg,anormal,anormal,0.9143568873405457,0.08564308285713196,1
anormal/RET267OD.jpg,anormal,anormal,0.9131070971488953,0.08689287304878235,1
anormal/RET271OS.jpg,anormal,anormal,0.8671965599060059,0.13280349969863892,1
anormal/RET272OD.jpg,anormal,anormal,0.9297435283660889,0.07025652378797531,1
anormal/RET277OS.jpg,anormal,anormal,0.50537109375,0.49462890625,1
anormal/RET282OD.jpg,anormal,anormal,0.9262335300445557,0.07376647740602493,1
anormal/RET282OS.jpg,anormal,anormal,0.9350399374961853,0.0649600550532341,1
anormal/RET283OS.jpg,anormal,anormal,0.8399311304092407,0.16006889939308167,1
anormal/RET285OS.jpg,anormal,anormal,0.9559545516967773,0.04404548555612564,1
anormal/RET291OD.jpg,anormal,anormal,0.9127814769744873,0.08721853047609329,1
cglaucoma/RET002OD.jpg,cglaucoma,cglaucoma,0.4260367751121521,0.5739632248878479,1
cglaucoma/RET006OS.jpg,cglaucoma,anormal,0.8195070028305054,0.18049301207065582,0
cglaucoma/RET053OD.jpg,cglaucoma,cglaucoma,0.2932590842247009,0.7067409753799438,1
cglaucoma/RET066OS.jpg,cglaucoma,anormal,0.7536411881446838,0.24635882675647736,0
cglaucoma/RET089OD.jpg,cglaucoma,anormal,0.6041024327278137,0.3958975672721863,0
cglaucoma/RET091OD.jpg,cglaucoma,anormal,0.7352569103240967,0.26474305987358093,0
cglaucoma/RET102OD.jpg,cglaucoma,anormal,0.6910401582717896,0.30895984172821045,0
cglaucoma/RET106OD.jpg,cglaucoma,cglaucoma,0.30063778162002563,0.6993622183799744,1
cglaucoma/RET114OS.jpg,cglaucoma,anormal,0.8345775604248047,0.16542240977287292,0
cglaucoma/RET120OD.jpg,cglaucoma,cglaucoma,0.31905829906463623,0.6809417009353638,1
cglaucoma/RET120OS.jpg,cglaucoma,anormal,0.9105846285820007,0.08941540867090225,0
cglaucoma/RET122OD.jpg,cglaucoma,anormal,0.8847380876541138,0.11526187509298325,0
cglaucoma/RET122OS.jpg,cglaucoma,anormal,0.9485486745834351,0.05145127698779106,0
cglaucoma/RET276OS.jpg,cglaucoma,anormal,0.931747555732727,0.06825247406959534,0
