filename,prob_anodr,prob_bmilddr,prob_cmoderatedr,prob_dseveredr,prob_eproliferativedr,pred_class
anodr/20051110_33960_0400_PP_35.png,0.914489,0.027006,0.018865,0.019082,0.020559,anodr
anodr/20051110_34013_0400_PP_151.png,0.912895,0.032653,0.027425,0.014883,0.012144,anodr
anodr/20051110_35239_0400_PP_836.png,0.918172,0.027576,0.016999,0.020328,0.016924,anodr
anodr/20051110_35279_0400_PP_1033.png,0.921723,0.026536,0.016968,0.020566,0.014208,anodr
anodr/20051110_35332_0400_PP_497.png,0.903112,0.049025,0.017546,0.018446,0.011871,anodr
anodr/20051110_37992_0400_PP_1043.png,0.899406,0.044861,0.020743,0.017971,0.017020,anodr
anodr/20051110_38111_0400_PP_429.png,0.839054,0.082791,0.034786,0.023610,0.019759,anodr
anodr/20051110_38156_0400_PP_477.png,0.888650,0.056931,0.022859,0.018355,0.013205,anodr
anodr/20051110_38280_0400_PP_83.png,0.918876,0.026344,0.017636,0.019258,0.017886,anodr
anodr/20051110_38313_0400_PP_1041.png,0.929231,0.019829,0.015844,0.018985,0.016111,anodr
anodr/20051110_38352_0400_PP_934.png,0.934868,0.016583,0.015600,0.018319,0.014630,anodr
anodr/20051110_38472_0400_PP_1127.png,0.910416,0.039420,0.018666,0.018436,0.013063,anodr
anodr/20051110_38507_0400_PP_1190.png,0.904383,0.044732,0.018203,0.019548,0.013134,anodr
anodr/20051116_43388_0400_PP_344.png,0.912049,0.033637,0.020022,0.018324,0.015967,anodr
anodr/20051116_43585_0400_PP_950.png,0.875846,0.061530,0.032542,0.016592,0.013490,anodr
anodr/20051116_43710_0400_PP_95.png,0.928475,0.022024,0.014974,0.018781,0.015747,anodr
anodr/20051116_43721_0400_PP_363.png,0.927006,0.022255,0.016517,0.017422,0.016800,anodr
anodr/20051116_43785_0400_PP_445.png,0.906426,0.039205,0.018326,0.021219,0.014823,anodr
anodr/20051116_43801_0400_PP_325.png,0.910712,0.034119,0.015748,0.022284,0.017137,anodr
anodr/20051116_44648_0400_PP_1036.png,0.920296,0.036134,0.013546,0.017887,0.012137,anodr
anodr/20051117_37042_0400_PP_1119.png,0.919525,0.035208,0.016080,0.016393,0.012794,anodr
anodr/20051117_37051_0400_PP_1136.png,0.917158,0.041104,0.013598,0.016941,0.011200,anodr
anodr/20051117_37078_0400_PP_559.png,0.929833,0.022434,0.018839,0.016406,0.012488,anodr
anodr/20051117_37100_0400_PP_1083.png,0.934377,0.016201,0.020104,0.014889,0.014429,anodr
anodr/20051117_37130_0400_PP_938.png,0.917700,0.027406,0.017603,0.018327,0.018964,anodr
anodr/20051117_37155_0400_PP_84.png,0.894492,0.042617,0.025902,0.016978,0.020012,anodr
anodr/20051117_37185_0400_PP_404.png,0.909224,0.040830,0.015519,0.020057,0.014371,anodr
anodr/20051117_37321_0400_PP_947.png,0.927473,0.025640,0.015932,0.017387,0.013568,anodr
anodr/20051130_53586_0400_PP_1121.png,0.921330,0.034421,0.014494,0.018197,0.011558,anodr
anodr/20051130_53623_0400_PP_894.png,0.918607,0.027898,0.022526,0.017226,0.013744,anodr
anodr/20051130_53663_0400_PP_510.png,0.930801,0.018506,0.015049,0.020338,0.015306,anodr
anodr/20051130_53991_0400_PP_277.png,0.919316,0.026253,0.017167,0.021071,0.016193,anodr
anodr/20051130_54030_0400_PP_946.png,0.920627,0.026438,0.016146,0.021242,0.015548,anodr
anodr/20051130_54077_0400_PP_1117.png,0.916701,0.033845,0.022063,0.014786,0.012604,anodr
anodr/20051130_54121_0400_PP_1281.png,0.925179,0.023398,0.019385,0.017162,0.014875,anodr
anodr/20051130_54257_0400_PP_506.png,0.951118,0.012224,0.015244,0.011568,0.009845,anodr
anodr/20051130_54301_0400_PP_93.png,0.908459,0.029118,0.033818,0.014217,0.014388,anodr
anodr/20051130_54323_0400_PP_978.png,0.871284,0.061115,0.018784,0.031971,0.016846,anodr
anodr/20051130_54476_0400_PP_394.png,0.919613,0.025342,0.019229,0.017754,0.018062,anodr
anodr/20051130_54498_0400_PP_1217.png,0.920647,0.025502,0.018461,0.018726,0.016664,anodr
anodr/20051130_54595_0400_PP_940.png,0.185797,0.608698,0.181664,0.006335,0.017506,bmilddr
anodr/20051130_54802_0400_PP_550.png,0.917095,0.026087,0.019090,0.020512,0.017216,anodr
anodr/20051130_54846_0400_PP_289.png,0.919058,0.024825,0.018621,0.020822,0.016673,anodr
anodr/20051130_54943_0400_PP_1044.png,0.920291,0.025920,0.018450,0.018486,0.016853,anodr
anodr/20051130_54956_0400_PP_875.png,0.923034,0.022108,0.017472,0.020007,0.017379,anodr
anodr/20051130_55004_0400_PP_1259.png,0.917304,0.032588,0.015447,0.020909,0.013752,anodr
anodr/20051130_55012_0400_PP_865.png,0.808202,0.108183,0.038446,0.020974,0.024195,anodr
anodr/20051130_55037_0400_PP_443.png,0.924305,0.025399,0.015540,0.019523,0.015234,anodr
anodr/20051130_55048_0400_PP_921.png,0.919507,0.026248,0.017093,0.020805,0.016347,anodr
anodr/20051130_55074_0400_PP_986.png,0.870826,0.056945,0.044484,0.015187,0.012558,anodr
anodr/20051130_55086_0400_PP_1152.png,0.860351,0.054855,0.041646,0.012162,0.030986,anodr
anodr/20051130_55107_0400_PP_316.png,0.921079,0.024026,0.019063,0.020807,0.015025,anodr
anodr/20051130_55160_0400_PP_1182.png,0.905990,0.045812,0.019346,0.017678,0.011173,anodr
anodr/20051130_55269_0400_PP_820.png,0.930783,0.026054,0.017361,0.015478,0.010325,anodr
anodr/20051130_55311_0400_PP_896.png,0.917449,0.030130,0.015672,0.020728,0.016022,anodr
anodr/20051130_55323_0400_PP_883.png,0.912302,0.032784,0.016060,0.022084,0.016770,anodr
anodr/20051130_55381_0400_PP_504.png,0.916436,0.024429,0.016452,0.023945,0.018738,anodr
anodr/20051130_55393_0400_PP_1251.png,0.924742,0.025016,0.017457,0.017452,0.015334,anodr
anodr/20051130_58716_0400_PP_355.png,0.927343,0.018381,0.019956,0.020083,0.014236,anodr
anodr/20051130_58824_0400_PP_1181.png,0.907273,0.015551,0.036300,0.020886,0.019990,anodr
anodr/20051130_58874_0400_PP_1359.png,0.922577,0.021678,0.016939,0.021336,0.017471,anodr
anodr/20051130_58888_0400_PP_284.png,0.924369,0.020004,0.016817,0.020565,0.018245,anodr
anodr/20051130_58962_0400_PP_973.png,0.901870,0.045394,0.018776,0.019340,0.014620,anodr
anodr/20051130_58998_0400_PP_543.png,0.922008,0.018394,0.019933,0.021845,0.017820,anodr
anodr/20051130_59029_0400_PP_270.png,0.935905,0.014814,0.015795,0.018556,0.014930,anodr
anodr/20051130_59186_0400_PP_350.png,0.920385,0.024508,0.018437,0.019565,0.017105,anodr
anodr/20051130_59284_0400_PP_853.png,0.920296,0.024429,0.017763,0.019863,0.017649,anodr
anodr/20051130_59374_0400_PP_410.png,0.914817,0.029208,0.016852,0.024656,0.014467,anodr
anodr/20051130_59404_0400_PP_392.png,0.912645,0.026232,0.017896,0.029295,0.013931,anodr
anodr/20051130_59457_0400_PP_1053.png,0.925161,0.022623,0.016540,0.020036,0.015640,anodr
anodr/20051130_59464_0400_PP_1141.png,0.922363,0.023264,0.016702,0.021956,0.015714,anodr
anodr/20051130_59749_0400_PP_965.png,0.918205,0.028963,0.016765,0.021390,0.014678,anodr
anodr/20051130_59775_0400_PP_1224.png,0.914209,0.033381,0.018778,0.018811,0.014820,anodr
anodr/20051130_59793_0400_PP_926.png,0.906795,0.033888,0.017603,0.023144,0.018571,anodr
anodr/20051130_59802_0400_PP_430.png,0.904638,0.038241,0.016599,0.024211,0.016311,anodr
anodr/20051130_59850_0400_PP_36.png,0.930646,0.019693,0.014879,0.021098,0.013684,anodr
anodr/20051130_59869_0400_PP_520.png,0.929201,0.017929,0.015966,0.022323,0.014582,anodr
anodr/20051130_59964_0400_PP_312.png,0.925077,0.028583,0.015934,0.017611,0.012795,anodr
anodr/20051130_59993_0400_PP_439.png,0.793049,0.098843,0.078409,0.015979,0.013720,anodr
anodr/20051130_60040_0400_PP_1355.png,0.922903,0.029243,0.014447,0.020862,0.012544,anodr
anodr/20051130_60066_0400_PP_1170.png,0.930026,0.023584,0.013183,0.024485,0.008722,anodr
anodr/20051130_60186_0400_PP_1365.png,0.911163,0.038922,0.017172,0.019692,0.013051,anodr
anodr/20051130_60234_0400_PP_453.png,0.915230,0.029855,0.016154,0.021570,0.017192,anodr
anodr/20051130_60448_0400_PP_860.png,0.901863,0.034425,0.025662,0.018965,0.019086,anodr
anodr/20051130_60490_0400_PP_828.png,0.912395,0.029294,0.020416,0.016773,0.021122,anodr
anodr/20051130_60532_0400_PP_1052.png,0.904815,0.035498,0.018557,0.023978,0.017151,anodr
anodr/20051130_60562_0400_PP_121.png,0.859687,0.075989,0.028534,0.020966,0.014823,anodr
anodr/20051130_60601_0400_PP_146.png,0.925739,0.023884,0.015996,0.018885,0.015497,anodr
anodr/20051130_60630_0400_PP_60.png,0.911408,0.034337,0.017348,0.022259,0.014647,anodr
anodr/20051130_60691_0400_PP_939.png,0.898542,0.045796,0.015196,0.024702,0.015763,anodr
anodr/20051130_60715_0400_PP_555.png,0.824645,0.093942,0.036002,0.024533,0.020877,anodr
anodr/20051130_60740_0400_PP_1166.png,0.866336,0.075994,0.020859,0.022561,0.014250,anodr
anodr/20051130_60794_0400_PP_280.png,0.923223,0.028317,0.016067,0.018379,0.014014,anodr
anodr/20051130_60822_0400_PP_980.png,0.917108,0.032415,0.015406,0.019691,0.015380,anodr
anodr/20051201_37312_0400_PP_1333.png,0.890989,0.058432,0.019269,0.019747,0.011563,anodr
anodr/20051201_37337_0400_PP_839.png,0.919541,0.032193,0.014364,0.019209,0.014694,anodr
anodr/20051201_37382_0400_PP_1350.png,0.884889,0.055079,0.022982,0.020079,0.016971,anodr
anodr/20051201_37390_0400_PP_833.png,0.919552,0.025579,0.018858,0.019820,0.016190,anodr
anodr/20051201_37409_0400_PP_1340.png,0.880261,0.067557,0.019695,0.018109,0.014378,anodr
anodr/20051201_37462_0400_PP_357.png,0.910573,0.041470,0.014856,0.019410,0.013691,anodr
anodr/20051201_37534_0400_PP_906.png,0.905126,0.032117,0.019347,0.024611,0.018799,anodr
anodr/20051201_37557_0400_PP_1336.png,0.911251,0.030167,0.019186,0.021650,0.017747,anodr
anodr/20051201_38041_0400_PP_1312.png,0.923784,0.024901,0.015039,0.020209,0.016067,anodr
anodr/20051201_38081_0400_PP_963.png,0.925952,0.022768,0.016147,0.018479,0.016654,anodr
anodr/20051201_38103_0400_PP_81.png,0.903596,0.045135,0.018701,0.019445,0.013122,anodr
anodr/20051201_38137_0400_PP_391.png,0.905674,0.039524,0.016836,0.021191,0.016775,anodr
anodr/20051201_38155_0400_PP_112.png,0.424600,0.114898,0.358451,0.024295,0.077756,anodr
anodr/20051201_38164_0400_PP_881.png,0.581260,0.111040,0.156668,0.020260,0.130772,anodr
anodr/20051201_38199_0400_PP_1329.png,0.914449,0.029426,0.019707,0.019699,0.016719,anodr
anodr/20051201_38211_0400_PP_1174.png,0.896102,0.049949,0.020662,0.018931,0.014357,anodr
anodr/20051201_38246_0400_PP_1063.png,0.921890,0.024837,0.020304,0.016932,0.016038,anodr
anodr/20051201_38262_0400_PP_335.png,0.929114,0.024489,0.015382,0.018210,0.012806,anodr
anodr/20051201_38280_0400_PP_1103.png,0.926269,0.023521,0.017002,0.017994,0.015214,anodr
anodr/20051201_38291_0400_PP_468.png,0.917617,0.025347,0.020400,0.018613,0.018023,anodr
anodr/20051201_38321_0400_PP_903.png,0.807922,0.118754,0.038978,0.015470,0.018875,anodr
anodr/20051201_38349_0400_PP_892.png,0.908910,0.039106,0.016487,0.018657,0.016840,anodr
anodr/20051201_38466_0400_PP_572.png,0.925214,0.029717,0.016075,0.014688,0.014306,anodr
anodr/20051201_38475_0400_PP_560.png,0.915696,0.029981,0.018107,0.019894,0.016322,anodr
anodr/20051202_37162_0400_PP_29.png,0.804397,0.112434,0.049321,0.015406,0.018442,anodr
anodr/20051202_51599_0400_PP_966.png,0.918056,0.035732,0.016420,0.017928,0.011864,anodr
anodr/20051202_51616_0400_PP_1018.png,0.926376,0.024979,0.016386,0.017955,0.014305,anodr
anodr/20051205_57651_0400_PP_52.png,0.906013,0.035268,0.016986,0.023223,0.018510,anodr
anodr/20051205_57704_0400_PP_1167.png,0.917188,0.030088,0.016540,0.021964,0.014220,anodr
anodr/20051205_57757_0400_PP_1100.png,0.914711,0.028915,0.021694,0.019124,0.015555,anodr
anodr/20051205_57780_0400_PP_1102.png,0.917522,0.032935,0.017188,0.018523,0.013832,anodr
anodr/20051205_57799_0400_PP_868.png,0.893103,0.063229,0.018626,0.011577,0.013465,anodr
anodr/20051205_57809_0400_PP_1228.png,0.882251,0.065181,0.018594,0.020029,0.013945,anodr
anodr/20051205_57838_0400_PP_859.png,0.926732,0.028464,0.017994,0.015970,0.010839,anodr
anodr/20051205_57879_0400_PP_1254.png,0.921586,0.026094,0.015884,0.020879,0.015556,anodr
anodr/20051205_57942_0400_PP_990.png,0.918862,0.028102,0.018995,0.017972,0.016069,anodr
anodr/20051205_57988_0400_PP_1112.png,0.929481,0.022341,0.016007,0.017433,0.014737,anodr
anodr/20051205_58037_0400_PP_835.png,0.927209,0.025814,0.018308,0.015223,0.013445,anodr
anodr/20051205_58060_0400_PP_376.png,0.931710,0.020102,0.014968,0.016977,0.016243,anodr
anodr/20051205_58080_0400_PP_1034.png,0.924500,0.022191,0.017822,0.019430,0.016057,anodr
anodr/20051205_58091_0400_PP_292.png,0.923008,0.023458,0.015599,0.020337,0.017597,anodr
anodr/20051205_58109_0400_PP_1311.png,0.912504,0.036364,0.016499,0.019974,0.014659,anodr
anodr/20051205_58125_0400_PP_46.png,0.918100,0.028037,0.016310,0.023363,0.014190,anodr
anodr/20051205_58150_0400_PP_393.png,0.915015,0.027030,0.018118,0.022454,0.017384,anodr
anodr/20051205_58177_0400_PP_503.png,0.913568,0.027229,0.017253,0.022915,0.019035,anodr
anodr/20051205_58354_0400_PP_1282.png,0.921399,0.024766,0.015915,0.020604,0.017315,anodr
anodr/20051205_58373_0400_PP_55.png,0.622306,0.220915,0.114180,0.015666,0.026932,anodr
anodr/20051205_58409_0400_PP_985.png,0.910258,0.035674,0.021291,0.018587,0.014190,anodr
anodr/20051205_58431_0400_PP_493.png,0.908575,0.039501,0.021244,0.017434,0.013246,anodr
anodr/20051205_58458_0400_PP_309.png,0.914847,0.030905,0.020358,0.017999,0.015890,anodr
anodr/20051205_58502_0400_PP_482.png,0.903473,0.033367,0.022091,0.021893,0.019175,anodr
anodr/20051205_58613_0400_PP_843.png,0.913039,0.032257,0.017362,0.021385,0.015957,anodr
anodr/20051205_59240_0400_PP_301.png,0.922476,0.025640,0.017825,0.020207,0.013851,anodr
anodr/20051205_59337_0400_PP_945.png,0.914971,0.027506,0.018565,0.020985,0.017972,anodr
anodr/20051205_59351_0400_PP_332.png,0.918279,0.027751,0.017142,0.020449,0.016379,anodr
anodr/20051205_59367_0400_PP_816.png,0.907440,0.032530,0.029447,0.016395,0.014188,anodr
anodr/20051205_59379_0400_PP_842.png,0.918799,0.027162,0.016425,0.020262,0.017352,anodr
anodr/20051205_59510_0400_PP_329.png,0.910814,0.038561,0.016815,0.018903,0.014907,anodr
anodr/20051205_59538_0400_PP_534.png,0.916979,0.032488,0.014505,0.019665,0.016363,anodr
anodr/20051205_59617_0400_PP_1000.png,0.906027,0.036047,0.022596,0.018651,0.016678,anodr
anodr/20051205_59651_0400_PP_1164.png,0.909898,0.031134,0.022969,0.019846,0.016153,anodr
anodr/20051205_59738_0400_PP_119.png,0.919874,0.027696,0.016844,0.019818,0.015767,anodr
anodr/20051205_59754_0400_PP_880.png,0.917841,0.026057,0.016655,0.020990,0.018457,anodr
anodr/20051205_59833_0400_PP_531.png,0.913537,0.030256,0.018501,0.020702,0.017003,anodr
anodr/20051205_59858_0400_PP_523.png,0.927642,0.022353,0.017171,0.017586,0.015248,anodr
anodr/20051205_59901_0400_PP_417.png,0.927914,0.023804,0.017639,0.017681,0.012962,anodr
anodr/20051205_59923_0400_PP_1307.png,0.922866,0.023282,0.016413,0.020038,0.017401,anodr
anodr/20051205_60093_0400_PP_1286.png,0.919378,0.024657,0.019143,0.019890,0.016932,anodr
anodr/20051205_60119_0400_PP_451.png,0.926881,0.022324,0.016989,0.017342,0.016463,anodr
anodr/20051213_61406_0100_PP_1027.png,0.826317,0.084584,0.038888,0.033526,0.016686,anodr
anodr/20051213_61802_0100_PP_408.png,0.911481,0.033841,0.017623,0.021116,0.015939,anodr
anodr/20051213_61892_0100_PP_837.png,0.910019,0.034104,0.016823,0.022486,0.016568,anodr
anodr/20051213_61951_0100_PP_983.png,0.905208,0.033432,0.018085,0.025836,0.017439,anodr
anodr/20051213_62251_0100_PP_27.png,0.911216,0.029090,0.018043,0.023375,0.018275,anodr
anodr/20051213_62314_0100_PP_1325.png,0.902534,0.036514,0.019209,0.023681,0.018062,anodr
anodr/20051213_62518_0100_PP_821.png,0.911100,0.029952,0.019763,0.022703,0.016483,anodr
anodr/20051213_62572_0100_PP_1176.png,0.913193,0.038189,0.022623,0.015753,0.010242,anodr
anodr/20051214_40529_0100_PP_1120.png,0.917005,0.029374,0.016261,0.019927,0.017433,anodr
anodr/20051214_40767_0100_PP_1039.png,0.914022,0.037186,0.015660,0.019021,0.014111,anodr
anodr/20051214_40994_0100_PP_435.png,0.927962,0.023599,0.015075,0.019141,0.014224,anodr
anodr/20051214_41055_0100_PP_41.png,0.923004,0.031504,0.017681,0.016279,0.011532,anodr
anodr/20051214_42133_0100_PP_462.png,0.912318,0.035812,0.020597,0.017732,0.013541,anodr
anodr/20051214_42197_0100_PP_1288.png,0.920881,0.025829,0.017634,0.019663,0.015994,anodr
anodr/20051214_42323_0100_PP_845.png,0.917764,0.025795,0.016767,0.022940,0.016734,anodr
anodr/20051214_42363_0100_PP_42.png,0.907129,0.033910,0.017811,0.024279,0.016871,anodr
anodr/20051214_51178_0100_PP_1380.png,0.918669,0.023241,0.016886,0.023226,0.017978,anodr
anodr/20051214_51211_0100_PP_511.png,0.919174,0.024884,0.016582,0.022357,0.017003,anodr
anodr/20051214_51308_0100_PP_1342.png,0.609826,0.302358,0.053729,0.020775,0.013312,anodr
anodr/20051214_51342_0100_PP_970.png,0.913755,0.035557,0.017839,0.018761,0.014089,anodr
anodr/20051214_51442_0100_PP_28.png,0.915732,0.033319,0.015545,0.020932,0.014473,anodr
anodr/20051214_51469_0100_PP_1060.png,0.733978,0.167983,0.057742,0.022345,0.017952,anodr
anodr/20051214_56242_0100_PP_337.png,0.916234,0.032719,0.020407,0.018209,0.012432,anodr
anodr/20051214_56392_0100_PP_1037.png,0.931634,0.019520,0.015253,0.018206,0.015387,anodr
anodr/20051214_56438_0100_PP_22.png,0.922864,0.024074,0.017482,0.018638,0.016942,anodr
anodr/20051214_56636_0100_PP_128.png,0.908038,0.038519,0.016729,0.020181,0.016534,anodr
anodr/20051214_56688_0100_PP_120.png,0.919691,0.023137,0.015936,0.024650,0.016586,anodr
anodr/20051214_57761_0100_PP_356.png,0.899540,0.044291,0.015356,0.022256,0.018557,anodr
anodr/20051214_57817_0100_PP_876.png,0.886884,0.047634,0.024430,0.022820,0.018232,anodr
anodr/20051216_43913_0200_PP_1367.png,0.913308,0.031195,0.017143,0.020970,0.017383,anodr
anodr/20051216_44066_0200_PP_426.png,0.046808,0.035569,0.904983,0.007302,0.005337,cmoderatedr
anodr/20051216_44092_0200_PP_1090.png,0.253386,0.066720,0.655834,0.010005,0.014056,cmoderatedr
anodr/20051216_44221_0200_PP_548.png,0.924622,0.029077,0.017090,0.015987,0.013224,anodr
anodr/20051216_44252_0200_PP_952.png,0.901241,0.038964,0.029393,0.018372,0.012030,anodr
anodr/20051216_44398_0200_PP_1235.png,0.908566,0.035230,0.017208,0.022963,0.016033,anodr
anodr/20051216_44420_0200_PP_379.png,0.921196,0.030032,0.014304,0.021176,0.013292,anodr
anodr/20051216_44635_0200_PP_415.png,0.860922,0.086548,0.020297,0.016700,0.015533,anodr
anodr/20051216_44660_0200_PP_888.png,0.912042,0.034529,0.017404,0.019724,0.016300,anodr
anodr/20051216_44811_0200_PP_567.png,0.917834,0.031475,0.016808,0.019429,0.014454,anodr
anodr/20051216_44832_0200_PP_1082.png,0.920356,0.030342,0.017585,0.019297,0.012420,anodr
anodr/20051216_45076_0200_PP_818.png,0.255791,0.147178,0.534944,0.016198,0.045889,cmoderatedr
anodr/20051216_45499_0200_PP_1071.png,0.923966,0.024753,0.016951,0.019680,0.014650,anodr
anodr/20051216_45781_0200_PP_320.png,0.914250,0.030570,0.020402,0.020920,0.013857,anodr
anodr/20051216_45873_0200_PP_832.png,0.912532,0.032232,0.018413,0.019494,0.017330,anodr
anodr/20051216_45992_0200_PP_341.png,0.537697,0.368925,0.062466,0.019521,0.011390,anodr
anodr/20051216_46018_0200_PP_1216.png,0.899791,0.044509,0.019299,0.020157,0.016244,anodr
anodr/20051216_46183_0200_PP_1204.png,0.921176,0.027972,0.017206,0.019328,0.014317,anodr
anodr/20051216_47514_0200_PP_110.png,0.903291,0.038702,0.020560,0.021118,0.016329,anodr
anodr/20051216_47536_0200_PP_1339.png,0.918631,0.022711,0.019722,0.020328,0.018608,anodr
anodr/20060407_38711_0200_PP_283.png,0.857721,0.042856,0.071934,0.010398,0.017091,anodr
anodr/20060407_38970_0200_PP_1111.png,0.882016,0.062559,0.027550,0.014902,0.012973,anodr
anodr/20060407_39155_0200_PP_855.png,0.920334,0.023360,0.018764,0.021015,0.016527,anodr
anodr/20060407_39184_0200_PP_373.png,0.931522,0.017950,0.015874,0.019285,0.015369,anodr
anodr/20060407_39306_0200_PP_1074.png,0.916616,0.027266,0.020315,0.019823,0.015981,anodr
anodr/20060407_39328_0200_PP_893.png,0.915459,0.028474,0.022180,0.018133,0.015753,anodr
anodr/20060407_39435_0200_PP_1214.png,0.488143,0.291426,0.158024,0.033763,0.028645,anodr
anodr/20060407_39546_0200_PP_545.png,0.869063,0.061131,0.036266,0.019517,0.014023,anodr
anodr/20060407_39567_0200_PP_1168.png,0.903072,0.040906,0.018948,0.019433,0.017641,anodr
anodr/20060407_39687_0200_PP_101.png,0.926076,0.018449,0.026517,0.015157,0.013801,anodr
anodr/20060407_39761_0200_PP_518.png,0.905840,0.033218,0.020471,0.022208,0.018262,anodr
anodr/20060407_39780_0200_PP_1006.png,0.919845,0.036192,0.016094,0.015409,0.012461,anodr
anodr/20060407_40740_0200_PP_314.png,0.031217,0.219008,0.737301,0.007425,0.005049,cmoderatedr
anodr/20060407_40761_0200_PP_282.png,0.846339,0.077063,0.041768,0.016171,0.018658,anodr
anodr/20060407_41149_0200_PP_26.png,0.897790,0.039370,0.034354,0.014529,0.013957,anodr
anodr/20060407_41177_0200_PP_1104.png,0.927661,0.023741,0.021015,0.015443,0.012139,anodr
anodr/20060407_41312_0200_PP_895.png,0.918300,0.028151,0.018290,0.020465,0.014794,anodr
anodr/20060407_41980_0200_PP_1347.png,0.932805,0.023782,0.014882,0.016280,0.012252,anodr
anodr/20060407_42099_0200_PP_77.png,0.915000,0.032209,0.028088,0.012413,0.012289,anodr
anodr/20060407_42133_0200_PP_488.png,0.931369,0.015546,0.019905,0.016448,0.016731,anodr
