file_name,score_a_noamd,score_b_amd,pred_class
N0090.jpg,0.783371,0.216629,a_noamd
N0091.jpg,0.783438,0.216562,a_noamd
N0092.jpg,0.783340,0.216660,a_noamd
N0093.jpg,0.783252,0.216748,a_noamd
N0094.jpg,0.783196,0.216804,a_noamd
N0095.jpg,0.783432,0.216568,a_noamd
N0096.jpg,0.782978,0.217022,a_noamd
N0097.jpg,0.783453,0.216547,a_noamd
N0098.jpg,0.783493,0.216507,a_noamd
N0099.jpg,0.783428,0.216572,a_noamd
N0100.jpg,0.783473,0.216527,a_noamd
N0101.jpg,0.783319,0.216681,a_noamd
N0102.jpg,0.783532,0.216468,a_noamd
N0103.jpg,0.783432,0.216568,a_noamd
N0104.jpg,0.783541,0.216459,a_noamd
N0105.jpg,0.783360,0.216640,a_noamd
N0106.jpg,0.783407,0.216593,a_noamd
N0107.jpg,0.782571,0.217429,a_noamd
N0108.jpg,0.783346,0.216654,a_noamd
N0109.jpg,0.782840,0.217160,a_noamd
N0110.jpg,0.783427,0.216573,a_noamd
N0111.jpg,0.783051,0.216949,a_noamd
N0112.jpg,0.783252,0.216748,a_noamd
N0113.jpg,0.783439,0.216561,a_noamd
N0114.jpg,0.783487,0.216513,a_noamd
N0115.jpg,0.783477,0.216523,a_noamd
N0116.jpg,0.783436,0.216564,a_noamd
N0117.jpg,0.783450,0.216550,a_noamd
N0118.jpg,0.783399,0.216601,a_noamd
N0119.jpg,0.783524,0.216476,a_noamd
N0120.jpg,0.783025,0.216975,a_noamd
N0121.jpg,0.783455,0.216545,a_noamd
N0122.jpg,0.783453,0.216547,a_noamd
N0123.jpg,0.783309,0.216691,a_noamd
N0124.jpg,0.783425,0.216575,a_noamd
N0125.jpg,0.783462,0.216538,a_noamd
N0126.jpg,0.783431,0.216569,a_noamd
N0127.jpg,0.783352,0.216648,a_noamd
N0128.jpg,0.783551,0.216449,a_noamd
N0129.jpg,0.783446,0.216554,a_noamd
N0130.jpg,0.783502,0.216498,a_noamd
N0131.jpg,0.782603,0.217397,a_noamd
N0132.jpg,0.783482,0.216518,a_noamd
N0133.jpg,0.783231,0.216769,a_noamd
N0134.jpg,0.783461,0.216539,a_noamd
N0135.jpg,0.783356,0.216644,a_noamd
N0136.jpg,0.783406,0.216594,a_noamd
N0137.jpg,0.783443,0.216557,a_noamd
N0138.jpg,0.783296,0.216704,a_noamd
N0139.jpg,0.783460,0.216540,a_noamd
N0140.jpg,0.783357,0.216643,a_noamd
N0141.jpg,0.783182,0.216818,a_noamd
N0142.jpg,0.783458,0.216542,a_noamd
N0143.jpg,0.783492,0.216508,a_noamd
N0144.jpg,0.783257,0.216743,a_noamd
N0145.jpg,0.783492,0.216508,a_noamd
N0146.jpg,0.783368,0.216632,a_noamd
N0147.jpg,0.783458,0.216542,a_noamd
N0148.jpg,0.783492,0.216508,a_noamd
N0149.jpg,0.783257,0.216743,a_noamd
N0150.jpg,0.783502,0.216498,a_noamd
N0151.jpg,0.783375,0.216625,a_noamd
N0152.jpg,0.783251,0.216749,a_noamd
N0153.jpg,0.783332,0.216668,a_noamd
N0154.jpg,0.783442,0.216558,a_noamd
N0155.jpg,0.782848,0.217152,a_noamd
N0156.jpg,0.782994,0.217006,a_noamd
N0157.jpg,0.783531,0.216469,a_noamd
N0158.jpg,0.783391,0.216609,a_noamd
N0159.jpg,0.783553,0.216447,a_noamd
N0160.jpg,0.783560,0.216440,a_noamd
N0161.jpg,0.783229,0.216771,a_noamd
N0162.jpg,0.782170,0.217830,a_noamd
N0163.jpg,0.782176,0.217824,a_noamd
N0164.jpg,0.783448,0.216552,a_noamd
N0165.jpg,0.783177,0.216823,a_noamd
N0166.jpg,0.783512,0.216488,a_noamd
N0167.jpg,0.783476,0.216524,a_noamd
N0168.jpg,0.783455,0.216545,a_noamd
N0169.jpg,0.783012,0.216988,a_noamd
N0170.jpg,0.783466,0.216534,a_noamd
N0171.jpg,0.783513,0.216487,a_noamd
N0172.jpg,0.783487,0.216513,a_noamd
N0173.jpg,0.783319,0.216681,a_noamd
N0174.jpg,0.783190,0.216810,a_noamd
N0175.jpg,0.783476,0.216524,a_noamd
N0176.jpg,0.783326,0.216674,a_noamd
N0177.jpg,0.783399,0.216601,a_noamd
N0178.jpg,0.783399,0.216601,a_noamd
N0179.jpg,0.783191,0.216809,a_noamd
N0180.jpg,0.783479,0.216521,a_noamd
N0181.jpg,0.783476,0.216524,a_noamd
N0182.jpg,0.783390,0.216609,a_noamd
N0183.jpg,0.783424,0.216576,a_noamd
N0184.jpg,0.783521,0.216479,a_noamd
N0185.jpg,0.783314,0.216686,a_noamd
N0186.jpg,0.783453,0.216547,a_noamd
N0187.jpg,0.783269,0.216731,a_noamd
N0188.jpg,0.783547,0.216453,a_noamd
N0189.jpg,0.783571,0.216429,a_noamd
N0190.jpg,0.783469,0.216531,a_noamd
N0191.jpg,0.783126,0.216874,a_noamd
N0192.jpg,0.782703,0.217297,a_noamd
N0193.jpg,0.783077,0.216923,a_noamd
N0194.jpg,0.783448,0.216552,a_noamd
N0195.jpg,0.783086,0.216915,a_noamd
N0196.jpg,0.783449,0.216552,a_noamd
N0197.jpg,0.783436,0.216564,a_noamd
N0198.jpg,0.783433,0.216567,a_noamd
N0199.jpg,0.783430,0.216570,a_noamd
N0200.jpg,0.783467,0.216533,a_noamd
N0201.jpg,0.783310,0.216690,a_noamd
N0202.jpg,0.783503,0.216498,a_noamd
N0203.jpg,0.783387,0.216613,a_noamd
N0204.jpg,0.783446,0.216554,a_noamd
N0205.jpg,0.783482,0.216518,a_noamd
N0206.jpg,0.783358,0.216642,a_noamd
N0207.jpg,0.783463,0.216537,a_noamd
N0208.jpg,0.783364,0.216636,a_noamd
N0209.jpg,0.783420,0.216580,a_noamd
N0210.jpg,0.783221,0.216779,a_noamd
N0211.jpg,0.783762,0.216238,a_noamd
N0212.jpg,0.783678,0.216322,a_noamd
N0213.jpg,0.783432,0.216568,a_noamd
N0214.jpg,0.783232,0.216768,a_noamd
N0215.jpg,0.783436,0.216564,a_noamd
N0216.jpg,0.783200,0.216800,a_noamd
N0217.jpg,0.783500,0.216500,a_noamd
N0218.jpg,0.783496,0.216504,a_noamd
N0219.jpg,0.782741,0.217259,a_noamd
N0220.jpg,0.783280,0.216720,a_noamd
N0221.jpg,0.783443,0.216557,a_noamd
N0222.jpg,0.783573,0.216427,a_noamd
N0223.jpg,0.783534,0.216466,a_noamd
N0224.jpg,0.783251,0.216749,a_noamd
N0225.jpg,0.783284,0.216716,a_noamd
N0226.jpg,0.783287,0.216713,a_noamd
N0227.jpg,0.783526,0.216474,a_noamd
N0228.jpg,0.783550,0.216450,a_noamd
N0229.jpg,0.783539,0.216461,a_noamd
N0230.jpg,0.783332,0.216668,a_noamd
N0231.jpg,0.783421,0.216579,a_noamd
N0232.jpg,0.783142,0.216858,a_noamd
N0233.jpg,0.783605,0.216394,a_noamd
N0234.jpg,0.782649,0.217351,a_noamd
N0235.jpg,0.783377,0.216623,a_noamd
N0236.jpg,0.783169,0.216831,a_noamd
N0237.jpg,0.783480,0.216520,a_noamd
N0238.jpg,0.783534,0.216466,a_noamd
N0239.jpg,0.783546,0.216454,a_noamd
N0240.jpg,0.783143,0.216857,a_noamd
N0241.jpg,0.783485,0.216515,a_noamd
N0242.jpg,0.783083,0.216917,a_noamd
N0243.jpg,0.783381,0.216619,a_noamd
N0244.jpg,0.783178,0.216822,a_noamd
N0245.jpg,0.783493,0.216507,a_noamd
N0246.jpg,0.783516,0.216484,a_noamd
N0247.jpg,0.783414,0.216586,a_noamd
N0248.jpg,0.783343,0.216657,a_noamd
N0249.jpg,0.783218,0.216782,a_noamd
N0250.jpg,0.783291,0.216709,a_noamd
N0251.jpg,0.783378,0.216622,a_noamd
N0252.jpg,0.783295,0.216705,a_noamd
N0253.jpg,0.783438,0.216562,a_noamd
N0254.jpg,0.782941,0.217059,a_noamd
N0255.jpg,0.783501,0.216499,a_noamd
N0256.jpg,0.783275,0.216725,a_noamd
N0257.jpg,0.783479,0.216521,a_noamd
N0258.jpg,0.783406,0.216594,a_noamd
N0259.jpg,0.783463,0.216537,a_noamd
N0260.jpg,0.783045,0.216955,a_noamd
N0261.jpg,0.783466,0.216534,a_noamd
N0262.jpg,0.783465,0.216535,a_noamd
N0263.jpg,0.783320,0.216680,a_noamd
N0264.jpg,0.783429,0.216571,a_noamd
N0265.jpg,0.783020,0.216980,a_noamd
N0266.jpg,0.783346,0.216654,a_noamd
N0267.jpg,0.783383,0.216617,a_noamd
N0268.jpg,0.783166,0.216834,a_noamd
N0269.jpg,0.783417,0.216583,a_noamd
N0270.jpg,0.783468,0.216532,a_noamd
N0271.jpg,0.783365,0.216635,a_noamd
N0272.jpg,0.783218,0.216782,a_noamd
N0273.jpg,0.783456,0.216544,a_noamd
N0274.jpg,0.783458,0.216542,a_noamd
N0275.jpg,0.783386,0.216614,a_noamd
N0276.jpg,0.783454,0.216546,a_noamd
N0277.jpg,0.783472,0.216528,a_noamd
N0278.jpg,0.783339,0.216661,a_noamd
N0279.jpg,0.783387,0.216613,a_noamd
N0280.jpg,0.783294,0.216706,a_noamd
N0281.jpg,0.783493,0.216507,a_noamd
N0282.jpg,0.782565,0.217435,a_noamd
N0283.jpg,0.783058,0.216942,a_noamd
N0284.jpg,0.783059,0.216941,a_noamd
N0285.jpg,0.783161,0.216839,a_noamd
N0286.jpg,0.783734,0.216266,a_noamd
N0287.jpg,0.783257,0.216743,a_noamd
N0288.jpg,0.783478,0.216522,a_noamd
N0289.jpg,0.783364,0.216636,a_noamd
N0290.jpg,0.783450,0.216550,a_noamd
N0291.jpg,0.782786,0.217214,a_noamd
N0292.jpg,0.783559,0.216441,a_noamd
N0293.jpg,0.783170,0.216830,a_noamd
N0294.jpg,0.783032,0.216968,a_noamd
N0295.jpg,0.783013,0.216987,a_noamd
N0296.jpg,0.783381,0.216619,a_noamd
N0297.jpg,0.783332,0.216669,a_noamd
N0298.jpg,0.783340,0.216660,a_noamd
N0299.jpg,0.783120,0.216880,a_noamd
N0300.jpg,0.783166,0.216834,a_noamd
N0301.jpg,0.783539,0.216461,a_noamd
N0302.jpg,0.783127,0.216873,a_noamd
N0303.jpg,0.783365,0.216635,a_noamd
N0304.jpg,0.783514,0.216486,a_noamd
N0305.jpg,0.783540,0.216460,a_noamd
N0306.jpg,0.782254,0.217746,a_noamd
N0307.jpg,0.783141,0.216859,a_noamd
N0308.jpg,0.783481,0.216519,a_noamd
N0309.jpg,0.783423,0.216577,a_noamd
N0310.jpg,0.783486,0.216514,a_noamd
N0311.jpg,0.783342,0.216658,a_noamd
T0001.jpg,0.783465,0.216535,a_noamd
T0002.jpg,0.783595,0.216405,a_noamd
T0005.jpg,0.783181,0.216819,a_noamd
T0006.jpg,0.783404,0.216596,a_noamd
T0007.jpg,0.783524,0.216476,a_noamd
T0008.jpg,0.783507,0.216493,a_noamd
T0009.jpg,0.783470,0.216530,a_noamd
T0011.jpg,0.783230,0.216770,a_noamd
T0012.jpg,0.783373,0.216627,a_noamd
T0013.jpg,0.783651,0.216349,a_noamd
T0014.jpg,0.783286,0.216714,a_noamd
T0016.jpg,0.783372,0.216627,a_noamd
T0017.jpg,0.783572,0.216428,a_noamd
T0018.jpg,0.783603,0.216397,a_noamd
T0019.jpg,0.783004,0.216996,a_noamd
T0020.jpg,0.783498,0.216502,a_noamd
T0022.jpg,0.783438,0.216562,a_noamd
T0023.jpg,0.783496,0.216504,a_noamd
T0025.jpg,0.783297,0.216703,a_noamd
T0027.jpg,0.783147,0.216853,a_noamd
T0028.jpg,0.783221,0.216779,a_noamd
T0029.jpg,0.783319,0.216681,a_noamd
T0031.jpg,0.783449,0.216551,a_noamd
T0032.jpg,0.783181,0.216819,a_noamd
T0033.jpg,0.783448,0.216552,a_noamd
T0034.jpg,0.783324,0.216676,a_noamd
T0035.jpg,0.783393,0.216607,a_noamd
T0036.jpg,0.783509,0.216491,a_noamd
T0037.jpg,0.783305,0.216695,a_noamd
T0039.jpg,0.783345,0.216655,a_noamd
T0040.jpg,0.783472,0.216528,a_noamd
T0041.jpg,0.783441,0.216559,a_noamd
T0042.jpg,0.783529,0.216471,a_noamd
T0044.jpg,0.783541,0.216459,a_noamd
T0046.jpg,0.783442,0.216558,a_noamd
T0047.jpg,0.783620,0.216380,a_noamd
T0049.jpg,0.783390,0.216610,a_noamd
T0050.jpg,0.783514,0.216486,a_noamd
T0054.jpg,0.783441,0.216559,a_noamd
T0055.jpg,0.783063,0.216937,a_noamd
T0058.jpg,0.783208,0.216792,a_noamd
T0060.jpg,0.783139,0.216861,a_noamd
T0061.jpg,0.783445,0.216555,a_noamd
T0062.jpg,0.783465,0.216535,a_noamd
T0063.jpg,0.783121,0.216879,a_noamd
T0064.jpg,0.783379,0.216621,a_noamd
T0065.jpg,0.783542,0.216458,a_noamd
T0066.jpg,0.783480,0.216520,a_noamd
T0067.jpg,0.783441,0.216559,a_noamd
T0068.jpg,0.783386,0.216614,a_noamd
T0069.jpg,0.783452,0.216548,a_noamd
T0070.jpg,0.783540,0.216460,a_noamd
T0074.jpg,0.783448,0.216552,a_noamd
T0075.jpg,0.783303,0.216697,a_noamd
T0076.jpg,0.783440,0.216560,a_noamd
T0077.jpg,0.783476,0.216524,a_noamd
T0078.jpg,0.783428,0.216572,a_noamd
T0079.jpg,0.783426,0.216574,a_noamd
T0080.jpg,0.783466,0.216534,a_noamd
T0081.jpg,0.783479,0.216521,a_noamd
T0082.jpg,0.783436,0.216564,a_noamd
T0084.jpg,0.783409,0.216591,a_noamd
T0085.jpg,0.783056,0.216944,a_noamd
T0087.jpg,0.783398,0.216602,a_noamd
T0088.jpg,0.783440,0.216560,a_noamd
T0090.jpg,0.783513,0.216487,a_noamd
T0091.jpg,0.783457,0.216543,a_noamd
T0092.jpg,0.783125,0.216875,a_noamd
T0093.jpg,0.783503,0.216497,a_noamd
T0094.jpg,0.783471,0.216529,a_noamd
T0095.jpg,0.783489,0.216511,a_noamd
T0096.jpg,0.783430,0.216571,a_noamd
T0097.jpg,0.783499,0.216500,a_noamd
T0098.jpg,0.783363,0.216637,a_noamd
T0099.jpg,0.783315,0.216685,a_noamd
T0100.jpg,0.783504,0.216496,a_noamd
T0101.jpg,0.783496,0.216504,a_noamd
T0102.jpg,0.783251,0.216749,a_noamd
T0103.jpg,0.783249,0.216751,a_noamd
T0104.jpg,0.783354,0.216646,a_noamd
T0106.jpg,0.783453,0.216547,a_noamd
T0108.jpg,0.783345,0.216655,a_noamd
T0109.jpg,0.783442,0.216558,a_noamd
T0110.jpg,0.783358,0.216642,a_noamd
T0111.jpg,0.783478,0.216522,a_noamd
T0113.jpg,0.783402,0.216598,a_noamd
T0114.jpg,0.783491,0.216509,a_noamd
T0115.jpg,0.782687,0.217313,a_noamd
T0116.jpg,0.783529,0.216471,a_noamd
T0117.jpg,0.783095,0.216905,a_noamd
T0119.jpg,0.783512,0.216488,a_noamd
T0121.jpg,0.783384,0.216616,a_noamd
T0122.jpg,0.783451,0.216549,a_noamd
T0123.jpg,0.783435,0.216565,a_noamd
T0124.jpg,0.782883,0.217117,a_noamd
T0125.jpg,0.783445,0.216555,a_noamd
T0126.jpg,0.783497,0.216503,a_noamd
T0128.jpg,0.783233,0.216767,a_noamd
T0130.jpg,0.783394,0.216606,a_noamd
T0131.jpg,0.783348,0.216652,a_noamd
T0132.jpg,0.783367,0.216633,a_noamd
T0133.jpg,0.783466,0.216534,a_noamd
T0135.jpg,0.783500,0.216500,a_noamd
T0136.jpg,0.783464,0.216536,a_noamd
T0137.jpg,0.783283,0.216718,a_noamd
T0138.jpg,0.783160,0.216840,a_noamd
T0139.jpg,0.783393,0.216607,a_noamd
T0140.jpg,0.783482,0.216518,a_noamd
T0141.jpg,0.783459,0.216541,a_noamd
T0142.jpg,0.783488,0.216512,a_noamd
T0143.jpg,0.783437,0.216563,a_noamd
T0144.jpg,0.783222,0.216778,a_noamd
T0145.jpg,0.783510,0.216490,a_noamd
T0146.jpg,0.783274,0.216726,a_noamd
T0149.jpg,0.783455,0.216545,a_noamd
T0151.jpg,0.783496,0.216504,a_noamd
T0153.jpg,0.783331,0.216669,a_noamd
T0155.jpg,0.783154,0.216846,a_noamd
T0156.jpg,0.783100,0.216900,a_noamd
T0157.jpg,0.783381,0.216619,a_noamd
T0158.jpg,0.783251,0.216749,a_noamd
T0160.jpg,0.783705,0.216295,a_noamd
T0161.jpg,0.783127,0.216873,a_noamd
T0162.jpg,0.783394,0.216606,a_noamd
T0163.jpg,0.783460,0.216540,a_noamd
T0167.jpg,0.783381,0.216619,a_noamd
T0168.jpg,0.783431,0.216569,a_noamd
T0169.jpg,0.783490,0.216510,a_noamd
T0171.jpg,0.783590,0.216410,a_noamd
T0173.jpg,0.783421,0.216579,a_noamd
T0174.jpg,0.783427,0.216573,a_noamd
T0175.jpg,0.783356,0.216644,a_noamd
T0177.jpg,0.783505,0.216495,a_noamd
T0178.jpg,0.783483,0.216517,a_noamd
T0179.jpg,0.783511,0.216489,a_noamd
T0180.jpg,0.783108,0.216892,a_noamd
T0181.jpg,0.783436,0.216564,a_noamd
T0182.jpg,0.783653,0.216346,a_noamd
T0184.jpg,0.783324,0.216676,a_noamd
T0185.jpg,0.783499,0.216500,a_noamd
T0186.jpg,0.783470,0.216530,a_noamd
T0187.jpg,0.783470,0.216530,a_noamd
T0191.jpg,0.783466,0.216534,a_noamd
T0192.jpg,0.783145,0.216855,a_noamd
T0194.jpg,0.783509,0.216491,a_noamd
T0195.jpg,0.783503,0.216497,a_noamd
T0196.jpg,0.783530,0.216470,a_noamd
T0197.jpg,0.783504,0.216496,a_noamd
T0199.jpg,0.783265,0.216735,a_noamd
T0200.jpg,0.783841,0.216159,a_noamd
T0202.jpg,0.783181,0.216819,a_noamd
T0203.jpg,0.783361,0.216639,a_noamd
T0204.jpg,0.783490,0.216510,a_noamd
T0205.jpg,0.783469,0.216531,a_noamd
T0206.jpg,0.783501,0.216499,a_noamd
T0207.jpg,0.783457,0.216543,a_noamd
T0208.jpg,0.783480,0.216520,a_noamd
T0210.jpg,0.783212,0.216788,a_noamd
T0211.jpg,0.783450,0.216550,a_noamd
T0212.jpg,0.783480,0.216520,a_noamd
T0213.jpg,0.783530,0.216470,a_noamd
T0214.jpg,0.783413,0.216587,a_noamd
T0215.jpg,0.783469,0.216531,a_noamd
T0216.jpg,0.783459,0.216541,a_noamd
T0217.jpg,0.783167,0.216833,a_noamd
T0218.jpg,0.783301,0.216699,a_noamd
T0220.jpg,0.782975,0.217025,a_noamd
T0221.jpg,0.783328,0.216672,a_noamd
T0222.jpg,0.783429,0.216571,a_noamd
T0223.jpg,0.783498,0.216502,a_noamd
T0224.jpg,0.783495,0.216505,a_noamd
T0225.jpg,0.783507,0.216493,a_noamd
T0228.jpg,0.783397,0.216603,a_noamd
T0229.jpg,0.783385,0.216615,a_noamd
T0230.jpg,0.783476,0.216524,a_noamd
T0231.jpg,0.783481,0.216519,a_noamd
T0232.jpg,0.783397,0.216603,a_noamd
T0233.jpg,0.783361,0.216639,a_noamd
T0234.jpg,0.783404,0.216596,a_noamd
T0235.jpg,0.783458,0.216542,a_noamd
T0236.jpg,0.783505,0.216495,a_noamd
T0238.jpg,0.783436,0.216564,a_noamd
T0239.jpg,0.783453,0.216547,a_noamd
T0240.jpg,0.783449,0.216551,a_noamd
T0241.jpg,0.783460,0.216540,a_noamd
T0242.jpg,0.783495,0.216505,a_noamd
T0243.jpg,0.783323,0.216677,a_noamd
T0246.jpg,0.783548,0.216452,a_noamd
T0248.jpg,0.783411,0.216589,a_noamd
T0249.jpg,0.783368,0.216632,a_noamd
T0250.jpg,0.782903,0.217097,a_noamd
T0251.jpg,0.783304,0.216696,a_noamd
T0253.jpg,0.783527,0.216473,a_noamd
T0256.jpg,0.783442,0.216558,a_noamd
T0257.jpg,0.783555,0.216445,a_noamd
T0259.jpg,0.783478,0.216522,a_noamd
T0260.jpg,0.783259,0.216741,a_noamd
T0262.jpg,0.783557,0.216443,a_noamd
T0263.jpg,0.783453,0.216547,a_noamd
T0264.jpg,0.783488,0.216512,a_noamd
T0265.jpg,0.783246,0.216754,a_noamd
T0266.jpg,0.783160,0.216840,a_noamd
T0267.jpg,0.783332,0.216668,a_noamd
T0268.jpg,0.783370,0.216630,a_noamd
T0269.jpg,0.783492,0.216508,a_noamd
T0270.jpg,0.783595,0.216405,a_noamd
T0271.jpg,0.782912,0.217089,a_noamd
T0272.jpg,0.783067,0.216933,a_noamd
T0273.jpg,0.783513,0.216487,a_noamd
T0274.jpg,0.783471,0.216529,a_noamd
T0275.jpg,0.783456,0.216544,a_noamd
T0276.jpg,0.783376,0.216624,a_noamd
T0277.jpg,0.783489,0.216511,a_noamd
T0278.jpg,0.783508,0.216492,a_noamd
T0279.jpg,0.783365,0.216635,a_noamd
T0280.jpg,0.783252,0.216748,a_noamd
T0281.jpg,0.783484,0.216516,a_noamd
T0282.jpg,0.783483,0.216517,a_noamd
T0283.jpg,0.783455,0.216545,a_noamd
T0284.jpg,0.783215,0.216785,a_noamd
T0285.jpg,0.783426,0.216574,a_noamd
T0287.jpg,0.783400,0.216600,a_noamd
T0288.jpg,0.783533,0.216467,a_noamd
T0289.jpg,0.783512,0.216488,a_noamd
T0290.jpg,0.783489,0.216511,a_noamd
T0292.jpg,0.783208,0.216792,a_noamd
T0293.jpg,0.783503,0.216497,a_noamd
T0294.jpg,0.783231,0.216769,a_noamd
T0295.jpg,0.783349,0.216651,a_noamd
T0296.jpg,0.783489,0.216511,a_noamd
T0297.jpg,0.783234,0.216766,a_noamd
T0299.jpg,0.783468,0.216532,a_noamd
T0300.jpg,0.783419,0.216581,a_noamd
T0302.jpg,0.783432,0.216568,a_noamd
T0303.jpg,0.783512,0.216488,a_noamd
T0304.jpg,0.783509,0.216491,a_noamd
T0305.jpg,0.783488,0.216512,a_noamd
T0306.jpg,0.783483,0.216517,a_noamd
T0308.jpg,0.783485,0.216515,a_noamd
T0309.jpg,0.783224,0.216777,a_noamd
T0310.jpg,0.783274,0.216726,a_noamd
T0311.jpg,0.783516,0.216484,a_noamd
T0312.jpg,0.783403,0.216597,a_noamd
T0313.jpg,0.783484,0.216516,a_noamd
T0314.jpg,0.783427,0.216573,a_noamd
T0315.jpg,0.783395,0.216605,a_noamd
T0316.jpg,0.783524,0.216476,a_noamd
T0317.jpg,0.783468,0.216532,a_noamd
T0318.jpg,0.783122,0.216878,a_noamd
T0319.jpg,0.783474,0.216526,a_noamd
T0320.jpg,0.783188,0.216812,a_noamd
T0321.jpg,0.783438,0.216562,a_noamd
T0322.jpg,0.783484,0.216516,a_noamd
T0324.jpg,0.783495,0.216505,a_noamd
T0327.jpg,0.783563,0.216437,a_noamd
T0328.jpg,0.783476,0.216524,a_noamd
T0330.jpg,0.783484,0.216516,a_noamd
T0331.jpg,0.782940,0.217060,a_noamd
T0332.jpg,0.783499,0.216501,a_noamd
T0333.jpg,0.783452,0.216548,a_noamd
T0334.jpg,0.783478,0.216522,a_noamd
T0335.jpg,0.783418,0.216582,a_noamd
T0336.jpg,0.783476,0.216524,a_noamd
T0337.jpg,0.783675,0.216325,a_noamd
T0338.jpg,0.783439,0.216561,a_noamd
T0339.jpg,0.783473,0.216527,a_noamd
T0340.jpg,0.783539,0.216461,a_noamd
T0341.jpg,0.783542,0.216458,a_noamd
T0342.jpg,0.783477,0.216523,a_noamd
T0343.jpg,0.783431,0.216569,a_noamd
