image_path,true_label,predicted_label,score_a_noamd,score_b_amd
../../../data/data_UKBB/test/a_noamd/1465849_21015_0_0.png,a_noamd,a_noamd,0.872756,0.127244
../../../data/data_UKBB/test/a_noamd/1486263_21015_0_0.png,a_noamd,a_noamd,0.946266,0.053734
../../../data/data_UKBB/test/a_noamd/1494464_21015_0_0.png,a_noamd,a_noamd,0.959205,0.040795
../../../data/data_UKBB/test/a_noamd/1495365_21015_1_0.png,a_noamd,a_noamd,0.957128,0.042872
../../../data/data_UKBB/test/a_noamd/1495979_21015_1_0.png,a_noamd,a_noamd,0.941658,0.058342
../../../data/data_UKBB/test/a_noamd/1499051_21015_0_0.png,a_noamd,a_noamd,0.945632,0.054368
../../../data/data_UKBB/test/a_noamd/1499671_21016_0_1.png,a_noamd,a_noamd,0.982856,0.017144
../../../data/data_UKBB/test/a_noamd/1506781_21016_0_0.png,a_noamd,a_noamd,0.941760,0.058240
../../../data/data_UKBB/test/a_noamd/1514959_21015_0_0.png,a_noamd,a_noamd,0.940423,0.059577
../../../data/data_UKBB/test/a_noamd/1515498_21016_0_0.png,a_noamd,a_noamd,0.967569,0.032431
../../../data/data_UKBB/test/a_noamd/1535030_21016_0_0.png,a_noamd,a_noamd,0.937467,0.062533
../../../data/data_UKBB/test/a_noamd/1537998_21015_1_1.png,a_noamd,a_noamd,0.970434,0.029566
../../../data/data_UKBB/test/a_noamd/1552660_21016_0_0.png,a_noamd,a_noamd,0.958580,0.041420
../../../data/data_UKBB/test/a_noamd/1553749_21016_0_0.png,a_noamd,a_noamd,0.956905,0.043095
../../../data/data_UKBB/test/a_noamd/1553751_21015_0_0.png,a_noamd,a_noamd,0.933705,0.066295
../../../data/data_UKBB/test/a_noamd/1557480_21016_1_0.png,a_noamd,a_noamd,0.650589,0.349411
../../../data/data_UKBB/test/a_noamd/1560389_21015_0_0.png,a_noamd,a_noamd,0.957722,0.042278
../../../data/data_UKBB/test/a_noamd/1574898_21016_0_0.png,a_noamd,a_noamd,0.952626,0.047374
../../../data/data_UKBB/test/a_noamd/1601635_21016_0_0.png,a_noamd,a_noamd,0.924635,0.075365
../../../data/data_UKBB/test/a_noamd/1632106_21016_1_0.png,a_noamd,a_noamd,0.925011,0.074989
../../../data/data_UKBB/test/a_noamd/1652487_21016_1_0.png,a_noamd,a_noamd,0.924953,0.075047
../../../data/data_UKBB/test/a_noamd/1663149_21016_0_0.png,a_noamd,a_noamd,0.950914,0.049086
../../../data/data_UKBB/test/a_noamd/1681117_21016_0_0.png,a_noamd,a_noamd,0.960473,0.039527
../../../data/data_UKBB/test/a_noamd/1697220_21015_0_0.png,a_noamd,b_amd,0.464152,0.535848
../../../data/data_UKBB/test/a_noamd/1704670_21015_0_0.png,a_noamd,a_noamd,0.950333,0.049667
../../../data/data_UKBB/test/a_noamd/1708747_21016_0_0.png,a_noamd,a_noamd,0.919988,0.080012
../../../data/data_UKBB/test/a_noamd/1730885_21016_0_0.png,a_noamd,a_noamd,0.943817,0.056183
../../../data/data_UKBB/test/a_noamd/1736297_21016_0_0.png,a_noamd,a_noamd,0.934183,0.065817
../../../data/data_UKBB/test/a_noamd/1737240_21015_1_0.png,a_noamd,a_noamd,0.968757,0.031243
../../../data/data_UKBB/test/a_noamd/1782210_21016_0_0.png,a_noamd,a_noamd,0.961533,0.038467
../../../data/data_UKBB/test/a_noamd/1826552_21016_0_0.png,a_noamd,a_noamd,0.940427,0.059573
../../../data/data_UKBB/test/a_noamd/1840708_21015_1_0.png,a_noamd,a_noamd,0.949187,0.050813
../../../data/data_UKBB/test/a_noamd/1844778_21016_1_0.png,a_noamd,a_noamd,0.954299,0.045701
../../../data/data_UKBB/test/a_noamd/1855075_21015_0_0.png,a_noamd,a_noamd,0.926110,0.073890
../../../data/data_UKBB/test/a_noamd/1862962_21015_0_0.png,a_noamd,a_noamd,0.936536,0.063464
../../../data/data_UKBB/test/a_noamd/1897613_21016_0_0.png,a_noamd,a_noamd,0.957078,0.042922
../../../data/data_UKBB/test/a_noamd/1897754_21016_0_0.png,a_noamd,b_amd,0.167829,0.832171
../../../data/data_UKBB/test/a_noamd/1902295_21016_0_0.png,a_noamd,a_noamd,0.954292,0.045708
../../../data/data_UKBB/test/a_noamd/1912841_21016_0_0.png,a_noamd,a_noamd,0.939799,0.060201
../../../data/data_UKBB/test/a_noamd/1926601_21015_1_0.png,a_noamd,a_noamd,0.603547,0.396453
../../../data/data_UKBB/test/a_noamd/1937126_21015_0_0.png,a_noamd,a_noamd,0.953406,0.046594
../../../data/data_UKBB/test/a_noamd/1951687_21015_0_0.png,a_noamd,a_noamd,0.508681,0.491319
../../../data/data_UKBB/test/a_noamd/1959318_21015_0_0.png,a_noamd,a_noamd,0.958484,0.041516
../../../data/data_UKBB/test/a_noamd/1965435_21015_1_0.png,a_noamd,a_noamd,0.914245,0.085755
../../../data/data_UKBB/test/a_noamd/1970295_21016_0_0.png,a_noamd,a_noamd,0.951297,0.048703
../../../data/data_UKBB/test/a_noamd/1973049_21015_1_0.png,a_noamd,a_noamd,0.906166,0.093833
../../../data/data_UKBB/test/a_noamd/1984835_21016_0_0.png,a_noamd,a_noamd,0.956186,0.043814
../../../data/data_UKBB/test/a_noamd/1986875_21016_0_0.png,a_noamd,a_noamd,0.965678,0.034322
../../../data/data_UKBB/test/a_noamd/2003584_21016_0_0.png,a_noamd,a_noamd,0.963468,0.036532
../../../data/data_UKBB/test/a_noamd/2016718_21015_0_0.png,a_noamd,b_amd,0.196134,0.803866
../../../data/data_UKBB/test/a_noamd/2020618_21016_1_0.png,a_noamd,a_noamd,0.958729,0.041271
../../../data/data_UKBB/test/a_noamd/2021853_21015_1_0.png,a_noamd,a_noamd,0.913920,0.086080
../../../data/data_UKBB/test/a_noamd/2039753_21016_1_0.png,a_noamd,a_noamd,0.964422,0.035578
../../../data/data_UKBB/test/a_noamd/2071319_21016_0_0.png,a_noamd,a_noamd,0.944233,0.055767
../../../data/data_UKBB/test/a_noamd/2088201_21015_0_0.png,a_noamd,a_noamd,0.915016,0.084984
../../../data/data_UKBB/test/a_noamd/2102048_21015_0_0.png,a_noamd,a_noamd,0.835529,0.164471
../../../data/data_UKBB/test/a_noamd/2102787_21015_0_0.png,a_noamd,a_noamd,0.947743,0.052257
../../../data/data_UKBB/test/a_noamd/2109806_21016_0_0.png,a_noamd,a_noamd,0.957555,0.042445
../../../data/data_UKBB/test/a_noamd/2120628_21016_0_0.png,a_noamd,a_noamd,0.883725,0.116275
../../../data/data_UKBB/test/a_noamd/2128348_21015_0_0.png,a_noamd,a_noamd,0.958037,0.041962
../../../data/data_UKBB/test/a_noamd/2133699_21016_1_0.png,a_noamd,a_noamd,0.975330,0.024670
../../../data/data_UKBB/test/a_noamd/2140974_21015_1_0.png,a_noamd,a_noamd,0.931442,0.068558
../../../data/data_UKBB/test/a_noamd/2154562_21016_0_0.png,a_noamd,a_noamd,0.921792,0.078208
../../../data/data_UKBB/test/a_noamd/2156701_21015_0_0.png,a_noamd,a_noamd,0.901102,0.098897
../../../data/data_UKBB/test/a_noamd/2163214_21015_0_0.png,a_noamd,a_noamd,0.955369,0.044631
../../../data/data_UKBB/test/a_noamd/2165184_21015_0_0.png,a_noamd,a_noamd,0.944230,0.055770
../../../data/data_UKBB/test/a_noamd/2173281_21015_0_0.png,a_noamd,a_noamd,0.948418,0.051581
../../../data/data_UKBB/test/a_noamd/2183408_21016_0_0.png,a_noamd,a_noamd,0.958291,0.041709
../../../data/data_UKBB/test/a_noamd/2192806_21015_0_0.png,a_noamd,a_noamd,0.979137,0.020863
../../../data/data_UKBB/test/a_noamd/2202486_21016_0_0.png,a_noamd,a_noamd,0.962088,0.037912
../../../data/data_UKBB/test/a_noamd/2215678_21015_1_0.png,a_noamd,a_noamd,0.949291,0.050709
../../../data/data_UKBB/test/a_noamd/2232012_21015_1_0.png,a_noamd,a_noamd,0.958809,0.041191
../../../data/data_UKBB/test/a_noamd/2247731_21015_0_0.png,a_noamd,a_noamd,0.849620,0.150380
../../../data/data_UKBB/test/a_noamd/2270075_21016_0_0.png,a_noamd,a_noamd,0.945362,0.054638
../../../data/data_UKBB/test/a_noamd/2275268_21015_0_0.png,a_noamd,a_noamd,0.955739,0.044261
../../../data/data_UKBB/test/a_noamd/2284218_21016_0_0.png,a_noamd,a_noamd,0.975312,0.024688
../../../data/data_UKBB/test/a_noamd/2285374_21016_0_0.png,a_noamd,a_noamd,0.949764,0.050236
../../../data/data_UKBB/test/a_noamd/2291289_21016_0_0.png,a_noamd,a_noamd,0.906804,0.093196
../../../data/data_UKBB/test/a_noamd/2312624_21015_0_0.png,a_noamd,a_noamd,0.966369,0.033631
../../../data/data_UKBB/test/a_noamd/2320996_21015_0_0.png,a_noamd,a_noamd,0.914766,0.085234
../../../data/data_UKBB/test/a_noamd/2341253_21015_0_0.png,a_noamd,a_noamd,0.545126,0.454874
../../../data/data_UKBB/test/a_noamd/2343066_21015_0_0.png,a_noamd,a_noamd,0.952490,0.047510
../../../data/data_UKBB/test/a_noamd/2357888_21015_0_0.png,a_noamd,a_noamd,0.918847,0.081153
../../../data/data_UKBB/test/a_noamd/2359730_21015_0_0.png,a_noamd,a_noamd,0.887757,0.112243
../../../data/data_UKBB/test/a_noamd/2368772_21015_0_0.png,a_noamd,a_noamd,0.927817,0.072183
../../../data/data_UKBB/test/a_noamd/2372532_21016_1_0.png,a_noamd,a_noamd,0.933361,0.066639
../../../data/data_UKBB/test/a_noamd/2408221_21015_0_0.png,a_noamd,a_noamd,0.966380,0.033620
../../../data/data_UKBB/test/a_noamd/2413269_21016_0_0.png,a_noamd,a_noamd,0.925085,0.074915
../../../data/data_UKBB/test/a_noamd/2427764_21015_0_0.png,a_noamd,a_noamd,0.945352,0.054648
../../../data/data_UKBB/test/a_noamd/2438151_21015_0_0.png,a_noamd,a_noamd,0.925870,0.074130
../../../data/data_UKBB/test/a_noamd/2449350_21016_0_0.png,a_noamd,a_noamd,0.951438,0.048562
../../../data/data_UKBB/test/a_noamd/2456355_21015_1_0.png,a_noamd,a_noamd,0.958149,0.041851
../../../data/data_UKBB/test/a_noamd/2461672_21015_0_0.png,a_noamd,a_noamd,0.883228,0.116772
../../../data/data_UKBB/test/a_noamd/2472799_21016_0_0.png,a_noamd,a_noamd,0.950274,0.049726
../../../data/data_UKBB/test/a_noamd/2477187_21015_1_0.png,a_noamd,a_noamd,0.945146,0.054854
../../../data/data_UKBB/test/a_noamd/2483720_21016_0_0.png,a_noamd,b_amd,0.240391,0.759609
../../../data/data_UKBB/test/a_noamd/2489830_21016_1_0.png,a_noamd,a_noamd,0.966988,0.033012
../../../data/data_UKBB/test/a_noamd/2499510_21015_0_0.png,a_noamd,a_noamd,0.935043,0.064957
../../../data/data_UKBB/test/a_noamd/2507657_21016_0_0.png,a_noamd,a_noamd,0.953426,0.046574
../../../data/data_UKBB/test/a_noamd/2526740_21016_0_0.png,a_noamd,a_noamd,0.506665,0.493335
../../../data/data_UKBB/test/a_noamd/2528591_21016_0_0.png,a_noamd,a_noamd,0.934158,0.065842
../../../data/data_UKBB/test/a_noamd/2537297_21015_0_0.png,a_noamd,a_noamd,0.980680,0.019321
../../../data/data_UKBB/test/a_noamd/2551919_21015_1_0.png,a_noamd,a_noamd,0.975119,0.024882
../../../data/data_UKBB/test/a_noamd/2563517_21015_0_0.png,a_noamd,a_noamd,0.927549,0.072451
../../../data/data_UKBB/test/a_noamd/2576580_21016_1_0.png,a_noamd,a_noamd,0.878598,0.121402
../../../data/data_UKBB/test/a_noamd/2585277_21015_0_0.png,a_noamd,a_noamd,0.925259,0.074741
../../../data/data_UKBB/test/a_noamd/2585605_21016_0_0.png,a_noamd,a_noamd,0.948626,0.051374
../../../data/data_UKBB/test/a_noamd/2588926_21015_0_0.png,a_noamd,a_noamd,0.942060,0.057940
../../../data/data_UKBB/test/a_noamd/2600105_21016_0_1.png,a_noamd,a_noamd,0.927739,0.072261
../../../data/data_UKBB/test/a_noamd/2633176_21016_0_0.png,a_noamd,a_noamd,0.930859,0.069141
../../../data/data_UKBB/test/a_noamd/2679483_21016_1_0.png,a_noamd,a_noamd,0.984162,0.015838
../../../data/data_UKBB/test/a_noamd/2685632_21015_0_0.png,a_noamd,a_noamd,0.957582,0.042418
../../../data/data_UKBB/test/a_noamd/2719722_21016_0_0.png,a_noamd,a_noamd,0.872586,0.127414
../../../data/data_UKBB/test/a_noamd/2721922_21015_0_0.png,a_noamd,a_noamd,0.944909,0.055091
../../../data/data_UKBB/test/a_noamd/2745458_21015_0_0.png,a_noamd,a_noamd,0.954896,0.045104
../../../data/data_UKBB/test/a_noamd/2757636_21015_0_0.png,a_noamd,b_amd,0.308014,0.691986
../../../data/data_UKBB/test/a_noamd/2782516_21015_1_0.png,a_noamd,a_noamd,0.899742,0.100258
../../../data/data_UKBB/test/a_noamd/2805725_21016_0_0.png,a_noamd,a_noamd,0.950845,0.049155
../../../data/data_UKBB/test/a_noamd/2815362_21016_0_0.png,a_noamd,b_amd,0.246429,0.753571
../../../data/data_UKBB/test/a_noamd/2822071_21015_0_0.png,a_noamd,a_noamd,0.913559,0.086441
../../../data/data_UKBB/test/a_noamd/2836894_21015_0_0.png,a_noamd,a_noamd,0.928017,0.071983
../../../data/data_UKBB/test/a_noamd/2846579_21016_1_0.png,a_noamd,b_amd,0.210242,0.789758
../../../data/data_UKBB/test/a_noamd/2853144_21016_0_0.png,a_noamd,a_noamd,0.960561,0.039439
../../../data/data_UKBB/test/a_noamd/2868164_21015_0_0.png,a_noamd,a_noamd,0.589930,0.410070
../../../data/data_UKBB/test/a_noamd/2871034_21015_0_0.png,a_noamd,b_amd,0.394580,0.605420
../../../data/data_UKBB/test/a_noamd/2873232_21015_0_0.png,a_noamd,a_noamd,0.982829,0.017171
../../../data/data_UKBB/test/a_noamd/2881320_21016_1_0.png,a_noamd,a_noamd,0.978707,0.021294
../../../data/data_UKBB/test/a_noamd/2884620_21016_0_0.png,a_noamd,a_noamd,0.957708,0.042292
../../../data/data_UKBB/test/a_noamd/2888262_21016_0_0.png,a_noamd,a_noamd,0.912026,0.087974
../../../data/data_UKBB/test/a_noamd/2890162_21016_0_0.png,a_noamd,b_amd,0.494575,0.505425
../../../data/data_UKBB/test/a_noamd/2917663_21015_0_0.png,a_noamd,a_noamd,0.911368,0.088632
../../../data/data_UKBB/test/a_noamd/2949081_21016_1_0.png,a_noamd,a_noamd,0.596116,0.403884
../../../data/data_UKBB/test/a_noamd/2968059_21016_1_0.png,a_noamd,a_noamd,0.990042,0.009958
../../../data/data_UKBB/test/a_noamd/2972541_21016_0_0.png,a_noamd,a_noamd,0.946063,0.053937
../../../data/data_UKBB/test/a_noamd/2973762_21015_0_0.png,a_noamd,a_noamd,0.919387,0.080613
../../../data/data_UKBB/test/a_noamd/2974159_21016_0_0.png,a_noamd,a_noamd,0.960861,0.039139
../../../data/data_UKBB/test/a_noamd/2975492_21016_1_0.png,a_noamd,a_noamd,0.947790,0.052210
../../../data/data_UKBB/test/a_noamd/3004980_21015_0_0.png,a_noamd,a_noamd,0.926787,0.073213
../../../data/data_UKBB/test/a_noamd/3036382_21016_0_0.png,a_noamd,a_noamd,0.940538,0.059462
../../../data/data_UKBB/test/a_noamd/3036937_21016_0_0.png,a_noamd,a_noamd,0.921539,0.078461
../../../data/data_UKBB/test/a_noamd/3042285_21015_0_0.png,a_noamd,a_noamd,0.720365,0.279635
../../../data/data_UKBB/test/a_noamd/3059488_21016_0_0.png,a_noamd,b_amd,0.478020,0.521980
../../../data/data_UKBB/test/a_noamd/3067577_21015_0_0.png,a_noamd,a_noamd,0.945130,0.054870
../../../data/data_UKBB/test/a_noamd/3081358_21016_0_0.png,a_noamd,a_noamd,0.877379,0.122621
../../../data/data_UKBB/test/a_noamd/3083279_21016_0_0.png,a_noamd,a_noamd,0.910899,0.089101
../../../data/data_UKBB/test/a_noamd/3092906_21015_0_0.png,a_noamd,a_noamd,0.898005,0.101995
../../../data/data_UKBB/test/a_noamd/3097730_21015_0_0.png,a_noamd,a_noamd,0.894680,0.105320
../../../data/data_UKBB/test/a_noamd/3112861_21016_1_0.png,a_noamd,a_noamd,0.983258,0.016742
../../../data/data_UKBB/test/a_noamd/3115038_21016_1_0.png,a_noamd,a_noamd,0.968424,0.031576
../../../data/data_UKBB/test/a_noamd/3126241_21016_1_0.png,a_noamd,a_noamd,0.971607,0.028393
../../../data/data_UKBB/test/a_noamd/3132958_21015_0_0.png,a_noamd,a_noamd,0.953002,0.046998
../../../data/data_UKBB/test/a_noamd/3135604_21015_0_0.png,a_noamd,a_noamd,0.952077,0.047923
../../../data/data_UKBB/test/a_noamd/3143757_21016_0_0.png,a_noamd,a_noamd,0.946733,0.053267
../../../data/data_UKBB/test/a_noamd/3152013_21015_0_0.png,a_noamd,a_noamd,0.962369,0.037631
../../../data/data_UKBB/test/a_noamd/3210309_21016_1_0.png,a_noamd,a_noamd,0.723964,0.276036
../../../data/data_UKBB/test/a_noamd/3213158_21016_0_0.png,a_noamd,a_noamd,0.981888,0.018112
../../../data/data_UKBB/test/a_noamd/3214719_21015_1_0.png,a_noamd,a_noamd,0.894817,0.105183
../../../data/data_UKBB/test/a_noamd/3220661_21015_0_0.png,a_noamd,a_noamd,0.982109,0.017891
../../../data/data_UKBB/test/a_noamd/3232160_21016_0_0.png,a_noamd,a_noamd,0.883766,0.116233
../../../data/data_UKBB/test/a_noamd/3238640_21015_0_0.png,a_noamd,a_noamd,0.941511,0.058489
../../../data/data_UKBB/test/a_noamd/3246947_21015_0_0.png,a_noamd,a_noamd,0.919566,0.080434
../../../data/data_UKBB/test/a_noamd/3266867_21015_0_0.png,a_noamd,a_noamd,0.896871,0.103129
../../../data/data_UKBB/test/a_noamd/3273293_21016_1_0.png,a_noamd,a_noamd,0.830296,0.169704
../../../data/data_UKBB/test/a_noamd/3291607_21015_0_0.png,a_noamd,a_noamd,0.930467,0.069533
../../../data/data_UKBB/test/a_noamd/3295572_21015_0_0.png,a_noamd,a_noamd,0.932272,0.067728
../../../data/data_UKBB/test/a_noamd/3302184_21016_1_0.png,a_noamd,a_noamd,0.953205,0.046795
../../../data/data_UKBB/test/a_noamd/3303788_21015_0_0.png,a_noamd,a_noamd,0.931601,0.068399
../../../data/data_UKBB/test/a_noamd/3304628_21016_1_0.png,a_noamd,a_noamd,0.954203,0.045797
../../../data/data_UKBB/test/a_noamd/3346001_21016_0_0.png,a_noamd,a_noamd,0.956865,0.043135
../../../data/data_UKBB/test/a_noamd/3381767_21016_0_0.png,a_noamd,b_amd,0.173918,0.826082
../../../data/data_UKBB/test/a_noamd/3393701_21016_0_0.png,a_noamd,a_noamd,0.960814,0.039186
../../../data/data_UKBB/test/a_noamd/3406454_21015_0_0.png,a_noamd,a_noamd,0.968647,0.031353
../../../data/data_UKBB/test/a_noamd/3442183_21015_0_0.png,a_noamd,a_noamd,0.955252,0.044748
../../../data/data_UKBB/test/a_noamd/3453675_21016_0_0.png,a_noamd,a_noamd,0.955395,0.044605
../../../data/data_UKBB/test/a_noamd/3455372_21015_0_0.png,a_noamd,b_amd,0.365158,0.634842
../../../data/data_UKBB/test/a_noamd/3466158_21016_0_0.png,a_noamd,a_noamd,0.950526,0.049474
../../../data/data_UKBB/test/a_noamd/3480066_21016_1_0.png,a_noamd,a_noamd,0.945729,0.054271
../../../data/data_UKBB/test/a_noamd/3488530_21016_0_0.png,a_noamd,a_noamd,0.975687,0.024313
../../../data/data_UKBB/test/a_noamd/3500747_21015_0_0.png,a_noamd,a_noamd,0.945751,0.054249
../../../data/data_UKBB/test/a_noamd/3517390_21015_0_0.png,a_noamd,a_noamd,0.946645,0.053355
../../../data/data_UKBB/test/a_noamd/3517510_21016_0_0.png,a_noamd,a_noamd,0.951068,0.048932
../../../data/data_UKBB/test/a_noamd/3528682_21015_0_0.png,a_noamd,a_noamd,0.947175,0.052825
../../../data/data_UKBB/test/a_noamd/3540784_21016_1_0.png,a_noamd,a_noamd,0.913065,0.086935
../../../data/data_UKBB/test/a_noamd/3545495_21015_1_0.png,a_noamd,a_noamd,0.708470,0.291530
../../../data/data_UKBB/test/a_noamd/3569605_21016_0_0.png,a_noamd,a_noamd,0.923978,0.076022
../../../data/data_UKBB/test/a_noamd/3569620_21015_1_0.png,a_noamd,a_noamd,0.954827,0.045173
../../../data/data_UKBB/test/a_noamd/3577464_21015_0_0.png,a_noamd,a_noamd,0.578052,0.421948
../../../data/data_UKBB/test/a_noamd/3580339_21016_0_0.png,a_noamd,a_noamd,0.952340,0.047660
../../../data/data_UKBB/test/a_noamd/3581537_21016_0_0.png,a_noamd,a_noamd,0.916675,0.083325
../../../data/data_UKBB/test/a_noamd/3593150_21016_1_0.png,a_noamd,a_noamd,0.973323,0.026677
../../../data/data_UKBB/test/a_noamd/3595229_21015_0_0.png,a_noamd,a_noamd,0.961051,0.038949
../../../data/data_UKBB/test/a_noamd/3608666_21015_0_0.png,a_noamd,a_noamd,0.958420,0.041580
../../../data/data_UKBB/test/a_noamd/3619899_21015_0_0.png,a_noamd,a_noamd,0.811872,0.188128
../../../data/data_UKBB/test/a_noamd/3633033_21015_1_0.png,a_noamd,a_noamd,0.987132,0.012868
../../../data/data_UKBB/test/a_noamd/3642698_21015_0_0.png,a_noamd,a_noamd,0.970508,0.029492
../../../data/data_UKBB/test/a_noamd/3665587_21015_0_0.png,a_noamd,a_noamd,0.967481,0.032519
../../../data/data_UKBB/test/a_noamd/3666583_21016_1_0.png,a_noamd,a_noamd,0.864506,0.135494
../../../data/data_UKBB/test/a_noamd/3670750_21016_0_0.png,a_noamd,a_noamd,0.957323,0.042677
../../../data/data_UKBB/test/a_noamd/3675573_21015_0_0.png,a_noamd,b_amd,0.319972,0.680028
../../../data/data_UKBB/test/a_noamd/3677332_21015_0_0.png,a_noamd,a_noamd,0.974760,0.025240
../../../data/data_UKBB/test/a_noamd/3692598_21015_0_0.png,a_noamd,b_amd,0.229963,0.770037
../../../data/data_UKBB/test/a_noamd/3710966_21016_0_0.png,a_noamd,a_noamd,0.964947,0.035053
../../../data/data_UKBB/test/a_noamd/3712684_21015_1_0.png,a_noamd,a_noamd,0.960201,0.039799
../../../data/data_UKBB/test/a_noamd/3713635_21015_0_0.png,a_noamd,b_amd,0.169256,0.830744
../../../data/data_UKBB/test/a_noamd/3714286_21015_1_0.png,a_noamd,a_noamd,0.921502,0.078498
../../../data/data_UKBB/test/a_noamd/3735116_21015_1_0.png,a_noamd,a_noamd,0.955269,0.044731
../../../data/data_UKBB/test/a_noamd/3739249_21016_0_0.png,a_noamd,a_noamd,0.937112,0.062888
../../../data/data_UKBB/test/a_noamd/3747207_21015_0_0.png,a_noamd,a_noamd,0.909927,0.090073
../../../data/data_UKBB/test/a_noamd/3750130_21016_0_0.png,a_noamd,a_noamd,0.953698,0.046302
../../../data/data_UKBB/test/a_noamd/3757353_21016_1_0.png,a_noamd,a_noamd,0.941633,0.058367
../../../data/data_UKBB/test/a_noamd/3758086_21016_0_0.png,a_noamd,a_noamd,0.922783,0.077217
../../../data/data_UKBB/test/a_noamd/3759184_21015_1_0.png,a_noamd,a_noamd,0.937389,0.062611
../../../data/data_UKBB/test/a_noamd/3782601_21016_0_0.png,a_noamd,a_noamd,0.957140,0.042860
