image_path,true_label,predicted_label,score_anodr,score_bmilddr,score_cmoderatedr,score_dseveredr,score_eproliferativedr
../../../data/data_APTOS/test/anodr/248dec89b3a2.png,anodr,anodr,0.942989,0.013670,0.011174,0.016442,0.015725
../../../data/data_APTOS/test/anodr/253e96488cfb.png,anodr,bmilddr,0.235078,0.739344,0.005264,0.008962,0.011353
../../../data/data_APTOS/test/anodr/2682e6da9050.png,anodr,anodr,0.945385,0.012749,0.011576,0.014460,0.015830
../../../data/data_APTOS/test/anodr/27933cdbe0cc.png,anodr,anodr,0.941051,0.014901,0.013087,0.015544,0.015417
../../../data/data_APTOS/test/anodr/283c3aeba594.png,anodr,anodr,0.950730,0.010339,0.010719,0.014628,0.013585
../../../data/data_APTOS/test/anodr/28503940d10b.png,anodr,anodr,0.943300,0.015336,0.013189,0.014087,0.014088
../../../data/data_APTOS/test/anodr/28f73575e1f2.png,anodr,anodr,0.945377,0.013261,0.011161,0.015029,0.015172
../../../data/data_APTOS/test/anodr/2923971566fe.png,anodr,anodr,0.917076,0.046790,0.009703,0.010535,0.015897
../../../data/data_APTOS/test/anodr/2927665214e1.png,anodr,anodr,0.943844,0.017389,0.013308,0.013717,0.011742
../../../data/data_APTOS/test/anodr/29a13e666266.png,anodr,anodr,0.950456,0.012141,0.009694,0.015485,0.012224
../../../data/data_APTOS/test/anodr/2a4520f1f9a3.png,anodr,anodr,0.938558,0.016608,0.014475,0.015664,0.014694
../../../data/data_APTOS/test/anodr/2b4c7b5f1f1e.png,anodr,anodr,0.930655,0.019812,0.023500,0.015715,0.010318
../../../data/data_APTOS/test/anodr/2b5bb6d33959.png,anodr,anodr,0.944109,0.012772,0.011595,0.016106,0.015419
../../../data/data_APTOS/test/anodr/2bb3c492d6d3.png,anodr,anodr,0.944585,0.011753,0.014796,0.014818,0.014048
../../../data/data_APTOS/test/anodr/2c8101f14723.png,anodr,anodr,0.946746,0.010621,0.011976,0.015344,0.015312
../../../data/data_APTOS/test/anodr/2c827005b8f8.png,anodr,anodr,0.942900,0.014783,0.012182,0.015181,0.014955
../../../data/data_APTOS/test/anodr/2cacdb0dffae.png,anodr,anodr,0.944209,0.014051,0.011609,0.015115,0.015017
../../../data/data_APTOS/test/anodr/2cdcc910778d.png,anodr,anodr,0.945174,0.012630,0.011465,0.015317,0.015415
../../../data/data_APTOS/test/anodr/2d04cead4d3a.png,anodr,anodr,0.943248,0.013950,0.011851,0.014181,0.016769
../../../data/data_APTOS/test/anodr/2d07162a13b1.png,anodr,cmoderatedr,0.025398,0.055594,0.876917,0.009723,0.032367
../../../data/data_APTOS/test/anodr/2db0cd3e30da.png,anodr,anodr,0.949108,0.008970,0.012345,0.015035,0.014543
../../../data/data_APTOS/test/anodr/2dc647e00ad3.png,anodr,anodr,0.945778,0.010954,0.012960,0.015996,0.014312
../../../data/data_APTOS/test/anodr/2dd28ac497d2.png,anodr,anodr,0.940731,0.017135,0.011613,0.015693,0.014828
../../../data/data_APTOS/test/anodr/2ef10194e80d.png,anodr,anodr,0.948219,0.010750,0.011525,0.014577,0.014928
../../../data/data_APTOS/test/anodr/2ef4a04aed1b.png,anodr,anodr,0.946637,0.013075,0.011011,0.014877,0.014399
../../../data/data_APTOS/test/anodr/2ef955d6d9ff.png,anodr,anodr,0.948046,0.014634,0.009059,0.014473,0.013789
../../../data/data_APTOS/test/anodr/2f143453bb71.png,anodr,anodr,0.945789,0.010476,0.012263,0.014611,0.016861
../../../data/data_APTOS/test/anodr/2f7fbdcc9a4b.png,anodr,anodr,0.947291,0.010947,0.012237,0.014491,0.015034
../../../data/data_APTOS/test/anodr/2fefb720869a.png,anodr,anodr,0.945945,0.015648,0.010069,0.014135,0.014203
../../../data/data_APTOS/test/anodr/3286073a976e.png,anodr,anodr,0.948856,0.017802,0.008368,0.013928,0.011046
../../../data/data_APTOS/test/anodr/331121c65e88.png,anodr,anodr,0.944534,0.013317,0.012240,0.015108,0.014799
../../../data/data_APTOS/test/anodr/33b91def2035.png,anodr,anodr,0.941981,0.013207,0.011733,0.017443,0.015636
../../../data/data_APTOS/test/anodr/33b978734eab.png,anodr,anodr,0.940536,0.014250,0.015919,0.013382,0.015912
../../../data/data_APTOS/test/anodr/345b1f0abbba.png,anodr,anodr,0.949474,0.010271,0.010186,0.016240,0.013829
../../../data/data_APTOS/test/anodr/348598d01e18.png,anodr,anodr,0.944883,0.016786,0.012243,0.012986,0.013102
../../../data/data_APTOS/test/anodr/35362d43e753.png,anodr,anodr,0.944069,0.016012,0.011200,0.013922,0.014798
../../../data/data_APTOS/test/anodr/35ac70c0d08f.png,anodr,anodr,0.940423,0.017446,0.012561,0.015048,0.014522
../../../data/data_APTOS/test/anodr/35df2bc6ae95.png,anodr,anodr,0.941227,0.016401,0.011921,0.015804,0.014648
../../../data/data_APTOS/test/anodr/360832d84ce0.png,anodr,anodr,0.934544,0.021861,0.010674,0.016883,0.016038
../../../data/data_APTOS/test/anodr/37c523296d42.png,anodr,anodr,0.942204,0.017175,0.012021,0.015120,0.013480
../../../data/data_APTOS/test/anodr/387138ddf43d.png,anodr,anodr,0.947426,0.013211,0.008812,0.015600,0.014952
../../../data/data_APTOS/test/anodr/389552047476.png,anodr,anodr,0.944457,0.017617,0.011341,0.013926,0.012659
../../../data/data_APTOS/test/anodr/393fa5a023a5.png,anodr,anodr,0.943131,0.015070,0.011665,0.015572,0.014562
../../../data/data_APTOS/test/anodr/3a4cfea0a766.png,anodr,anodr,0.942130,0.015608,0.012561,0.014345,0.015357
../../../data/data_APTOS/test/anodr/3b2b91590590.png,anodr,anodr,0.943371,0.015377,0.013399,0.014177,0.013675
../../../data/data_APTOS/test/anodr/3bf2deaa5ef0.png,anodr,anodr,0.940196,0.015482,0.013680,0.015333,0.015310
../../../data/data_APTOS/test/anodr/3bf3085ac167.png,anodr,anodr,0.941640,0.015303,0.013084,0.015657,0.014316
../../../data/data_APTOS/test/anodr/3c42512c81e0.png,anodr,anodr,0.950362,0.013150,0.010552,0.012383,0.013553
../../../data/data_APTOS/test/anodr/3ce2f8a77a32.png,anodr,anodr,0.946724,0.012836,0.012777,0.013722,0.013940
../../../data/data_APTOS/test/anodr/3f0d3629d69e.png,anodr,anodr,0.944398,0.013969,0.013167,0.014003,0.014463
../../../data/data_APTOS/test/anodr/3f44d749cd0b.png,anodr,anodr,0.881446,0.080501,0.005653,0.013227,0.019172
../../../data/data_APTOS/test/anodr/3f6c627e2ff2.png,anodr,anodr,0.940588,0.015370,0.015457,0.014816,0.013769
../../../data/data_APTOS/test/anodr/3fd45879afe6.png,anodr,anodr,0.946735,0.012201,0.011912,0.014576,0.014577
../../../data/data_APTOS/test/anodr/401fdfd0db07.png,anodr,anodr,0.944792,0.016315,0.011574,0.013899,0.013421
../../../data/data_APTOS/test/anodr/41345cec5957.png,anodr,anodr,0.941498,0.012405,0.014828,0.013964,0.017305
../../../data/data_APTOS/test/anodr/415d5c5e785f.png,anodr,anodr,0.937204,0.021081,0.013112,0.014224,0.014380
../../../data/data_APTOS/test/anodr/41ab357d103f.png,anodr,anodr,0.944030,0.014217,0.011777,0.015215,0.014762
../../../data/data_APTOS/test/anodr/4276b82e4489.png,anodr,anodr,0.942047,0.015687,0.014596,0.013900,0.013769
../../../data/data_APTOS/test/anodr/42b9c1977681.png,anodr,anodr,0.941355,0.016296,0.013047,0.015242,0.014060
../../../data/data_APTOS/test/anodr/42c65af5ab16.png,anodr,anodr,0.946062,0.012666,0.012427,0.013935,0.014911
../../../data/data_APTOS/test/anodr/436e7a7af761.png,anodr,anodr,0.953123,0.012338,0.009423,0.011874,0.013243
../../../data/data_APTOS/test/anodr/43823561c3f0.png,anodr,anodr,0.949771,0.011990,0.012370,0.012247,0.013622
../../../data/data_APTOS/test/anodr/43bc7c066dfb.png,anodr,anodr,0.948441,0.011581,0.013418,0.015018,0.011541
../../../data/data_APTOS/test/anodr/445a8a6da55c.png,anodr,anodr,0.944221,0.018493,0.012371,0.013384,0.011531
../../../data/data_APTOS/test/anodr/44a4d04162cc.png,anodr,anodr,0.940075,0.017779,0.011792,0.014635,0.015719
../../../data/data_APTOS/test/anodr/44a86263117b.png,anodr,anodr,0.943393,0.015021,0.013998,0.014842,0.012747
../../../data/data_APTOS/test/anodr/4554062fa836.png,anodr,anodr,0.940407,0.015594,0.011966,0.014753,0.017279
../../../data/data_APTOS/test/anodr/475300735b7f.png,anodr,anodr,0.943972,0.014350,0.010692,0.014680,0.016307
../../../data/data_APTOS/test/anodr/478fc46eaa49.png,anodr,anodr,0.942567,0.015402,0.012799,0.014706,0.014526
../../../data/data_APTOS/test/anodr/4826d10030b3.png,anodr,anodr,0.946066,0.011862,0.014963,0.011351,0.015757
../../../data/data_APTOS/test/anodr/4a05f81b3aba.png,anodr,anodr,0.953578,0.011910,0.007637,0.015761,0.011114
../../../data/data_APTOS/test/anodr/4a4cb731f91a.png,anodr,anodr,0.945424,0.012222,0.013906,0.014561,0.013886
../../../data/data_APTOS/test/anodr/4a589edaea60.png,anodr,anodr,0.945315,0.012599,0.016432,0.014740,0.010915
../../../data/data_APTOS/test/anodr/4ad8d3ec8789.png,anodr,anodr,0.934920,0.021656,0.015501,0.014346,0.013577
../../../data/data_APTOS/test/anodr/4d1e7def7624.png,anodr,anodr,0.937846,0.024049,0.017912,0.009849,0.010344
../../../data/data_APTOS/test/anodr/4dd4a4bf2421.png,anodr,anodr,0.944860,0.011997,0.012458,0.015136,0.015548
../../../data/data_APTOS/test/anodr/4e1e252317b5.png,anodr,anodr,0.938331,0.021896,0.014066,0.013031,0.012675
../../../data/data_APTOS/test/anodr/4fd5ec0dca09.png,anodr,anodr,0.938719,0.014927,0.010028,0.018421,0.017905
../../../data/data_APTOS/test/anodr/500aad15b7c8.png,anodr,anodr,0.943305,0.013212,0.012303,0.014478,0.016701
../../../data/data_APTOS/test/anodr/501c319f7a9f.png,anodr,anodr,0.945023,0.016145,0.011598,0.014225,0.013009
../../../data/data_APTOS/test/anodr/504a69096fcb.png,anodr,anodr,0.942510,0.017342,0.010993,0.014359,0.014796
../../../data/data_APTOS/test/anodr/5069feccd866.png,anodr,anodr,0.947799,0.012135,0.013536,0.012613,0.013917
../../../data/data_APTOS/test/anodr/50915e2329a1.png,anodr,anodr,0.939744,0.015357,0.013212,0.016932,0.014755
../../../data/data_APTOS/test/anodr/50916d67bb51.png,anodr,anodr,0.937809,0.018483,0.012594,0.015431,0.015683
../../../data/data_APTOS/test/anodr/50d8249f7bc9.png,anodr,anodr,0.946338,0.012563,0.012687,0.015036,0.013377
../../../data/data_APTOS/test/anodr/50ddd7d976df.png,anodr,anodr,0.951665,0.008272,0.012407,0.014590,0.013066
../../../data/data_APTOS/test/anodr/521b5377a727.png,anodr,anodr,0.952994,0.012664,0.008193,0.012727,0.013423
../../../data/data_APTOS/test/anodr/5257cb536da2.png,anodr,anodr,0.923818,0.032948,0.016525,0.016898,0.009811
../../../data/data_APTOS/test/anodr/5299a532f0e0.png,anodr,anodr,0.947423,0.013951,0.011669,0.013199,0.013758
../../../data/data_APTOS/test/anodr/52edbe29d655.png,anodr,anodr,0.944206,0.018930,0.012669,0.013069,0.011125
../../../data/data_APTOS/test/anodr/5321ab64f9ea.png,anodr,anodr,0.943358,0.017478,0.012038,0.013888,0.013237
../../../data/data_APTOS/test/anodr/53c874dbc594.png,anodr,anodr,0.938300,0.017244,0.020514,0.009730,0.014211
../../../data/data_APTOS/test/anodr/54038e56131d.png,anodr,anodr,0.947017,0.012922,0.011394,0.015309,0.013358
../../../data/data_APTOS/test/anodr/54f57cf26126.png,anodr,anodr,0.946340,0.014113,0.011859,0.013411,0.014278
../../../data/data_APTOS/test/anodr/5511f114e7ee.png,anodr,anodr,0.940181,0.014642,0.015022,0.015646,0.014509
../../../data/data_APTOS/test/anodr/555d0bef3c5b.png,anodr,anodr,0.947361,0.011756,0.011933,0.014899,0.014052
../../../data/data_APTOS/test/anodr/55f7f018c61c.png,anodr,anodr,0.947402,0.010294,0.014253,0.014521,0.013530
../../../data/data_APTOS/test/anodr/568455854a11.png,anodr,anodr,0.946318,0.012416,0.011060,0.016271,0.013935
../../../data/data_APTOS/test/anodr/586f5c56081e.png,anodr,anodr,0.943236,0.015859,0.011640,0.013359,0.015906
../../../data/data_APTOS/test/anodr/58a9e0d7f7af.png,anodr,anodr,0.941735,0.017820,0.010527,0.015174,0.014744
../../../data/data_APTOS/test/anodr/58eb3809f456.png,anodr,anodr,0.947630,0.012716,0.012762,0.013502,0.013389
../../../data/data_APTOS/test/anodr/58f07741ee3b.png,anodr,anodr,0.942645,0.015017,0.011903,0.014863,0.015572
../../../data/data_APTOS/test/anodr/59928f999ae7.png,anodr,anodr,0.945592,0.011794,0.013471,0.014612,0.014531
../../../data/data_APTOS/test/anodr/5995321563b7.png,anodr,anodr,0.945431,0.013090,0.011458,0.014779,0.015242
../../../data/data_APTOS/test/anodr/59bd19c1c5bb.png,anodr,anodr,0.944234,0.015484,0.011232,0.014780,0.014270
../../../data/data_APTOS/test/anodr/5a27b9b2a9c1.png,anodr,anodr,0.941706,0.018826,0.009938,0.016544,0.012986
../../../data/data_APTOS/test/anodr/5b1c4cefeb24.png,anodr,anodr,0.940394,0.021758,0.011088,0.012955,0.013805
../../../data/data_APTOS/test/anodr/5b994ff78547.png,anodr,anodr,0.945031,0.015677,0.011305,0.015437,0.012549
../../../data/data_APTOS/test/anodr/5ba156a35ff2.png,anodr,anodr,0.940164,0.017169,0.012743,0.014923,0.015001
../../../data/data_APTOS/test/anodr/5baed382f062.png,anodr,anodr,0.843185,0.097155,0.023067,0.021554,0.015038
../../../data/data_APTOS/test/anodr/5c85d22bd0de.png,anodr,anodr,0.914418,0.044220,0.016643,0.013947,0.010772
../../../data/data_APTOS/test/anodr/5ca73d28f17f.png,anodr,anodr,0.947270,0.011870,0.012230,0.014141,0.014489
../../../data/data_APTOS/test/anodr/5cbe88914a72.png,anodr,anodr,0.945018,0.014594,0.012810,0.012793,0.014784
../../../data/data_APTOS/test/anodr/5d4e5fd34d91.png,anodr,anodr,0.946833,0.013977,0.010511,0.013191,0.015488
../../../data/data_APTOS/test/anodr/5de4615a5161.png,anodr,anodr,0.940504,0.017187,0.013177,0.015037,0.014095
../../../data/data_APTOS/test/anodr/5e505e25cd3e.png,anodr,anodr,0.950930,0.011012,0.011253,0.012643,0.014163
../../../data/data_APTOS/test/anodr/5e97cb2b0888.png,anodr,anodr,0.944429,0.022367,0.007828,0.013009,0.012368
../../../data/data_APTOS/test/anodr/5f6db235c04d.png,anodr,anodr,0.947964,0.010358,0.010339,0.013597,0.017742
../../../data/data_APTOS/test/anodr/609be3ca5ddf.png,anodr,anodr,0.946462,0.015131,0.009634,0.015991,0.012782
../../../data/data_APTOS/test/anodr/60aa4e649abf.png,anodr,anodr,0.945316,0.012654,0.011016,0.015142,0.015873
../../../data/data_APTOS/test/anodr/6180920bc224.png,anodr,anodr,0.915981,0.040317,0.023642,0.009616,0.010444
../../../data/data_APTOS/test/anodr/61a62b1dcc36.png,anodr,anodr,0.942997,0.013369,0.014535,0.014287,0.014811
../../../data/data_APTOS/test/anodr/61da799bf0aa.png,anodr,anodr,0.945688,0.016925,0.010251,0.013860,0.013276
../../../data/data_APTOS/test/anodr/628b581aa905.png,anodr,anodr,0.941292,0.016605,0.013723,0.014254,0.014125
../../../data/data_APTOS/test/anodr/6294b378d09f.png,anodr,anodr,0.936049,0.022140,0.012646,0.015372,0.013793
../../../data/data_APTOS/test/anodr/633fe9dbaf39.png,anodr,anodr,0.946792,0.011668,0.012352,0.014862,0.014325
../../../data/data_APTOS/test/anodr/63b71347e95d.png,anodr,anodr,0.945557,0.015381,0.012340,0.014220,0.012503
../../../data/data_APTOS/test/anodr/63e041a757eb.png,anodr,anodr,0.943621,0.014441,0.013374,0.016296,0.012269
../../../data/data_APTOS/test/anodr/6504b703c429.png,anodr,anodr,0.942671,0.015900,0.015626,0.013720,0.012084
../../../data/data_APTOS/test/anodr/65a3b13ad9a0.png,anodr,bmilddr,0.005595,0.942417,0.029509,0.013213,0.009265
../../../data/data_APTOS/test/anodr/65a7fe9482fe.png,anodr,anodr,0.943523,0.016367,0.012348,0.012923,0.014838
../../../data/data_APTOS/test/anodr/65dda202653d.png,anodr,anodr,0.940220,0.017612,0.009906,0.014527,0.017735
../../../data/data_APTOS/test/anodr/66393d8c60ba.png,anodr,anodr,0.944127,0.016094,0.011495,0.015053,0.013230
../../../data/data_APTOS/test/anodr/66b88a4bc474.png,anodr,anodr,0.944420,0.011854,0.012692,0.015641,0.015393
../../../data/data_APTOS/test/anodr/68ddb15a74de.png,anodr,anodr,0.942033,0.015457,0.012126,0.016292,0.014092
../../../data/data_APTOS/test/anodr/69b3a00927fc.png,anodr,anodr,0.934819,0.023022,0.012281,0.016250,0.013628
../../../data/data_APTOS/test/anodr/69c4cbb630de.png,anodr,anodr,0.943796,0.014211,0.010297,0.015994,0.015702
../../../data/data_APTOS/test/anodr/6a2642131e4a.png,anodr,anodr,0.943340,0.016044,0.013012,0.014099,0.013506
../../../data/data_APTOS/test/anodr/6a57a3db3eff.png,anodr,anodr,0.943752,0.014946,0.011257,0.015125,0.014921
../../../data/data_APTOS/test/anodr/6a905a7202d2.png,anodr,anodr,0.946173,0.013726,0.010117,0.015593,0.014391
../../../data/data_APTOS/test/anodr/6b30767595d8.png,anodr,anodr,0.950578,0.009948,0.011480,0.013701,0.014293
../../../data/data_APTOS/test/anodr/6b66b0e86f7e.png,anodr,anodr,0.949040,0.010640,0.010780,0.015568,0.013971
../../../data/data_APTOS/test/anodr/6bf2a81a5d91.png,anodr,anodr,0.945099,0.013301,0.011039,0.017087,0.013475
../../../data/data_APTOS/test/anodr/6c6505a0c637.png,anodr,anodr,0.944657,0.012827,0.015061,0.013341,0.014114
../../../data/data_APTOS/test/anodr/6d4f6c9a8406.png,anodr,anodr,0.938167,0.015706,0.015698,0.016574,0.013855
../../../data/data_APTOS/test/anodr/6d5a8362dd1e.png,anodr,anodr,0.944698,0.012889,0.013829,0.012451,0.016132
../../../data/data_APTOS/test/anodr/6d9effbcde78.png,anodr,anodr,0.944924,0.013412,0.010242,0.015004,0.016419
../../../data/data_APTOS/test/anodr/6dc0281f11e3.png,anodr,anodr,0.944387,0.015077,0.013302,0.013850,0.013384
../../../data/data_APTOS/test/anodr/6df8b7b6e837.png,anodr,anodr,0.939162,0.021573,0.013083,0.013617,0.012565
../../../data/data_APTOS/test/anodr/6e0f78e188ff.png,anodr,anodr,0.948133,0.012195,0.010112,0.014324,0.015235
../../../data/data_APTOS/test/anodr/6e1db8711879.png,anodr,anodr,0.943760,0.014926,0.010638,0.014978,0.015698
../../../data/data_APTOS/test/anodr/6fbaaf8eb67a.png,anodr,anodr,0.943076,0.022209,0.008637,0.011331,0.014746
../../../data/data_APTOS/test/anodr/7131bf4c9e6f.png,anodr,anodr,0.914199,0.052626,0.005715,0.014540,0.012920
../../../data/data_APTOS/test/anodr/726dff37edc0.png,anodr,anodr,0.947731,0.012791,0.009538,0.017209,0.012731
