image_path,true_label,predicted_label,score_anormal,score_cglaucoma
../../../data/data_VEIRC/test/anormal/image_078_67.jpg,anormal,anormal,0.967550,0.032450
../../../data/data_VEIRC/test/anormal/image_079_15.jpg,anormal,anormal,0.937034,0.062966
../../../data/data_VEIRC/test/anormal/image_080_157.jpg,anormal,anormal,0.839738,0.160262
../../../data/data_VEIRC/test/anormal/image_081_153.jpg,anormal,anormal,0.841229,0.158771
../../../data/data_VEIRC/test/anormal/image_082_9.jpg,anormal,anormal,0.895373,0.104627
../../../data/data_VEIRC/test/anormal/image_083_30.jpg,anormal,anormal,0.941301,0.058699
../../../data/data_VEIRC/test/anormal/image_084_34.jpg,anormal,anormal,0.788203,0.211797
../../../data/data_VEIRC/test/anormal/image_085_61.jpg,anormal,anormal,0.919710,0.080290
../../../data/data_VEIRC/test/anormal/image_086_24.jpg,anormal,anormal,0.936768,0.063231
../../../data/data_VEIRC/test/anormal/image_087_210.jpg,anormal,anormal,0.836061,0.163939
../../../data/data_VEIRC/test/anormal/image_088_175.jpg,anormal,anormal,0.937034,0.062966
../../../data/data_VEIRC/test/anormal/image_089_38.jpg,anormal,anormal,0.929037,0.070963
../../../data/data_VEIRC/test/anormal/image_090_145.jpg,anormal,anormal,0.957498,0.042502
../../../data/data_VEIRC/test/anormal/image_091_223.jpg,anormal,anormal,0.975866,0.024134
../../../data/data_VEIRC/test/anormal/image_092_1.jpg,anormal,anormal,0.967114,0.032886
../../../data/data_VEIRC/test/anormal/image_093_140.jpg,anormal,anormal,0.895373,0.104627
../../../data/data_VEIRC/test/anormal/image_094_150.jpg,anormal,anormal,0.785417,0.214583
../../../data/data_VEIRC/test/anormal/image_095_11.jpg,anormal,anormal,0.969666,0.030334
../../../data/data_VEIRC/test/anormal/image_096_98.jpg,anormal,anormal,0.941450,0.058550
../../../data/data_VEIRC/test/anormal/image_097_176.jpg,anormal,anormal,0.967740,0.032260
../../../data/data_VEIRC/test/anormal/image_098_205.jpg,anormal,anormal,0.889066,0.110934
../../../data/data_VEIRC/test/anormal/image_099_22.jpg,anormal,anormal,0.891722,0.108278
../../../data/data_VEIRC/test/anormal/image_100_196.jpg,anormal,anormal,0.921716,0.078284
../../../data/data_VEIRC/test/anormal/image_101_222.jpg,anormal,anormal,0.980261,0.019739
../../../data/data_VEIRC/test/anormal/image_102_155.jpg,anormal,anormal,0.855591,0.144409
../../../data/data_VEIRC/test/anormal/image_103_204.jpg,anormal,anormal,0.952583,0.047417
../../../data/data_VEIRC/test/anormal/image_104_2.jpg,anormal,anormal,0.948301,0.051699
../../../data/data_VEIRC/test/anormal/image_105_0.jpg,anormal,anormal,0.969516,0.030484
../../../data/data_VEIRC/test/anormal/image_106_141.jpg,anormal,anormal,0.752814,0.247186
../../../data/data_VEIRC/test/anormal/image_107_166.jpg,anormal,anormal,0.862755,0.137245
../../../data/data_VEIRC/test/anormal/image_108_188.jpg,anormal,anormal,0.896151,0.103849
../../../data/data_VEIRC/test/anormal/image_109_76.jpg,anormal,anormal,0.731511,0.268489
../../../data/data_VEIRC/test/anormal/image_110_199.jpg,anormal,anormal,0.809687,0.190313
../../../data/data_VEIRC/test/anormal/image_111_58.jpg,anormal,anormal,0.859054,0.140946
../../../data/data_VEIRC/test/anormal/image_112_111.jpg,anormal,anormal,0.897506,0.102494
../../../data/data_VEIRC/test/anormal/image_113_224.jpg,anormal,anormal,0.901585,0.098415
../../../data/data_VEIRC/test/anormal/image_114_57.jpg,anormal,anormal,0.902873,0.097127
../../../data/data_VEIRC/test/anormal/image_115_121.jpg,anormal,anormal,0.739521,0.260479
../../../data/data_VEIRC/test/anormal/image_116_69.jpg,anormal,anormal,0.920521,0.079479
../../../data/data_VEIRC/test/anormal/image_117_211.jpg,anormal,anormal,0.936971,0.063029
../../../data/data_VEIRC/test/anormal/image_118_101.jpg,anormal,anormal,0.723394,0.276606
../../../data/data_VEIRC/test/anormal/image_119_194.jpg,anormal,anormal,0.653651,0.346349
../../../data/data_VEIRC/test/anormal/image_120_17.jpg,anormal,anormal,0.867875,0.132125
../../../data/data_VEIRC/test/anormal/image_121_189.jpg,anormal,anormal,0.939284,0.060716
../../../data/data_VEIRC/test/anormal/image_122_6.jpg,anormal,anormal,0.686989,0.313011
../../../data/data_VEIRC/test/anormal/image_123_35.jpg,anormal,anormal,0.810657,0.189343
../../../data/data_VEIRC/test/anormal/image_124_126.jpg,anormal,anormal,0.601831,0.398169
../../../data/data_VEIRC/test/anormal/image_125_183.jpg,anormal,anormal,0.646425,0.353575
../../../data/data_VEIRC/test/anormal/image_126_177.jpg,anormal,anormal,0.808634,0.191366
../../../data/data_VEIRC/test/anormal/image_127_43.jpg,anormal,anormal,0.798682,0.201318
../../../data/data_VEIRC/test/anormal/image_128_60.jpg,anormal,anormal,0.821561,0.178439
../../../data/data_VEIRC/test/anormal/image_129_156.jpg,anormal,anormal,0.978382,0.021618
../../../data/data_VEIRC/test/anormal/image_130_104.jpg,anormal,anormal,0.778528,0.221472
../../../data/data_VEIRC/test/anormal/image_131_131.jpg,anormal,anormal,0.958224,0.041776
../../../data/data_VEIRC/test/anormal/image_132_52.jpg,anormal,anormal,0.863389,0.136611
../../../data/data_VEIRC/test/anormal/image_133_75.jpg,anormal,anormal,0.944401,0.055599
../../../data/data_VEIRC/test/anormal/image_134_97.jpg,anormal,anormal,0.950463,0.049537
../../../data/data_VEIRC/test/anormal/image_135_90.jpg,anormal,anormal,0.880840,0.119160
../../../data/data_VEIRC/test/anormal/image_136_128.jpg,anormal,anormal,0.695494,0.304506
../../../data/data_VEIRC/test/anormal/image_137_87.jpg,anormal,anormal,0.856610,0.143390
../../../data/data_VEIRC/test/anormal/image_138_19.jpg,anormal,anormal,0.662804,0.337196
../../../data/data_VEIRC/test/anormal/image_139_167.jpg,anormal,anormal,0.854058,0.145942
../../../data/data_VEIRC/test/anormal/image_140_27.jpg,anormal,anormal,0.945637,0.054363
../../../data/data_VEIRC/test/anormal/image_141_18.jpg,anormal,anormal,0.861640,0.138360
../../../data/data_VEIRC/test/anormal/image_142_159.jpg,anormal,anormal,0.914242,0.085757
../../../data/data_VEIRC/test/anormal/image_143_107.jpg,anormal,anormal,0.768640,0.231360
../../../data/data_VEIRC/test/anormal/image_144_180.jpg,anormal,anormal,0.812331,0.187669
../../../data/data_VEIRC/test/anormal/image_145_78.jpg,anormal,anormal,0.861103,0.138897
../../../data/data_VEIRC/test/anormal/image_146_85.jpg,anormal,anormal,0.914166,0.085834
../../../data/data_VEIRC/test/anormal/image_147_193.jpg,anormal,anormal,0.949533,0.050467
../../../data/data_VEIRC/test/anormal/image_148_216.jpg,anormal,anormal,0.895443,0.104557
../../../data/data_VEIRC/test/anormal/image_149_134.jpg,anormal,anormal,0.933891,0.066109
../../../data/data_VEIRC/test/anormal/image_150_198.jpg,anormal,anormal,0.934214,0.065786
../../../data/data_VEIRC/test/anormal/image_151_31.jpg,anormal,anormal,0.835178,0.164822
../../../data/data_VEIRC/test/anormal/image_152_169.jpg,anormal,anormal,0.968282,0.031718
../../../data/data_VEIRC/test/anormal/image_153_213.jpg,anormal,anormal,0.775207,0.224793
../../../data/data_VEIRC/test/anormal/image_154_23.jpg,anormal,anormal,0.965567,0.034432
../../../data/data_VEIRC/test/anormal/image_155_151.jpg,anormal,anormal,0.748941,0.251059
../../../data/data_VEIRC/test/anormal/image_156_72.jpg,anormal,anormal,0.751635,0.248365
../../../data/data_VEIRC/test/anormal/image_157_115.jpg,anormal,anormal,0.970652,0.029348
../../../data/data_VEIRC/test/anormal/image_158_191.jpg,anormal,anormal,0.966854,0.033146
../../../data/data_VEIRC/test/anormal/image_159_162.jpg,anormal,anormal,0.798695,0.201305
../../../data/data_VEIRC/test/anormal/image_160_124.jpg,anormal,anormal,0.979177,0.020823
../../../data/data_VEIRC/test/anormal/image_161_62.jpg,anormal,anormal,0.855399,0.144601
../../../data/data_VEIRC/test/anormal/image_162_48.jpg,anormal,anormal,0.627983,0.372017
../../../data/data_VEIRC/test/anormal/image_163_206.jpg,anormal,anormal,0.869684,0.130316
../../../data/data_VEIRC/test/anormal/image_164_215.jpg,anormal,anormal,0.728875,0.271126
../../../data/data_VEIRC/test/anormal/image_165_77.jpg,anormal,anormal,0.962752,0.037248
../../../data/data_VEIRC/test/anormal/image_166_129.jpg,anormal,anormal,0.932801,0.067199
../../../data/data_VEIRC/test/anormal/image_167_138.jpg,anormal,cglaucoma,0.248119,0.751881
../../../data/data_VEIRC/test/anormal/image_168_113.jpg,anormal,anormal,0.887223,0.112777
../../../data/data_VEIRC/test/anormal/image_169_119.jpg,anormal,anormal,0.963782,0.036218
../../../data/data_VEIRC/test/anormal/image_170_133.jpg,anormal,anormal,0.920198,0.079802
../../../data/data_VEIRC/test/anormal/image_171_203.jpg,anormal,anormal,0.729771,0.270229
../../../data/data_VEIRC/test/anormal/image_172_137.jpg,anormal,anormal,0.725033,0.274967
../../../data/data_VEIRC/test/anormal/image_173_83.jpg,anormal,anormal,0.697155,0.302845
../../../data/data_VEIRC/test/anormal/image_174_123.jpg,anormal,anormal,0.865416,0.134584
../../../data/data_VEIRC/test/anormal/image_175_91.jpg,anormal,anormal,0.631745,0.368255
../../../data/data_VEIRC/test/anormal/image_176_161.jpg,anormal,anormal,0.879632,0.120368
../../../data/data_VEIRC/test/anormal/image_177_112.jpg,anormal,anormal,0.893769,0.106231
../../../data/data_VEIRC/test/anormal/image_178_46.jpg,anormal,anormal,0.748776,0.251224
../../../data/data_VEIRC/test/anormal/image_179_84.jpg,anormal,anormal,0.706825,0.293175
../../../data/data_VEIRC/test/anormal/image_180_53.jpg,anormal,anormal,0.697814,0.302186
../../../data/data_VEIRC/test/anormal/image_181_207.jpg,anormal,anormal,0.662139,0.337861
../../../data/data_VEIRC/test/anormal/image_182_171.jpg,anormal,anormal,0.862570,0.137430
../../../data/data_VEIRC/test/anormal/image_183_40.jpg,anormal,anormal,0.886744,0.113256
../../../data/data_VEIRC/test/anormal/image_184_197.jpg,anormal,anormal,0.601151,0.398849
../../../data/data_VEIRC/test/anormal/image_185_185.jpg,anormal,anormal,0.765953,0.234047
../../../data/data_VEIRC/test/anormal/image_186_114.jpg,anormal,anormal,0.748512,0.251488
../../../data/data_VEIRC/test/anormal/image_187_100.jpg,anormal,anormal,0.902322,0.097678
../../../data/data_VEIRC/test/anormal/image_188_192.jpg,anormal,anormal,0.972923,0.027077
../../../data/data_VEIRC/test/anormal/image_189_149.jpg,anormal,anormal,0.781292,0.218708
../../../data/data_VEIRC/test/anormal/image_190_7.jpg,anormal,anormal,0.741218,0.258782
../../../data/data_VEIRC/test/anormal/image_191_8.jpg,anormal,anormal,0.851151,0.148849
../../../data/data_VEIRC/test/anormal/image_192_68.jpg,anormal,anormal,0.701741,0.298259
../../../data/data_VEIRC/test/anormal/image_193_51.jpg,anormal,anormal,0.960586,0.039414
../../../data/data_VEIRC/test/anormal/image_194_88.jpg,anormal,anormal,0.926370,0.073630
../../../data/data_VEIRC/test/anormal/image_195_106.jpg,anormal,anormal,0.844455,0.155545
../../../data/data_VEIRC/test/anormal/image_196_80.jpg,anormal,anormal,0.799685,0.200315
../../../data/data_VEIRC/test/anormal/image_197_28.jpg,anormal,anormal,0.767079,0.232921
../../../data/data_VEIRC/test/anormal/image_198_66.jpg,anormal,anormal,0.631888,0.368112
../../../data/data_VEIRC/test/anormal/image_199_94.jpg,anormal,anormal,0.775839,0.224161
../../../data/data_VEIRC/test/anormal/image_200_45.jpg,anormal,anormal,0.814763,0.185237
../../../data/data_VEIRC/test/anormal/image_201_81.jpg,anormal,anormal,0.827371,0.172629
../../../data/data_VEIRC/test/anormal/image_202_14.jpg,anormal,anormal,0.732629,0.267371
../../../data/data_VEIRC/test/anormal/image_203_181.jpg,anormal,anormal,0.961988,0.038012
../../../data/data_VEIRC/test/anormal/image_204_208.jpg,anormal,anormal,0.955402,0.044597
../../../data/data_VEIRC/test/anormal/image_205_29.jpg,anormal,anormal,0.824114,0.175886
../../../data/data_VEIRC/test/anormal/image_206_186.jpg,anormal,anormal,0.634095,0.365905
../../../data/data_VEIRC/test/anormal/image_207_221.jpg,anormal,anormal,0.707664,0.292336
../../../data/data_VEIRC/test/anormal/image_208_20.jpg,anormal,anormal,0.968680,0.031320
../../../data/data_VEIRC/test/anormal/image_209_42.jpg,anormal,anormal,0.887161,0.112839
../../../data/data_VEIRC/test/anormal/image_210_73.jpg,anormal,anormal,0.697814,0.302186
../../../data/data_VEIRC/test/anormal/image_211_152.jpg,anormal,anormal,0.662139,0.337861
../../../data/data_VEIRC/test/anormal/image_212_47.jpg,anormal,anormal,0.888856,0.111144
../../../data/data_VEIRC/test/anormal/image_213_144.jpg,anormal,anormal,0.904037,0.095963
../../../data/data_VEIRC/test/anormal/image_214_89.jpg,anormal,anormal,0.831084,0.168915
../../../data/data_VEIRC/test/anormal/image_215_147.jpg,anormal,anormal,0.667721,0.332279
../../../data/data_VEIRC/test/anormal/image_216_74.jpg,anormal,anormal,0.795742,0.204258
../../../data/data_VEIRC/test/anormal/image_217_117.jpg,anormal,anormal,0.683559,0.316441
../../../data/data_VEIRC/test/anormal/image_218_122.jpg,anormal,anormal,0.793079,0.206921
../../../data/data_VEIRC/test/anormal/image_219_21.jpg,anormal,anormal,0.936090,0.063910
../../../data/data_VEIRC/test/anormal/image_220_86.jpg,anormal,anormal,0.963827,0.036173
../../../data/data_VEIRC/test/anormal/image_221_132.jpg,anormal,anormal,0.634728,0.365272
../../../data/data_VEIRC/test/anormal/image_222_174.jpg,anormal,anormal,0.928794,0.071206
../../../data/data_VEIRC/test/anormal/image_223_172.jpg,anormal,anormal,0.768130,0.231870
../../../data/data_VEIRC/test/anormal/image_224_165.jpg,anormal,anormal,0.618307,0.381693
../../../data/data_VEIRC/test/anormal/image_225_148.jpg,anormal,anormal,0.722859,0.277141
../../../data/data_VEIRC/test/cglaucoma/image_001_250.jpg,cglaucoma,anormal,0.913589,0.086411
../../../data/data_VEIRC/test/cglaucoma/image_002_252.jpg,cglaucoma,anormal,0.768696,0.231304
../../../data/data_VEIRC/test/cglaucoma/image_003_234.jpg,cglaucoma,cglaucoma,0.392844,0.607156
../../../data/data_VEIRC/test/cglaucoma/image_004_238.jpg,cglaucoma,anormal,0.626419,0.373581
../../../data/data_VEIRC/test/cglaucoma/image_005_228.jpg,cglaucoma,anormal,0.853984,0.146016
../../../data/data_VEIRC/test/cglaucoma/image_006_225.jpg,cglaucoma,anormal,0.670227,0.329773
../../../data/data_VEIRC/test/cglaucoma/image_007_226.jpg,cglaucoma,anormal,0.791769,0.208231
../../../data/data_VEIRC/test/cglaucoma/image_008_245.jpg,cglaucoma,anormal,0.908743,0.091257
../../../data/data_VEIRC/test/cglaucoma/image_009_247.jpg,cglaucoma,anormal,0.709358,0.290642
../../../data/data_VEIRC/test/cglaucoma/image_010_232.jpg,cglaucoma,anormal,0.709358,0.290642
../../../data/data_VEIRC/test/cglaucoma/image_011_254.jpg,cglaucoma,anormal,0.902489,0.097511
../../../data/data_VEIRC/test/cglaucoma/image_012_236.jpg,cglaucoma,anormal,0.897220,0.102780
../../../data/data_VEIRC/test/cglaucoma/image_013_239.jpg,cglaucoma,anormal,0.853535,0.146464
../../../data/data_VEIRC/test/cglaucoma/image_014_237.jpg,cglaucoma,anormal,0.939571,0.060429
../../../data/data_VEIRC/test/cglaucoma/image_015_253.jpg,cglaucoma,cglaucoma,0.262204,0.737796
../../../data/data_VEIRC/test/cglaucoma/image_016_240.jpg,cglaucoma,anormal,0.675400,0.324600
../../../data/data_VEIRC/test/cglaucoma/image_017_241.jpg,cglaucoma,anormal,0.795255,0.204745
../../../data/data_VEIRC/test/cglaucoma/image_018_246.jpg,cglaucoma,anormal,0.612955,0.387045
../../../data/data_VEIRC/test/cglaucoma/image_019_249.jpg,cglaucoma,anormal,0.551346,0.448654
../../../data/data_VEIRC/test/cglaucoma/image_020_227.jpg,cglaucoma,anormal,0.657957,0.342043
../../../data/data_VEIRC/test/cglaucoma/image_021_229.jpg,cglaucoma,anormal,0.655840,0.344160
../../../data/data_VEIRC/test/cglaucoma/image_022_235.jpg,cglaucoma,cglaucoma,0.256278,0.743722
../../../data/data_VEIRC/test/cglaucoma/image_023_244.jpg,cglaucoma,anormal,0.612955,0.387045
../../../data/data_VEIRC/test/cglaucoma/image_024_251.jpg,cglaucoma,anormal,0.925088,0.074912
../../../data/data_VEIRC/test/cglaucoma/image_025_243.jpg,cglaucoma,anormal,0.655840,0.344160
../../../data/data_VEIRC/test/cglaucoma/image_026_248.jpg,cglaucoma,anormal,0.579275,0.420725
../../../data/data_VEIRC/test/cglaucoma/image_027_230.jpg,cglaucoma,anormal,0.776383,0.223617
../../../data/data_VEIRC/test/cglaucoma/image_028_242.jpg,cglaucoma,cglaucoma,0.230354,0.769646
../../../data/data_VEIRC/test/cglaucoma/image_029_255.jpg,cglaucoma,anormal,0.753310,0.246690
../../../data/data_VEIRC/test/cglaucoma/image_030_256.jpg,cglaucoma,anormal,0.640772,0.359228
../../../data/data_VEIRC/test/cglaucoma/image_031_233.jpg,cglaucoma,anormal,0.580339,0.419661
../../../data/data_VEIRC/test/cglaucoma/image_032_231.jpg,cglaucoma,cglaucoma,0.180500,0.819500
