file,prob_anormal,prob_cglaucoma,pred,true
../../../data/data_VEIRC/test/anormal/image_043_54.jpg,0.928404,0.071596,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_044_70.jpg,0.965096,0.034904,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_045_182.jpg,0.935975,0.064025,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_046_64.jpg,0.929287,0.070713,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_047_143.jpg,0.924810,0.075190,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_048_130.jpg,0.952288,0.047712,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_049_105.jpg,0.942221,0.057779,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_050_163.jpg,0.909846,0.090153,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_051_190.jpg,0.954148,0.045852,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_052_3.jpg,0.973645,0.026355,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_053_136.jpg,0.976741,0.023259,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_054_158.jpg,0.973632,0.026368,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_055_139.jpg,0.946745,0.053255,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_056_142.jpg,0.950525,0.049475,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_057_109.jpg,0.955687,0.044313,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_058_118.jpg,0.922934,0.077066,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_059_220.jpg,0.939110,0.060890,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_060_79.jpg,0.968628,0.031372,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_061_44.jpg,0.967486,0.032514,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_062_135.jpg,0.952324,0.047676,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_063_110.jpg,0.973645,0.026355,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_064_164.jpg,0.964699,0.035301,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_065_92.jpg,0.974227,0.025773,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_066_218.jpg,0.963793,0.036207,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_067_127.jpg,0.963151,0.036849,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_068_173.jpg,0.950905,0.049095,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_069_184.jpg,0.958075,0.041925,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_070_212.jpg,0.958393,0.041607,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_071_154.jpg,0.915069,0.084931,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_072_102.jpg,0.909846,0.090153,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_073_179.jpg,0.931626,0.068374,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_074_37.jpg,0.952963,0.047037,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_075_195.jpg,0.980523,0.019477,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_076_33.jpg,0.948406,0.051594,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_077_201.jpg,0.943631,0.056369,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_078_67.jpg,0.977247,0.022753,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_079_15.jpg,0.933659,0.066341,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_080_157.jpg,0.959170,0.040830,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_081_153.jpg,0.942624,0.057376,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_082_9.jpg,0.935491,0.064509,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_083_30.jpg,0.961375,0.038625,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_084_34.jpg,0.891445,0.108555,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_085_61.jpg,0.942988,0.057012,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_086_24.jpg,0.942809,0.057191,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_087_210.jpg,0.964799,0.035201,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_088_175.jpg,0.933659,0.066341,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_089_38.jpg,0.888327,0.111673,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_090_145.jpg,0.975565,0.024435,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_091_223.jpg,0.979460,0.020540,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_092_1.jpg,0.968183,0.031817,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_093_140.jpg,0.935491,0.064509,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_094_150.jpg,0.959962,0.040038,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_095_11.jpg,0.976692,0.023308,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_096_98.jpg,0.966142,0.033858,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_097_176.jpg,0.975116,0.024884,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_098_205.jpg,0.956736,0.043264,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_099_22.jpg,0.951235,0.048766,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_100_196.jpg,0.938560,0.061440,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_101_222.jpg,0.977991,0.022009,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_102_155.jpg,0.963386,0.036614,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_103_204.jpg,0.963641,0.036358,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_104_2.jpg,0.971031,0.028969,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_105_0.jpg,0.969196,0.030804,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_106_141.jpg,0.964406,0.035594,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_107_166.jpg,0.949862,0.050138,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_108_188.jpg,0.966098,0.033902,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_109_76.jpg,0.943408,0.056591,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_110_199.jpg,0.956767,0.043233,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_111_58.jpg,0.938945,0.061055,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_112_111.jpg,0.968665,0.031335,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_113_224.jpg,0.955701,0.044299,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_114_57.jpg,0.944136,0.055864,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_115_121.jpg,0.881225,0.118775,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_116_69.jpg,0.968472,0.031528,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_117_211.jpg,0.959811,0.040189,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_118_101.jpg,0.940995,0.059005,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_119_194.jpg,0.860633,0.139367,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_120_17.jpg,0.956680,0.043320,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_121_189.jpg,0.938737,0.061263,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_122_6.jpg,0.902943,0.097057,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_123_35.jpg,0.968739,0.031261,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_124_126.jpg,0.943238,0.056762,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_125_183.jpg,0.930485,0.069515,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_126_177.jpg,0.931744,0.068256,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_127_43.jpg,0.964854,0.035146,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_128_60.jpg,0.954047,0.045953,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_129_156.jpg,0.979061,0.020939,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_130_104.jpg,0.880332,0.119668,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_131_131.jpg,0.968629,0.031371,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_132_52.jpg,0.952716,0.047284,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_133_75.jpg,0.963829,0.036171,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_134_97.jpg,0.950076,0.049924,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_135_90.jpg,0.961176,0.038823,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_136_128.jpg,0.929485,0.070515,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_137_87.jpg,0.958071,0.041929,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_138_19.jpg,0.928785,0.071215,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_139_167.jpg,0.962175,0.037825,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_140_27.jpg,0.976255,0.023745,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_141_18.jpg,0.970709,0.029291,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_142_159.jpg,0.955767,0.044233,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_143_107.jpg,0.949576,0.050424,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_144_180.jpg,0.928423,0.071577,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_145_78.jpg,0.947298,0.052702,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_146_85.jpg,0.954726,0.045274,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_147_193.jpg,0.969567,0.030433,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_148_216.jpg,0.966693,0.033307,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_149_134.jpg,0.959536,0.040464,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_150_198.jpg,0.964825,0.035175,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_151_31.jpg,0.943698,0.056302,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_152_169.jpg,0.969985,0.030015,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_153_213.jpg,0.915680,0.084320,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_154_23.jpg,0.975108,0.024892,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_155_151.jpg,0.916456,0.083544,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_156_72.jpg,0.915598,0.084402,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_157_115.jpg,0.969881,0.030119,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_158_191.jpg,0.971744,0.028256,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_159_162.jpg,0.906467,0.093533,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_160_124.jpg,0.975450,0.024550,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_161_62.jpg,0.949248,0.050752,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_162_48.jpg,0.898684,0.101316,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_163_206.jpg,0.889403,0.110597,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_164_215.jpg,0.849202,0.150798,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_165_77.jpg,0.973768,0.026232,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_166_129.jpg,0.970955,0.029044,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_167_138.jpg,0.839856,0.160144,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_168_113.jpg,0.951483,0.048517,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_169_119.jpg,0.979063,0.020936,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_170_133.jpg,0.906301,0.093698,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_171_203.jpg,0.886679,0.113321,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_172_137.jpg,0.936366,0.063634,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_173_83.jpg,0.897183,0.102817,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_174_123.jpg,0.960285,0.039715,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_175_91.jpg,0.867131,0.132869,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_176_161.jpg,0.952102,0.047898,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_177_112.jpg,0.950639,0.049361,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_178_46.jpg,0.943895,0.056105,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_179_84.jpg,0.829430,0.170570,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_180_53.jpg,0.912485,0.087515,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_181_207.jpg,0.633115,0.366885,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_182_171.jpg,0.933124,0.066876,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_183_40.jpg,0.944311,0.055689,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_184_197.jpg,0.757571,0.242429,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_185_185.jpg,0.906527,0.093473,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_186_114.jpg,0.925012,0.074988,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_187_100.jpg,0.958014,0.041986,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_188_192.jpg,0.969101,0.030899,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_189_149.jpg,0.880057,0.119943,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_190_7.jpg,0.891142,0.108858,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_191_8.jpg,0.930427,0.069573,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_192_68.jpg,0.939673,0.060327,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_193_51.jpg,0.977463,0.022537,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_194_88.jpg,0.930838,0.069162,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_195_106.jpg,0.867052,0.132948,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_196_80.jpg,0.871751,0.128249,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_197_28.jpg,0.947242,0.052758,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_198_66.jpg,0.946128,0.053872,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_199_94.jpg,0.952962,0.047038,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_200_45.jpg,0.936680,0.063320,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_201_81.jpg,0.930489,0.069511,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_202_14.jpg,0.929826,0.070174,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_203_181.jpg,0.932642,0.067357,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_204_208.jpg,0.942851,0.057149,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_205_29.jpg,0.913966,0.086034,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_206_186.jpg,0.721679,0.278321,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_207_221.jpg,0.893857,0.106143,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_208_20.jpg,0.976850,0.023150,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_209_42.jpg,0.954694,0.045306,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_210_73.jpg,0.912485,0.087515,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_211_152.jpg,0.633115,0.366885,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_212_47.jpg,0.943807,0.056193,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_213_144.jpg,0.958065,0.041935,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_214_89.jpg,0.896675,0.103325,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_215_147.jpg,0.790658,0.209342,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_216_74.jpg,0.934154,0.065846,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_217_117.jpg,0.917498,0.082502,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_218_122.jpg,0.759205,0.240795,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_219_21.jpg,0.941196,0.058804,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_220_86.jpg,0.977168,0.022832,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_221_132.jpg,0.962487,0.037513,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_222_174.jpg,0.961151,0.038849,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_223_172.jpg,0.862954,0.137046,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_224_165.jpg,0.941789,0.058211,anormal,anormal
../../../data/data_VEIRC/test/anormal/image_225_148.jpg,0.592145,0.407855,anormal,anormal
../../../data/data_VEIRC/test/cglaucoma/image_001_250.jpg,0.941684,0.058316,anormal,cglaucoma
../../../data/data_VEIRC/test/cglaucoma/image_002_252.jpg,0.948956,0.051044,anormal,cglaucoma
../../../data/data_VEIRC/test/cglaucoma/image_003_234.jpg,0.892353,0.107647,anormal,cglaucoma
../../../data/data_VEIRC/test/cglaucoma/image_004_238.jpg,0.938991,0.061009,anormal,cglaucoma
../../../data/data_VEIRC/test/cglaucoma/image_005_228.jpg,0.509949,0.490051,anormal,cglaucoma
../../../data/data_VEIRC/test/cglaucoma/image_006_225.jpg,0.145097,0.854903,cglaucoma,cglaucoma
../../../data/data_VEIRC/test/cglaucoma/image_007_226.jpg,0.951319,0.048681,anormal,cglaucoma
../../../data/data_VEIRC/test/cglaucoma/image_008_245.jpg,0.972533,0.027467,anormal,cglaucoma
../../../data/data_VEIRC/test/cglaucoma/image_009_247.jpg,0.906892,0.093108,anormal,cglaucoma
../../../data/data_VEIRC/test/cglaucoma/image_010_232.jpg,0.906892,0.093108,anormal,cglaucoma
../../../data/data_VEIRC/test/cglaucoma/image_011_254.jpg,0.921490,0.078510,anormal,cglaucoma
../../../data/data_VEIRC/test/cglaucoma/image_012_236.jpg,0.947847,0.052153,anormal,cglaucoma
../../../data/data_VEIRC/test/cglaucoma/image_013_239.jpg,0.916722,0.083278,anormal,cglaucoma
../../../data/data_VEIRC/test/cglaucoma/image_014_237.jpg,0.956402,0.043598,anormal,cglaucoma
../../../data/data_VEIRC/test/cglaucoma/image_015_253.jpg,0.719579,0.280421,anormal,cglaucoma
../../../data/data_VEIRC/test/cglaucoma/image_016_240.jpg,0.625231,0.374769,anormal,cglaucoma
../../../data/data_VEIRC/test/cglaucoma/image_017_241.jpg,0.924352,0.075648,anormal,cglaucoma
../../../data/data_VEIRC/test/cglaucoma/image_018_246.jpg,0.920658,0.079342,anormal,cglaucoma
../../../data/data_VEIRC/test/cglaucoma/image_019_249.jpg,0.921571,0.078429,anormal,cglaucoma
../../../data/data_VEIRC/test/cglaucoma/image_020_227.jpg,0.852856,0.147144,anormal,cglaucoma
../../../data/data_VEIRC/test/cglaucoma/image_021_229.jpg,0.805856,0.194144,anormal,cglaucoma
../../../data/data_VEIRC/test/cglaucoma/image_022_235.jpg,0.891244,0.108756,anormal,cglaucoma
../../../data/data_VEIRC/test/cglaucoma/image_023_244.jpg,0.920658,0.079342,anormal,cglaucoma
../../../data/data_VEIRC/test/cglaucoma/image_024_251.jpg,0.971782,0.028218,anormal,cglaucoma
../../../data/data_VEIRC/test/cglaucoma/image_025_243.jpg,0.805856,0.194144,anormal,cglaucoma
../../../data/data_VEIRC/test/cglaucoma/image_026_248.jpg,0.907226,0.092774,anormal,cglaucoma
../../../data/data_VEIRC/test/cglaucoma/image_027_230.jpg,0.901978,0.098022,anormal,cglaucoma
../../../data/data_VEIRC/test/cglaucoma/image_028_242.jpg,0.179286,0.820714,cglaucoma,cglaucoma
../../../data/data_VEIRC/test/cglaucoma/image_029_255.jpg,0.831062,0.168938,anormal,cglaucoma
../../../data/data_VEIRC/test/cglaucoma/image_030_256.jpg,0.913880,0.086120,anormal,cglaucoma
../../../data/data_VEIRC/test/cglaucoma/image_031_233.jpg,0.906743,0.093257,anormal,cglaucoma
../../../data/data_VEIRC/test/cglaucoma/image_032_231.jpg,0.114492,0.885508,cglaucoma,cglaucoma
