file,prob_anormal,prob_cglaucoma,pred,true
../../../data/data_PAPILA/test/anormal/RET216OD.jpg,0.969157,0.030843,anormal,anormal
../../../data/data_PAPILA/test/anormal/RET216OS.jpg,0.978618,0.021382,anormal,anormal
../../../data/data_PAPILA/test/anormal/RET220OD.jpg,0.979456,0.020544,anormal,anormal
../../../data/data_PAPILA/test/anormal/RET220OS.jpg,0.980503,0.019497,anormal,anormal
../../../data/data_PAPILA/test/anormal/RET224OD.jpg,0.971115,0.028885,anormal,anormal
../../../data/data_PAPILA/test/anormal/RET228OS.jpg,0.905746,0.094254,anormal,anormal
../../../data/data_PAPILA/test/anormal/RET231OD.jpg,0.973850,0.026149,anormal,anormal
../../../data/data_PAPILA/test/anormal/RET237OD.jpg,0.971048,0.028952,anormal,anormal
../../../data/data_PAPILA/test/anormal/RET245OS.jpg,0.973255,0.026745,anormal,anormal
../../../data/data_PAPILA/test/anormal/RET252OS.jpg,0.973637,0.026363,anormal,anormal
../../../data/data_PAPILA/test/anormal/RET253OD.jpg,0.980636,0.019364,anormal,anormal
../../../data/data_PAPILA/test/anormal/RET253OS.jpg,0.980238,0.019762,anormal,anormal
../../../data/data_PAPILA/test/anormal/RET256OD.jpg,0.969514,0.030486,anormal,anormal
../../../data/data_PAPILA/test/anormal/RET258OD.jpg,0.960811,0.039188,anormal,anormal
../../../data/data_PAPILA/test/anormal/RET259OD.jpg,0.895933,0.104067,anormal,anormal
../../../data/data_PAPILA/test/anormal/RET261OS.jpg,0.981033,0.018967,anormal,anormal
../../../data/data_PAPILA/test/anormal/RET267OD.jpg,0.944976,0.055024,anormal,anormal
../../../data/data_PAPILA/test/anormal/RET271OS.jpg,0.951447,0.048553,anormal,anormal
../../../data/data_PAPILA/test/anormal/RET272OD.jpg,0.978610,0.021390,anormal,anormal
../../../data/data_PAPILA/test/anormal/RET277OS.jpg,0.905674,0.094326,anormal,anormal
../../../data/data_PAPILA/test/anormal/RET282OD.jpg,0.973676,0.026324,anormal,anormal
../../../data/data_PAPILA/test/anormal/RET282OS.jpg,0.978634,0.021366,anormal,anormal
../../../data/data_PAPILA/test/anormal/RET283OS.jpg,0.900598,0.099402,anormal,anormal
../../../data/data_PAPILA/test/anormal/RET285OS.jpg,0.979023,0.020977,anormal,anormal
../../../data/data_PAPILA/test/anormal/RET291OD.jpg,0.973471,0.026529,anormal,anormal
../../../data/data_PAPILA/test/cglaucoma/RET002OD.jpg,0.093373,0.906627,cglaucoma,cglaucoma
../../../data/data_PAPILA/test/cglaucoma/RET006OS.jpg,0.788466,0.211534,anormal,cglaucoma
../../../data/data_PAPILA/test/cglaucoma/RET053OD.jpg,0.729456,0.270544,anormal,cglaucoma
../../../data/data_PAPILA/test/cglaucoma/RET066OS.jpg,0.615012,0.384988,anormal,cglaucoma
../../../data/data_PAPILA/test/cglaucoma/RET089OD.jpg,0.968324,0.031676,anormal,cglaucoma
../../../data/data_PAPILA/test/cglaucoma/RET091OD.jpg,0.933864,0.066136,anormal,cglaucoma
../../../data/data_PAPILA/test/cglaucoma/RET102OD.jpg,0.963705,0.036295,anormal,cglaucoma
../../../data/data_PAPILA/test/cglaucoma/RET106OD.jpg,0.258941,0.741059,cglaucoma,cglaucoma
../../../data/data_PAPILA/test/cglaucoma/RET114OS.jpg,0.951770,0.048230,anormal,cglaucoma
../../../data/data_PAPILA/test/cglaucoma/RET120OD.jpg,0.961241,0.038759,anormal,cglaucoma
../../../data/data_PAPILA/test/cglaucoma/RET120OS.jpg,0.977849,0.022151,anormal,cglaucoma
../../../data/data_PAPILA/test/cglaucoma/RET122OD.jpg,0.947076,0.052924,anormal,cglaucoma
../../../data/data_PAPILA/test/cglaucoma/RET122OS.jpg,0.978166,0.021834,anormal,cglaucoma
../../../data/data_PAPILA/test/cglaucoma/RET276OS.jpg,0.969289,0.030711,anormal,cglaucoma
