filename,prob_anormal,prob_cglaucoma,predicted_label
image_074_37.jpg,0.585457,0.414543,anormal
image_075_195.jpg,0.033685,0.966315,cglaucoma
image_076_33.jpg,0.627495,0.372505,anormal
image_077_201.jpg,0.934991,0.065009,anormal
image_078_67.jpg,0.927363,0.072637,anormal
image_079_15.jpg,0.920361,0.079639,anormal
image_080_157.jpg,0.289472,0.710528,cglaucoma
image_081_153.jpg,0.903038,0.096962,anormal
image_082_9.jpg,0.925365,0.074635,anormal
image_083_30.jpg,0.908942,0.091058,anormal
image_084_34.jpg,0.800380,0.199620,anormal
image_085_61.jpg,0.433108,0.566892,cglaucoma
image_086_24.jpg,0.791015,0.208985,anormal
image_087_210.jpg,0.443469,0.556531,cglaucoma
image_088_175.jpg,0.920361,0.079639,anormal
image_089_38.jpg,0.471976,0.528024,cglaucoma
image_090_145.jpg,0.105902,0.894098,cglaucoma
image_091_223.jpg,0.940626,0.059374,anormal
image_092_1.jpg,0.115661,0.884339,cglaucoma
image_093_140.jpg,0.925365,0.074635,anormal
image_094_150.jpg,0.919570,0.080430,anormal
image_095_11.jpg,0.957278,0.042722,anormal
image_096_98.jpg,0.100702,0.899298,cglaucoma
image_097_176.jpg,0.261802,0.738198,cglaucoma
image_098_205.jpg,0.653873,0.346127,anormal
image_099_22.jpg,0.932021,0.067979,anormal
image_100_196.jpg,0.902781,0.097219,anormal
image_101_222.jpg,0.895431,0.104569,anormal
image_102_155.jpg,0.490083,0.509917,cglaucoma
image_103_204.jpg,0.153169,0.846831,cglaucoma
image_104_2.jpg,0.054702,0.945298,cglaucoma
image_105_0.jpg,0.516123,0.483877,anormal
image_106_141.jpg,0.879302,0.120698,anormal
image_107_166.jpg,0.119305,0.880695,cglaucoma
image_108_188.jpg,0.019513,0.980487,cglaucoma
image_109_76.jpg,0.500633,0.499367,anormal
image_110_199.jpg,0.235372,0.764628,cglaucoma
image_111_58.jpg,0.603377,0.396623,anormal
image_112_111.jpg,0.093927,0.906073,cglaucoma
image_113_224.jpg,0.025908,0.974092,cglaucoma
image_114_57.jpg,0.918845,0.081155,anormal
image_115_121.jpg,0.765506,0.234494,anormal
image_116_69.jpg,0.018600,0.981400,cglaucoma
image_117_211.jpg,0.032868,0.967132,cglaucoma
image_118_101.jpg,0.043447,0.956553,cglaucoma
image_119_194.jpg,0.165189,0.834811,cglaucoma
image_120_17.jpg,0.720516,0.279484,anormal
image_121_189.jpg,0.408070,0.591930,cglaucoma
image_122_6.jpg,0.452498,0.547502,cglaucoma
image_123_35.jpg,0.475347,0.524653,cglaucoma
image_124_126.jpg,0.200871,0.799129,cglaucoma
image_125_183.jpg,0.518097,0.481903,anormal
image_126_177.jpg,0.107017,0.892983,cglaucoma
image_127_43.jpg,0.172241,0.827759,cglaucoma
image_128_60.jpg,0.451965,0.548035,cglaucoma
image_129_156.jpg,0.649301,0.350699,anormal
image_130_104.jpg,0.890390,0.109610,anormal
image_131_131.jpg,0.594463,0.405537,anormal
image_132_52.jpg,0.708112,0.291888,anormal
image_133_75.jpg,0.907476,0.092524,anormal
image_134_97.jpg,0.774583,0.225417,anormal
image_135_90.jpg,0.867485,0.132515,anormal
image_136_128.jpg,0.765944,0.234056,anormal
image_137_87.jpg,0.230660,0.769340,cglaucoma
image_138_19.jpg,0.154695,0.845305,cglaucoma
image_139_167.jpg,0.760740,0.239260,anormal
image_140_27.jpg,0.157850,0.842151,cglaucoma
image_141_18.jpg,0.905322,0.094678,anormal
image_142_159.jpg,0.025517,0.974483,cglaucoma
image_143_107.jpg,0.879974,0.120026,anormal
image_144_180.jpg,0.745537,0.254463,anormal
image_145_78.jpg,0.669691,0.330309,anormal
image_146_85.jpg,0.888952,0.111048,anormal
image_147_193.jpg,0.869770,0.130230,anormal
image_148_216.jpg,0.896115,0.103885,anormal
image_149_134.jpg,0.888469,0.111531,anormal
image_150_198.jpg,0.848910,0.151090,anormal
image_151_31.jpg,0.334426,0.665574,cglaucoma
image_152_169.jpg,0.488362,0.511638,cglaucoma
image_153_213.jpg,0.902781,0.097219,anormal
image_154_23.jpg,0.842928,0.157072,anormal
image_155_151.jpg,0.718100,0.281900,anormal
image_156_72.jpg,0.801004,0.198996,anormal
image_157_115.jpg,0.377942,0.622058,cglaucoma
image_158_191.jpg,0.512860,0.487140,anormal
image_159_162.jpg,0.685739,0.314261,anormal
image_160_124.jpg,0.924142,0.075858,anormal
image_161_62.jpg,0.629518,0.370482,anormal
image_162_48.jpg,0.596345,0.403655,anormal
image_163_206.jpg,0.917967,0.082033,anormal
image_164_215.jpg,0.454728,0.545272,cglaucoma
image_165_77.jpg,0.830594,0.169406,anormal
image_166_129.jpg,0.893588,0.106412,anormal
image_167_138.jpg,0.814570,0.185430,anormal
image_168_113.jpg,0.278796,0.721204,cglaucoma
image_169_119.jpg,0.946250,0.053750,anormal
image_170_133.jpg,0.903975,0.096025,anormal
image_171_203.jpg,0.560253,0.439747,anormal
image_172_137.jpg,0.924073,0.075927,anormal
image_173_83.jpg,0.911180,0.088820,anormal
image_174_123.jpg,0.921922,0.078078,anormal
image_175_91.jpg,0.674694,0.325306,anormal
image_176_161.jpg,0.815820,0.184180,anormal
image_177_112.jpg,0.909023,0.090977,anormal
image_178_46.jpg,0.200088,0.799912,cglaucoma
image_179_84.jpg,0.921781,0.078219,anormal
image_180_53.jpg,0.914901,0.085099,anormal
image_181_207.jpg,0.531334,0.468666,anormal
image_182_171.jpg,0.942718,0.057282,anormal
image_183_40.jpg,0.857291,0.142709,anormal
image_184_197.jpg,0.390011,0.609989,cglaucoma
image_185_185.jpg,0.906736,0.093264,anormal
image_186_114.jpg,0.926503,0.073497,anormal
image_187_100.jpg,0.936576,0.063424,anormal
image_188_192.jpg,0.885483,0.114517,anormal
image_189_149.jpg,0.906818,0.093182,anormal
image_190_7.jpg,0.351840,0.648160,cglaucoma
image_191_8.jpg,0.275666,0.724334,cglaucoma
image_192_68.jpg,0.882580,0.117420,anormal
image_193_51.jpg,0.936110,0.063890,anormal
image_194_88.jpg,0.943867,0.056133,anormal
image_195_106.jpg,0.759091,0.240909,anormal
image_196_80.jpg,0.901834,0.098166,anormal
image_197_28.jpg,0.759091,0.240909,anormal
image_198_66.jpg,0.838680,0.161320,anormal
image_199_94.jpg,0.912826,0.087175,anormal
image_200_45.jpg,0.885285,0.114715,anormal
image_201_81.jpg,0.815159,0.184841,anormal
image_202_14.jpg,0.777046,0.222954,anormal
image_203_181.jpg,0.939415,0.060585,anormal
image_204_208.jpg,0.929824,0.070176,anormal
image_205_29.jpg,0.934753,0.065247,anormal
image_206_186.jpg,0.874238,0.125762,anormal
image_207_221.jpg,0.571229,0.428771,anormal
image_208_20.jpg,0.956513,0.043488,anormal
image_209_42.jpg,0.837952,0.162048,anormal
image_210_73.jpg,0.914901,0.085099,anormal
image_211_152.jpg,0.531334,0.468666,anormal
image_212_47.jpg,0.881053,0.118947,anormal
image_213_144.jpg,0.939858,0.060142,anormal
image_214_89.jpg,0.882681,0.117319,anormal
image_215_147.jpg,0.474197,0.525803,cglaucoma
image_216_74.jpg,0.829492,0.170508,anormal
image_217_117.jpg,0.920361,0.079639,anormal
image_218_122.jpg,0.930711,0.069289,anormal
image_219_21.jpg,0.655115,0.344885,anormal
image_220_86.jpg,0.847527,0.152473,anormal
image_221_132.jpg,0.749454,0.250546,anormal
image_222_174.jpg,0.644701,0.355299,anormal
image_223_172.jpg,0.160990,0.839010,cglaucoma
image_224_165.jpg,0.131396,0.868604,cglaucoma
image_225_148.jpg,0.060863,0.939137,cglaucoma
image_001_250.jpg,0.550264,0.449736,anormal
image_002_252.jpg,0.176672,0.823328,cglaucoma
image_003_234.jpg,0.254741,0.745259,cglaucoma
image_004_238.jpg,0.029174,0.970826,cglaucoma
image_005_228.jpg,0.328206,0.671794,cglaucoma
image_006_225.jpg,0.945651,0.054349,anormal
image_007_226.jpg,0.874881,0.125119,anormal
image_008_245.jpg,0.945651,0.054349,anormal
image_009_247.jpg,0.838944,0.161056,anormal
image_010_232.jpg,0.838944,0.161056,anormal
image_011_254.jpg,0.782496,0.217504,anormal
image_012_236.jpg,0.798029,0.201971,anormal
image_013_239.jpg,0.742095,0.257905,anormal
image_014_237.jpg,0.140808,0.859192,cglaucoma
image_015_253.jpg,0.891717,0.108283,anormal
image_016_240.jpg,0.896070,0.103930,anormal
image_017_241.jpg,0.252292,0.747708,cglaucoma
image_018_246.jpg,0.696217,0.303783,anormal
image_019_249.jpg,0.865395,0.134605,anormal
image_020_227.jpg,0.723700,0.276300,anormal
image_021_229.jpg,0.939415,0.060585,anormal
image_022_235.jpg,0.517598,0.482402,anormal
image_023_244.jpg,0.696217,0.303783,anormal
image_024_251.jpg,0.836688,0.163312,anormal
image_025_243.jpg,0.939415,0.060585,anormal
image_026_248.jpg,0.904987,0.095013,anormal
image_027_230.jpg,0.892375,0.107625,anormal
image_028_242.jpg,0.842604,0.157396,anormal
image_029_255.jpg,0.834879,0.165121,anormal
image_030_256.jpg,0.808294,0.191706,anormal
image_031_233.jpg,0.253722,0.746278,cglaucoma
image_032_231.jpg,0.948965,0.051035,anormal
