filename,prob_anodr,prob_bmilddr,prob_cmoderatedr,prob_dseveredr,prob_eproliferativedr,predicted_label
0ef4c61dc056.png,0.905662,0.032193,0.023473,0.015371,0.023301,anodr
0fbbd665431f.png,0.714402,0.183742,0.045827,0.029286,0.026743,anodr
0fc6829da85b.png,0.922126,0.019383,0.021676,0.016354,0.020462,anodr
1002b5151b8e.png,0.914435,0.030372,0.016044,0.020282,0.018868,anodr
103f97a2ab15.png,0.035148,0.011215,0.911141,0.018544,0.023951,cmoderatedr
10a5026eb8e6.png,0.927993,0.018924,0.020224,0.018306,0.014552,anodr
10de500cf0c5.png,0.922792,0.024317,0.015693,0.018009,0.019189,anodr
10f10fd30718.png,0.916329,0.028203,0.015583,0.019242,0.020644,anodr
12058bbb8299.png,0.906355,0.031364,0.018286,0.021949,0.022046,anodr
12bc439d373a.png,0.914919,0.025815,0.018225,0.019534,0.021506,anodr
12ef75375322.png,0.920443,0.020375,0.017564,0.017599,0.024019,anodr
143db89c11c8.png,0.916121,0.028612,0.018303,0.016861,0.020102,anodr
15b21c80cc31.png,0.900413,0.036392,0.021699,0.017814,0.023681,anodr
15e24b73d4a7.png,0.889922,0.045468,0.025831,0.018434,0.020345,anodr
1633f8291a80.png,0.914920,0.026922,0.018458,0.018422,0.021277,anodr
165634a6167e.png,0.916241,0.020642,0.022571,0.020773,0.019773,anodr
178412895d5e.png,0.896522,0.025198,0.025346,0.027165,0.025770,anodr
186c1835eec5.png,0.916244,0.024441,0.019184,0.016186,0.023945,anodr
18b7e34eab8f.png,0.887974,0.053929,0.018447,0.019070,0.020579,anodr
18b99159a14f.png,0.908888,0.033447,0.016843,0.018993,0.021829,anodr
18ce0cdc473d.png,0.915432,0.023854,0.021857,0.021975,0.016882,anodr
1a0dbc6c0cda.png,0.861134,0.047992,0.052555,0.019533,0.018785,anodr
1a1e974a7dbf.png,0.916950,0.025759,0.018053,0.018018,0.021220,anodr
1c47815f4a6b.png,0.112979,0.034222,0.802438,0.011525,0.038835,cmoderatedr
1ca62b3e4fd3.png,0.919988,0.019642,0.018615,0.018166,0.023589,anodr
1d0b93317aa8.png,0.925319,0.022584,0.013083,0.018541,0.020473,anodr
1d3e9b939732.png,0.891726,0.050277,0.020747,0.017625,0.019624,anodr
1d74c4713e21.png,0.914500,0.024670,0.020462,0.020204,0.020165,anodr
1db0393cdbc1.png,0.922828,0.021179,0.014275,0.021937,0.019780,anodr
1df1530b9b8d.png,0.906407,0.034047,0.018091,0.018484,0.022970,anodr
1e742358e0b9.png,0.921176,0.029822,0.017493,0.016178,0.015332,anodr
1e7ccd4a1c87.png,0.924223,0.019917,0.017827,0.020619,0.017414,anodr
1ec95179cdfe.png,0.906659,0.033414,0.017798,0.021136,0.020992,anodr
1f31701dd61b.png,0.921513,0.027262,0.018501,0.016058,0.016665,anodr
1f5496352859.png,0.913041,0.025338,0.020549,0.019229,0.021843,anodr
218c822a3dd9.png,0.774837,0.045923,0.108920,0.028893,0.041427,anodr
224c14366e11.png,0.918414,0.026348,0.016368,0.018100,0.020772,anodr
226c6ceb9185.png,0.908544,0.034345,0.023605,0.015879,0.017628,anodr
237aa50edc34.png,0.925464,0.018947,0.018150,0.017506,0.019934,anodr
248dec89b3a2.png,0.917499,0.022936,0.017457,0.020489,0.021620,anodr
253e96488cfb.png,0.300502,0.620213,0.034582,0.027733,0.016970,bmilddr
2682e6da9050.png,0.927193,0.017659,0.016719,0.018797,0.019632,anodr
27933cdbe0cc.png,0.916805,0.026664,0.014964,0.019158,0.022409,anodr
283c3aeba594.png,0.917490,0.021212,0.016920,0.018402,0.025976,anodr
28503940d10b.png,0.910691,0.033391,0.021428,0.013923,0.020567,anodr
28f73575e1f2.png,0.914040,0.026583,0.016100,0.021622,0.021654,anodr
2923971566fe.png,0.014369,0.888138,0.068352,0.011739,0.017401,bmilddr
2927665214e1.png,0.921665,0.024706,0.015998,0.018540,0.019091,anodr
29a13e666266.png,0.851141,0.062064,0.047808,0.015835,0.023152,anodr
2a4520f1f9a3.png,0.912691,0.024513,0.018612,0.018594,0.025589,anodr
2b4c7b5f1f1e.png,0.905641,0.035756,0.019185,0.017571,0.021846,anodr
2b5bb6d33959.png,0.920183,0.026244,0.014178,0.020014,0.019380,anodr
2bb3c492d6d3.png,0.915211,0.015640,0.020740,0.018976,0.029434,anodr
2c8101f14723.png,0.900596,0.038371,0.020508,0.020609,0.019916,anodr
2c827005b8f8.png,0.918813,0.027854,0.014750,0.018303,0.020279,anodr
2cacdb0dffae.png,0.913307,0.023775,0.021322,0.017411,0.024185,anodr
2cdcc910778d.png,0.915267,0.023377,0.019427,0.021410,0.020519,anodr
2d04cead4d3a.png,0.915555,0.024747,0.017694,0.021796,0.020208,anodr
2d07162a13b1.png,0.014308,0.017633,0.943668,0.011752,0.012639,cmoderatedr
2db0cd3e30da.png,0.916621,0.019995,0.021483,0.020280,0.021620,anodr
2dc647e00ad3.png,0.917425,0.020348,0.022424,0.018911,0.020892,anodr
2dd28ac497d2.png,0.904349,0.040311,0.015037,0.018605,0.021698,anodr
2ef10194e80d.png,0.901327,0.030632,0.024710,0.020345,0.022987,anodr
2ef4a04aed1b.png,0.913895,0.028307,0.017253,0.018564,0.021981,anodr
2ef955d6d9ff.png,0.925937,0.020258,0.016992,0.016486,0.020327,anodr
2f143453bb71.png,0.919292,0.020300,0.019647,0.019859,0.020903,anodr
2f7fbdcc9a4b.png,0.915403,0.025095,0.020106,0.018129,0.021267,anodr
2fefb720869a.png,0.923041,0.020958,0.016306,0.016923,0.022772,anodr
3286073a976e.png,0.902495,0.036727,0.020352,0.020193,0.020233,anodr
331121c65e88.png,0.915650,0.026179,0.016787,0.019607,0.021777,anodr
33b91def2035.png,0.909327,0.026693,0.020267,0.020466,0.023248,anodr
33b978734eab.png,0.921120,0.019976,0.015926,0.021389,0.021589,anodr
345b1f0abbba.png,0.919032,0.019824,0.019498,0.021113,0.020533,anodr
348598d01e18.png,0.902521,0.035355,0.024181,0.017926,0.020017,anodr
35362d43e753.png,0.902363,0.035705,0.020985,0.017354,0.023594,anodr
35ac70c0d08f.png,0.902064,0.035441,0.018128,0.019468,0.024899,anodr
35df2bc6ae95.png,0.915602,0.026241,0.015971,0.019264,0.022922,anodr
360832d84ce0.png,0.914310,0.028251,0.017379,0.018994,0.021066,anodr
37c523296d42.png,0.871721,0.063140,0.022102,0.019372,0.023666,anodr
387138ddf43d.png,0.829600,0.113099,0.018544,0.017034,0.021723,anodr
389552047476.png,0.848622,0.068961,0.044127,0.017699,0.020591,anodr
393fa5a023a5.png,0.916724,0.026962,0.024133,0.013758,0.018423,anodr
3a4cfea0a766.png,0.916993,0.028017,0.016779,0.018536,0.019674,anodr
3b2b91590590.png,0.914078,0.031911,0.017735,0.016259,0.020018,anodr
3bf2deaa5ef0.png,0.916427,0.025358,0.016412,0.018202,0.023601,anodr
3bf3085ac167.png,0.920658,0.023206,0.016201,0.017845,0.022090,anodr
3c42512c81e0.png,0.902823,0.036259,0.022481,0.015748,0.022690,anodr
3ce2f8a77a32.png,0.900485,0.036183,0.021260,0.023510,0.018562,anodr
3f0d3629d69e.png,0.912486,0.024532,0.015777,0.022446,0.024760,anodr
3f44d749cd0b.png,0.754593,0.144157,0.016802,0.021054,0.063394,anodr
3f6c627e2ff2.png,0.917325,0.026757,0.016332,0.016933,0.022653,anodr
3fd45879afe6.png,0.919060,0.022333,0.018416,0.018344,0.021848,anodr
401fdfd0db07.png,0.918416,0.025525,0.019024,0.017070,0.019966,anodr
41345cec5957.png,0.919914,0.021996,0.017796,0.019950,0.020343,anodr
415d5c5e785f.png,0.918627,0.027484,0.014848,0.018122,0.020919,anodr
41ab357d103f.png,0.918873,0.023218,0.016995,0.020772,0.020143,anodr
4276b82e4489.png,0.909710,0.028164,0.028329,0.017410,0.016388,anodr
42b9c1977681.png,0.902190,0.036912,0.020605,0.018025,0.022268,anodr
42c65af5ab16.png,0.913083,0.021579,0.025240,0.017681,0.022416,anodr
436e7a7af761.png,0.907122,0.029489,0.020178,0.020556,0.022654,anodr
43823561c3f0.png,0.872930,0.049500,0.038018,0.015527,0.024025,anodr
43bc7c066dfb.png,0.911694,0.031595,0.018756,0.016059,0.021896,anodr
445a8a6da55c.png,0.852489,0.075552,0.032085,0.017334,0.022541,anodr
44a4d04162cc.png,0.903359,0.036816,0.017238,0.019783,0.022804,anodr
44a86263117b.png,0.914227,0.029416,0.016437,0.018070,0.021850,anodr
4554062fa836.png,0.926466,0.025723,0.019588,0.014786,0.013437,anodr
475300735b7f.png,0.916041,0.028304,0.015426,0.018864,0.021365,anodr
478fc46eaa49.png,0.881231,0.054429,0.022540,0.021216,0.020583,anodr
4826d10030b3.png,0.921356,0.022128,0.015275,0.018643,0.022597,anodr
4a05f81b3aba.png,0.773074,0.153421,0.026949,0.024923,0.021633,anodr
4a4cb731f91a.png,0.915599,0.026995,0.018027,0.020208,0.019170,anodr
4a589edaea60.png,0.755810,0.128392,0.073013,0.026218,0.016568,anodr
4ad8d3ec8789.png,0.919676,0.024968,0.019087,0.018356,0.017913,anodr
4d1e7def7624.png,0.905892,0.021201,0.042359,0.018609,0.011939,anodr
4dd4a4bf2421.png,0.909929,0.030002,0.019908,0.018126,0.022036,anodr
4e1e252317b5.png,0.916875,0.026875,0.018282,0.015915,0.022053,anodr
4fd5ec0dca09.png,0.896784,0.050156,0.017146,0.015750,0.020164,anodr
500aad15b7c8.png,0.890992,0.036047,0.026052,0.024799,0.022110,anodr
501c319f7a9f.png,0.907259,0.038939,0.014751,0.019163,0.019888,anodr
504a69096fcb.png,0.916933,0.025199,0.017009,0.018589,0.022270,anodr
5069feccd866.png,0.915788,0.024560,0.018494,0.019249,0.021908,anodr
50915e2329a1.png,0.911010,0.034438,0.018451,0.018059,0.018042,anodr
50916d67bb51.png,0.901909,0.044434,0.015100,0.018019,0.020538,anodr
50d8249f7bc9.png,0.915134,0.025433,0.017109,0.019769,0.022555,anodr
50ddd7d976df.png,0.919500,0.018139,0.017910,0.019046,0.025405,anodr
521b5377a727.png,0.844228,0.077564,0.024637,0.030245,0.023326,anodr
5257cb536da2.png,0.921021,0.027962,0.014443,0.017992,0.018581,anodr
5299a532f0e0.png,0.925960,0.021512,0.017294,0.016860,0.018373,anodr
52edbe29d655.png,0.880466,0.054183,0.026718,0.017539,0.021094,anodr
5321ab64f9ea.png,0.916095,0.025722,0.017601,0.018591,0.021991,anodr
53c874dbc594.png,0.917530,0.024836,0.019061,0.018082,0.020490,anodr
54038e56131d.png,0.913414,0.028099,0.018054,0.019275,0.021159,anodr
54f57cf26126.png,0.926547,0.018224,0.015227,0.018349,0.021652,anodr
5511f114e7ee.png,0.916816,0.025146,0.015852,0.021000,0.021186,anodr
555d0bef3c5b.png,0.911559,0.027824,0.017075,0.020317,0.023225,anodr
55f7f018c61c.png,0.917223,0.020654,0.020234,0.018058,0.023830,anodr
568455854a11.png,0.921639,0.022715,0.015734,0.019639,0.020272,anodr
586f5c56081e.png,0.911761,0.028035,0.018979,0.018721,0.022505,anodr
58a9e0d7f7af.png,0.901975,0.034956,0.018775,0.021358,0.022936,anodr
58eb3809f456.png,0.923503,0.018487,0.017606,0.018559,0.021846,anodr
58f07741ee3b.png,0.912483,0.027273,0.018284,0.020258,0.021702,anodr
59928f999ae7.png,0.918247,0.024068,0.016818,0.020778,0.020090,anodr
5995321563b7.png,0.918437,0.025179,0.015618,0.019324,0.021442,anodr
59bd19c1c5bb.png,0.910146,0.028509,0.017590,0.020848,0.022908,anodr
5a27b9b2a9c1.png,0.875416,0.064337,0.017354,0.022326,0.020568,anodr
5b1c4cefeb24.png,0.916309,0.024383,0.018925,0.017865,0.022518,anodr
5b994ff78547.png,0.913508,0.029037,0.016408,0.018144,0.022903,anodr
5ba156a35ff2.png,0.910228,0.027166,0.020687,0.018061,0.023857,anodr
5baed382f062.png,0.905815,0.032898,0.025860,0.016901,0.018526,anodr
5c85d22bd0de.png,0.751176,0.141142,0.064683,0.023842,0.019158,anodr
5ca73d28f17f.png,0.921017,0.020719,0.017610,0.018545,0.022109,anodr
5cbe88914a72.png,0.909505,0.029094,0.019043,0.016970,0.025388,anodr
5d4e5fd34d91.png,0.913340,0.026240,0.017429,0.020238,0.022754,anodr
5de4615a5161.png,0.895649,0.045018,0.018318,0.020778,0.020237,anodr
5e505e25cd3e.png,0.914946,0.026584,0.015080,0.019420,0.023969,anodr
5e97cb2b0888.png,0.775337,0.164918,0.019754,0.020561,0.019429,anodr
5f6db235c04d.png,0.917574,0.022538,0.015757,0.021812,0.022319,anodr
609be3ca5ddf.png,0.758316,0.175429,0.020547,0.024092,0.021617,anodr
60aa4e649abf.png,0.923859,0.019880,0.017527,0.020511,0.018225,anodr
6180920bc224.png,0.850198,0.058524,0.050402,0.013904,0.026972,anodr
61a62b1dcc36.png,0.915310,0.027979,0.018520,0.019542,0.018647,anodr
61da799bf0aa.png,0.083385,0.277173,0.453203,0.109795,0.076444,cmoderatedr
628b581aa905.png,0.918313,0.025261,0.017185,0.018874,0.020368,anodr
6294b378d09f.png,0.882960,0.052575,0.024635,0.021487,0.018343,anodr
633fe9dbaf39.png,0.919370,0.018767,0.023196,0.017995,0.020672,anodr
63b71347e95d.png,0.912897,0.033204,0.015003,0.019002,0.019895,anodr
63e041a757eb.png,0.921373,0.018817,0.019367,0.022775,0.017668,anodr
6504b703c429.png,0.886470,0.048966,0.030333,0.017049,0.017182,anodr
65a3b13ad9a0.png,0.050766,0.202162,0.649726,0.067370,0.029975,cmoderatedr
65a7fe9482fe.png,0.908401,0.031282,0.018435,0.018489,0.023395,anodr
65dda202653d.png,0.822679,0.018734,0.096850,0.020838,0.040899,anodr
66393d8c60ba.png,0.881220,0.053926,0.021216,0.020383,0.023256,anodr
66b88a4bc474.png,0.917852,0.022490,0.017328,0.021481,0.020850,anodr
68ddb15a74de.png,0.905344,0.036951,0.017686,0.018265,0.021754,anodr
69b3a00927fc.png,0.905148,0.030492,0.019007,0.017751,0.027601,anodr
69c4cbb630de.png,0.917473,0.021399,0.016837,0.019493,0.024798,anodr
6a2642131e4a.png,0.916462,0.027047,0.019002,0.018616,0.018873,anodr
6a57a3db3eff.png,0.909948,0.026776,0.019239,0.019466,0.024571,anodr
6a905a7202d2.png,0.908119,0.028571,0.019370,0.021005,0.022935,anodr
6b30767595d8.png,0.909846,0.027758,0.019674,0.019945,0.022778,anodr
6b66b0e86f7e.png,0.919105,0.023891,0.016752,0.018982,0.021270,anodr
6bf2a81a5d91.png,0.917337,0.023706,0.016493,0.018220,0.024244,anodr
6c6505a0c637.png,0.924247,0.024083,0.015234,0.018574,0.017862,anodr
6d4f6c9a8406.png,0.897940,0.041905,0.021809,0.017818,0.020528,anodr
6d5a8362dd1e.png,0.932262,0.014506,0.018937,0.015246,0.019049,anodr
6d9effbcde78.png,0.922851,0.019209,0.019285,0.019502,0.019153,anodr
6dc0281f11e3.png,0.899982,0.040332,0.020414,0.018697,0.020575,anodr
6df8b7b6e837.png,0.919034,0.019111,0.019000,0.019747,0.023109,anodr
6e0f78e188ff.png,0.918574,0.020503,0.021299,0.018990,0.020634,anodr
6e1db8711879.png,0.903308,0.036305,0.018565,0.018784,0.023037,anodr
6fbaaf8eb67a.png,0.705903,0.218679,0.024970,0.027105,0.023343,anodr
7131bf4c9e6f.png,0.669633,0.264805,0.023093,0.021027,0.021441,anodr
726dff37edc0.png,0.907929,0.031022,0.016436,0.021001,0.023612,anodr
735836b1ffa6.png,0.033841,0.076559,0.555301,0.240588,0.093711,cmoderatedr
737ef6226677.png,0.909701,0.029892,0.021394,0.017461,0.021551,anodr
73d40ce06a67.png,0.894971,0.045293,0.018830,0.019296,0.021610,anodr
73ef3c3dcbe4.png,0.924065,0.018417,0.018309,0.019509,0.019700,anodr
74211a2b6dcf.png,0.924052,0.020040,0.019216,0.019932,0.016760,anodr
74898f372d2b.png,0.915436,0.017848,0.023703,0.019814,0.023199,anodr
757e39293591.png,0.910669,0.025771,0.024471,0.016214,0.022876,anodr
75a071608ea6.png,0.909902,0.030001,0.017602,0.018447,0.024048,anodr
76516f828d88.png,0.902043,0.035875,0.022693,0.018216,0.021173,anodr
76bc31e0d3be.png,0.921511,0.020669,0.016862,0.019675,0.021284,anodr
76cab26493f1.png,0.838785,0.099254,0.019138,0.020492,0.022331,anodr
76cb010f7aa0.png,0.918569,0.020097,0.020867,0.016857,0.023610,anodr
780f9c237c56.png,0.912360,0.028634,0.023589,0.014863,0.020554,anodr
7831ce1d895e.png,0.905362,0.036494,0.020637,0.017209,0.020297,anodr
789f0ec1eab8.png,0.876643,0.052698,0.025960,0.021989,0.022709,anodr
79ade634c633.png,0.924561,0.021797,0.015358,0.018292,0.019992,anodr
7a06ea127e02.png,0.900550,0.039829,0.018581,0.019359,0.021681,anodr
7a12f49e29df.png,0.884505,0.018903,0.034514,0.026066,0.036012,anodr
7a9f45fdf29b.png,0.912006,0.030070,0.016606,0.018762,0.022555,anodr
7aabd768abff.png,0.928473,0.019911,0.016466,0.018860,0.016290,anodr
7ad0c4975890.png,0.052559,0.123545,0.633766,0.017290,0.172840,cmoderatedr
7af4d8704032.png,0.915501,0.029015,0.015402,0.019777,0.020305,anodr
7b691d9ced34.png,0.934162,0.017765,0.015055,0.016255,0.016762,anodr
7b9d519cbd66.png,0.925382,0.017015,0.023612,0.019480,0.014511,anodr
7ba6b23c4b46.png,0.875129,0.061553,0.018110,0.022759,0.022450,anodr
7bc00e58d419.png,0.900153,0.036793,0.022469,0.018160,0.022425,anodr
7da558d92100.png,0.919967,0.022041,0.016621,0.021901,0.019470,anodr
7ec0e61a7e29.png,0.904864,0.036288,0.016983,0.015134,0.026731,anodr
7f1f3269f546.png,0.913774,0.029244,0.015877,0.019856,0.021250,anodr
7fc3a8bb40de.png,0.906121,0.032653,0.018880,0.019158,0.023188,anodr
7fe7309d0b4f.png,0.905853,0.034293,0.018581,0.019152,0.022120,anodr
810ed108f5b7.png,0.917449,0.025299,0.017559,0.018347,0.021346,anodr
81914ceb4e74.png,0.870069,0.070920,0.018022,0.020184,0.020805,anodr
8329e80c10ac.png,0.903419,0.036407,0.019478,0.018102,0.022595,anodr
837acf120946.png,0.605181,0.308192,0.043012,0.023835,0.019779,anodr
83a63c4a3e4a.png,0.909941,0.031984,0.017229,0.019561,0.021285,anodr
83d81ba5959c.png,0.921163,0.023005,0.014138,0.020481,0.021214,anodr
83fda7c0500b.png,0.924113,0.019634,0.020677,0.019283,0.016293,anodr
840a06a9c690.png,0.908363,0.032038,0.018596,0.019112,0.021891,anodr
847b04287c9c.png,0.917031,0.025325,0.014924,0.017346,0.025374,anodr
84b88e8d3bca.png,0.889338,0.047457,0.018207,0.021390,0.023608,anodr
851e40a21f81.png,0.915957,0.027006,0.015622,0.018862,0.022553,anodr
8650d32f4a9e.png,0.919040,0.021976,0.016556,0.021582,0.020847,anodr
8693ab1fd2be.png,0.880781,0.057501,0.017631,0.022463,0.021623,anodr
875d2ffcbf47.png,0.907327,0.033488,0.017213,0.018979,0.022993,anodr
876deb29f000.png,0.895053,0.035650,0.025119,0.023414,0.020764,anodr
87b671c6d4c5.png,0.915020,0.024384,0.020364,0.019252,0.020980,anodr
883c6a184f16.png,0.910885,0.032142,0.016586,0.018521,0.021866,anodr
883ddb650967.png,0.905090,0.039622,0.016529,0.017578,0.021182,anodr
88e5051f65bd.png,0.917690,0.021645,0.015636,0.022278,0.022751,anodr
8af50c9d0a86.png,0.914180,0.022171,0.018534,0.020848,0.024267,anodr
8b079e79035f.png,0.914209,0.030948,0.023510,0.014225,0.017108,anodr
8bf2d925dc0c.png,0.924094,0.022000,0.014449,0.018301,0.021157,anodr
8c4ceddeb1c6.png,0.911107,0.033513,0.018580,0.018562,0.018238,anodr
8d13c46e7d75.png,0.874938,0.059883,0.024459,0.020738,0.019982,anodr
8d4ff745a409.png,0.909367,0.036907,0.015419,0.018892,0.019415,anodr
8e6df9eedcd8.png,0.924509,0.019103,0.016834,0.021405,0.018149,anodr
8e76054f0831.png,0.918644,0.023949,0.015305,0.019942,0.022160,anodr
8f06ca4642bd.png,0.917238,0.023738,0.016523,0.020654,0.021847,anodr
8f14bca04b47.png,0.915686,0.021746,0.021160,0.018673,0.022734,anodr
8fbb2ca39911.png,0.904495,0.031162,0.024045,0.018754,0.021543,anodr
90a9a41eec6d.png,0.800176,0.141240,0.017506,0.020810,0.020268,anodr
90bde2ff8953.png,0.915931,0.030141,0.015171,0.018263,0.020494,anodr
912fbe06407e.png,0.904343,0.031218,0.022051,0.016759,0.025629,anodr
916915f01e17.png,0.885521,0.054103,0.020563,0.017537,0.022277,anodr
91b7a4179ecf.png,0.882932,0.057895,0.017031,0.022540,0.019602,anodr
9274e75dc4d5.png,0.910738,0.031950,0.016358,0.017362,0.023593,anodr
92e3d608fd3c.png,0.899439,0.038406,0.019110,0.019813,0.023232,anodr
92fcf50b3562.png,0.912278,0.024418,0.021040,0.019592,0.022672,anodr
93802d1e3c41.png,0.902483,0.034840,0.019137,0.022439,0.021100,anodr
94076a9fb9b5.png,0.901723,0.041500,0.016165,0.019632,0.020980,anodr
946545473380.png,0.903228,0.035348,0.016969,0.020408,0.024047,anodr
949710bead24.png,0.914329,0.031028,0.016487,0.016632,0.021524,anodr
94b9ccc73bb9.png,0.920443,0.023246,0.019652,0.017141,0.019518,anodr
94f9ecf4b8d2.png,0.899816,0.034248,0.019230,0.022971,0.023735,anodr
96793edb1003.png,0.388928,0.428407,0.113095,0.030493,0.039077,bmilddr
96ea316ed0ab.png,0.912019,0.026473,0.018418,0.020667,0.022423,anodr
973b0facfa9b.png,0.912108,0.028515,0.017236,0.019285,0.022856,anodr
97fdee242fea.png,0.874981,0.056803,0.020658,0.022012,0.025547,anodr
983c98354e9c.png,0.766865,0.090593,0.105380,0.019596,0.017566,anodr
98441214557f.png,0.884363,0.052671,0.020257,0.020677,0.022032,anodr
98d41bce73a8.png,0.916187,0.021306,0.020843,0.022274,0.019390,anodr
99c626e58464.png,0.918415,0.022758,0.017767,0.019323,0.021737,anodr
9a1029536d78.png,0.899514,0.036874,0.019469,0.021134,0.023008,anodr
9ab18a4a957f.png,0.913655,0.023484,0.017554,0.024420,0.020887,anodr
9be71d6d7e59.png,0.103351,0.291985,0.564467,0.012692,0.027506,cmoderatedr
9c514d2d5b3f.png,0.907072,0.031512,0.018052,0.019981,0.023383,anodr
9ce46d400cd6.png,0.911667,0.027236,0.024366,0.016471,0.020260,anodr
9de9421f17e3.png,0.901915,0.038137,0.021598,0.017931,0.020418,anodr
9e2058917304.png,0.902672,0.037900,0.024928,0.016324,0.018176,anodr
9e5737f771c3.png,0.909856,0.027854,0.019162,0.020160,0.022968,anodr
9e99ae6ee7af.png,0.913930,0.034956,0.013742,0.019570,0.017801,anodr
9f1b14dfa14c.png,0.923290,0.024509,0.014157,0.017516,0.020528,anodr
a06b353e7bed.png,0.921643,0.023770,0.016266,0.018758,0.019563,anodr
a0fd94e2ad76.png,0.913953,0.025080,0.022636,0.016658,0.021673,anodr
a11c62cb3f86.png,0.920588,0.019578,0.020488,0.020882,0.018464,anodr
a12ca80bb8c7.png,0.912836,0.025832,0.020246,0.018345,0.022741,anodr
a188c60b93fb.png,0.907691,0.023014,0.024823,0.024690,0.019781,anodr
a1b28bcbce00.png,0.831205,0.093384,0.024068,0.024257,0.027087,anodr
a247961a5cd9.png,0.911404,0.028368,0.019612,0.017666,0.022951,anodr
a2b97d98f130.png,0.918008,0.017416,0.020055,0.018198,0.026323,anodr
a34fc5376669.png,0.922811,0.024164,0.013253,0.018027,0.021745,anodr
a419fcb2dfb5.png,0.918856,0.025512,0.015872,0.018055,0.021705,anodr
a44345b27804.png,0.858677,0.068978,0.031723,0.021163,0.019458,anodr
a484bdf85b4c.png,0.898197,0.040518,0.020474,0.019102,0.021709,anodr
a528be013a04.png,0.835276,0.083684,0.037883,0.023282,0.019875,anodr
a6356a3c5d11.png,0.919888,0.016298,0.021413,0.015998,0.026403,anodr
a673193cd5a9.png,0.914244,0.025199,0.021209,0.015792,0.023557,anodr
a6b6d27c1b32.png,0.915763,0.028643,0.015347,0.019343,0.020905,anodr
a70d0f12a641.png,0.911079,0.028096,0.018689,0.018327,0.023810,anodr
a73d012c4c38.png,0.918186,0.026226,0.016573,0.019094,0.019922,anodr
a8263d248523.png,0.884755,0.022897,0.042022,0.029660,0.020666,anodr
a8b637abd96b.png,0.891658,0.056310,0.010391,0.014384,0.027256,anodr
a94da3d3b5c0.png,0.913277,0.023360,0.019806,0.018335,0.025221,anodr
a963ac561580.png,0.895501,0.036300,0.026235,0.020214,0.021750,anodr
a9b3177f01c0.png,0.905299,0.033675,0.022730,0.018158,0.020138,anodr
a9bc2f892cb3.png,0.901849,0.036575,0.017059,0.019330,0.025187,anodr
aa4407aab872.png,0.899416,0.040376,0.018703,0.019109,0.022396,anodr
aa60813e1a8d.png,0.924752,0.016561,0.017137,0.018702,0.022848,anodr
aa6242f9e08c.png,0.914254,0.028568,0.016502,0.020110,0.020567,anodr
aa8a1e814811.png,0.880531,0.055975,0.023079,0.018818,0.021596,anodr
aaaadb174012.png,0.920559,0.026165,0.015839,0.017059,0.020378,anodr
