filename,prob_a_noamd,prob_b_amd,predicted_label
1926601_21015_1_0.png,0.764364,0.235636,a_noamd
1937126_21015_0_0.png,0.756537,0.243463,a_noamd
1951687_21015_0_0.png,0.757346,0.242654,a_noamd
1959318_21015_0_0.png,0.760917,0.239083,a_noamd
1965435_21015_1_0.png,0.758421,0.241579,a_noamd
1970295_21016_0_0.png,0.761184,0.238816,a_noamd
1973049_21015_1_0.png,0.757166,0.242834,a_noamd
1984835_21016_0_0.png,0.774071,0.225929,a_noamd
1986875_21016_0_0.png,0.788827,0.211173,a_noamd
2003584_21016_0_0.png,0.754825,0.245175,a_noamd
2016718_21015_0_0.png,0.765067,0.234933,a_noamd
2020618_21016_1_0.png,0.805250,0.194750,a_noamd
2021853_21015_1_0.png,0.776538,0.223462,a_noamd
2039753_21016_1_0.png,0.821546,0.178454,a_noamd
2071319_21016_0_0.png,0.787605,0.212395,a_noamd
2088201_21015_0_0.png,0.763043,0.236957,a_noamd
2102048_21015_0_0.png,0.805020,0.194980,a_noamd
2102787_21015_0_0.png,0.774328,0.225672,a_noamd
2109806_21016_0_0.png,0.765243,0.234757,a_noamd
2120628_21016_0_0.png,0.755005,0.244995,a_noamd
2128348_21015_0_0.png,0.763043,0.236957,a_noamd
2133699_21016_1_0.png,0.838680,0.161320,a_noamd
2140974_21015_1_0.png,0.767603,0.232397,a_noamd
2154562_21016_0_0.png,0.762247,0.237753,a_noamd
2156701_21015_0_0.png,0.789802,0.210198,a_noamd
2163214_21015_0_0.png,0.782330,0.217670,a_noamd
2165184_21015_0_0.png,0.761716,0.238284,a_noamd
2173281_21015_0_0.png,0.784979,0.215021,a_noamd
2183408_21016_0_0.png,0.766294,0.233706,a_noamd
2192806_21015_0_0.png,0.810479,0.189521,a_noamd
2202486_21016_0_0.png,0.759671,0.240329,a_noamd
2215678_21015_1_0.png,0.779825,0.220175,a_noamd
2232012_21015_1_0.png,0.779154,0.220846,a_noamd
2247731_21015_0_0.png,0.781581,0.218419,a_noamd
2270075_21016_0_0.png,0.840390,0.159610,a_noamd
2275268_21015_0_0.png,0.764100,0.235900,a_noamd
2284218_21016_0_0.png,0.814201,0.185799,a_noamd
2285374_21016_0_0.png,0.781664,0.218336,a_noamd
2291289_21016_0_0.png,0.758958,0.241042,a_noamd
2312624_21015_0_0.png,0.780160,0.219840,a_noamd
2320996_21015_0_0.png,0.765856,0.234144,a_noamd
2341253_21015_0_0.png,0.755907,0.244093,a_noamd
2343066_21015_0_0.png,0.755186,0.244814,a_noamd
2357888_21015_0_0.png,0.769514,0.230486,a_noamd
2359730_21015_0_0.png,0.787931,0.212069,a_noamd
2368772_21015_0_0.png,0.800380,0.199620,a_noamd
2372532_21016_1_0.png,0.759493,0.240507,a_noamd
2408221_21015_0_0.png,0.809125,0.190875,a_noamd
2413269_21016_0_0.png,0.759939,0.240061,a_noamd
2427764_21015_0_0.png,0.769514,0.230486,a_noamd
2438151_21015_0_0.png,0.753058,0.246942,a_noamd
2449350_21016_0_0.png,0.765944,0.234056,a_noamd
2456355_21015_1_0.png,0.768299,0.231701,a_noamd
2461672_21015_0_0.png,0.768473,0.231527,a_noamd
2472799_21016_0_0.png,0.756897,0.243103,a_noamd
2477187_21015_1_0.png,0.753512,0.246488,a_noamd
2483720_21016_0_0.png,0.767777,0.232223,a_noamd
2489830_21016_1_0.png,0.826572,0.173428,a_noamd
2499510_21015_0_0.png,0.792865,0.207135,a_noamd
2507657_21016_0_0.png,0.760917,0.239083,a_noamd
2526740_21016_0_0.png,0.756627,0.243373,a_noamd
2528591_21016_0_0.png,0.871857,0.128143,a_noamd
2537297_21015_0_0.png,0.844729,0.155271,a_noamd
2551919_21015_1_0.png,0.827201,0.172799,a_noamd
2563517_21015_0_0.png,0.826852,0.173148,a_noamd
2576580_21016_1_0.png,0.756897,0.243103,a_noamd
2585277_21015_0_0.png,0.754463,0.245537,a_noamd
2585605_21016_0_0.png,0.757974,0.242026,a_noamd
2588926_21015_0_0.png,0.799599,0.200401,a_noamd
2600105_21016_0_1.png,0.768646,0.231354,a_noamd
2633176_21016_0_0.png,0.767167,0.232833,a_noamd
2679483_21016_1_0.png,0.837155,0.162845,a_noamd
2685632_21015_0_0.png,0.756627,0.243373,a_noamd
2719722_21016_0_0.png,0.761184,0.238816,a_noamd
2721922_21015_0_0.png,0.758689,0.241311,a_noamd
2745458_21015_0_0.png,0.774328,0.225672,a_noamd
2757636_21015_0_0.png,0.773045,0.226955,a_noamd
2782516_21015_1_0.png,0.779238,0.220762,a_noamd
2805725_21016_0_0.png,0.760117,0.239883,a_noamd
2815362_21016_0_0.png,0.824815,0.175185,a_noamd
2822071_21015_0_0.png,0.768473,0.231527,a_noamd
2836894_21015_0_0.png,0.756537,0.243463,a_noamd
2846579_21016_1_0.png,0.791821,0.208179,a_noamd
2853144_21016_0_0.png,0.757346,0.242654,a_noamd
2868164_21015_0_0.png,0.794704,0.205296,a_noamd
2871034_21015_0_0.png,0.823257,0.176743,a_noamd
2873232_21015_0_0.png,0.819749,0.180251,a_noamd
2881320_21016_1_0.png,0.816845,0.183155,a_noamd
2884620_21016_0_0.png,0.754101,0.245899,a_noamd
2888262_21016_0_0.png,0.755637,0.244363,a_noamd
2890162_21016_0_0.png,0.761804,0.238196,a_noamd
2917663_21015_0_0.png,0.811825,0.188175,a_noamd
2949081_21016_1_0.png,0.792384,0.207616,a_noamd
2968059_21016_1_0.png,0.830113,0.169887,a_noamd
2972541_21016_0_0.png,0.756537,0.243463,a_noamd
2973762_21015_0_0.png,0.781247,0.218753,a_noamd
2974159_21016_0_0.png,0.795658,0.204342,a_noamd
2975492_21016_1_0.png,0.774924,0.225076,a_noamd
3004980_21015_0_0.png,0.806091,0.193909,a_noamd
3036382_21016_0_0.png,0.777469,0.222531,a_noamd
3036937_21016_0_0.png,0.778565,0.221435,a_noamd
3042285_21015_0_0.png,0.780244,0.219756,a_noamd
3059488_21016_0_0.png,0.758421,0.241579,a_noamd
3067577_21015_0_0.png,0.753376,0.246624,a_noamd
3081358_21016_0_0.png,0.755457,0.244543,a_noamd
3083279_21016_0_0.png,0.755547,0.244453,a_noamd
3092906_21015_0_0.png,0.766992,0.233008,a_noamd
3097730_21015_0_0.png,0.801781,0.198219,a_noamd
3112861_21016_1_0.png,0.836154,0.163846,a_noamd
3115038_21016_1_0.png,0.825519,0.174481,a_noamd
3126241_21016_1_0.png,0.817793,0.182207,a_noamd
3132958_21015_0_0.png,0.757525,0.242475,a_noamd
3135604_21015_0_0.png,0.767516,0.232484,a_noamd
3143757_21016_0_0.png,0.753829,0.246171,a_noamd
3152013_21015_0_0.png,0.782663,0.217338,a_noamd
3210309_21016_1_0.png,0.779322,0.220678,a_noamd
3213158_21016_0_0.png,0.783906,0.216094,a_noamd
3214719_21015_1_0.png,0.764892,0.235108,a_noamd
3220661_21015_0_0.png,0.842669,0.157331,a_noamd
3232160_21016_0_0.png,0.812049,0.187951,a_noamd
3238640_21015_0_0.png,0.760028,0.239972,a_noamd
3246947_21015_0_0.png,0.758511,0.241489,a_noamd
3266867_21015_0_0.png,0.754101,0.245899,a_noamd
3273293_21016_1_0.png,0.783740,0.216260,a_noamd
3291607_21015_0_0.png,0.757615,0.242385,a_noamd
3295572_21015_0_0.png,0.756088,0.243912,a_noamd
3302184_21016_1_0.png,0.801936,0.198064,a_noamd
3303788_21015_0_0.png,0.806472,0.193528,a_noamd
3304628_21016_1_0.png,0.756987,0.243013,a_noamd
3346001_21016_0_0.png,0.766381,0.233619,a_noamd
3381767_21016_0_0.png,0.762247,0.237753,a_noamd
3393701_21016_0_0.png,0.760206,0.239794,a_noamd
3406454_21015_0_0.png,0.797083,0.202917,a_noamd
3442183_21015_0_0.png,0.756088,0.243912,a_noamd
3453675_21016_0_0.png,0.754282,0.245718,a_noamd
3455372_21015_0_0.png,0.761006,0.238994,a_noamd
3466158_21016_0_0.png,0.799599,0.200401,a_noamd
3480066_21016_1_0.png,0.763660,0.236340,a_noamd
3488530_21016_0_0.png,0.824533,0.175467,a_noamd
3500747_21015_0_0.png,0.783492,0.216508,a_noamd
3517390_21015_0_0.png,0.780997,0.219003,a_noamd
3517510_21016_0_0.png,0.767428,0.232571,a_noamd
3528682_21015_0_0.png,0.756178,0.243822,a_noamd
3540784_21016_1_0.png,0.779490,0.220510,a_noamd
3545495_21015_1_0.png,0.753557,0.246443,a_noamd
3569605_21016_0_0.png,0.767167,0.232833,a_noamd
3569620_21015_1_0.png,0.755547,0.244453,a_noamd
3577464_21015_0_0.png,0.752377,0.247623,a_noamd
3580339_21016_0_0.png,0.778481,0.221519,a_noamd
3581537_21016_0_0.png,0.757346,0.242654,a_noamd
3593150_21016_1_0.png,0.827898,0.172102,a_noamd
3595229_21015_0_0.png,0.826151,0.173849,a_noamd
3608666_21015_0_0.png,0.773216,0.226784,a_noamd
3619899_21015_0_0.png,0.764716,0.235284,a_noamd
3633033_21015_1_0.png,0.827828,0.172172,a_noamd
3642698_21015_0_0.png,0.811825,0.188175,a_noamd
3665587_21015_0_0.png,0.774498,0.225502,a_noamd
3666583_21016_1_0.png,0.858778,0.141222,a_noamd
3670750_21016_0_0.png,0.750781,0.249219,a_noamd
3675573_21015_0_0.png,0.766905,0.233095,a_noamd
3677332_21015_0_0.png,0.822759,0.177241,a_noamd
3692598_21015_0_0.png,0.764188,0.235812,a_noamd
3710966_21016_0_0.png,0.776369,0.223631,a_noamd
3712684_21015_1_0.png,0.814496,0.185504,a_noamd
3713635_21015_0_0.png,0.774498,0.225502,a_noamd
3714286_21015_1_0.png,0.768733,0.231267,a_noamd
3735116_21015_1_0.png,0.752831,0.247169,a_noamd
3739249_21016_0_0.png,0.795261,0.204739,a_noamd
3747207_21015_0_0.png,0.759671,0.240329,a_noamd
3750130_21016_0_0.png,0.761095,0.238905,a_noamd
3757353_21016_1_0.png,0.768299,0.231701,a_noamd
3758086_21016_0_0.png,0.752740,0.247260,a_noamd
3759184_21015_1_0.png,0.805096,0.194904,a_noamd
3782601_21016_0_0.png,0.763572,0.236428,a_noamd
3788232_21016_0_0.png,0.758511,0.241489,a_noamd
3819338_21015_0_0.png,0.760651,0.239349,a_noamd
3821541_21015_0_0.png,0.789234,0.210766,a_noamd
3837166_21015_1_0.png,0.824391,0.175609,a_noamd
3854320_21015_0_0.png,0.767864,0.232136,a_noamd
3866437_21015_0_0.png,0.753920,0.246080,a_noamd
3867969_21016_0_0.png,0.763924,0.236076,a_noamd
3880793_21015_1_0.png,0.829008,0.170992,a_noamd
3883826_21015_0_0.png,0.835551,0.164449,a_noamd
3889732_21016_0_0.png,0.754282,0.245718,a_noamd
3896214_21016_0_0.png,0.759404,0.240596,a_noamd
3908934_21016_1_0.png,0.772616,0.227384,a_noamd
3910674_21015_0_0.png,0.787359,0.212640,a_noamd
3919658_21015_0_0.png,0.754508,0.245492,a_noamd
3923587_21015_1_0.png,0.763131,0.236869,a_noamd
3926725_21016_0_0.png,0.757794,0.242206,a_noamd
3935681_21016_0_0.png,0.767951,0.232049,a_noamd
3945714_21015_0_0.png,0.793186,0.206814,a_noamd
3951801_21016_1_0.png,0.786541,0.213459,a_noamd
3960725_21016_0_0.png,0.763131,0.236869,a_noamd
3977319_21015_0_0.png,0.763836,0.236164,a_noamd
3978228_21016_0_0.png,0.776199,0.223801,a_noamd
3986061_21015_0_0.png,0.754192,0.245808,a_noamd
3989606_21016_0_0.png,0.757077,0.242923,a_noamd
3995966_21015_1_0.png,0.775605,0.224395,a_noamd
4000600_21016_1_0.png,0.832781,0.167219,a_noamd
4008587_21016_0_0.png,0.752740,0.247260,a_noamd
4019648_21016_1_0.png,0.759493,0.240507,a_noamd
4024308_21016_0_0.png,0.756358,0.243642,a_noamd
4043443_21016_0_0.png,0.798265,0.201735,a_noamd
4047283_21016_0_0.png,0.810554,0.189446,a_noamd
4084652_21016_1_0.png,0.795896,0.204104,a_noamd
4109978_21016_0_0.png,0.804329,0.195671,a_noamd
4146349_21016_1_0.png,0.777300,0.222700,a_noamd
4158297_21016_1_0.png,0.772959,0.227041,a_noamd
4197728_21015_0_0.png,0.807840,0.192160,a_noamd
4199140_21015_1_0.png,0.808597,0.191403,a_noamd
4204893_21015_0_0.png,0.782081,0.217919,a_noamd
4206869_21015_1_0.png,0.756358,0.243642,a_noamd
4218219_21016_1_0.png,0.754101,0.245899,a_noamd
4221430_21015_0_0.png,0.826081,0.173919,a_noamd
4222894_21016_1_0.png,0.769514,0.230486,a_noamd
4228877_21015_0_0.png,0.800224,0.199776,a_noamd
4229042_21016_0_0.png,0.773815,0.226185,a_noamd
4244571_21015_0_0.png,0.767254,0.232746,a_noamd
4248477_21016_0_0.png,0.807916,0.192084,a_noamd
4249088_21015_0_0.png,0.839997,0.160003,a_noamd
4253334_21015_1_0.png,0.777046,0.222954,a_noamd
4262947_21016_0_0.png,0.755457,0.244543,a_noamd
4266504_21016_0_0.png,0.756088,0.243912,a_noamd
4274657_21015_0_0.png,0.782164,0.217836,a_noamd
4308105_21015_1_0.png,0.754282,0.245718,a_noamd
4311696_21015_0_0.png,0.801081,0.198919,a_noamd
4314171_21016_0_1.png,0.807309,0.192691,a_noamd
4314661_21015_0_0.png,0.758153,0.241847,a_noamd
4314661_21016_0_0.png,0.767777,0.232223,a_noamd
4329106_21015_1_0.png,0.775095,0.224906,a_noamd
4330232_21016_0_0.png,0.796213,0.203787,a_noamd
4333302_21015_0_0.png,0.759493,0.240507,a_noamd
4367958_21016_0_0.png,0.755366,0.244634,a_noamd
4381568_21016_0_0.png,0.813535,0.186465,a_noamd
4445145_21016_0_0.png,0.793106,0.206894,a_noamd
4466913_21015_0_0.png,0.787441,0.212559,a_noamd
4488801_21015_0_0.png,0.761804,0.238196,a_noamd
4493037_21015_0_0.png,0.755096,0.244904,a_noamd
4504638_21015_1_0.png,0.759315,0.240685,a_noamd
4505028_21016_0_0.png,0.755727,0.244273,a_noamd
4535894_21016_0_0.png,0.757346,0.242654,a_noamd
4538214_21015_0_0.png,0.760206,0.239794,a_noamd
4546863_21015_1_0.png,0.819099,0.180901,a_noamd
4549528_21016_0_0.png,0.774242,0.225758,a_noamd
4554312_21015_0_0.png,0.763043,0.236957,a_noamd
4557956_21015_0_0.png,0.755366,0.244634,a_noamd
4559426_21016_0_0.png,0.786377,0.213623,a_noamd
4568055_21015_0_0.png,0.753421,0.246579,a_noamd
4569390_21016_0_0.png,0.752240,0.247760,a_noamd
4570807_21015_0_0.png,0.771499,0.228501,a_noamd
4587312_21016_0_0.png,0.841826,0.158174,a_noamd
4618199_21016_0_0.png,0.755997,0.244003,a_noamd
4637907_21015_0_0.png,0.756807,0.243193,a_noamd
4689650_21015_0_0.png,0.761272,0.238728,a_noamd
4720552_21015_1_0.png,0.754553,0.245447,a_noamd
4723952_21016_0_0.png,0.776792,0.223208,a_noamd
4724275_21015_0_0.png,0.755907,0.244093,a_noamd
4731434_21015_0_0.png,0.763219,0.236781,a_noamd
4732402_21015_0_0.png,0.766031,0.233969,a_noamd
4743789_21016_0_1.png,0.755907,0.244093,a_noamd
4758325_21015_0_0.png,0.749362,0.250638,a_noamd
4781206_21015_1_0.png,0.801548,0.198452,a_noamd
4798553_21015_1_0.png,0.766294,0.233706,a_noamd
4801757_21016_0_0.png,0.752513,0.247487,a_noamd
4805734_21015_0_0.png,0.757974,0.242026,a_noamd
4821429_21016_0_0.png,0.802401,0.197599,a_noamd
4830531_21016_1_0.png,0.787686,0.212314,a_noamd
4832152_21016_0_0.png,0.754463,0.245537,a_noamd
4832509_21015_0_0.png,0.786623,0.213377,a_noamd
4837809_21016_0_0.png,0.806396,0.193604,a_noamd
4840037_21015_0_0.png,0.792304,0.207696,a_noamd
4849729_21016_1_0.png,0.795340,0.204660,a_noamd
4863770_21015_0_0.png,0.769340,0.230660,a_noamd
4870598_21015_1_0.png,0.756537,0.243463,a_noamd
4893635_21015_0_0.png,0.794385,0.205615,a_noamd
4904993_21015_0_0.png,0.793826,0.206174,a_noamd
4917842_21016_0_0.png,0.797162,0.202838,a_noamd
4932133_21015_1_0.png,0.764979,0.235021,a_noamd
4935738_21016_0_0.png,0.792143,0.207857,a_noamd
4938364_21015_0_0.png,0.773730,0.226270,a_noamd
4948455_21015_0_0.png,0.763748,0.236252,a_noamd
4958616_21016_1_0.png,0.781914,0.218086,a_noamd
4968829_21015_0_0.png,0.753739,0.246261,a_noamd
4969707_21016_0_0.png,0.760117,0.239883,a_noamd
4974108_21015_1_0.png,0.763836,0.236164,a_noamd
4986281_21016_1_0.png,0.813090,0.186910,a_noamd
4992162_21015_1_0.png,0.758600,0.241400,a_noamd
5045384_21016_0_0.png,0.760828,0.239172,a_noamd
5060389_21015_0_0.png,0.784402,0.215598,a_noamd
5080584_21015_0_0.png,0.757884,0.242116,a_noamd
5092374_21015_1_0.png,0.757256,0.242744,a_noamd
5097977_21016_0_0.png,0.794704,0.205296,a_noamd
5146391_21015_0_0.png,0.761716,0.238284,a_noamd
5158731_21016_0_0.png,0.754689,0.245311,a_noamd
5169194_21016_0_0.png,0.815306,0.184694,a_noamd
5170070_21015_0_0.png,0.768212,0.231788,a_noamd
5183538_21016_1_0.png,0.756717,0.243283,a_noamd
5199888_21015_0_0.png,0.776453,0.223547,a_noamd
5203939_21015_1_0.png,0.763043,0.236957,a_noamd
5225003_21016_0_0.png,0.783492,0.216508,a_noamd
5228382_21015_0_0.png,0.779658,0.220342,a_noamd
5242771_21016_0_0.png,0.767603,0.232397,a_noamd
5253450_21015_0_0.png,0.757525,0.242475,a_noamd
5262483_21016_0_0.png,0.775009,0.224991,a_noamd
5282139_21015_0_0.png,0.755997,0.244003,a_noamd
5294080_21015_0_0.png,0.795102,0.204898,a_noamd
5299948_21015_1_0.png,0.760206,0.239794,a_noamd
5304839_21015_0_0.png,0.752195,0.247805,a_noamd
5316967_21015_0_0.png,0.800614,0.199386,a_noamd
5327176_21016_0_0.png,0.754282,0.245718,a_noamd
5332398_21016_0_0.png,0.798187,0.201813,a_noamd
5337066_21015_1_0.png,0.790045,0.209955,a_noamd
5339536_21015_0_0.png,0.755276,0.244724,a_noamd
5346101_21015_0_0.png,0.844281,0.155719,a_noamd
5367610_21016_1_0.png,0.779909,0.220091,a_noamd
5373136_21015_0_0.png,0.759493,0.240507,a_noamd
5376386_21015_1_0.png,0.804098,0.195902,a_noamd
5403145_21016_1_0.png,0.821903,0.178097,a_noamd
5436740_21015_0_0.png,0.783575,0.216425,a_noamd
5441934_21015_1_0.png,0.763572,0.236428,a_noamd
5458636_21016_0_0.png,0.791176,0.208824,a_noamd
5465421_21016_0_0.png,0.754553,0.245447,a_noamd
5471791_21015_1_0.png,0.803791,0.196209,a_noamd
5479543_21015_0_0.png,0.806472,0.193528,a_noamd
5512387_21016_0_0.png,0.837288,0.162712,a_noamd
5522537_21016_1_0.png,0.795022,0.204978,a_noamd
5533264_21015_0_0.png,0.760917,0.239083,a_noamd
5540488_21016_1_0.png,0.754734,0.245266,a_noamd
5544560_21015_0_0.png,0.752377,0.247623,a_noamd
5556812_21016_0_0.png,0.835013,0.164987,a_noamd
5572533_21015_1_0.png,0.779490,0.220510,a_noamd
5603376_21015_0_0.png,0.848784,0.151216,a_noamd
5641771_21015_0_1.png,0.778733,0.221267,a_noamd
5650558_21016_1_0.png,0.828106,0.171894,a_noamd
5683776_21016_0_0.png,0.775775,0.224225,a_noamd
5754655_21016_0_0.png,0.755276,0.244724,a_noamd
5785633_21015_0_0.png,0.783658,0.216342,a_noamd
5789547_21015_0_0.png,0.755547,0.244453,a_noamd
5791854_21015_1_0.png,0.760117,0.239883,a_noamd
5800890_21015_0_0.png,0.792062,0.207938,a_noamd
5827884_21016_0_0.png,0.804329,0.195671,a_noamd
5882959_21015_0_0.png,0.796213,0.203787,a_noamd
5896368_21015_1_0.png,0.779490,0.220510,a_noamd
5905471_21015_1_0.png,0.786623,0.213377,a_noamd
5918179_21016_0_0.png,0.764100,0.235900,a_noamd
5927933_21016_1_0.png,0.801315,0.198685,a_noamd
5935747_21015_0_0.png,0.783492,0.216508,a_noamd
5942897_21016_0_0.png,0.787686,0.212314,a_noamd
5948118_21015_0_0.png,0.758779,0.241221,a_noamd
5949361_21015_0_0.png,0.763484,0.236516,a_noamd
5955947_21016_0_0.png,0.772874,0.227126,a_noamd
5962767_21015_0_0.png,0.753331,0.246669,a_noamd
5974103_21016_0_1.png,0.797320,0.202680,a_noamd
5976620_21015_0_0.png,0.760740,0.239260,a_noamd
5996670_21016_0_0.png,0.761539,0.238462,a_noamd
6003935_21016_0_0.png,0.767951,0.232049,a_noamd
6024218_21015_0_0.png,0.758958,0.241042,a_noamd
1023925_21015_0_0.png,0.761361,0.238639,a_noamd
1092742_21016_0_0.png,0.792946,0.207054,a_noamd
1117805_21016_0_0.png,0.799677,0.200323,a_noamd
1166055_21015_0_0.png,0.762866,0.237134,a_noamd
1171162_21016_0_0.png,0.771155,0.228845,a_noamd
1197634_21015_1_0.png,0.758332,0.241668,a_noamd
1257649_21015_0_0.png,0.805861,0.194139,a_noamd
1279742_21015_1_0.png,0.823044,0.176956,a_noamd
1279742_21016_1_0.png,0.782081,0.217919,a_noamd
1292815_21016_0_0.png,0.774839,0.225161,a_noamd
1310277_21016_0_0.png,0.769167,0.230833,a_noamd
1332898_21015_0_0.png,0.753467,0.246533,a_noamd
1332898_21016_0_0.png,0.760117,0.239883,a_noamd
1384796_21016_0_0.png,0.755637,0.244363,a_noamd
1412311_21016_0_0.png,0.768038,0.231962,a_noamd
1416363_21016_0_0.png,0.755457,0.244543,a_noamd
1470027_21016_0_0.png,0.761184,0.238816,a_noamd
1473033_21015_0_0.png,0.758242,0.241758,a_noamd
1474226_21015_0_0.png,0.759047,0.240953,a_noamd
1528206_21015_1_0.png,0.763660,0.236340,a_noamd
1528206_21016_1_0.png,0.777384,0.222616,a_noamd
1529147_21016_0_0.png,0.756088,0.243912,a_noamd
1548173_21015_0_0.png,0.770983,0.229018,a_noamd
1548173_21016_0_0.png,0.761893,0.238107,a_noamd
1619067_21015_0_0.png,0.753603,0.246397,a_noamd
1681156_21015_0_0.png,0.791257,0.208743,a_noamd
1715873_21016_0_0.png,0.758063,0.241937,a_noamd
1717437_21015_0_0.png,0.783243,0.216757,a_noamd
1721241_21016_0_0.png,0.779406,0.220594,a_noamd
1734645_21016_0_0.png,0.762159,0.237841,a_noamd
1783773_21015_0_0.png,0.768820,0.231180,a_noamd
1794791_21015_0_0.png,0.760740,0.239260,a_noamd
1794791_21016_0_0.png,0.760117,0.239883,a_noamd
1798044_21016_0_0.png,0.769254,0.230746,a_noamd
1839565_21016_0_0.png,0.767777,0.232223,a_noamd
1961304_21015_0_0.png,0.767690,0.232310,a_noamd
2185771_21016_0_0.png,0.759225,0.240775,a_noamd
2362553_21015_0_0.png,0.780746,0.219254,a_noamd
2364867_21015_0_0.png,0.756807,0.243193,a_noamd
2397648_21016_0_0.png,0.753920,0.246080,a_noamd
2404018_21016_0_0.png,0.778228,0.221772,a_noamd
2408896_21016_1_0.png,0.764452,0.235548,a_noamd
2457386_21016_0_0.png,0.755366,0.244634,a_noamd
