filename,true_class,predicted_class,confidence,prob_a_noamd,prob_b_amd
a_noamd/1494464_21015_0_0.png,a_noamd,a_noamd,0.949888,0.949888,0.050112
a_noamd/1495365_21015_1_0.png,a_noamd,a_noamd,0.956911,0.956911,0.043089
a_noamd/1495979_21015_1_0.png,a_noamd,a_noamd,0.944068,0.944068,0.055932
a_noamd/1499051_21015_0_0.png,a_noamd,a_noamd,0.929284,0.929284,0.070716
a_noamd/1499671_21016_0_1.png,a_noamd,a_noamd,0.960412,0.960412,0.039588
a_noamd/1506781_21016_0_0.png,a_noamd,a_noamd,0.904512,0.904512,0.095488
a_noamd/1514959_21015_0_0.png,a_noamd,a_noamd,0.899968,0.899968,0.100032
a_noamd/1515498_21016_0_0.png,a_noamd,a_noamd,0.963786,0.963786,0.036214
a_noamd/1535030_21016_0_0.png,a_noamd,a_noamd,0.920077,0.920077,0.079923
a_noamd/1537998_21015_1_1.png,a_noamd,a_noamd,0.950525,0.950525,0.049475
a_noamd/1552660_21016_0_0.png,a_noamd,a_noamd,0.934542,0.934542,0.065458
a_noamd/1553749_21016_0_0.png,a_noamd,a_noamd,0.933410,0.933410,0.066590
a_noamd/1553751_21015_0_0.png,a_noamd,a_noamd,0.871743,0.871743,0.128257
a_noamd/1557480_21016_1_0.png,a_noamd,a_noamd,0.852451,0.852451,0.147549
a_noamd/1560389_21015_0_0.png,a_noamd,a_noamd,0.952484,0.952484,0.047516
a_noamd/1574898_21016_0_0.png,a_noamd,a_noamd,0.933525,0.933525,0.066475
a_noamd/1601635_21016_0_0.png,a_noamd,a_noamd,0.929184,0.929184,0.070816
a_noamd/1632106_21016_1_0.png,a_noamd,a_noamd,0.914997,0.914997,0.085003
a_noamd/1652487_21016_1_0.png,a_noamd,a_noamd,0.928272,0.928272,0.071728
a_noamd/1663149_21016_0_0.png,a_noamd,a_noamd,0.946022,0.946022,0.053978
a_noamd/1681117_21016_0_0.png,a_noamd,a_noamd,0.950371,0.950371,0.049629
a_noamd/1697220_21015_0_0.png,a_noamd,b_amd,0.691273,0.308727,0.691273
a_noamd/1704670_21015_0_0.png,a_noamd,a_noamd,0.932014,0.932014,0.067986
a_noamd/1708747_21016_0_0.png,a_noamd,a_noamd,0.934605,0.934605,0.065395
a_noamd/1730885_21016_0_0.png,a_noamd,a_noamd,0.939989,0.939989,0.060011
a_noamd/1736297_21016_0_0.png,a_noamd,a_noamd,0.927459,0.927459,0.072541
a_noamd/1737240_21015_1_0.png,a_noamd,a_noamd,0.950486,0.950486,0.049514
a_noamd/1782210_21016_0_0.png,a_noamd,a_noamd,0.923115,0.923115,0.076884
a_noamd/1826552_21016_0_0.png,a_noamd,a_noamd,0.944470,0.944470,0.055530
a_noamd/1840708_21015_1_0.png,a_noamd,a_noamd,0.947710,0.947710,0.052290
a_noamd/1844778_21016_1_0.png,a_noamd,a_noamd,0.933396,0.933396,0.066604
a_noamd/1855075_21015_0_0.png,a_noamd,a_noamd,0.934100,0.934100,0.065900
a_noamd/1862962_21015_0_0.png,a_noamd,a_noamd,0.942902,0.942902,0.057098
a_noamd/1897613_21016_0_0.png,a_noamd,a_noamd,0.934579,0.934579,0.065421
a_noamd/1897754_21016_0_0.png,a_noamd,b_amd,0.916632,0.083368,0.916632
a_noamd/1902295_21016_0_0.png,a_noamd,a_noamd,0.938575,0.938575,0.061425
a_noamd/1912841_21016_0_0.png,a_noamd,a_noamd,0.927478,0.927478,0.072522
a_noamd/1926601_21015_1_0.png,a_noamd,a_noamd,0.547604,0.547604,0.452396
a_noamd/1937126_21015_0_0.png,a_noamd,a_noamd,0.922431,0.922431,0.077569
a_noamd/1951687_21015_0_0.png,a_noamd,a_noamd,0.903567,0.903567,0.096433
a_noamd/1959318_21015_0_0.png,a_noamd,a_noamd,0.941998,0.941998,0.058002
a_noamd/1965435_21015_1_0.png,a_noamd,a_noamd,0.940584,0.940584,0.059416
a_noamd/1970295_21016_0_0.png,a_noamd,a_noamd,0.935747,0.935747,0.064253
a_noamd/1973049_21015_1_0.png,a_noamd,a_noamd,0.930958,0.930958,0.069042
a_noamd/1984835_21016_0_0.png,a_noamd,a_noamd,0.937984,0.937984,0.062016
a_noamd/1986875_21016_0_0.png,a_noamd,a_noamd,0.947425,0.947425,0.052575
a_noamd/2003584_21016_0_0.png,a_noamd,a_noamd,0.934169,0.934169,0.065831
a_noamd/2016718_21015_0_0.png,a_noamd,b_amd,0.752677,0.247323,0.752677
a_noamd/2020618_21016_1_0.png,a_noamd,a_noamd,0.937141,0.937141,0.062860
a_noamd/2021853_21015_1_0.png,a_noamd,a_noamd,0.945035,0.945035,0.054965
a_noamd/2039753_21016_1_0.png,a_noamd,a_noamd,0.955166,0.955166,0.044834
a_noamd/2071319_21016_0_0.png,a_noamd,a_noamd,0.930377,0.930377,0.069623
a_noamd/2088201_21015_0_0.png,a_noamd,a_noamd,0.923285,0.923285,0.076715
a_noamd/2102048_21015_0_0.png,a_noamd,a_noamd,0.946692,0.946692,0.053308
a_noamd/2102787_21015_0_0.png,a_noamd,a_noamd,0.925927,0.925927,0.074073
a_noamd/2109806_21016_0_0.png,a_noamd,a_noamd,0.922587,0.922587,0.077413
a_noamd/2120628_21016_0_0.png,a_noamd,a_noamd,0.935439,0.935439,0.064561
a_noamd/2128348_21015_0_0.png,a_noamd,a_noamd,0.941136,0.941136,0.058864
a_noamd/2133699_21016_1_0.png,a_noamd,a_noamd,0.958717,0.958717,0.041283
a_noamd/2140974_21015_1_0.png,a_noamd,a_noamd,0.922581,0.922581,0.077419
a_noamd/2154562_21016_0_0.png,a_noamd,a_noamd,0.916943,0.916943,0.083057
a_noamd/2156701_21015_0_0.png,a_noamd,a_noamd,0.931699,0.931699,0.068301
a_noamd/2163214_21015_0_0.png,a_noamd,a_noamd,0.939514,0.939514,0.060486
a_noamd/2165184_21015_0_0.png,a_noamd,a_noamd,0.923532,0.923532,0.076468
a_noamd/2173281_21015_0_0.png,a_noamd,a_noamd,0.932802,0.932802,0.067198
a_noamd/2183408_21016_0_0.png,a_noamd,a_noamd,0.933865,0.933865,0.066135
a_noamd/2192806_21015_0_0.png,a_noamd,a_noamd,0.952714,0.952714,0.047286
a_noamd/2202486_21016_0_0.png,a_noamd,a_noamd,0.939965,0.939965,0.060035
a_noamd/2215678_21015_1_0.png,a_noamd,a_noamd,0.937831,0.937831,0.062169
a_noamd/2232012_21015_1_0.png,a_noamd,a_noamd,0.940978,0.940978,0.059022
a_noamd/2247731_21015_0_0.png,a_noamd,a_noamd,0.603731,0.603731,0.396269
a_noamd/2270075_21016_0_0.png,a_noamd,a_noamd,0.943246,0.943246,0.056754
a_noamd/2275268_21015_0_0.png,a_noamd,a_noamd,0.936810,0.936810,0.063190
a_noamd/2284218_21016_0_0.png,a_noamd,a_noamd,0.954828,0.954828,0.045172
a_noamd/2285374_21016_0_0.png,a_noamd,a_noamd,0.936693,0.936693,0.063307
a_noamd/2291289_21016_0_0.png,a_noamd,a_noamd,0.925148,0.925148,0.074852
a_noamd/2312624_21015_0_0.png,a_noamd,a_noamd,0.950960,0.950960,0.049040
a_noamd/2320996_21015_0_0.png,a_noamd,a_noamd,0.910154,0.910154,0.089846
a_noamd/2341253_21015_0_0.png,a_noamd,b_amd,0.751680,0.248320,0.751680
a_noamd/2343066_21015_0_0.png,a_noamd,a_noamd,0.931846,0.931846,0.068154
a_noamd/2357888_21015_0_0.png,a_noamd,a_noamd,0.928022,0.928022,0.071978
a_noamd/2359730_21015_0_0.png,a_noamd,a_noamd,0.805548,0.805548,0.194452
a_noamd/2368772_21015_0_0.png,a_noamd,a_noamd,0.943235,0.943235,0.056765
a_noamd/2372532_21016_1_0.png,a_noamd,a_noamd,0.929717,0.929717,0.070283
a_noamd/2408221_21015_0_0.png,a_noamd,a_noamd,0.714081,0.714081,0.285919
a_noamd/2413269_21016_0_0.png,a_noamd,a_noamd,0.916839,0.916839,0.083161
a_noamd/2427764_21015_0_0.png,a_noamd,a_noamd,0.932462,0.932462,0.067538
a_noamd/2438151_21015_0_0.png,a_noamd,a_noamd,0.921087,0.921087,0.078913
a_noamd/2449350_21016_0_0.png,a_noamd,a_noamd,0.908168,0.908168,0.091832
a_noamd/2456355_21015_1_0.png,a_noamd,a_noamd,0.939772,0.939772,0.060228
a_noamd/2461672_21015_0_0.png,a_noamd,a_noamd,0.940371,0.940371,0.059629
a_noamd/2472799_21016_0_0.png,a_noamd,a_noamd,0.932668,0.932668,0.067332
a_noamd/2477187_21015_1_0.png,a_noamd,a_noamd,0.933363,0.933363,0.066637
a_noamd/2483720_21016_0_0.png,a_noamd,b_amd,0.921205,0.078795,0.921205
a_noamd/2489830_21016_1_0.png,a_noamd,a_noamd,0.962025,0.962025,0.037975
a_noamd/2499510_21015_0_0.png,a_noamd,a_noamd,0.942240,0.942240,0.057760
a_noamd/2507657_21016_0_0.png,a_noamd,a_noamd,0.937745,0.937745,0.062255
a_noamd/2526740_21016_0_0.png,a_noamd,b_amd,0.609183,0.390817,0.609183
a_noamd/2528591_21016_0_0.png,a_noamd,a_noamd,0.929468,0.929468,0.070532
a_noamd/2537297_21015_0_0.png,a_noamd,a_noamd,0.959377,0.959377,0.040623
a_noamd/2551919_21015_1_0.png,a_noamd,a_noamd,0.962521,0.962521,0.037479
a_noamd/2563517_21015_0_0.png,a_noamd,a_noamd,0.944376,0.944376,0.055624
a_noamd/2576580_21016_1_0.png,a_noamd,a_noamd,0.923597,0.923597,0.076403
a_noamd/2585277_21015_0_0.png,a_noamd,a_noamd,0.896957,0.896957,0.103042
a_noamd/2585605_21016_0_0.png,a_noamd,a_noamd,0.894526,0.894526,0.105474
a_noamd/2588926_21015_0_0.png,a_noamd,a_noamd,0.937193,0.937193,0.062807
a_noamd/2600105_21016_0_1.png,a_noamd,a_noamd,0.899222,0.899222,0.100778
a_noamd/2633176_21016_0_0.png,a_noamd,a_noamd,0.931892,0.931892,0.068108
a_noamd/2679483_21016_1_0.png,a_noamd,a_noamd,0.960773,0.960773,0.039227
a_noamd/2685632_21015_0_0.png,a_noamd,a_noamd,0.937970,0.937970,0.062030
a_noamd/2719722_21016_0_0.png,a_noamd,a_noamd,0.707972,0.707972,0.292028
a_noamd/2721922_21015_0_0.png,a_noamd,a_noamd,0.929123,0.929123,0.070877
a_noamd/2745458_21015_0_0.png,a_noamd,a_noamd,0.932664,0.932664,0.067335
a_noamd/2757636_21015_0_0.png,a_noamd,b_amd,0.902465,0.097535,0.902465
a_noamd/2782516_21015_1_0.png,a_noamd,a_noamd,0.800302,0.800302,0.199698
a_noamd/2805725_21016_0_0.png,a_noamd,a_noamd,0.933061,0.933061,0.066939
a_noamd/2815362_21016_0_0.png,a_noamd,b_amd,0.830916,0.169084,0.830916
a_noamd/2822071_21015_0_0.png,a_noamd,a_noamd,0.941828,0.941828,0.058172
a_noamd/2836894_21015_0_0.png,a_noamd,a_noamd,0.934085,0.934085,0.065915
a_noamd/2846579_21016_1_0.png,a_noamd,a_noamd,0.931455,0.931455,0.068545
a_noamd/2853144_21016_0_0.png,a_noamd,a_noamd,0.934181,0.934181,0.065819
a_noamd/2868164_21015_0_0.png,a_noamd,a_noamd,0.752982,0.752982,0.247018
a_noamd/2871034_21015_0_0.png,a_noamd,a_noamd,0.878104,0.878104,0.121896
a_noamd/2873232_21015_0_0.png,a_noamd,a_noamd,0.956537,0.956537,0.043463
a_noamd/2881320_21016_1_0.png,a_noamd,a_noamd,0.958561,0.958561,0.041439
a_noamd/2884620_21016_0_0.png,a_noamd,a_noamd,0.934465,0.934465,0.065535
a_noamd/2888262_21016_0_0.png,a_noamd,a_noamd,0.931650,0.931650,0.068350
a_noamd/2890162_21016_0_0.png,a_noamd,a_noamd,0.863315,0.863315,0.136685
a_noamd/2917663_21015_0_0.png,a_noamd,a_noamd,0.914043,0.914043,0.085957
a_noamd/2949081_21016_1_0.png,a_noamd,a_noamd,0.947510,0.947510,0.052490
a_noamd/2968059_21016_1_0.png,a_noamd,a_noamd,0.962168,0.962168,0.037832
a_noamd/2972541_21016_0_0.png,a_noamd,a_noamd,0.868405,0.868405,0.131595
a_noamd/2973762_21015_0_0.png,a_noamd,a_noamd,0.933817,0.933817,0.066183
a_noamd/2974159_21016_0_0.png,a_noamd,a_noamd,0.946291,0.946291,0.053709
a_noamd/2975492_21016_1_0.png,a_noamd,a_noamd,0.921945,0.921945,0.078055
a_noamd/3004980_21015_0_0.png,a_noamd,a_noamd,0.956459,0.956459,0.043541
a_noamd/3036382_21016_0_0.png,a_noamd,a_noamd,0.926724,0.926724,0.073276
a_noamd/3036937_21016_0_0.png,a_noamd,a_noamd,0.897254,0.897254,0.102746
a_noamd/3042285_21015_0_0.png,a_noamd,a_noamd,0.865451,0.865451,0.134549
a_noamd/3059488_21016_0_0.png,a_noamd,b_amd,0.900004,0.099996,0.900004
a_noamd/3067577_21015_0_0.png,a_noamd,a_noamd,0.908211,0.908211,0.091789
a_noamd/3081358_21016_0_0.png,a_noamd,a_noamd,0.773734,0.773734,0.226266
a_noamd/3083279_21016_0_0.png,a_noamd,a_noamd,0.921247,0.921247,0.078753
a_noamd/3092906_21015_0_0.png,a_noamd,a_noamd,0.857946,0.857946,0.142054
a_noamd/3097730_21015_0_0.png,a_noamd,a_noamd,0.932332,0.932332,0.067668
a_noamd/3112861_21016_1_0.png,a_noamd,a_noamd,0.961343,0.961343,0.038657
a_noamd/3115038_21016_1_0.png,a_noamd,a_noamd,0.961386,0.961386,0.038614
a_noamd/3126241_21016_1_0.png,a_noamd,a_noamd,0.954250,0.954250,0.045750
a_noamd/3132958_21015_0_0.png,a_noamd,a_noamd,0.934968,0.934968,0.065033
a_noamd/3135604_21015_0_0.png,a_noamd,a_noamd,0.916230,0.916230,0.083770
a_noamd/3143757_21016_0_0.png,a_noamd,a_noamd,0.931907,0.931907,0.068093
a_noamd/3152013_21015_0_0.png,a_noamd,a_noamd,0.939618,0.939618,0.060382
a_noamd/3210309_21016_1_0.png,a_noamd,a_noamd,0.607365,0.607365,0.392635
a_noamd/3213158_21016_0_0.png,a_noamd,a_noamd,0.941699,0.941699,0.058301
a_noamd/3214719_21015_1_0.png,a_noamd,a_noamd,0.886478,0.886478,0.113522
a_noamd/3220661_21015_0_0.png,a_noamd,a_noamd,0.955397,0.955397,0.044602
a_noamd/3232160_21016_0_0.png,a_noamd,a_noamd,0.952758,0.952758,0.047242
a_noamd/3238640_21015_0_0.png,a_noamd,a_noamd,0.935139,0.935139,0.064861
a_noamd/3246947_21015_0_0.png,a_noamd,a_noamd,0.780732,0.780732,0.219268
a_noamd/3266867_21015_0_0.png,a_noamd,a_noamd,0.916758,0.916758,0.083242
a_noamd/3273293_21016_1_0.png,a_noamd,a_noamd,0.915684,0.915684,0.084316
a_noamd/3291607_21015_0_0.png,a_noamd,a_noamd,0.939578,0.939578,0.060422
a_noamd/3295572_21015_0_0.png,a_noamd,a_noamd,0.936570,0.936570,0.063430
a_noamd/3302184_21016_1_0.png,a_noamd,a_noamd,0.957404,0.957404,0.042596
a_noamd/3303788_21015_0_0.png,a_noamd,a_noamd,0.935491,0.935491,0.064509
a_noamd/3304628_21016_1_0.png,a_noamd,a_noamd,0.934925,0.934925,0.065074
a_noamd/3346001_21016_0_0.png,a_noamd,a_noamd,0.932071,0.932071,0.067929
a_noamd/3381767_21016_0_0.png,a_noamd,b_amd,0.939467,0.060533,0.939467
a_noamd/3393701_21016_0_0.png,a_noamd,a_noamd,0.933480,0.933480,0.066520
a_noamd/3406454_21015_0_0.png,a_noamd,a_noamd,0.922695,0.922695,0.077305
a_noamd/3442183_21015_0_0.png,a_noamd,a_noamd,0.935042,0.935042,0.064958
a_noamd/3453675_21016_0_0.png,a_noamd,a_noamd,0.933173,0.933173,0.066827
a_noamd/3455372_21015_0_0.png,a_noamd,b_amd,0.712554,0.287446,0.712554
a_noamd/3466158_21016_0_0.png,a_noamd,a_noamd,0.909839,0.909839,0.090161
a_noamd/3480066_21016_1_0.png,a_noamd,a_noamd,0.944632,0.944632,0.055368
a_noamd/3488530_21016_0_0.png,a_noamd,a_noamd,0.957604,0.957604,0.042396
a_noamd/3500747_21015_0_0.png,a_noamd,a_noamd,0.899023,0.899023,0.100977
a_noamd/3517390_21015_0_0.png,a_noamd,a_noamd,0.941000,0.941000,0.059000
a_noamd/3517510_21016_0_0.png,a_noamd,a_noamd,0.933349,0.933349,0.066651
a_noamd/3528682_21015_0_0.png,a_noamd,a_noamd,0.934266,0.934266,0.065734
a_noamd/3540784_21016_1_0.png,a_noamd,a_noamd,0.931988,0.931988,0.068012
a_noamd/3545495_21015_1_0.png,a_noamd,b_amd,0.629970,0.370030,0.629970
a_noamd/3569605_21016_0_0.png,a_noamd,a_noamd,0.939494,0.939494,0.060506
a_noamd/3569620_21015_1_0.png,a_noamd,a_noamd,0.931353,0.931353,0.068647
a_noamd/3577464_21015_0_0.png,a_noamd,b_amd,0.794840,0.205160,0.794840
a_noamd/3580339_21016_0_0.png,a_noamd,a_noamd,0.931562,0.931562,0.068438
a_noamd/3581537_21016_0_0.png,a_noamd,a_noamd,0.902106,0.902106,0.097894
a_noamd/3593150_21016_1_0.png,a_noamd,a_noamd,0.954970,0.954970,0.045030
a_noamd/3595229_21015_0_0.png,a_noamd,a_noamd,0.945396,0.945396,0.054604
a_noamd/3608666_21015_0_0.png,a_noamd,a_noamd,0.938722,0.938722,0.061278
a_noamd/3619899_21015_0_0.png,a_noamd,a_noamd,0.886027,0.886027,0.113973
a_noamd/3633033_21015_1_0.png,a_noamd,a_noamd,0.952266,0.952266,0.047734
a_noamd/3642698_21015_0_0.png,a_noamd,a_noamd,0.956510,0.956510,0.043490
a_noamd/3665587_21015_0_0.png,a_noamd,a_noamd,0.946964,0.946964,0.053036
a_noamd/3666583_21016_1_0.png,a_noamd,a_noamd,0.933767,0.933767,0.066233
a_noamd/3670750_21016_0_0.png,a_noamd,a_noamd,0.939589,0.939589,0.060411
a_noamd/3675573_21015_0_0.png,a_noamd,b_amd,0.826421,0.173579,0.826421
a_noamd/3677332_21015_0_0.png,a_noamd,a_noamd,0.901182,0.901182,0.098818
a_noamd/3692598_21015_0_0.png,a_noamd,b_amd,0.904826,0.095174,0.904826
a_noamd/3710966_21016_0_0.png,a_noamd,a_noamd,0.940070,0.940070,0.059930
a_noamd/3712684_21015_1_0.png,a_noamd,a_noamd,0.955551,0.955551,0.044449
a_noamd/3713635_21015_0_0.png,a_noamd,b_amd,0.897398,0.102602,0.897398
a_noamd/3714286_21015_1_0.png,a_noamd,a_noamd,0.918396,0.918396,0.081604
a_noamd/3735116_21015_1_0.png,a_noamd,a_noamd,0.929075,0.929075,0.070925
a_noamd/3739249_21016_0_0.png,a_noamd,a_noamd,0.928667,0.928667,0.071333
a_noamd/3747207_21015_0_0.png,a_noamd,a_noamd,0.934587,0.934587,0.065413
a_noamd/3750130_21016_0_0.png,a_noamd,a_noamd,0.941111,0.941111,0.058889
a_noamd/3757353_21016_1_0.png,a_noamd,a_noamd,0.941238,0.941238,0.058762
a_noamd/3758086_21016_0_0.png,a_noamd,a_noamd,0.933306,0.933306,0.066694
a_noamd/3759184_21015_1_0.png,a_noamd,a_noamd,0.881533,0.881533,0.118467
a_noamd/3782601_21016_0_0.png,a_noamd,a_noamd,0.937028,0.937028,0.062972
a_noamd/3788232_21016_0_0.png,a_noamd,a_noamd,0.938162,0.938162,0.061838
a_noamd/3819338_21015_0_0.png,a_noamd,a_noamd,0.926626,0.926626,0.073374
a_noamd/3821541_21015_0_0.png,a_noamd,a_noamd,0.950331,0.950331,0.049669
a_noamd/3837166_21015_1_0.png,a_noamd,a_noamd,0.924835,0.924835,0.075165
a_noamd/3854320_21015_0_0.png,a_noamd,b_amd,0.891458,0.108542,0.891458
a_noamd/3866437_21015_0_0.png,a_noamd,a_noamd,0.938196,0.938196,0.061804
a_noamd/3867969_21016_0_0.png,a_noamd,a_noamd,0.933728,0.933728,0.066272
a_noamd/3880793_21015_1_0.png,a_noamd,a_noamd,0.951344,0.951344,0.048656
a_noamd/3883826_21015_0_0.png,a_noamd,a_noamd,0.957783,0.957783,0.042217
a_noamd/3889732_21016_0_0.png,a_noamd,a_noamd,0.932589,0.932589,0.067411
a_noamd/3896214_21016_0_0.png,a_noamd,a_noamd,0.933255,0.933255,0.066745
a_noamd/3908934_21016_1_0.png,a_noamd,a_noamd,0.939229,0.939229,0.060771
a_noamd/3910674_21015_0_0.png,a_noamd,a_noamd,0.890827,0.890827,0.109172
a_noamd/3919658_21015_0_0.png,a_noamd,a_noamd,0.930382,0.930382,0.069618
a_noamd/3923587_21015_1_0.png,a_noamd,a_noamd,0.856497,0.856497,0.143503
a_noamd/3926725_21016_0_0.png,a_noamd,a_noamd,0.927134,0.927134,0.072866
a_noamd/3935681_21016_0_0.png,a_noamd,a_noamd,0.943774,0.943774,0.056227
a_noamd/3945714_21015_0_0.png,a_noamd,a_noamd,0.939138,0.939138,0.060862
a_noamd/3951801_21016_1_0.png,a_noamd,b_amd,0.935169,0.064831,0.935169
a_noamd/3960725_21016_0_0.png,a_noamd,a_noamd,0.936877,0.936877,0.063123
a_noamd/3977319_21015_0_0.png,a_noamd,a_noamd,0.934997,0.934997,0.065003
a_noamd/3978228_21016_0_0.png,a_noamd,a_noamd,0.939097,0.939097,0.060903
a_noamd/3986061_21015_0_0.png,a_noamd,a_noamd,0.910932,0.910932,0.089068
a_noamd/3989606_21016_0_0.png,a_noamd,a_noamd,0.745898,0.745898,0.254102
a_noamd/3995966_21015_1_0.png,a_noamd,a_noamd,0.939619,0.939619,0.060381
a_noamd/4000600_21016_1_0.png,a_noamd,a_noamd,0.963129,0.963129,0.036871
a_noamd/4008587_21016_0_0.png,a_noamd,a_noamd,0.800083,0.800083,0.199917
a_noamd/4019648_21016_1_0.png,a_noamd,a_noamd,0.932068,0.932068,0.067931
a_noamd/4024308_21016_0_0.png,a_noamd,a_noamd,0.934235,0.934235,0.065765
a_noamd/4043443_21016_0_0.png,a_noamd,a_noamd,0.943318,0.943318,0.056682
a_noamd/4047283_21016_0_0.png,a_noamd,a_noamd,0.943294,0.943294,0.056706
a_noamd/4084652_21016_1_0.png,a_noamd,a_noamd,0.936916,0.936916,0.063084
a_noamd/4109978_21016_0_0.png,a_noamd,a_noamd,0.942713,0.942713,0.057287
a_noamd/4146349_21016_1_0.png,a_noamd,a_noamd,0.943741,0.943741,0.056259
a_noamd/4158297_21016_1_0.png,a_noamd,b_amd,0.684653,0.315347,0.684653
a_noamd/4197728_21015_0_0.png,a_noamd,a_noamd,0.940647,0.940647,0.059353
a_noamd/4199140_21015_1_0.png,a_noamd,a_noamd,0.957346,0.957346,0.042654
a_noamd/4204893_21015_0_0.png,a_noamd,a_noamd,0.944348,0.944348,0.055652
a_noamd/4206869_21015_1_0.png,a_noamd,a_noamd,0.929847,0.929847,0.070153
a_noamd/4218219_21016_1_0.png,a_noamd,a_noamd,0.851182,0.851182,0.148818
a_noamd/4221430_21015_0_0.png,a_noamd,a_noamd,0.959087,0.959087,0.040913
a_noamd/4222894_21016_1_0.png,a_noamd,a_noamd,0.933402,0.933402,0.066598
a_noamd/4228877_21015_0_0.png,a_noamd,a_noamd,0.939339,0.939339,0.060661
a_noamd/4229042_21016_0_0.png,a_noamd,a_noamd,0.773716,0.773716,0.226284
a_noamd/4244571_21015_0_0.png,a_noamd,a_noamd,0.940977,0.940977,0.059024
a_noamd/4248477_21016_0_0.png,a_noamd,a_noamd,0.934574,0.934574,0.065425
a_noamd/4249088_21015_0_0.png,a_noamd,a_noamd,0.952807,0.952807,0.047193
a_noamd/4253334_21015_1_0.png,a_noamd,a_noamd,0.953239,0.953239,0.046761
a_noamd/4262947_21016_0_0.png,a_noamd,a_noamd,0.930541,0.930541,0.069459
a_noamd/4266504_21016_0_0.png,a_noamd,b_amd,0.649316,0.350684,0.649316
