filename,prob_anodr,prob_bmilddr,prob_cmoderatedr,prob_dseveredr,prob_eproliferativedr,predicted
20051130_54956_0400_PP_875.png,0.999979,0.000021,0.000000,0.000000,0.000000,anodr
20051130_55004_0400_PP_1259.png,0.994347,0.005564,0.000074,0.000002,0.000014,anodr
20051130_55012_0400_PP_865.png,0.990040,0.009696,0.000218,0.000005,0.000040,anodr
20051130_55037_0400_PP_443.png,0.997339,0.002598,0.000040,0.000003,0.000020,anodr
20051130_55048_0400_PP_921.png,0.999535,0.000457,0.000005,0.000000,0.000004,anodr
20051130_55074_0400_PP_986.png,0.988708,0.010696,0.000569,0.000003,0.000024,anodr
20051130_55086_0400_PP_1152.png,0.985114,0.014320,0.000543,0.000005,0.000019,anodr
20051130_55107_0400_PP_316.png,0.997323,0.002598,0.000069,0.000000,0.000009,anodr
20051130_55160_0400_PP_1182.png,0.957653,0.042184,0.000145,0.000002,0.000016,anodr
20051130_55269_0400_PP_820.png,0.991469,0.008477,0.000048,0.000001,0.000006,anodr
20051130_55311_0400_PP_896.png,0.996379,0.003610,0.000008,0.000000,0.000003,anodr
20051130_55323_0400_PP_883.png,0.998242,0.001755,0.000001,0.000000,0.000002,anodr
20051130_55381_0400_PP_504.png,0.999845,0.000153,0.000001,0.000000,0.000002,anodr
20051130_55393_0400_PP_1251.png,0.999802,0.000197,0.000001,0.000000,0.000000,anodr
20051130_58716_0400_PP_355.png,0.999683,0.000295,0.000015,0.000002,0.000005,anodr
20051130_58824_0400_PP_1181.png,0.999615,0.000230,0.000064,0.000042,0.000050,anodr
20051130_58874_0400_PP_1359.png,0.999774,0.000223,0.000002,0.000000,0.000002,anodr
20051130_58888_0400_PP_284.png,0.997889,0.002008,0.000049,0.000002,0.000052,anodr
20051130_58962_0400_PP_973.png,0.989004,0.010917,0.000058,0.000002,0.000019,anodr
20051130_58998_0400_PP_543.png,0.999993,0.000006,0.000000,0.000000,0.000000,anodr
20051130_59029_0400_PP_270.png,0.999997,0.000003,0.000000,0.000000,0.000000,anodr
20051130_59186_0400_PP_350.png,0.995843,0.004138,0.000014,0.000001,0.000004,anodr
20051130_59284_0400_PP_853.png,0.997127,0.002866,0.000004,0.000000,0.000003,anodr
20051130_59374_0400_PP_410.png,0.999154,0.000827,0.000017,0.000001,0.000001,anodr
20051130_59404_0400_PP_392.png,0.999233,0.000742,0.000020,0.000002,0.000002,anodr
20051130_59457_0400_PP_1053.png,0.999672,0.000321,0.000004,0.000000,0.000002,anodr
20051130_59464_0400_PP_1141.png,0.999705,0.000291,0.000002,0.000000,0.000001,anodr
20051130_59749_0400_PP_965.png,0.997780,0.002208,0.000009,0.000000,0.000003,anodr
20051130_59775_0400_PP_1224.png,0.999385,0.000611,0.000003,0.000000,0.000001,anodr
20051130_59793_0400_PP_926.png,0.997460,0.002517,0.000020,0.000000,0.000002,anodr
20051130_59802_0400_PP_430.png,0.997136,0.002840,0.000020,0.000001,0.000003,anodr
20051130_59850_0400_PP_36.png,0.999972,0.000028,0.000000,0.000000,0.000000,anodr
20051130_59869_0400_PP_520.png,0.999980,0.000020,0.000000,0.000000,0.000000,anodr
20051130_59964_0400_PP_312.png,0.995338,0.004625,0.000033,0.000001,0.000004,anodr
20051130_59993_0400_PP_439.png,0.935054,0.063067,0.001796,0.000013,0.000070,anodr
20051130_60040_0400_PP_1355.png,0.999513,0.000476,0.000010,0.000001,0.000001,anodr
20051130_60066_0400_PP_1170.png,0.999445,0.000538,0.000014,0.000001,0.000002,anodr
20051130_60186_0400_PP_1365.png,0.991597,0.008284,0.000101,0.000003,0.000015,anodr
20051130_60234_0400_PP_453.png,0.985702,0.012634,0.001471,0.000022,0.000171,anodr
20051130_60448_0400_PP_860.png,0.999105,0.000872,0.000011,0.000001,0.000011,anodr
20051130_60490_0400_PP_828.png,0.998793,0.001173,0.000025,0.000000,0.000009,anodr
20051130_60532_0400_PP_1052.png,0.999532,0.000465,0.000003,0.000000,0.000001,anodr
20051130_60562_0400_PP_121.png,0.986859,0.013084,0.000042,0.000001,0.000013,anodr
20051130_60601_0400_PP_146.png,0.997238,0.002709,0.000046,0.000001,0.000006,anodr
20051130_60630_0400_PP_60.png,0.994433,0.005545,0.000016,0.000001,0.000006,anodr
20051130_60691_0400_PP_939.png,0.978266,0.021428,0.000266,0.000003,0.000036,anodr
20051130_60715_0400_PP_555.png,0.917701,0.060302,0.021424,0.000058,0.000515,anodr
20051130_60740_0400_PP_1166.png,0.971458,0.027648,0.000801,0.000010,0.000083,anodr
20051130_60794_0400_PP_280.png,0.991359,0.008452,0.000162,0.000004,0.000023,anodr
20051130_60822_0400_PP_980.png,0.996896,0.003087,0.000011,0.000001,0.000005,anodr
20051201_37312_0400_PP_1333.png,0.968493,0.030075,0.001372,0.000015,0.000046,anodr
20051201_37337_0400_PP_839.png,0.984682,0.015148,0.000144,0.000004,0.000022,anodr
20051201_37382_0400_PP_1350.png,0.966450,0.033222,0.000302,0.000004,0.000023,anodr
20051201_37390_0400_PP_833.png,0.964215,0.035404,0.000348,0.000005,0.000027,anodr
20051201_37409_0400_PP_1340.png,0.998836,0.001161,0.000002,0.000000,0.000001,anodr
20051201_37462_0400_PP_357.png,0.988415,0.011547,0.000032,0.000001,0.000005,anodr
20051201_37534_0400_PP_906.png,0.998842,0.001147,0.000008,0.000000,0.000003,anodr
20051201_37557_0400_PP_1336.png,0.999252,0.000732,0.000013,0.000000,0.000002,anodr
20051201_38041_0400_PP_1312.png,0.990532,0.009142,0.000274,0.000004,0.000049,anodr
20051201_38081_0400_PP_963.png,0.999445,0.000552,0.000002,0.000000,0.000001,anodr
20051201_38103_0400_PP_81.png,0.998322,0.001621,0.000041,0.000001,0.000015,anodr
20051201_38137_0400_PP_391.png,0.995227,0.004748,0.000015,0.000001,0.000009,anodr
20051201_38155_0400_PP_112.png,0.371335,0.056618,0.358656,0.004636,0.208755,anodr
20051201_38164_0400_PP_881.png,0.262659,0.564637,0.169589,0.000309,0.002806,bmilddr
20051201_38199_0400_PP_1329.png,0.997476,0.002512,0.000011,0.000000,0.000001,anodr
20051201_38211_0400_PP_1174.png,0.988683,0.011242,0.000068,0.000001,0.000007,anodr
20051201_38246_0400_PP_1063.png,0.998788,0.001199,0.000010,0.000001,0.000002,anodr
20051201_38262_0400_PP_335.png,0.998469,0.001518,0.000011,0.000001,0.000002,anodr
20051201_38280_0400_PP_1103.png,0.999499,0.000492,0.000006,0.000000,0.000003,anodr
20051201_38291_0400_PP_468.png,0.999514,0.000483,0.000002,0.000000,0.000001,anodr
20051201_38321_0400_PP_903.png,0.999489,0.000480,0.000006,0.000000,0.000024,anodr
20051201_38349_0400_PP_892.png,0.998367,0.001618,0.000009,0.000000,0.000005,anodr
20051201_38466_0400_PP_572.png,0.994808,0.005062,0.000124,0.000001,0.000005,anodr
20051201_38475_0400_PP_560.png,0.997412,0.002577,0.000008,0.000000,0.000003,anodr
20051202_37162_0400_PP_29.png,0.488657,0.498391,0.011984,0.000081,0.000886,bmilddr
20051202_51599_0400_PP_966.png,0.999551,0.000445,0.000004,0.000000,0.000001,anodr
20051202_51616_0400_PP_1018.png,0.997006,0.002978,0.000014,0.000000,0.000002,anodr
20051205_57651_0400_PP_52.png,0.999308,0.000688,0.000002,0.000000,0.000001,anodr
20051205_57704_0400_PP_1167.png,0.998357,0.001633,0.000008,0.000000,0.000002,anodr
20051205_57757_0400_PP_1100.png,0.998110,0.001861,0.000026,0.000000,0.000002,anodr
20051205_57780_0400_PP_1102.png,0.992228,0.007676,0.000082,0.000002,0.000011,anodr
20051205_57799_0400_PP_868.png,0.812922,0.184270,0.002422,0.000033,0.000352,anodr
20051205_57809_0400_PP_1228.png,0.941400,0.058455,0.000126,0.000002,0.000017,anodr
20051205_57838_0400_PP_859.png,0.999690,0.000306,0.000003,0.000000,0.000001,anodr
20051205_57879_0400_PP_1254.png,0.999372,0.000624,0.000003,0.000000,0.000001,anodr
20051205_57942_0400_PP_990.png,0.999870,0.000129,0.000001,0.000000,0.000001,anodr
20051205_57988_0400_PP_1112.png,0.999497,0.000501,0.000002,0.000000,0.000000,anodr
20051205_58037_0400_PP_835.png,0.999223,0.000766,0.000009,0.000000,0.000002,anodr
20051205_58060_0400_PP_376.png,0.999118,0.000852,0.000015,0.000001,0.000014,anodr
20051205_58080_0400_PP_1034.png,0.999551,0.000437,0.000008,0.000001,0.000003,anodr
20051205_58091_0400_PP_292.png,0.998833,0.001156,0.000006,0.000001,0.000005,anodr
20051205_58109_0400_PP_1311.png,0.993755,0.006209,0.000029,0.000001,0.000006,anodr
20051205_58125_0400_PP_46.png,0.998760,0.001231,0.000006,0.000000,0.000003,anodr
20051205_58150_0400_PP_393.png,0.999905,0.000094,0.000001,0.000000,0.000000,anodr
20051205_58177_0400_PP_503.png,0.999922,0.000076,0.000001,0.000000,0.000001,anodr
20051205_58354_0400_PP_1282.png,0.997899,0.002091,0.000006,0.000001,0.000004,anodr
20051205_58373_0400_PP_55.png,0.987491,0.012369,0.000112,0.000002,0.000026,anodr
20051205_58409_0400_PP_985.png,0.990346,0.009551,0.000094,0.000001,0.000008,anodr
20051205_58431_0400_PP_493.png,0.996865,0.003104,0.000028,0.000001,0.000003,anodr
20051205_58458_0400_PP_309.png,0.998034,0.001950,0.000012,0.000000,0.000003,anodr
20051205_58502_0400_PP_482.png,0.999200,0.000790,0.000007,0.000000,0.000002,anodr
20051205_58613_0400_PP_843.png,0.992224,0.007699,0.000070,0.000001,0.000006,anodr
20051205_59240_0400_PP_301.png,0.979397,0.020460,0.000126,0.000002,0.000015,anodr
20051205_59337_0400_PP_945.png,0.999833,0.000165,0.000001,0.000000,0.000001,anodr
20051205_59351_0400_PP_332.png,0.998650,0.001345,0.000005,0.000000,0.000001,anodr
20051205_59367_0400_PP_816.png,0.999827,0.000168,0.000003,0.000000,0.000003,anodr
20051205_59379_0400_PP_842.png,0.999527,0.000470,0.000002,0.000000,0.000001,anodr
20051205_59510_0400_PP_329.png,0.986222,0.013430,0.000319,0.000004,0.000025,anodr
20051205_59538_0400_PP_534.png,0.994294,0.005600,0.000085,0.000002,0.000018,anodr
20051205_59617_0400_PP_1000.png,0.995746,0.004232,0.000018,0.000000,0.000003,anodr
20051205_59651_0400_PP_1164.png,0.998947,0.001047,0.000004,0.000000,0.000001,anodr
20051205_59738_0400_PP_119.png,0.999905,0.000093,0.000001,0.000000,0.000000,anodr
20051205_59754_0400_PP_880.png,0.999655,0.000335,0.000001,0.000000,0.000008,anodr
20051205_59833_0400_PP_531.png,0.938416,0.061294,0.000267,0.000003,0.000019,anodr
20051205_59858_0400_PP_523.png,0.989502,0.010221,0.000256,0.000003,0.000018,anodr
20051205_59901_0400_PP_417.png,0.999918,0.000082,0.000000,0.000000,0.000000,anodr
20051205_59923_0400_PP_1307.png,0.999937,0.000062,0.000000,0.000000,0.000000,anodr
20051205_60093_0400_PP_1286.png,0.999893,0.000106,0.000000,0.000000,0.000000,anodr
20051205_60119_0400_PP_451.png,0.999960,0.000039,0.000001,0.000000,0.000000,anodr
20051213_61406_0100_PP_1027.png,0.874194,0.124762,0.000951,0.000017,0.000076,anodr
20051213_61802_0100_PP_408.png,0.990495,0.009484,0.000018,0.000000,0.000003,anodr
20051213_61892_0100_PP_837.png,0.996543,0.003445,0.000009,0.000000,0.000003,anodr
20051213_61951_0100_PP_983.png,0.999282,0.000712,0.000005,0.000000,0.000001,anodr
20051213_62251_0100_PP_27.png,0.999234,0.000758,0.000007,0.000000,0.000001,anodr
20051213_62314_0100_PP_1325.png,0.998863,0.001129,0.000006,0.000000,0.000001,anodr
20051213_62518_0100_PP_821.png,0.999555,0.000441,0.000003,0.000000,0.000000,anodr
20051213_62572_0100_PP_1176.png,0.989665,0.010312,0.000022,0.000000,0.000002,anodr
20051214_40529_0100_PP_1120.png,0.997533,0.002446,0.000015,0.000001,0.000005,anodr
20051214_40767_0100_PP_1039.png,0.987123,0.012817,0.000053,0.000001,0.000007,anodr
20051214_40994_0100_PP_435.png,0.999907,0.000089,0.000003,0.000000,0.000001,anodr
20051214_41055_0100_PP_41.png,0.999717,0.000281,0.000001,0.000000,0.000000,anodr
20051214_42133_0100_PP_462.png,0.999433,0.000561,0.000005,0.000000,0.000001,anodr
20051214_42197_0100_PP_1288.png,0.999903,0.000096,0.000001,0.000000,0.000000,anodr
20051214_42323_0100_PP_845.png,0.999820,0.000180,0.000001,0.000000,0.000000,anodr
20051214_42363_0100_PP_42.png,0.999656,0.000343,0.000001,0.000000,0.000000,anodr
20051214_51178_0100_PP_1380.png,0.999907,0.000092,0.000000,0.000000,0.000000,anodr
20051214_51211_0100_PP_511.png,0.999888,0.000111,0.000000,0.000000,0.000000,anodr
20051214_51308_0100_PP_1342.png,0.926314,0.073103,0.000568,0.000004,0.000011,anodr
20051214_51342_0100_PP_970.png,0.993843,0.006134,0.000019,0.000000,0.000004,anodr
20051214_51442_0100_PP_28.png,0.987845,0.012048,0.000094,0.000001,0.000011,anodr
20051214_51469_0100_PP_1060.png,0.983720,0.016062,0.000206,0.000002,0.000010,anodr
20051214_56242_0100_PP_337.png,0.996703,0.003254,0.000039,0.000001,0.000004,anodr
20051214_56392_0100_PP_1037.png,0.999992,0.000008,0.000000,0.000000,0.000000,anodr
20051214_56438_0100_PP_22.png,0.999169,0.000826,0.000003,0.000000,0.000002,anodr
20051214_56636_0100_PP_128.png,0.999425,0.000551,0.000011,0.000000,0.000012,anodr
20051214_56688_0100_PP_120.png,0.999582,0.000413,0.000004,0.000000,0.000001,anodr
20051214_57761_0100_PP_356.png,0.960892,0.036691,0.001738,0.000034,0.000644,anodr
20051214_57817_0100_PP_876.png,0.995533,0.004411,0.000044,0.000001,0.000011,anodr
20051216_43913_0200_PP_1367.png,0.999378,0.000618,0.000002,0.000000,0.000002,anodr
20051216_44066_0200_PP_426.png,0.998618,0.001332,0.000045,0.000000,0.000005,anodr
20051216_44092_0200_PP_1090.png,0.257531,0.045220,0.682757,0.001218,0.013274,cmoderatedr
20051216_44221_0200_PP_548.png,0.995690,0.004295,0.000012,0.000000,0.000002,anodr
20051216_44252_0200_PP_952.png,0.998412,0.001577,0.000010,0.000000,0.000001,anodr
20051216_44398_0200_PP_1235.png,0.993325,0.006635,0.000034,0.000001,0.000005,anodr
20051216_44420_0200_PP_379.png,0.999080,0.000916,0.000003,0.000000,0.000001,anodr
20051216_44635_0200_PP_415.png,0.994886,0.005047,0.000049,0.000002,0.000016,anodr
20051216_44660_0200_PP_888.png,0.998923,0.001065,0.000007,0.000000,0.000005,anodr
20051216_44811_0200_PP_567.png,0.998800,0.001192,0.000004,0.000000,0.000004,anodr
20051216_44832_0200_PP_1082.png,0.999625,0.000372,0.000001,0.000000,0.000001,anodr
20051216_45076_0200_PP_818.png,0.959060,0.038197,0.002278,0.000007,0.000458,anodr
20051216_45499_0200_PP_1071.png,0.998707,0.001288,0.000004,0.000000,0.000001,anodr
20051216_45781_0200_PP_320.png,0.999277,0.000720,0.000002,0.000000,0.000000,anodr
20051216_45873_0200_PP_832.png,0.999150,0.000842,0.000006,0.000000,0.000002,anodr
20051216_45992_0200_PP_341.png,0.978992,0.020800,0.000162,0.000006,0.000041,anodr
20051216_46018_0200_PP_1216.png,0.516151,0.456213,0.026522,0.000102,0.001012,anodr
20051216_46183_0200_PP_1204.png,0.996261,0.003722,0.000014,0.000000,0.000002,anodr
20051216_47514_0200_PP_110.png,0.982597,0.017258,0.000132,0.000001,0.000012,anodr
20051216_47536_0200_PP_1339.png,0.999610,0.000386,0.000003,0.000000,0.000001,anodr
20060407_38711_0200_PP_283.png,0.995602,0.004344,0.000047,0.000001,0.000006,anodr
20060407_38970_0200_PP_1111.png,0.993310,0.006609,0.000072,0.000001,0.000008,anodr
20060407_39155_0200_PP_855.png,0.999923,0.000077,0.000000,0.000000,0.000000,anodr
20060407_39184_0200_PP_373.png,0.999976,0.000024,0.000000,0.000000,0.000000,anodr
20060407_39306_0200_PP_1074.png,0.999799,0.000200,0.000001,0.000000,0.000000,anodr
20060407_39328_0200_PP_893.png,0.999903,0.000096,0.000001,0.000000,0.000000,anodr
20060407_39435_0200_PP_1214.png,0.197182,0.192078,0.607285,0.000418,0.003037,cmoderatedr
20060407_39546_0200_PP_545.png,0.989409,0.010454,0.000126,0.000001,0.000010,anodr
20060407_39567_0200_PP_1168.png,0.869807,0.123702,0.006383,0.000017,0.000091,anodr
20060407_39687_0200_PP_101.png,0.999756,0.000239,0.000004,0.000000,0.000001,anodr
20060407_39761_0200_PP_518.png,0.988237,0.011682,0.000071,0.000001,0.000008,anodr
20060407_39780_0200_PP_1006.png,0.998829,0.001165,0.000003,0.000000,0.000002,anodr
20060407_40740_0200_PP_314.png,0.711860,0.285190,0.002885,0.000012,0.000053,anodr
20060407_40761_0200_PP_282.png,0.992691,0.007217,0.000085,0.000000,0.000006,anodr
20060407_41149_0200_PP_26.png,0.999850,0.000149,0.000001,0.000000,0.000000,anodr
20060407_41177_0200_PP_1104.png,0.999987,0.000013,0.000000,0.000000,0.000000,anodr
20060407_41312_0200_PP_895.png,0.998677,0.001320,0.000003,0.000000,0.000000,anodr
20060407_41980_0200_PP_1347.png,0.997471,0.002505,0.000020,0.000001,0.000004,anodr
20060407_42099_0200_PP_77.png,0.996297,0.003628,0.000065,0.000001,0.000009,anodr
20060407_42133_0200_PP_488.png,0.999878,0.000116,0.000004,0.000000,0.000002,anodr
20060407_42290_0200_PP_1107.png,0.999940,0.000060,0.000000,0.000000,0.000000,anodr
20060407_42308_0200_PP_1278.png,0.999971,0.000029,0.000000,0.000000,0.000000,anodr
20060407_43223_0200_PP_47.png,0.959365,0.038047,0.002548,0.000005,0.000035,anodr
20060407_43258_0200_PP_118.png,0.999183,0.000811,0.000005,0.000000,0.000001,anodr
20060407_43594_0200_PP_140.png,0.994419,0.005536,0.000038,0.000001,0.000007,anodr
20060407_43618_0200_PP_867.png,0.998638,0.001357,0.000004,0.000000,0.000002,anodr
20060407_43726_0200_PP_1128.png,0.995428,0.004551,0.000016,0.000001,0.000005,anodr
20060407_43746_0200_PP_1058.png,0.996253,0.003729,0.000013,0.000001,0.000005,anodr
20060407_43834_0200_PP_1162.png,0.999430,0.000489,0.000073,0.000000,0.000007,anodr
20060407_43856_0200_PP_862.png,0.999316,0.000671,0.000011,0.000000,0.000002,anodr
20060407_44042_0200_PP_1047.png,0.999731,0.000268,0.000001,0.000000,0.000000,anodr
20060407_44061_0200_PP_295.png,0.999937,0.000062,0.000001,0.000000,0.000000,anodr
20060407_44400_0200_PP_956.png,0.999874,0.000125,0.000001,0.000000,0.000000,anodr
20060407_44422_0200_PP_847.png,0.999973,0.000027,0.000000,0.000000,0.000000,anodr
20060407_44510_0200_PP_48.png,0.999274,0.000721,0.000004,0.000000,0.000001,anodr
20060407_44529_0200_PP_1212.png,0.999613,0.000384,0.000002,0.000000,0.000001,anodr
20060407_44743_0200_PP_824.png,0.981733,0.018040,0.000192,0.000005,0.000030,anodr
20060407_44766_0200_PP_89.png,0.999189,0.000795,0.000012,0.000000,0.000003,anodr
20060407_44866_0200_PP_293.png,0.948066,0.051056,0.000800,0.000010,0.000069,anodr
20060407_44889_0200_PP_830.png,0.999313,0.000678,0.000008,0.000000,0.000001,anodr
20060407_45107_0200_PP_1345.png,0.997121,0.002866,0.000010,0.000000,0.000002,anodr
20060407_45230_0200_PP_1297.png,0.998096,0.001895,0.000007,0.000000,0.000001,anodr
20060407_45247_0200_PP_1159.png,0.998564,0.001428,0.000006,0.000000,0.000002,anodr
20060407_45718_0200_PP_400.png,0.118296,0.402961,0.474649,0.000442,0.003653,cmoderatedr
